date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,GBPCHF,EURCHF,CHFJPY,CADCHF,AUDCHF,NZDCHF,GBPJPY,GBPAUD,EURJPY,EURCAD,EURNZD,AUDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2015.11.30,-15.999999999993797,-1.999999999990898,-7.0000000000014495,-25.000000000005684,-101.00000000001774,-23.00000000000635,-112.000000000001,-133.99999999998968,-11.00000000000545,-19.000000000005457,-49.99999999999449,-102.00000000000209,0.0,-56.99999999998795,-126.00000000002609,-56.99999999998795,-193.99999999998306,-277.00000000001614,-40.99999999999682,-9.00000000000345,-20.999999999993246,-22.999999999995246,,-1407.0000000000039
2015.11.30,-39.00000000001125,2.0000000000131024,-9.999999999998899,-78.00000000000296,-45.000000000006146,-33.000000000005244,-61.999999999995396,-133.00000000000534,-2.0000000000131024,-67.99999999999784,-41.000000000002146,-82.99999999999974,46.00000000000159,-22.999999999996135,-161.00000000003334,4.9999999999954525,-131.99999999999878,-200.00000000000017,-99.00000000000375,11.00000000000545,-18.999999999991246,-25.00000000000835,,-1189.0000000000543
2015.11.30,-62.000000000006494,-0.9999999999843467,-17.000000000000348,-54.000000000002046,-20.000000000020002,-104.99999999999955,-148.99999999999915,-214.99999999998744,43.999999999999595,-67.99999999999784,-12.999999999996348,-122.99999999999534,-43.00000000000415,-73.99999999998386,-443.0000000000156,-34.99999999999659,-154.99999999999403,-398.00000000000944,-152.00000000000102,-58.99999999999794,3.0000000000085514,49.99999999999449,,-2088.999999999988
2015.11.30,-72.0000000000054,30.0000000000189,-75.00000000000284,-31.999999999996476,3.999999999981796,-132.0000000000099,-146.99999999999713,-236.99999999999832,7.999999999985796,-45.000000000001705,-7.9999999999968985,-26.999999999999247,-39.999999999995595,-139.99999999998636,-536.0000000000032,-32.00000000001069,-113.99999999999189,-373.00000000000114,-176.00000000000193,-100.99999999999554,113.00000000000753,28.000000000005798,,-2103.9999999999936
2015.11.30,-117.99999999999588,-22.999999999995246,-97.9999999999981,-45.000000000001705,-9.000000000014552,-197.00000000000273,-194.0000000000053,-241.99999999998667,-8.000000000008,-132.000000000005,-19.999999999997797,-27.999999999994696,-68.99999999999685,-89.99999999997499,-632.0000000000103,3.0000000000143245,-163.9999999999864,-439.0000000000116,-272.00000000000557,-147.99999999999258,57.00000000000705,-28.000000000005798,,-2895.9999999999686
2015.11.30,-124.99999999999733,-94.99999999997843,-139.00000000000023,-55.00000000000682,101.99999999997988,-213.00000000000762,-207.00000000000162,-234.00000000000088,-13.000000000018552,-138.00000000000523,-22.999999999995246,8.000000000008,-48.99999999999905,37.00000000000614,-592.0000000000148,104.00000000001342,-140.99999999999113,-419.0000000000138,-281.9999999999965,-114.00000000000298,77.00000000000485,-29.00000000001235,,-2540.00000000003
2015.11.30,-126.0000000000039,-51.99999999998539,-164.99999999999292,-46.999999999997044,112.000000000001,-186.00000000000838,-207.00000000000162,-231.0000000000034,-26.0000000000149,-138.9999999999958,-54.999999999993946,-21.999999999999797,-50.0000000000056,3.0000000000143245,-570.0000000000039,86.99999999998909,-204.99999999998852,-402.9999999999978,-259.00000000000034,-63.00000000000195,54.00000000000959,17.000000000000348,,-2532.9999999999804
2015.11.30,-167.00000000000603,-170.99999999998784,-185.99999999999727,-54.000000000002046,139.00000000000023,-165.9999999999995,-178.99999999999582,-248.00000000000378,-24.000000000001798,-173.99999999999238,-5.999999999994898,-81.9999999999932,0.0,63.0000000000166,-463.0000000000134,146.99999999999136,-119.99999999998678,-307.00000000001285,-225.00000000000853,-31.999999999998696,53.00000000000304,24.999999999986144,,-2176.9999999999973
2015.11.30,-156.00000000000057,-104.99999999999955,-110.99999999999443,-97.00000000000841,131.99999999999878,-128.00000000000588,-172.00000000000549,-204.00000000000418,29.999999999996696,-200.9999999999934,-29.000000000001247,-82.99999999999974,-12.999999999996348,155.00000000000114,-330.00000000003024,110.00000000001364,-189.99999999997908,-357.00000000000733,-201.00000000000762,7.9999999999968985,31.000000000003247,43.999999999999595,,-1867.0000000000236
2015.11.30,-165.00000000001512,-110.99999999999443,-120.99999999999334,-91.00000000000819,125.99999999998168,-113.00000000000753,-119.99999999999788,-211.99999999998997,58.99999999998684,-206.99999999999363,0.0,-121.99999999999989,73.99999999999629,183.00000000002115,-254.00000000002086,144.00000000000546,-183.99999999998417,-157.00000000000713,-192.00000000000728,29.000000000001247,-139.00000000000023,-85.00000000000173,,-1658.0000000000286
2015.11.30,-133.00000000000534,-66.99999999999484,-68.00000000000139,-123.99999999999523,87.99999999999919,-76.0000000000094,-17.999999999995797,-197.99999999998707,49.99999999999449,-188.0000000000024,-14.000000000002899,-124.00000000000189,136.00000000000279,194.00000000001683,-189.00000000003914,144.00000000000546,-185.99999999999727,9.999999999998899,-159.9999999999966,75.00000000000284,-164.99999999999292,-120.00000000000898,,-1133.0000000000107
2015.11.30,-112.000000000001,-55.99999999998939,-55.99999999998939,-126.99999999999534,80.99999999999774,-42.0000000000087,11.00000000000545,-173.00000000000094,31.999999999987594,-167.99999999999216,-29.000000000001247,-120.99999999999334,143.9999999999997,184.00000000002592,-105.00000000002174,125.0,-193.99999999998306,45.99999999999049,-138.00000000000523,74.00000000000739,-165.9999999999995,-113.00000000000753,,-902.9999999999743
2015.11.30,-151.9999999999966,-52.99999999999194,-69.00000000000794,-96.00000000000364,78.00000000000028,-40.00000000000669,12.999999999996348,-231.0000000000034,61.99999999998429,-194.99999999999318,0.0,-170.99999999999892,178.99999999999582,155.00000000000114,-101.00000000003995,122.99999999999045,-180.99999999998673,87.99999999999919,-115.0000000000091,75.00000000000284,-208.99999999999253,-138.0000000000159,,-978.000000000076
2015.11.30,-144.0000000000108,-54.99999999998284,-58.99999999998684,-102.00000000000387,115.99999999998278,-49.00000000001015,29.999999999996696,-228.00000000000597,67.9999999999792,-215.99999999999397,-9.999999999998899,-151.00000000000114,200.00000000000017,156.0000000000059,-145.00000000001734,73.0000000000075,-222.99999999999542,106.99999999999044,-126.00000000000477,104.00000000000409,-283.99999999999534,-235.00000000000742,,-1173.0000000000477
2015.11.30,-141.99999999999767,-51.99999999998539,-42.999999999993044,-106.99999999999932,93.99999999999409,-50.0000000000056,99.00000000000463,-219.99999999999798,112.99999999998533,-203.99999999999352,17.000000000000348,-161.00000000000003,268.99999999999704,150.00000000000568,-161.00000000003334,66.0000000000025,-226.99999999999943,202.9999999999976,-132.99999999999557,79.00000000000685,-277.99999999998937,-243.00000000001543,,-931.0000000000116
2015.11.30,-112.000000000001,-22.999999999995246,-38.99999999998904,-105.00000000000398,75.99999999998718,-19.00000000000235,102.00000000000209,-226.99999999999943,81.9999999999821,-182.00000000000216,6.0000000000060005,-178.00000000000037,270.0000000000036,102.00000000000387,-107.00000000003485,80.99999999998886,-210.99999999998343,220.99999999998232,-97.99999999999898,114.99999999999844,-295.99999999999625,-219.99999999999798,,-762.0000000000505
