date,EURCHF,EURNZD,AUDCAD,empty,sum
2018.04.24,-136.00000000000279,-2037.0,-210.99999999999451,,-2383.9999999999973
2018.04.24,-158.0000000000137,-2089.999999999992,-261.0000000000001,,-2509.0000000000055
2018.04.24,-151.00000000001222,-2107.9999999999986,-259.9999999999936,,-2519.0000000000045
2018.04.24,-143.00000000000423,-2075.999999999989,-307.99999999999716,,-2526.9999999999905
2018.04.24,-131.99999999999878,-2004.0000000000057,-227.99999999999488,,-2363.9999999999995
2018.04.24,-119.00000000000244,-1946.0000000000032,-195.00000000000074,,-2260.0000000000064
2018.04.24,-120.00000000000898,-1964.9999999999945,-209.9999999999991,,-2295.0000000000027
2018.04.24,-114.99999999999844,-1968.9999999999986,-195.9999999999962,,-2279.9999999999936
2018.04.25,-110.00000000001009,-1917.9999999999975,-224.000000000002,,-2252.0000000000095
2018.04.25,-103.00000000000864,-2061.999999999986,-229.00000000000142,,-2393.999999999996
2018.04.25,-140.0000000000068,-2054.9999999999845,-231.99999999999886,,-2426.99999999999
2018.04.25,-128.000000000017,-2116.999999999991,-229.99999999999687,,-2475.0000000000045
2018.04.25,-136.00000000000279,-2105.9999999999854,-222.99999999999542,,-2464.9999999999836
2018.04.25,-150.00000000000568,-2037.0,-212.99999999999653,,-2400.000000000002
2018.04.25,-188.00000000001037,-2122.999999999986,-278.00000000000045,,-2588.999999999997
2018.04.25,-212.00000000001216,-2217.0000000000023,-297.00000000000284,,-2726.0000000000173
2018.04.25,-256.00000000001177,-2061.000000000002,-353.99999999999875,,-2671.0000000000123
2018.04.25,-214.00000000000307,-2122.999999999986,-370.9999999999991,,-2707.999999999988
2018.04.25,-207.00000000000162,-2153.999999999989,-381.99999999999346,,-2742.9999999999845
2018.04.25,-217.0000000000005,-2214.000000000005,-351.99999999999676,,-2783.0000000000023
2018.04.25,-230.00000000001907,-2174.9999999999936,-356.9999999999962,,-2762.000000000009
2018.04.25,-251.00000000000122,-2265.000000000006,-368.9999999999971,,-2885.0000000000045
2018.04.25,-249.00000000001032,-2228.9999999999923,-400.00000000000034,,-2878.000000000003
2018.04.25,-233.00000000001654,-2336.999999999989,-456.00000000000085,,-3026.0000000000064
2018.04.25,-246.00000000001288,-2313.9999999999936,-420.9999999999936,,-2981.0
2018.04.25,-236.00000000001398,-2309.0000000000055,-434.000000000001,,-2979.0000000000205
2018.04.25,-236.00000000001398,-2380.0000000000045,-473.0000000000012,,-3089.00000000002
2018.04.25,-325.0000000000197,-2454.0000000000005,-451.9999999999969,,-3231.000000000017
2018.04.25,-302.0000000000023,-2458.0000000000045,-451.9999999999969,,-3212.0000000000036
2018.04.25,-144.0000000000108,-2363.000000000004,-402.00000000000233,,-2909.0000000000173
2018.04.25,-174.00000000000747,-2437.9999999999845,-409.99999999999926,,-3021.999999999991
2018.04.25,-173.00000000000094,-2336.0000000000045,-361.0000000000002,,-2870.0000000000055
2018.04.25,-197.00000000000273,-2217.0000000000023,-305.99999999999517,,-2720.0
2018.04.25,-251.00000000000122,-2221.0000000000064,-261.0000000000001,,-2733.0000000000077
2018.04.25,-284.00000000001756,-2275.999999999989,-222.99999999999542,,-2783.0000000000023
2018.04.25,-327.00000000001063,-2288.0000000000014,-239.0000000000003,,-2854.0000000000123
2018.04.25,-299.00000000000483,-2265.000000000006,-200.00000000000017,,-2764.000000000011
2018.04.25,-252.0000000000078,-2410.9999999999854,-261.0000000000001,,-2923.999999999993
2018.04.25,-247.00000000001944,-2421.0000000000064,-319.99999999999807,,-2988.000000000024
2018.04.25,-222.00000000001108,-2394.9999999999914,-292.00000000000335,,-2909.0000000000055
2018.04.25,-234.00000000000088,-2381.9999999999955,-358.9999999999982,,-2974.9999999999945
2018.04.25,-245.0000000000063,-2479.999999999993,-404.0000000000044,,-3129.000000000004
2018.04.25,-225.00000000000853,-2549.0000000000014,-398.9999999999938,,-3173.0000000000036
2018.04.25,-214.00000000000307,-2500.9999999999977,-402.00000000000233,,-3117.000000000003
2018.04.25,-145.00000000001734,-2546.999999999988,-395.99999999999636,,-3088.000000000002
2018.04.25,-84.0000000000174,-2566.000000000002,-463.0000000000023,,-3113.0000000000214
2018.04.25,-110.00000000001009,-2498.0,-476.9999999999941,,-3085.000000000004
2018.04.25,-60.99999999999994,-2540.999999999993,-422.00000000000017,,-3023.999999999993
2018.04.25,-77.00000000001594,-2563.9999999999886,-414.00000000000324,,-3055.0000000000077
2018.04.25,-62.000000000006494,-2593.000000000001,-432.9999999999945,,-3088.000000000002
2018.04.25,-41.000000000002146,-2578.999999999998,-473.0000000000012,,-3093.000000000002
2018.04.25,-33.00000000001635,-2546.0000000000036,-544.9999999999955,,-3124.0000000000155
2018.04.25,-38.0000000000047,-2441.000000000004,-553.0000000000035,,-3032.0000000000123
2018.04.25,-30.0000000000189,-2373.0000000000027,-561.0000000000003,,-2964.0000000000223
2018.04.25,-16.000000000016,-2339.0000000000023,-563.0000000000024,,-2918.0000000000205
2018.04.25,2.999999999997449,-2259.9999999999955,-590.999999999997,,-2847.9999999999955
2018.04.26,27.999999999983594,-2123.9999999999927,-636.9999999999986,,-2733.0000000000077
2018.04.26,31.999999999987594,-2180.9999999999886,-575.9999999999987,,-2724.9999999999995
2018.04.26,25.999999999992696,-2234.0000000000027,-619.0000000000028,,-2827.0000000000127
2018.04.26,29.999999999996696,-2261.9999999999864,-595.0000000000011,,-2826.999999999991
2018.04.26,7.999999999985796,-2229.9999999999986,-583.9999999999957,,-2806.000000000008
2018.04.26,28.999999999990145,-2132.0000000000005,-581.9999999999936,,-2685.000000000004
2018.04.26,15.999999999993797,-2190.000000000003,-576.9999999999942,,-2751.0000000000036
2018.04.26,-12.000000000012001,-2271.999999999985,-553.999999999999,,-2837.999999999996
2018.04.26,9.999999999998899,-2366.999999999986,-585.9999999999976,,-2942.9999999999845
2018.04.26,-5.000000000010552,-2326.99999999999,-507.0000000000019,,-2839.0000000000023
2018.04.26,-14.000000000002899,-2364.999999999995,-497.99999999999847,,-2876.9999999999964
2018.04.26,-14.000000000002899,-2446.999999999999,-544.9999999999955,,-3005.9999999999973
2018.04.26,-23.00000000001745,-2465.000000000006,-546.000000000002,,-3034.0000000000255
2018.04.26,-21.00000000000435,-2360.999999999991,-514.0000000000033,,-2895.9999999999986
2018.04.26,-7.0000000000014495,-2393.000000000001,-526.9999999999997,,-2927.000000000002
2018.04.26,-8.000000000008,-2561.9999999999977,-529.0000000000017,,-3099.0000000000077
2018.04.26,-11.00000000000545,-2568.999999999999,-531.0000000000036,,-3111.000000000008
2018.04.26,-33.00000000001635,-2577.9999999999914,-507.0000000000019,,-3118.0000000000095
2018.04.26,-66.00000000001049,-2583.000000000002,-539.0000000000006,,-3188.0000000000127
2018.04.26,-91.00000000001884,-2648.000000000006,-527.9999999999951,,-3267.0000000000196
2018.04.26,-97.00000000001374,-2554.9999999999964,-595.0000000000011,,-3247.000000000011
2018.04.26,-108.00000000001918,-2441.000000000004,-602.999999999998,,-3152.000000000021
2018.04.26,-152.0000000000188,-2437.0000000000005,-590.999999999997,,-3180.0000000000164
2018.04.26,-182.0000000000155,-2532.000000000001,-524.0000000000023,,-3238.0000000000186
2018.04.26,-156.00000000000057,-2580.0000000000045,-575.9999999999987,,-3312.0000000000036
2018.04.26,-207.00000000000162,-2493.9999999999964,-580.9999999999982,,-3281.9999999999964
2018.04.26,-208.00000000000819,-2378.9999999999977,-507.9999999999973,,-3095.000000000003
2018.04.26,-206.00000000001728,-2376.0000000000005,-441.0000000000025,,-3023.00000000002
2018.04.26,-206.00000000001728,-2241.9999999999886,-475.0000000000032,,-2923.000000000009
2018.04.26,-153.00000000000313,-2258.0000000000045,-548.9999999999995,,-2960.0000000000073
2018.04.26,-133.00000000000534,-2048.0000000000055,-600.999999999996,,-2782.000000000007
2018.04.26,-239.00000000001143,-2339.9999999999864,-609.000000000004,,-3188.000000000002
2018.04.26,-242.00000000000887,-2305.0000000000014,-500.9999999999959,,-3048.000000000006
2018.04.26,-260.0000000000158,-2146.9999999999877,-436.00000000000307,,-2843.000000000007
2018.04.26,-192.00000000001438,-1951.9999999999982,-473.0000000000012,,-2617.000000000014
2018.04.26,-43.00000000001525,-1563.9999999999877,-490.00000000000153,,-2097.0000000000045
2018.04.26,-90.00000000001229,-1621.0000000000057,-488.999999999995,,-2200.0000000000127
2018.04.26,-45.000000000006146,-1536.9999999999884,-531.9999999999991,,-2113.9999999999936
2018.04.26,-103.00000000000864,-1556.9999999999861,-487.99999999999955,,-2147.9999999999945
2018.04.26,-156.00000000000057,-1502.9999999999877,-478.0000000000006,,-2136.9999999999886
2018.04.26,-155.00000000001623,-1488.9999999999848,-463.0000000000023,,-2107.000000000003
2018.04.26,-124.00000000001299,-1448.999999999989,-454.9999999999943,,-2027.9999999999964
2018.04.26,-121.99999999999989,-1507.9999999999982,-492.0000000000035,,-2122.000000000002
2018.04.26,-119.00000000000244,-1407.0000000000027,-509.00000000000387,,-2035.000000000009
2018.04.26,-131.00000000001444,-1434.9999999999864,-524.9999999999977,,-2090.9999999999986
2018.04.26,-103.00000000000864,-1496.9999999999927,-488.999999999995,,-2088.9999999999964
2018.04.26,-108.00000000001918,-1497.9999999999993,-471.99999999999466,,-2078.000000000013
2018.04.26,-96.00000000000719,-1499.000000000006,-522.0000000000002,,-2117.0000000000136
2018.04.27,-80.00000000001339,-1503.9999999999943,-559.9999999999939,,-2144.000000000002
2018.04.27,-141.00000000001333,-1503.9999999999943,-542.9999999999935,,-2188.0000000000014
2018.04.27,-152.0000000000188,-1567.9999999999916,-507.9999999999973,,-2228.0000000000077
2018.04.27,-121.99999999999989,-1618.9999999999927,-471.99999999999466,,-2212.9999999999873
2018.04.27,-128.000000000017,-1595.9999999999975,-475.0000000000032,,-2199.0000000000177
2018.04.27,-128.000000000017,-1502.0000000000034,-490.999999999997,,-2121.0000000000173
2018.04.27,-134.00000000001188,-1636.9999999999995,-522.9999999999957,,-2294.0000000000073
2018.04.27,-144.0000000000108,-1682.0000000000057,-512.9999999999968,,-2339.000000000013
2018.04.27,-142.0000000000199,-1719.9999999999882,-598.999999999994,,-2461.0000000000023
2018.04.27,-133.00000000000534,-1638.0000000000061,-605.9999999999955,,-2377.000000000007
2018.04.27,-153.00000000000313,-1588.999999999996,-568.0000000000018,,-2310.000000000001
2018.04.27,-156.00000000000057,-1500.9999999999968,-512.9999999999968,,-2169.999999999994
2018.04.27,-165.00000000001512,-1492.9999999999889,-532.9999999999945,,-2190.9999999999986
2018.04.27,-175.99999999999838,-1483.9999999999964,-531.9999999999991,,-2191.9999999999936
2018.04.27,-172.0000000000166,-1473.9999999999975,-531.9999999999991,,-2178.000000000013
2018.04.27,-168.0000000000126,-1468.0000000000027,-531.9999999999991,,-2168.0000000000146
2018.04.27,-173.00000000000094,-1669.9999999999936,-587.0000000000042,,-2429.9999999999986
2018.04.27,-182.0000000000155,-1743.0000000000057,-583.9999999999957,,-2509.000000000017
2018.04.27,-200.00000000000017,-1720.9999999999948,-578.9999999999961,,-2499.999999999991
2018.04.27,-165.9999999999995,-1624.9999999999875,-563.0000000000024,,-2353.9999999999895
2018.04.27,-144.0000000000108,-1524.9999999999986,-592.9999999999991,,-2262.0000000000086
2018.04.27,-63.000000000013046,-1516.0000000000061,-551.0000000000015,,-2130.0000000000205
2018.04.27,-81.00000000001995,-1551.9999999999977,-493.99999999999443,,-2127.0000000000123
2018.04.27,-87.00000000001484,-1509.0000000000048,-475.0000000000032,,-2071.0000000000227
2018.04.27,-96.00000000000719,-1412.9999999999975,-426.9999999999996,,-1936.0000000000043
2018.04.27,-23.00000000001745,-1317.999999999997,-412.9999999999967,,-1754.0000000000114
2018.04.27,-5.000000000010552,-1305.999999999985,-426.9999999999996,,-1737.999999999995
2018.04.27,-121.99999999999989,-1329.0000000000025,-458.00000000000284,,-1909.000000000005
2018.04.27,-129.00000000000134,-1401.999999999992,-426.00000000000415,,-1956.9999999999975
2018.04.27,-91.00000000001884,-1316.0000000000061,-420.9999999999936,,-1828.0000000000186
2018.04.27,-4.000000000004,-1305.999999999985,-573.0000000000013,,-1882.9999999999905
2018.04.27,-11.00000000000545,-1459.9999999999945,-593.9999999999945,,-2064.9999999999945
2018.04.27,3.999999999981796,-1385.9999999999984,-507.9999999999973,,-1890.0000000000139
2018.04.27,2.999999999997449,-1400.0000000000011,-490.00000000000153,,-1887.0000000000052
2018.04.27,4.999999999988347,-1441.9999999999877,-514.9999999999987,,-1951.9999999999982
2018.04.27,-46.0000000000127,-1645.9999999999918,-500.00000000000045,,-2192.000000000005
2018.04.27,-34.000000000000696,-1398.9999999999948,-412.00000000000125,,-1844.9999999999968
2018.04.27,-59.000000000009045,-1366.999999999985,-424.9999999999976,,-1850.9999999999918
2018.04.27,-52.000000000007596,-1360.99999999999,-458.9999999999983,,-1871.999999999996
2018.04.27,-60.000000000015596,-1337.9999999999948,-470.00000000000375,,-1868.000000000014
2018.04.27,-45.000000000006146,-1317.999999999997,-461.0000000000003,,-1824.0000000000034
2018.04.27,-43.999999999999595,-1227.9999999999848,-436.9999999999985,,-1708.9999999999827
2018.04.27,-73.00000000001194,-1219.9999999999989,-475.99999999999864,,-1769.0000000000095
2018.04.27,-114.0000000000141,-1211.999999999991,-492.999999999999,,-1819.000000000004
2018.04.27,-139.00000000000023,-1156.0000000000014,-453.0000000000034,,-1748.000000000005
2018.04.27,-162.00000000001768,-1112.9999999999861,-487.99999999999955,,-1763.0000000000034
2018.04.27,-157.00000000000713,-1235.9999999999927,-470.00000000000375,,-1863.0000000000036
2018.04.27,-197.00000000000273,-1286.9999999999936,-502.00000000000244,,-1985.9999999999989
