date,USDCHF,GBPUSD,EURUSD,USDCAD,AUDUSD,GBPCHF,EURCHF,CHFJPY,AUDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURCAD,EURNZD,CADJPY,AUDJPY,NZDJPY,AUDCAD,NZDCAD,empty,sum
2016.06.13,-143.9999999999997,-112.000000000001,-18.999999999991246,-178.00000000001148,-23.999999999990695,-175.99999999999838,-103.99999999999298,-93.99999999999409,-211.00000000000563,-204.99999999999963,-81.99999999999363,-63.99999999999739,-357.99999999999164,0.0,-143.99999999998857,-111.0000000000042,-26.00000000001046,-118.99999999999977,-75.00000000000284,-60.00000000000449,,-2305.999999999978
2016.06.13,32.999999999994145,76.99999999999375,-13.999999999980695,-120.00000000000898,31.000000000003247,-89.00000000000574,-125.99999999998168,-114.99999999999488,-134.0000000000008,-234.00000000000088,115.0000000000091,238.0000000000049,-273.9999999999965,35.00000000000725,-17.999999999984695,-99.00000000000375,49.99999999999716,-14.999999999986358,-117.00000000000044,-170.00000000000347,,-945.9999999999393
2016.06.13,73.00000000000084,165.9999999999995,-32.999999999994145,-133.00000000000534,-0.999999999995449,-73.00000000001194,-99.99999999998899,-84.99999999999375,-184.00000000000637,-331.0000000000035,174.0000000000066,369.0000000000193,-458.00000000000284,35.999999999991594,59.000000000009045,-112.99999999999955,10.99999999999568,15.000000000000568,-97.9999999999981,-146.99999999999713,,-852.9999999999739
2016.06.13,73.00000000000084,224.99999999998633,-21.999999999988695,-139.00000000000023,-39.999999999995595,107.99999999999699,-36.999999999998145,-114.99999999999488,-187.00000000000384,-298.9999999999937,282.0000000000107,547.0000000000086,-556.0000000000009,24.000000000001798,-61.99999999998429,-121.00000000000932,-34.99999999999659,-62.99999999998818,-46.00000000000159,-85.00000000000173,,-547.9999999999524
2016.06.13,85.00000000000173,280.9999999999979,-30.999999999981043,-171.00000000001003,-39.00000000000014,173.00000000000094,-7.999999999985796,-52.99999999999727,-189.00000000000583,-361.0000000000002,420.0000000000159,618.0000000000074,-700.999999999996,120.99999999999334,-183.99999999998417,-112.00000000000898,18.000000000000682,-70.99999999999795,-51.000000000001044,-67.00000000000594,,-321.99999999995646
2016.06.13,87.99999999999919,454.9999999999832,-143.99999999998857,-153.00000000000313,-21.999999999999797,306.9999999999906,-4.999999999988347,90.00000000000341,-168.00000000000148,-561.9999999999958,772.0000000000198,867.0000000000177,-1065.0000000000048,116.00000000000499,-62.99999999999084,16.999999999995907,143.99999999999125,67.00000000000728,-107.00000000000153,-104.99999999999955,,529.0000000000396
2016.06.13,68.99999999999685,299.99999999998914,-101.99999999997988,-142.0000000000199,-33.9999999999896,214.00000000000307,23.00000000001745,43.00000000000637,-168.99999999999693,-408.9999999999927,665.0000000000205,587.0000000000042,-828.0000000000065,75.99999999998718,-34.000000000000696,51.9999999999925,150.99999999999625,96.00000000000364,-53.999999999998494,-85.99999999999719,,418.00000000003536
2016.06.13,46.999999999997044,296.9999999999917,-37.99999999998249,-88.0000000000214,-13.999999999991797,217.0000000000005,14.000000000002899,65.00000000001194,-131.99999999999878,-346.9999999999973,652.0000000000152,506.0000000000064,-540.9999999999915,-9.999999999998899,-19.999999999997797,75.9999999999934,182.00000000000216,121.00000000000932,-39.00000000000014,-79.00000000000685,,869.0000000000437
2016.06.13,78.00000000000028,343.99999999998875,-161.99999999999548,1.999999999990898,33.000000000005244,219.99999999999798,31.000000000003247,248.00000000000466,-148.0000000000037,-468.9999999999972,954.0000000000077,506.0000000000064,-920.9999999999941,-66.00000000001049,78.00000000000028,263.9999999999958,348.99999999998954,368.0000000000092,-34.99999999999615,-158.99999999999804,,1515.0000000000045
2016.06.13,108.99999999999244,602.999999999998,-140.99999999999113,95.00000000000064,-5.999999999994898,373.00000000000114,29.00000000001235,483.0000000000041,-175.00000000000293,-483.99999999999557,1519.0000000000055,672.0000000000059,-1022.9999999999961,-49.99999999999449,104.99999999999955,440.9999999999883,427.99999999999727,449.0000000000123,58.000000000002494,-90.99999999999665,,3394.0000000000473
