,Unnamed: 0,names,week,needed_features,accuracy,next_week_prediction_score,next_week_prediction
0,0,GBPUSD,15,"['EURCAD', 'USDJPY']",80.0,0.5022661502386384,B
1,1,EURUSD,20,"['CHFJPY', 'USDJPY']",80.0,0.33252792895013006,B
2,2,USDJPY,20,"['EURCAD', 'CADJPY', 'NZDJPY', 'NZDCHF']",80.0,-0.6644516394716429,S
3,3,AUDUSD,15,"['CHFJPY', 'USDCHF', 'EURAUD', 'NZDCHF']",100.0,0.9654045238095241,B
4,4,GBPCHF,15,['EURGBP'],80.0,0.7129558119657987,B
5,5,EURCHF,20,['NZDJPY'],80.0,-0.6657015783842608,S
6,6,CADCHF,10,"['EURNZD', 'EURUSD', 'USDJPY', 'NZDCAD', 'NZDUSD', 'GBPUSD']",80.0,0.42514619047619073,B
7,7,AUDCHF,15,['NZDCHF'],80.0,-0.19964796869797682,S
8,8,NZDCHF,10,"['AUDNZD', 'NZDUSD', 'GBPUSD', 'NZDCAD']",80.0,-0.122,S
9,9,EURGBP,10,"['GBPCHF', 'NZDCHF']",80.0,-0.5337921031745992,S
10,10,GBPCAD,10,"['GBPCHF', 'GBPJPY']",80.0,-0.4006,S
11,11,EURCAD,15,"['EURNZD', 'EURUSD', 'NZDCAD', 'USDCAD', 'EURJPY', 'NZDUSD', 'GBPUSD', 'NZDCHF', 'EURCHF', 'CADCHF', 'NZDJPY']",80.0,-0.7978,S
12,12,EURAUD,15,"['USDCHF', 'CHFJPY', 'NZDCHF']",100.0,-0.9332157237207243,S
13,13,EURNZD,20,"['CHFJPY', 'USDCHF', 'GBPUSD']",100.0,0.8034094004606507,B
14,14,CADJPY,15,"['NZDCAD', 'GBPCHF', 'AUDCAD']",100.0,0.8143793628593651,B
15,15,AUDJPY,50,"['USDCHF', 'AUDCAD']",80.0,0.20031654557643003,B
16,16,NZDJPY,50,['USDCHF'],80.0,0.8192913419779295,B
17,17,AUDCAD,10,"['NZDJPY', 'CHFJPY', 'USDCHF', 'USDCAD', 'NZDUSD', 'EURJPY', 'GBPUSD']",80.0,0.8283,B
18,18,NZDCAD,50,"['GBPUSD', 'NZDUSD', 'EURUSD', 'EURNZD']",100.0,-0.0011220224005440743,S
