date,USDCHF,EURUSD,USDJPY,AUDUSD,NZDUSD,CHFJPY,EURGBP,GBPAUD,EURJPY,EURCAD,AUDJPY,NZDJPY,AUDCAD,NZDCAD,empty,sum
2020.07.20,-88.99999999999464,0.0,-6.000000000000227,0.0,-59.99999999999339,0.0,-4.999999999999449,-278.00000000000045,0.0,0.0,-36.000000000001364,-54.000000000002046,-49.00000000001015,-114.00000000000298,,-691.0000000000047
2020.07.20,-81.9999999999932,120.00000000000898,33.999999999991815,21.00000000000435,-59.99999999999339,103.9999999999992,80.99999999999774,-285.00000000000193,179.9999999999926,168.99999999999693,8.000000000009777,-54.000000000002046,-53.00000000000304,-95.00000000000064,,88.00000000000718
2020.07.20,-61.999999999995396,147.99999999999258,0.0,29.999999999996696,-10.999999999994348,188.99999999999295,96.99999999999153,-252.0000000000078,201.99999999999818,279.99999999999136,13.00000000000523,-61.00000000000705,40.99999999999105,-53.00000000000304,,560.9999999999519
2020.07.20,38.0000000000047,287.9999999999994,10.99999999999568,121.00000000000443,92.99999999999864,325.9999999999934,182.99999999999983,-179.00000000001802,340.999999999994,428.9999999999905,109.99999999999943,52.99999999999727,154.99999999999403,78.99999999999574,,2047.9999999999493
2020.07.20,65.00000000000395,310.0000000000103,4.9999999999954525,124.99999999999733,104.99999999999955,328.9999999999935,203.99999999999307,-170.00000000000347,334.99999999999375,459.99999999999375,102.00000000000387,54.99999999999261,154.99999999999403,97.9999999999981,,2177.999999999966
2020.07.20,48.99999999999905,336.00000000000296,39.00000000000148,124.99999999999733,114.99999999999844,361.99999999999477,224.9999999999974,-158.99999999999804,417.0000000000016,493.99999999999443,135.00000000000512,99.99999999999432,169.99999999999238,115.99999999999389,,2523.9999999999754
2020.07.20,25.00000000000835,266.999999999995,45.99999999999227,121.99999999999989,123.00000000000644,350.9999999999991,200.00000000000017,-136.00000000000279,350.9999999999991,411.99999999999017,130.00000000000966,110.99999999999,163.99999999999747,126.99999999999933,,2292.999999999984
2020.07.20,-96.99999999999153,139.00000000000023,104.99999999998977,21.00000000000435,-4.000000000004,405.9999999999917,196.99999999999162,-148.99999999999915,448.99999999999807,341.99999999999784,183.00000000000693,149.99999999999147,100.99999999999554,20.999999999993246,,1863.9999999999654
2020.07.20,-122.99999999999534,85.00000000000173,342.9999999999893,-83.9999999999952,-68.99999999999685,471.9999999999942,234.99999999999633,-184.00000000000637,510.9999999999957,328.9999999999793,145.00000000001023,102.99999999999443,-9.00000000000345,-45.000000000006146,,1708.9999999999582
2020.07.20,-121.99999999999989,89.00000000000574,321.9999999999885,-122.99999999999534,-75.9999999999983,456.99999999999363,287.9999999999994,-173.00000000000094,477.00000000000387,322.00000000000006,64.99999999999773,79.9999999999983,-35.00000000000725,-17.000000000000348,,1553.999999999985
2020.07.20,-126.99999999999933,97.9999999999981,319.9999999999932,-92.00000000000318,-65.99999999999939,441.0000000000025,336.9999999999984,-117.00000000001154,478.9999999999992,366.999999999984,94.0000000000083,81.99999999999363,5.999999999994898,-25.00000000000835,,1796.9999999999502
2020.07.20,-110.99999999999443,123.00000000000644,349.9999999999943,-100.99999999999554,-66.99999999999484,486.0000000000042,390.99999999999693,-87.99999999999919,533.0000000000013,384.9999999999909,112.00000000000898,103.9999999999992,-42.0000000000087,-30.000000000007798,,2045.0000000000018
2020.07.20,-109.99999999999899,106.00000000000608,323.99999999999807,-102.00000000000209,-54.999999999993946,468.0000000000035,376.99999999999403,-95.00000000000064,507.000000000005,307.99999999999716,106.00000000000875,117.999999999995,-40.00000000000669,-24.000000000001798,,1888.0000000000034
2020.07.20,-105.99999999999498,103.00000000000864,315.9999999999883,-58.99999999999794,-12.000000000000899,474.9999999999943,378.999999999996,15.999999999993797,495.00000000000455,286.99999999999284,138.00000000000523,150.99999999999625,-18.0000000000069,3.999999999992898,,2168.999999999972
2020.07.20,-80.99999999999774,120.00000000000898,309.99999999998806,-36.0000000000027,-7.0000000000014495,515.0000000000006,379.9999999999915,39.999999999995595,509.00000000000034,295.99999999998516,151.00000000001046,146.99999999999136,0.999999999995449,-8.000000000008,,2336.9999999999577
2020.07.20,-23.999999999990695,204.00000000000418,250.0,-31.999999999998696,4.999999999999449,500.0,420.9999999999936,42.999999999993044,512.0000000000005,375.9999999999986,125.0,132.99999999999557,-2.000000000002,1.999999999990898,,2512.999999999984
2020.07.20,-2.999999999997449,314.99999999999864,239.99999999999488,-4.999999999999449,39.00000000000014,503.9999999999907,461.99999999999574,-19.999999999997797,626.9999999999953,514.9999999999987,139.00000000001,149.99999999999147,20.999999999993246,36.999999999998145,,3020.9999999999723
