names,week,needed_features,accuracy,next_week_prediction_score,next_week_prediction
USDCHF,10,"['USDCAD', 'NZDJPY', 'CADJPY', 'AUDUSD']",100.0,-0.26,S
GBPUSD,10,"['EURUSD', 'USDCAD', 'CHFJPY']",80.0,0.14,B
EURUSD,10,"['AUDUSD', 'NZDUSD', 'NZDJPY', 'CADJPY']",80.0,0.86,B
USDJPY,10,"['USDCAD', 'NZDJPY', 'CADJPY', 'AUDUSD']",80.0,-0.16,S
USDCAD,20,"['GBPAUD', 'GBPCAD', 'EURNZD', 'EURUSD']",80.0,-0.98,S
AUDUSD,10,"['NZDCHF', 'CADCHF']",100.0,-0.9120000000000001,S
NZDUSD,10,['EURCHF'],80.0,-0.986,S
GBPCHF,15,"['CADCHF', 'NZDCHF', 'USDCHF', 'AUDCHF', 'AUDJPY', 'GBPCHF']",100.0,0.9,B
CHFJPY,20,"['CADCHF', 'NZDCHF', 'EURCHF']",100.0,-0.6760202020202022,S
CADCHF,10,['EURAUD'],80.0,0.7639999999999999,B
NZDCHF,10,['EURAUD'],80.0,0.888,B
EURGBP,10,"['EURGBP', 'GBPCHF']",100.0,0.4846666666666667,B
GBPJPY,10,['EURCHF'],80.0,-0.9840000000000001,S
GBPCAD,15,"['CADCHF', 'NZDCHF', 'EURCAD', 'AUDCAD']",100.0,0.9,B
EURJPY,15,['EURCHF'],100.0,-0.7350894660894659,S
EURCAD,15,"['AUDUSD', 'AUDCAD', 'EURAUD']",80.0,0.4,B
EURAUD,15,"['NZDUSD', 'CHFJPY']",80.0,1.0,B
CADJPY,20,"['EURUSD', 'EURAUD', 'GBPUSD']",80.0,0.6777554667554672,B
AUDCAD,15,"['EURNZD', 'CHFJPY']",80.0,-0.9766666666666666,S
NZDCAD,10,"['EURCHF', 'CADCHF', 'NZDCHF']",100.0,-1.0,S
AUDNZD,10,"['CADCHF', 'NZDCHF']",80.0,0.94,B
