date,EURGBP,GBPJPY,EURCAD,EURNZD,empty,sum
2021.09.28,448.9999999999994,118.99999999999977,-157.99999999999147,789.0000000000175,,1199.000000000025
2021.09.28,592.0000000000036,561.000000000007,5.000000000010552,868.000000000002,,2026.0000000000232
2021.09.28,477.0000000000052,365.99999999998545,35.00000000000725,816.0000000000167,,1694.0000000000146
2021.09.28,481.0000000000092,442.99999999998363,19.00000000001345,843.0000000000159,,1786.0000000000223
2021.09.28,526.9999999999997,518.0000000000007,68.00000000000139,928.0000000000177,,2041.0000000000196
2021.09.28,538.0000000000051,413.99999999998727,-37.99999999998249,967.0000000000067,,1881.0000000000166
2021.09.28,575.0000000000033,474.9999999999943,97.00000000001374,1060.0000000000164,,2207.0000000000277
2021.09.28,529.0000000000017,319.9999999999932,9.000000000014552,961.0000000000118,,1819.0000000000214
2021.09.28,574.0000000000078,360.99999999999,9.000000000014552,1039.000000000012,,1983.0000000000246
2021.09.28,548.9999999999995,281.99999999998226,-90.99999999999665,903.0000000000093,,1642.9999999999945
2021.09.28,524.0000000000023,209.00000000000318,-156.99999999998494,919.0000000000032,,1495.0000000000236
2021.09.28,536.0000000000032,317.0000000000073,-35.999999999991594,895.0000000000014,,1712.0000000000202
2021.09.28,539.0000000000006,299.0000000000066,-52.99999999999194,914.9999999999991,,1700.0000000000143
2021.09.28,536.0000000000032,198.99999999998386,-85.00000000000173,863.9999999999981,,1513.9999999999834
2021.09.28,531.0000000000036,317.99999999998363,19.00000000001345,802.0000000000139,,1670.0000000000146
2021.09.29,502.00000000000244,341.0000000000082,-15.999999999993797,788.0000000000109,,1615.0000000000277
2021.09.29,495.000000000001,311.9999999999834,-9.999999999998899,890.9999999999974,,1687.999999999983
2021.09.29,542.0000000000091,259.9999999999909,-1.999999999990898,856.9999999999967,,1657.000000000006
2021.09.29,547.0000000000086,233.99999999998045,-14.000000000002899,865.0000000000047,,1631.999999999991
2021.09.29,535.0000000000077,168.99999999998272,-19.999999999997797,907.0000000000133,,1591.000000000006
2021.09.29,531.9999999999991,197.00000000000273,-63.99999999999739,900.0000000000119,,1565.0000000000164
2021.09.29,534.0000000000011,143.00000000000068,-127.99999999999478,1117.9999999999968,,1667.0000000000039
2021.09.29,535.0000000000077,106.99999999999932,-78.99999999998464,1160.0000000000055,,1723.0000000000277
2021.09.29,547.0000000000086,186.00000000000705,-1.999999999990898,1297.999999999999,,2029.0000000000239
2021.09.29,531.9999999999991,206.99999999999363,38.0000000000047,1206.0000000000182,,1983.0000000000155
2021.09.29,526.9999999999997,183.9999999999975,31.000000000003247,1106.000000000007,,1848.0000000000075
2021.09.29,497.000000000003,300.9999999999877,58.000000000002494,1163.000000000003,,2018.9999999999961
2021.09.29,490.00000000000153,245.9999999999809,-68.00000000000139,1107.999999999998,,1775.999999999979
2021.09.29,492.0000000000035,290.9999999999968,-25.999999999992696,1129.0000000000023,,1886.00000000001
2021.09.29,482.00000000000466,173.00000000000182,-71.99999999998319,1093.0000000000107,,1676.000000000034
2021.09.29,487.99999999999955,152.9999999999916,-68.00000000000139,1131.0000000000152,,1704.000000000005
2021.09.29,484.00000000000665,247.99999999999045,-7.0000000000014495,1134.0000000000127,,1859.0000000000082
2021.09.29,465.0000000000043,175.99999999998772,-75.00000000000284,1056.0000000000125,,1622.0000000000018
2021.09.29,441.0000000000025,218.9999999999941,-133.99999999998968,913.0000000000083,,1439.0000000000152
2021.09.29,483.0000000000001,355.99999999999454,-107.99999999999699,944.0000000000115,,1675.000000000009
2021.09.29,420.00000000000927,531.9999999999823,-266.999999999995,867.0000000000177,,1552.0000000000143
2021.09.29,501.000000000007,763.9999999999816,-245.99999999999068,903.0000000000093,,1922.0000000000073
2021.09.29,514.0000000000033,846.99999999998,-197.00000000000273,801.0000000000073,,1964.9999999999877
2021.09.29,614.9999999999989,914.999999999992,-227.99999999998377,894.000000000017,,2196.000000000024
2021.09.29,545.0000000000066,788.9999999999873,-115.99999999998278,1031.000000000004,,2249.0000000000155
2021.09.29,484.00000000000665,715.0000000000034,-295.0000000000008,1053.9999999999993,,1958.0000000000086
2021.09.29,448.9999999999994,620.0000000000045,-360.9999999999891,1036.0000000000148,,1744.0000000000296
2021.09.29,575.0000000000033,872.9999999999905,-367.99999999999056,975.9999999999991,,2056.0000000000023
2021.09.29,644.0000000000001,1034.9999999999966,-434.000000000001,1123.0000000000073,,2368.000000000003
2021.09.29,594.0000000000057,942.0000000000073,-283.99999999999534,1163.000000000003,,2415.000000000021
2021.09.29,681.0000000000093,889.9999999999864,-154.99999999999403,1302.0000000000032,,2718.0000000000045
2021.09.29,734.0000000000014,1009.9999999999909,-146.99999999998602,1527.0000000000116,,3124.000000000018
2021.09.29,739.0000000000008,1088.9999999999986,-214.00000000000307,1598.0000000000105,,3212.000000000007
2021.09.29,756.0000000000011,1135.9999999999957,-184.99999999999073,1751.0000000000136,,3458.00000000002
2021.09.29,775.0000000000034,1066.0000000000025,-148.99999999999915,1802.0000000000148,,3494.000000000022
2021.09.29,743.0000000000048,981.9999999999993,-159.99999999998238,1972.0000000000182,,3537.00000000004
2021.09.29,660.000000000005,868.9999999999998,-182.99999999999983,1944.0000000000123,,3290.0000000000173
2021.09.29,648.9999999999995,951.9999999999982,-161.99999999999548,2002.0000000000148,,3441.0000000000173
2021.09.29,694.0000000000057,996.9999999999857,-65.00000000000395,2094.000000000018,,3720.0000000000055
2021.09.29,653.999999999999,941.0000000000025,-182.99999999999983,2004.0000000000057,,3416.0000000000073
2021.09.29,661.0000000000005,837.9999999999939,-132.99999999998312,2002.9999999999993,,3369.0000000000105
2021.09.29,612.0000000000015,853.999999999985,-139.00000000000023,1929.000000000003,,3255.999999999989
2021.09.29,592.0000000000036,751.9999999999811,-258.0000000000027,1720.0000000000105,,2805.9999999999927
2021.09.29,583.0000000000002,771.9999999999914,-322.00000000000006,1880.9999999999993,,2913.999999999991
2021.09.29,594.0000000000057,848.9999999999895,-319.0000000000026,1905.0000000000011,,3028.9999999999936
2021.09.29,644.0000000000001,1013.9999999999816,-286.99999999999284,1940.0000000000084,,3310.9999999999973
2021.09.29,616.0000000000055,925.9999999999877,-234.00000000000088,1951.0000000000139,,3259.0000000000064
2021.09.29,594.0000000000057,912.0000000000061,-279.99999999999136,1869.0000000000095,,3095.00000000003
2021.09.30,580.0000000000027,923.0000000000018,-315.99999999998295,1809.0000000000161,,2996.0000000000377
2021.09.30,572.0000000000058,942.0000000000073,-298.9999999999826,1709.000000000005,,2924.0000000000355
2021.09.30,585.0000000000022,853.999999999985,-275.000000000003,1744.0000000000123,,2907.9999999999964
2021.09.30,585.0000000000022,849.9999999999943,-198.99999999999363,1887.0000000000164,,3123.000000000019
2021.09.30,622.0000000000003,885.9999999999957,-253.99999999999866,1876.000000000011,,3130.000000000008
2021.09.30,636.9999999999986,923.0000000000018,-242.99999999999324,1810.0000000000005,,3127.0000000000077
2021.09.30,590.0000000000016,923.0000000000018,-326.0000000000041,1748.0000000000161,,2935.0000000000155
2021.09.30,565.9999999999999,837.9999999999939,-329.00000000000153,1788.0000000000118,,2863.0000000000036
2021.09.30,558.000000000003,868.9999999999998,-331.999999999999,1811.000000000007,,2906.000000000011
2021.09.30,553.999999999999,870.0000000000045,-363.9999999999866,1747.0000000000095,,2807.0000000000264
2021.09.30,526.9999999999997,835.000000000008,-364.9999999999931,1577.0000000000061,,2574.000000000021
2021.09.30,529.0000000000017,777.9999999999916,-373.00000000000114,1587.000000000005,,2520.9999999999973
2021.09.30,524.0000000000023,775.0000000000057,-343.99999999998875,1584.0000000000077,,2539.000000000027
2021.09.30,476.0000000000098,645.9999999999866,-428.9999999999905,1578.999999999997,,2272.0000000000027
2021.09.30,492.999999999999,614.9999999999807,-422.9999999999956,1678.0000000000018,,2362.9999999999854
2021.09.30,548.9999999999995,692.0000000000073,-378.999999999996,1746.0000000000032,,2608.000000000014
2021.09.30,539.0000000000006,769.0000000000055,-486.999999999993,1687.0000000000164,,2508.000000000029
2021.09.30,531.0000000000036,947.0000000000027,-530.9999999999926,1699.0000000000061,,2646.00000000002
2021.09.30,507.0000000000019,756.0000000000002,-537.9999999999941,1676.000000000011,,2401.000000000019
2021.09.30,507.0000000000019,586.9999999999891,-520.9999999999936,1618.0000000000084,,2191.0000000000055
2021.09.30,580.0000000000027,783.9999999999918,-598.999999999994,1524.9999999999986,,2289.999999999999
2021.09.30,561.0000000000003,830.9999999999889,-632.9999999999947,1522.0000000000011,,2280.9999999999955
2021.09.30,587.9999999999997,876.9999999999811,-593.9999999999834,1724.0000000000143,,2595.000000000012
2021.09.30,581.0000000000093,778.9999999999964,-611.9999999999903,1849.0000000000118,,2597.0000000000273
2021.09.30,487.99999999999955,706.9999999999936,-588.9999999999951,1754.0000000000111,,2360.000000000009
2021.09.30,428.00000000000614,631.0000000000002,-603.9999999999824,1777.0000000000064,,2232.0000000000305
2021.09.30,389.000000000006,734.9999999999852,-577.9999999999897,1655.0000000000064,,2201.000000000008
2021.09.30,370.00000000000364,716.9999999999845,-744.9999999999957,1597.0000000000039,,1938.9999999999964
2021.09.30,348.9999999999993,638.9999999999816,-817.000000000001,1622.0000000000123,,1792.9999999999923
2021.09.30,295.0000000000008,602.0000000000039,-712.9999999999859,1568.0000000000139,,1752.0000000000327
2021.09.30,165.00000000000404,298.0000000000018,-717.9999999999964,1522.0000000000011,,1267.0000000000107
2021.09.30,256.0000000000007,481.9999999999993,-587.9999999999885,1465.0000000000052,,1615.0000000000168
2021.09.30,211.00000000000563,503.9999999999907,-681.9999999999826,1436.000000000015,,1469.0000000000286
2021.09.30,172.00000000000549,522.9999999999961,-723.9999999999914,1035.0000000000082,,1006.0000000000184
2021.09.30,163.00000000000205,566.0000000000025,-1140.999999999992,863.0000000000138,,451.00000000002626
2021.09.30,182.00000000000438,780.0000000000011,-1394.9999999999907,973.0000000000016,,540.0000000000164
2021.09.30,48.99999999999905,618.9999999999998,-1714.9999999999998,546.000000000002,,-500.99999999999886
2021.09.30,189.00000000000583,1028.9999999999964,-1473.9999999999975,783.0000000000003,,527.0000000000051
2021.09.30,187.9999999999993,1150.999999999982,-1322.9999999999852,1000.0000000000009,,1015.999999999997
2021.09.30,191.00000000000784,1222.9999999999848,-1408.9999999999936,981.0000000000097,,986.0000000000088
2021.09.30,189.00000000000583,1284.9999999999966,-1298.9999999999834,896.000000000008,,1071.000000000027
2021.09.30,187.00000000000384,1284.9999999999966,-1432.9999999999955,775.9999999999989,,815.0000000000039
2021.09.30,113.00000000000753,1051.9999999999925,-1632.9999999999955,724.0000000000135,,256.0000000000181
2021.09.30,206.00000000000617,1111.9999999999948,-1573.0000000000023,706.0000000000066,,451.00000000000523
2021.09.30,147.00000000000824,1115.9999999999854,-1656.9999999999973,507.9999999999973,,113.99999999999369
2021.09.30,211.00000000000563,1286.0000000000014,-1475.9999999999884,811.0000000000061,,832.0000000000248
2021.09.30,157.00000000000713,1287.9999999999825,-1491.9999999999823,754.0000000000102,,707.0000000000175
2021.09.30,131.00000000000333,1311.9999999999834,-1364.999999999994,765.0000000000157,,843.0000000000084
2021.10.01,169.00000000000804,1314.9999999999977,-1363.0000000000032,869.0000000000086,,990.0000000000111
2021.10.01,159.00000000000912,1294.9999999999875,-1368.999999999998,839.0000000000119,,924.0000000000106
2021.10.01,161.00000000000003,1149.000000000001,-1351.9999999999977,772.0000000000172,,730.0000000000203
2021.10.01,137.00000000000932,1120.0000000000045,-1376.9999999999839,717.000000000012,,597.0000000000421
2021.10.01,163.00000000000205,1092.9999999999893,-1402.9999999999986,744.0000000000114,,597.0000000000041
2021.10.01,162.0000000000066,1096.99999999998,-1401.999999999992,814.0000000000036,,670.9999999999982
2021.10.01,161.00000000000003,1170.9999999999923,-1376.9999999999839,658.0000000000031,,613.0000000000115
2021.10.01,195.00000000000074,1347.9999999999848,-1322.000000000001,670.000000000015,,890.9999999999995
2021.10.01,242.00000000000887,1531.9999999999823,-1256.999999999997,828.0000000000065,,1345.0000000000005
2021.10.01,225.00000000000853,1402.9999999999916,-1229.9999999999977,780.000000000003,,1178.0000000000052
2021.10.01,263.0000000000021,1456.9999999999936,-1093.999999999995,800.0000000000007,,1426.0000000000014
2021.10.01,282.0000000000045,1532.999999999987,-1068.9999999999866,839.0000000000119,,1585.0000000000168
2021.10.01,276.00000000000955,1507.9999999999814,-1097.999999999999,846.0000000000134,,1532.0000000000052
2021.10.01,267.00000000000614,1667.0000000000016,-976.9999999999834,906.0000000000068,,1863.0000000000312
2021.10.01,280.00000000000244,1683.9999999999975,-922.999999999985,1000.0000000000009,,2041.000000000016
2021.10.01,273.000000000001,1591.0000000000082,-956.9999999999857,1000.0000000000009,,1907.0000000000243
2021.10.01,294.00000000000534,1663.9999999999873,-880.9999999999984,1122.0000000000007,,2198.999999999995
2021.10.01,289.0000000000059,1638.0000000000052,-1007.9999999999867,1094.0000000000173,,2013.0000000000418
2021.10.01,299.00000000000483,1685.0000000000023,-837.9999999999832,1266.0000000000116,,2412.0000000000355
2021.10.01,353.0000000000033,1710.000000000008,-770.9999999999884,1198.0000000000102,,2490.000000000033
2021.10.01,331.999999999999,1495.0000000000045,-753.0000000000036,1100.9999999999964,,2174.9999999999964
2021.10.01,247.00000000000833,1456.9999999999936,-832.9999999999949,1246.0000000000139,,2117.000000000021
2021.10.01,248.99999999999923,1597.9999999999848,-939.9999999999853,1119.0000000000034,,2026.0000000000023
2021.10.01,165.00000000000404,1510.9999999999957,-1157.9999999999923,795.0000000000124,,1313.00000000002
2021.10.01,64.0000000000085,1295.9999999999923,-1166.9999999999848,653.0000000000147,,846.0000000000306
2021.10.01,21.00000000000435,1227.9999999999802,-1153.000000000004,673.0000000000125,,768.999999999993
2021.10.01,-65.99999999999939,1024.000000000001,-1175.9999999999993,656.9999999999965,,438.99999999999864
2021.10.01,-51.99999999999649,968.9999999999941,-1008.9999999999932,673.0000000000125,,581.0000000000169
2021.10.01,-102.99999999999754,712.9999999999939,-1244.0000000000007,568.000000000013,,-65.99999999999136
2021.10.01,-110.99999999999443,707.9999999999984,-1342.9999999999832,412.00000000001234,,-333.99999999996686
2021.10.01,-59.99999999999339,682.9999999999927,-1173.9999999999861,617.0000000000009,,66.0000000000141
2021.10.01,-82.99999999999974,914.999999999992,-1029.9999999999975,575.9999999999987,,377.9999999999935
2021.10.01,-229.99999999999687,608.9999999999804,-1194.9999999999905,394.00000000000546,,-422.00000000000136
2021.10.01,-220.99999999999343,735.99999999999,-1174.9999999999927,411.0000000000058,,-248.99999999999034
2021.10.01,-239.0000000000003,774.0000000000009,-1387.9999999999893,123.00000000000644,,-729.9999999999823
2021.10.01,-125.99999999999278,979.9999999999898,-1231.0000000000043,252.0000000000078,,-124.99999999999949
2021.10.01,-213.99999999999199,766.9999999999959,-1312.9999999999864,175.00000000001404,,-584.9999999999684
2021.10.01,-306.9999999999906,612.9999999999995,-1417.999999999986,80.00000000001339,,-1031.9999999999636
2021.10.01,-285.9999999999974,631.0000000000002,-1429.999999999998,69.00000000000794,,-1015.999999999987
2021.10.01,-251.00000000000122,697.0000000000027,-1566.0000000000007,34.000000000000696,,-1085.9999999999984
2021.10.01,-240.99999999999122,697.0000000000027,-1611.9999999999911,33.00000000001635,,-1122.9999999999632
2021.10.01,-232.99999999999432,670.9999999999923,-1651.9999999999868,-75.00000000000284,,-1288.9999999999918
2021.10.01,-206.99999999999054,668.9999999999827,-1695.9999999999864,-45.99999999999049,,-1279.9999999999845
2021.10.01,-208.99999999999253,698.0000000000075,-1658.9999999999882,-123.99999999999079,,-1293.999999999964
2021.10.01,-193.99999999999417,735.99999999999,-1651.9999999999868,-7.999999999985796,,-1117.9999999999768
2021.10.01,-185.99999999999727,763.0000000000052,-1641.0000000000036,36.999999999998145,,-1026.9999999999975
2021.10.01,-186.99999999999272,793.0000000000064,-1700.999999999997,-66.99999999999484,,-1161.9999999999782
2021.10.01,-180.99999999999784,793.0000000000064,-1679.9999999999927,41.000000000002146,,-1026.999999999982
