date,EURGBP,GBPJPY,EURCAD,EURNZD,empty,sum
2021.09.27,-140.99999999999113,-112.99999999999955,-164.99999999999292,-221.99999999998886,,-640.9999999999725
2021.09.27,-96.99999999999153,-186.00000000000705,14.000000000002899,-624.0000000000023,,-892.999999999998
2021.09.27,-65.99999999999939,-247.0000000000141,25.00000000000835,-70.99999999999883,,-359.000000000004
2021.09.27,-35.999999999991594,-223.0000000000132,55.000000000005045,109.00000000000354,,-94.99999999999618
2021.09.27,-29.999999999996696,-228.00000000000864,50.0000000000167,19.00000000001345,,-188.9999999999752
2021.09.27,-12.999999999996348,-191.0000000000025,63.99999999999739,26.999999999999247,,-113.00000000000223
2021.09.27,-54.999999999993946,-254.99999999999545,-78.00000000000028,-95.999999999985,,-483.9999999999747
2021.09.27,-67.9999999999903,-203.00000000000296,-104.99999999999955,-202.9999999999976,,-578.9999999999905
2021.09.27,-61.999999999995396,-177.99999999999727,-319.999999999987,-205.99999999999508,,-765.9999999999748
2021.09.27,-60.99999999999994,-155.00000000000114,-354.9999999999942,-305.9999999999841,,-876.9999999999793
2021.09.27,-59.99999999999339,-146.000000000015,-251.99999999998556,-278.00000000000045,,-735.9999999999944
2021.09.27,-34.99999999999615,-18.000000000000682,-248.99999999998812,-227.99999999998377,,-529.9999999999687
2021.09.27,-34.99999999999615,16.999999999995907,-219.99999999999798,-219.99999999999798,,-457.99999999999625
2021.09.27,-44.99999999999504,12.000000000000455,-187.99999999998818,-144.99999999999514,,-365.99999999997794
2021.09.27,-52.99999999999194,-28.00000000002001,-159.99999999998238,-76.99999999999375,,-317.99999999998806
2021.09.27,-64.99999999999284,-16.000000000019554,-170.99999999998784,-92.99999999998754,,-344.9999999999878
2021.09.27,-73.99999999999629,-56.000000000011596,-197.99999999998707,-89.99999999999008,,-417.9999999999851
2021.09.27,-95.00000000000064,-132.000000000005,-262.999999999991,-80.99999999999774,,-570.9999999999944
2021.09.27,-102.99999999999754,-206.00000000001728,-366.999999999984,-121.99999999999989,,-797.9999999999987
2021.09.27,-129.9999999999968,-182.99999999999272,-370.00000000000364,-103.99999999999298,,-786.9999999999861
2021.09.27,-219.99999999999798,-250.0,-522.0000000000002,-279.99999999999136,,-1271.9999999999895
2021.09.27,-318.99999999999153,-387.00000000000045,-557.9999999999918,-319.0000000000026,,-1582.9999999999864
2021.09.27,-393.9999999999944,-621.0000000000093,-463.9999999999977,-190.00000000000128,,-1669.0000000000027
2021.09.27,-488.999999999995,-872.0000000000141,-394.9999999999898,-170.00000000000347,,-1926.0000000000023
2021.09.27,-451.9999999999969,-795.9999999999923,-376.9999999999829,-139.9999999999846,,-1764.9999999999566
2021.09.27,-409.99999999999926,-819.0000000000168,-265.99999999998846,-126.99999999998823,,-1621.9999999999927
2021.09.27,-383.99999999999545,-796.999999999997,-295.99999999998516,-80.99999999999774,,-1557.9999999999754
2021.09.27,-370.9999999999991,-824.0000000000123,-268.9999999999859,-42.999999999993044,,-1506.9999999999902
2021.09.27,-410.9999999999947,-939.9999999999977,-198.99999999999363,80.00000000001339,,-1469.9999999999727
2021.09.27,-422.9999999999956,-885.9999999999957,-263.99999999999756,11.00000000000545,,-1561.9999999999834
2021.09.27,-379.9999999999915,-826.9999999999982,-173.99999999998528,36.999999999998145,,-1343.9999999999766
2021.09.27,-422.9999999999956,-931.0000000000116,-90.99999999999665,-103.99999999999298,,-1548.9999999999968
2021.09.27,-420.9999999999936,-849.9999999999943,-134.99999999999625,-81.9999999999821,,-1487.9999999999661
2021.09.27,-462.9999999999912,-837.9999999999939,-326.0000000000041,-249.99999999999466,,-1876.9999999999836
2021.09.27,-478.9999999999961,-926.9999999999925,-334.9999999999964,-268.9999999999859,,-2009.999999999971
2021.09.27,-490.999999999997,-960.000000000008,-435.9999999999919,-241.00000000000233,,-2127.999999999999
2021.09.27,-436.9999999999985,-923.0000000000018,-350.9999999999902,-220.99999999998232,,-1931.999999999973
2021.09.27,-448.9999999999994,-961.0000000000127,-307.99999999999716,-200.99999999998454,,-1918.9999999999936
2021.09.27,-429.99999999999704,-936.000000000007,-408.9999999999927,-200.99999999998454,,-1975.9999999999814
2021.09.27,-410.9999999999947,-949.0000000000123,-507.9999999999973,-215.99999999999397,,-2083.999999999998
2021.09.27,-389.99999999999034,-914.999999999992,-546.9999999999864,-160.99999999998892,,-2012.9999999999575
2021.09.27,-376.99999999999403,-893.0000000000007,-496.99999999999187,-231.99999999998778,,-1998.9999999999743
2021.09.27,-406.9999999999907,-975.9999999999991,-506.9999999999908,-245.99999999999068,,-2135.999999999971
2021.09.27,-428.9999999999905,-977.0000000000039,-553.0000000000035,-350.9999999999902,,-2309.999999999988
2021.09.27,-430.9999999999925,-965.0000000000034,-609.9999999999994,-387.99999999998835,,-2393.9999999999836
2021.09.27,-412.9999999999967,-932.9999999999927,-542.9999999999824,-349.99999999998363,,-2238.9999999999554
2021.09.27,-423.9999999999911,-937.0000000000118,-517.9999999999962,-283.99999999999534,,-2162.9999999999945
2021.09.27,-424.9999999999976,-945.999999999998,-529.0000000000017,-388.9999999999949,,-2288.9999999999923
2021.09.28,-473.0000000000012,-866.0000000000139,-553.9999999999878,-400.00000000000034,,-2293.000000000003
2021.09.28,-450.9999999999903,-867.999999999995,-540.9999999999915,-568.9999999999973,,-2428.999999999974
