date,GBPUSD,USDJPY,USDCAD,GBPCHF,EURCHF,CHFJPY,AUDCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURCAD,EURAUD,CADJPY,AUDJPY,NZDJPY,AUDCAD,NZDCAD,empty,sum
2018.08.13,141.99999999999767,-120.00000000000455,-2.0000000000131024,-140.99999999999113,-90.99999999999665,-263.00000000000523,-108.00000000000809,-4.999999999999449,0.0,-257.000000000005,-153.9999999999875,43.999999999999595,21.999999999988695,-108.00000000001918,124.00000000000944,-138.9999999999958,-57.00000000000216,-107.00000000000153,-54.999999999993946,,-1275.0000000000277
2018.08.13,173.00000000000094,-67.99999999999784,73.99999999999629,-87.99999999999919,-204.00000000000418,-230.00000000000398,-84.0000000000063,-46.999999999997044,30.999999999992145,-224.99999999999432,-102.99999999998644,58.000000000002494,-22.0000000000109,22.999999999995246,148.00000000001035,-123.00000000000466,-117.00000000000443,-66.99999999999484,-110.99999999999443,,-982.0000000000011
2018.08.13,279.00000000000705,-124.00000000000944,99.99999999998899,-282.0000000000045,-283.99999999999534,-302.0000000000067,-145.00000000000622,-130.99999999999224,27.999999999994696,-429.00000000000205,-217.99999999998488,187.00000000000384,-103.00000000000864,113.99999999999189,217.00000000001296,-188.0000000000024,-200.9999999999934,-74.99999999999174,-153.99999999999858,,-1710.999999999997
2018.08.13,259.9999999999936,-168.99999999999693,166.99999999998383,-243.99999999999977,-304.00000000001535,-365.0000000000091,-192.00000000000327,-180.99999999999784,68.99999999999685,-459.0000000000032,-112.000000000001,29.999999999996696,-76.0000000000094,41.99999999998649,292.0000000000016,-281.0000000000059,-292.99999999999216,-100.99999999999554,-186.99999999999272,,-2104.000000000063
2018.08.13,323.0000000000066,-216.99999999999875,197.99999999998707,-374.0000000000077,-432.9999999999945,-353.00000000000864,-296.0000000000074,-264.999999999993,80.99999999999774,-587.9999999999939,-151.9999999999966,-49.99999999999449,-124.99999999999733,-12.000000000012001,351.0000000000133,-393.0000000000007,-379.0000000000049,-166.99999999999494,-229.99999999999687,,-3080.999999999997
2018.08.13,188.9999999999947,-204.00000000000773,119.00000000000244,-320.00000000000915,-400.00000000000034,-279.0000000000106,-239.0000000000003,-227.99999999999488,95.00000000000064,-425.9999999999877,-80.99999999999774,12.000000000012001,-83.00000000001084,68.99999999998573,292.0000000000016,-272.00000000000557,-286.9999999999919,-90.0000000000012,-182.99999999999983,,-2316.000000000021
2018.08.13,126.99999999998823,-269.999999999996,65.99999999998829,-314.99999999999864,-421.0000000000047,-288.0000000000109,-190.00000000000128,-175.99999999999838,109.99999999999899,-439.9999999999977,-63.99999999999739,134.00000000001188,-100.99999999999554,204.99999999998852,309.0000000000117,-224.00000000000375,-239.00000000000432,-15.999999999993797,-107.00000000000153,,-1900.0000000000161
2018.08.13,70.99999999999883,-58.9999999999975,32.999999999994145,-209.9999999999991,-243.99999999999977,-125.0,-86.0000000000083,-208.99999999999253,47.9999999999925,-108.00000000000409,-31.000000000003247,232.00000000000998,35.999999999991594,181.9999999999933,126.00000000000477,12.000000000000455,-164.99999999999204,56.0000000000005,-210.99999999999451,,-652.000000000005
2018.08.13,58.000000000002494,45.99999999999227,54.99999999998284,-188.00000000001037,-229.00000000001253,-21.000000000000796,-96.00000000000719,-239.0000000000003,43.999999999999595,42.00000000000159,9.999999999998899,184.00000000000637,86.0000000000083,127.99999999999478,62.00000000001182,72.99999999999329,-132.000000000005,53.00000000000304,-235.99999999999176,,-300.0000000000328
2018.08.13,87.99999999999919,235.99999999999,38.99999999998904,-126.0000000000039,-148.00000000001478,87.99999999999386,-21.00000000000435,-202.0000000000022,31.999999999998696,247.99999999999045,-44.99999999998394,277.00000000001614,49.99999999999449,192.99999999999872,-94.99999999999886,234.99999999999943,-18.000000000000682,70.99999999999883,-261.0000000000001,,640.9999999999601
