date,USDCHF,GBPUSD,USDJPY,GBPCHF,EURCHF,CADCHF,AUDCHF,NZDCHF,EURGBP,GBPAUD,EURJPY,EURCAD,EURNZD,CADJPY,AUDJPY,AUDNZD,empty,sum
2019.10.28,-51.000000000001044,-209.9999999999991,-18.000000000000682,-241.99999999998667,-66.00000000001049,-78.00000000000028,-65.00000000000395,-80.00000000000229,-60.99999999999994,-283.99999999999534,-39.99999999999204,-2.999999999997449,-39.999999999995595,-72.00000000000273,-34.99999999999659,-17.999999999984695,,-1362.9999999999688
2019.10.28,-46.00000000000159,-207.00000000000162,-13.00000000000523,-237.99999999998266,-63.99999999999739,-78.00000000000028,-48.000000000003595,-65.00000000000395,-19.00000000000235,-331.999999999999,17.000000000010118,-11.999999999989797,-34.000000000000696,-71.00000000001216,-28.999999999996362,-8.999999999992347,,-1247.999999999979
2019.10.28,-46.00000000000159,-187.00000000000384,0.0,-205.99999999999508,-60.99999999999994,-60.99999999999994,-30.000000000007798,-58.000000000002494,-4.999999999999449,-323.99999999999096,8.000000000009777,32.0000000000098,-55.99999999998939,-42.00000000000159,-10.99999999999568,-5.999999999994898,,-1052.9999999999634
2019.10.28,-43.00000000000415,-177.00000000000495,-31.00000000000591,-192.99999999999872,-76.0000000000094,-48.000000000003595,-31.999999999998696,-77.00000000000485,7.0000000000014495,-275.000000000003,24.00000000000091,58.000000000002494,-51.99999999998539,-44.00000000001114,-31.999999999996476,-1.999999999990898,,-993.0000000000126
2019.10.28,-53.999999999998494,-154.0000000000097,-36.000000000001364,-163.9999999999864,-79.99999999999119,-38.0000000000047,-29.000000000001247,-77.00000000000485,34.000000000000696,-256.99999999999613,37.00000000000614,97.00000000001374,-126.99999999998823,-44.00000000001114,-28.000000000005798,4.000000000004,,-915.9999999999748
2019.10.28,-63.00000000000195,-120.99999999999334,-76.99999999999818,-149.9999999999835,-87.99999999999919,-38.0000000000047,-43.999999999999595,-70.0000000000034,46.00000000000159,-283.99999999999534,28.000000000005798,104.00000000001519,-173.00000000000094,-44.00000000001114,-55.999999999997385,-11.999999999989797,,-1041.9999999999557
2019.10.28,-100.99999999999554,-62.000000000006494,-69.00000000000261,-150.99999999999002,-96.99999999999153,-49.99999999999449,-69.00000000000794,-85.00000000000173,68.00000000000139,-234.99999999998522,29.000000000010573,92.00000000000318,-68.00000000000139,-37.00000000000614,-64.99999999999773,-19.999999999997797,,-919.9999999999635
2019.10.28,-119.00000000000244,-79.00000000000685,-57.00000000000216,-183.99999999998417,-113.99999999999189,-68.99999999999685,-53.999999999998494,-95.00000000000064,48.99999999999905,-244.9999999999841,14.000000000010004,87.99999999999919,-78.00000000000028,-37.00000000000614,-19.99999999999602,12.000000000012001,,-987.9999999999496
2019.10.28,-182.00000000000438,-51.000000000001044,-70.00000000000739,-249.99999999999466,-165.9999999999995,-78.00000000000028,-69.00000000000794,-88.00000000001029,54.999999999993946,-264.9999999999819,28.000000000005798,107.99999999999699,-121.99999999999989,-17.000000000010118,4.0000000000048885,0.0,,-1163.0000000000155
2019.10.28,-175.00000000000293,-22.0000000000109,-82.99999999999841,-210.99999999998343,-165.9999999999995,-78.00000000000028,-53.00000000000304,-93.00000000000975,79.99999999999119,-243.99999999999977,32.00000000001069,114.99999999999844,-123.99999999999079,-25.000000000005684,6.000000000000227,7.0000000000014495,,-1034.0000000000025
2019.10.28,-187.00000000000384,-66.99999999999484,-61.00000000000705,-259.9999999999936,-188.9999999999947,-68.00000000000139,-60.00000000000449,-84.0000000000063,64.99999999999284,-332.9999999999833,49.000000000006594,172.0000000000166,-211.99999999998997,10.99999999999568,22.00000000000557,8.000000000008,,-1193.9999999999543
2019.10.28,-165.9999999999995,-65.00000000000395,-61.00000000000705,-252.99999999999213,-181.00000000000892,-66.99999999999484,-29.000000000001247,-53.00000000000304,57.99999999999139,-409.99999999999926,55.00000000000682,175.00000000001404,-302.9999999999866,-1.0000000000047748,52.00000000000671,-13.999999999980695,,-1262.999999999963
2019.10.28,-168.99999999999693,-60.99999999999994,-64.99999999999773,-245.99999999999068,-201.99999999999108,-78.00000000000028,-39.00000000000014,-53.00000000000304,78.00000000000028,-347.9999999999928,69.00000000000261,175.99999999999838,-263.99999999999756,-5.000000000009663,33.00000000000125,-17.999999999984695,,-1191.9999999999616
