date,USDCAD,AUDUSD,NZDUSD,EURCHF,CHFJPY,EURGBP,GBPCAD,GBPAUD,EURJPY,EURCAD,EURNZD,CADJPY,NZDJPY,NZDCAD,empty,sum
2015.09.21,-125.99999999998168,-20.999999999993246,-15.999999999993797,-201.99999999999108,-139.00000000001,-105.00000000001064,-44.0000000000218,0.0,-80.0000000000125,-120.00000000000898,-299.00000000000483,-27.000000000001023,-41.00000000001103,0.0,,-1220.0000000000405
2015.09.21,-105.99999999998388,-9.999999999998899,-18.999999999991246,-191.00000000000784,-131.00000000000023,-96.00000000000719,-71.00000000002105,-48.000000000003595,-78.00000000000296,-103.00000000000864,-404.0000000000044,16.999999999995907,-57.00000000000216,34.000000000000696,,-1263.0000000000357
2015.09.21,-95.00000000000064,-29.000000000001247,-66.99999999999484,-207.00000000000162,-238.00000000001376,-84.0000000000063,-73.99999999999629,-226.9999999999772,-59.00000000002592,-79.00000000000685,-275.000000000003,-36.000000000001364,-10.000000000005116,-9.999999999998899,,-1490.000000000033
2015.09.21,-21.999999999988695,40.00000000000669,-88.99999999999464,-188.9999999999947,-142.00000000001012,-160.00000000000458,-26.000000000037105,-62.000000000006494,-60.000000000002274,-75.00000000000284,-204.99999999998852,1.9999999999953388,-17.000000000010118,24.000000000001798,,-981.0000000000362
2015.09.21,-3.999999999981796,16.0000000000049,-100.99999999999554,-195.9999999999962,-175.00000000001137,-174.00000000000747,166.99999999998383,10.000000000021103,-17.00000000002433,-76.99999999999375,-218.99999999999142,9.000000000000341,-30.000000000001137,16.0000000000049,,-774.999999999988
2015.09.21,-24.999999999986144,24.999999999997247,-21.999999999999797,-212.99999999999653,-181.0000000000116,-121.00000000000443,62.99999999996864,-52.99999999999194,-24.00000000000091,-53.999999999998494,-490.999999999997,18.000000000000682,42.999999999992156,112.99999999999643,,-922.0000000000317
2015.09.21,-27.999999999983594,51.000000000001044,-24.999999999997247,-214.99999999998744,-246.00000000000932,-147.00000000000824,-23.00000000001745,-118.99999999998023,-21.000000000015007,-168.99999999999693,-504.9999999999999,-100.99999999999909,106.99999999999932,117.00000000000044,,-1323.9999999999936
2015.09.21,-35.999999999991594,11.00000000000545,17.000000000000348,-235.99999999999176,-242.00000000000443,-152.00000000000767,-99.00000000002684,-229.99999999999687,22.999999999996135,-246.99999999999721,-713.0000000000081,-159.00000000000603,218.9999999999941,172.00000000000549,,-1672.000000000029
2015.09.21,-3.999999999981796,24.000000000001798,7.0000000000014495,-238.99999999998923,-214.00000000001285,-176.0000000000095,-150.00000000000568,-295.99999999998516,-71.00000000002638,-290.9999999999968,-763.0000000000026,-117.00000000000443,161.00000000000136,172.00000000000549,,-1957.0000000000045
2015.09.21,7.0000000000014495,-187.9999999999993,19.00000000000235,-235.99999999999176,-203.00000000000296,-186.00000000000838,-51.00000000002325,-817.9999999999854,-78.00000000000296,-286.99999999999284,-980.0000000000031,-93.00000000000352,196.99999999998852,192.99999999999872,,-2704.0000000000227
2015.09.21,2.0000000000131024,-207.99999999999707,140.0000000000068,-276.9999999999939,-259.00000000000034,-198.00000000000927,-35.00000000000725,-918.9999999999809,-56.000000000011596,-303.0000000000088,-1140.0000000000077,-136.0000000000099,321.9999999999885,322.9999999999955,,-2744.0000000000227
2015.09.21,-2.999999999997449,-210.99999999999451,159.00000000000912,-258.0000000000027,-293.00000000000637,-198.00000000000927,-73.99999999999629,-906.9999999999911,-1.0000000000047748,-303.9999999999932,-1188.9999999999957,-159.00000000000603,390.99999999999113,375.9999999999986,,-2670.9999999999977
2015.09.21,6.000000000017103,-202.9999999999976,180.0000000000024,-258.0000000000027,-301.00000000000193,-179.00000000000693,-7.0000000000014495,-883.9999999999737,36.99999999997772,-256.99999999999613,-1137.9999999999945,-144.00000000000546,411.9999999999919,387.99999999999943,,-2347.9999999999923
2015.09.21,18.0000000000069,-161.99999999999548,187.00000000000384,-314.99999999999864,-270.00000000001023,-218.00000000000708,-8.000000000008,-774.000000000008,-50.00000000001137,-317.0000000000117,-1374.0000000000086,-124.00000000000944,454.9999999999983,421.0000000000047,,-2531.000000000055
2015.09.21,48.000000000003595,-144.99999999999514,228.00000000000597,-309.0000000000037,-240.0000000000091,-238.0000000000049,-1.0000000000065512,-755.9999999999789,-63.0000000000166,-347.0000000000084,-1563.0000000000032,-120.00000000000455,509.00000000000034,478.0000000000006,,-2519.0000000000205
2015.09.21,45.000000000006146,-103.99999999999298,248.99999999999923,-303.9999999999932,-214.00000000001285,-236.00000000000287,19.999999999997797,-642.9999999999936,-87.00000000001751,-341.99999999999784,-1546.000000000003,-111.0000000000042,531.9999999999965,504.00000000000443,,-2237.000000000014
2015.09.21,29.00000000001235,-183.99999999999528,314.0000000000032,-241.00000000000233,-189.00000000000716,-218.00000000000708,20.99999999995994,-795.0000000000124,-120.00000000000455,-289.0000000000059,-1673.9999999999977,-99.00000000000375,561.9999999999976,570.0000000000039,,-2313.000000000059
2015.09.21,46.0000000000127,-181.9999999999933,351.0000000000013,-221.00000000000452,-147.00000000000557,-193.00000000000983,11.999999999989797,-842.0000000000094,-112.99999999999955,-243.99999999999977,-1668.9999999999873,-39.00000000000148,568.9999999999884,629.0000000000018,,-2043.0000000000164
2015.09.21,52.000000000007596,-171.99999999999437,289.0000000000059,-309.0000000000037,-132.000000000005,-216.0000000000051,-29.00000000001235,-795.0000000000124,-193.00000000001205,-317.0000000000117,-1760.9999999999905,-28.000000000005798,492.999999999995,570.0000000000039,,-2548.000000000041
2015.09.21,69.00000000000794,-182.99999999999983,287.9999999999994,-170.99999999998784,-57.00000000000216,-167.00000000000603,-69.00000000000794,-937.00000000001,-126.00000000000477,-87.99999999999919,-1503.9999999999943,63.99999999999295,406.9999999999965,639.0000000000007,,-1835.0000000000148
2015.09.21,202.00000000001327,-95.99999999999609,309.0000000000037,-292.00000000000335,-48.00000000000182,-145.00000000000622,56.99999999997374,-795.0000000000124,-368.0000000000234,-95.00000000000064,-1547.9999999999939,121.99999999999989,346.9999999999942,678.9999999999962,,-1671.0000000000568
2015.09.21,121.99999999999989,-85.99999999999719,276.00000000000955,-296.0000000000074,65.99999999998829,-165.00000000000404,-243.00000000003763,-965.0000000000158,-491.00000000001387,-306.00000000000625,-1724.9999999999989,205.99999999998886,286.9999999999919,565.0000000000044,,-2755.000000000098
2015.09.21,-2.999999999997449,-158.0000000000026,318.00000000000716,-289.9999999999903,193.9999999999884,-231.0000000000034,-269.00000000003035,-1021.9999999999895,-618.9999999999998,-502.00000000000244,-2045.9999999999923,108.99999999999466,406.9999999999965,587.9999999999997,,-3524.0000000000223
2015.09.21,-64.99999999998174,-248.99999999999923,379.0000000000071,-85.00000000000173,431.99999999998795,-225.00000000000853,-249.00000000003251,-1131.9999999999998,-577.0000000000266,-486.00000000000864,-2161.9999999999973,128.99999999999068,359.99999999999943,663.0000000000025,,-3267.000000000068
2015.09.21,17.000000000000348,-278.00000000000045,370.00000000000364,42.0000000000087,435.99999999999284,-213.00000000000762,120.99999999999334,-798.9999999999942,-458.00000000002683,-127.99999999999478,-1523.0000000000077,262.999999999991,307.00000000000216,660.000000000005,,-1183.0000000000346
2015.09.21,38.0000000000047,-246.99999999999721,346.0000000000019,52.000000000007596,400.99999999999625,-189.00000000000583,301.99999999998005,-673.0000000000125,-370.00000000000455,48.000000000003595,-1492.9999999999889,307.9999999999927,292.0000000000016,655.0000000000056,,-530.0000000000149
2015.09.21,133.00000000000534,-204.99999999999963,356.00000000000074,171.99999999999437,443.9999999999884,-151.00000000000114,377.9999999999894,-609.9999999999994,-344.0000000000225,190.00000000000128,-1343.0000000000052,346.9999999999942,321.9999999999885,722.9999999999959,,411.9999999999304
2015.09.21,148.99999999999915,-246.99999999999721,377.0000000000051,144.99999999999514,451.9999999999982,-138.00000000000477,381.99999999997124,-896.000000000008,-276.00000000001046,218.99999999999142,-1412.9999999999975,362.99999999999955,324.99999999998863,770.000000000004,,211.9999999999344
2015.09.21,187.00000000000384,-312.00000000000114,381.0000000000091,153.00000000000313,482.9999999999899,-17.000000000000348,407.0000000000018,-1038.0000000000057,-315.00000000002615,397.0000000000029,-1358.999999999999,467.9999999999893,253.99999999999068,812.0000000000016,,500.99999999996
2015.09.21,153.00000000000313,-307.0000000000017,318.00000000000716,163.00000000000205,410.99999999998715,25.999999999992696,330.9999999999924,-1066.9999999999736,-305.0000000000068,496.99999999999187,-1124.9999999999982,521.0000000000008,170.0000000000017,756.9999999999966,,542.999999999995
2015.09.21,103.00000000000864,-205.99999999999508,287.0000000000039,161.99999999999548,232.99999999998988,126.99999999999933,27.99999999996139,-1012.0000000000128,-35.00000000002501,652.0000000000082,-581.9999999999936,457.9999999999984,140.99999999999113,624.0000000000023,,979.999999999932
2015.09.21,-4.999999999988347,-288.9999999999948,294.00000000000534,113.99999999999189,170.99999999999227,210.99999999999451,-9.000000000014552,-1108.9999999999823,-16.000000000019554,615.00000000001,-797.0000000000033,375.99999999999056,167.0000000000016,614.9999999999989,,337.99999999998215
2015.09.21,-141.99999999999767,-397.0000000000029,430.00000000000813,-21.00000000000435,-44.00000000001114,122.99999999999534,-62.000000000006494,-1324.9999999999761,31.999999999982265,402.9999999999978,-1351.9999999999977,226.99999999998965,312.9999999999882,702.9999999999981,,-1112.0000000000368
2015.09.21,-173.99999999998528,-425.99999999999307,590.0000000000016,-11.999999999989797,-39.00000000000148,121.99999999999989,-112.00000000002319,-1338.999999999979,47.9999999999734,319.0000000000026,-1522.0000000000011,165.99999999999682,524.9999999999915,856.9999999999967,,-997.0000000000106
2015.09.21,-224.000000000002,-365.99999999999966,594.0000000000057,-21.00000000000435,-256.0000000000002,103.99999999999298,-100.0000000000334,-1137.9999999999945,98.99999999998954,292.00000000000335,-1502.9999999999877,135.99999999999568,524.0000000000009,797.0000000000033,,-1062.0000000000305
2015.09.21,-384.9999999999909,-480.99999999999807,650.0000000000061,39.999999999995595,-184.0000000000117,255.99999999998957,-60.0000000000378,-1194.0000000000061,277.9999999999916,622.9999999999958,-1035.0000000000082,165.99999999999682,533.9999999999918,843.0000000000049,,50.999999999919396
2015.09.21,-381.99999999999346,-597.0000000000031,719.000000000003,383.0,-29.000000000010573,307.99999999999716,-161.00000000003334,-1602.0000000000146,515.9999999999911,800.0000000000007,-1188.9999999999957,176.00000000000193,610.99999999999,878.000000000001,,430.9999999999342
2015.09.21,-363.9999999999866,-617.0000000000009,762.0000000000072,544.9999999999955,165.99999999999682,351.99999999999676,-217.0000000000005,-1697.9999999999773,547.9999999999734,737.0000000000099,-1201.0000000000077,134.00000000000034,711.9999999999891,948.0000000000044,,807.0000000000003
2015.09.21,-351.99999999999676,-612.0000000000015,759.0000000000097,527.0000000000108,163.99999999998727,293.99999999999426,-175.99999999999838,-1679.9999999999927,523.9999999999725,656.9999999999965,-1313.999999999993,79.9999999999983,719.9999999999989,939.9999999999964,,530.999999999982
2015.09.21,-359.99999999998255,-585.9999999999976,718.0000000000075,590.0000000000016,224.99999999999432,282.99999999999994,-171.00000000001003,-1601.000000000008,568.9999999999884,598.0000000000097,-1126.0000000000048,3.0000000000001137,712.9999999999939,871.999999999995,,726.9999999999875
2015.09.21,-359.99999999998255,-585.9999999999976,729.0000000000018,662.9999999999914,250.99999999999056,295.99999999999625,-235.00000000002962,-1621.0000000000057,625.9999999999764,615.00000000001,-1114.9999999999993,13.999999999995794,698.9999999999981,880.000000000003,,855.9999999999484
2015.09.21,-468.00000000000176,-583.9999999999957,757.0000000000076,710.999999999995,285.99999999998715,359.99999999999363,-239.00000000001143,-1547.0000000000095,611.9999999999948,722.0000000000005,-990.000000000002,83.99999999998897,677.9999999999973,871.999999999995,,1253.9999999999395
2015.09.21,-455.99999999998977,-553.0000000000035,718.0000000000075,665.0000000000044,229.99999999998977,349.99999999999477,-174.00000000002967,-1357.0000000000082,591.9999999999845,719.000000000003,-988.9999999999955,73.99999999999807,641.9999999999959,827.0,,1287.9999999999513
2015.09.21,-390.0000000000015,-509.9999999999993,682.0000000000048,583.0000000000002,221.9999999999942,356.9999999999962,-109.00000000000354,-1300.9999999999966,540.9999999999968,783.0000000000003,-887.9999999999999,101.99999999998965,548.0000000000018,826.0000000000045,,1445.9999999999877
2015.09.21,-229.99999999999687,-505.99999999999534,726.9999999999999,517.9999999999962,147.99999999999613,409.99999999999926,0.9999999999621423,-1400.9999999999857,530.9999999999775,973.0000000000016,-919.9999999999875,265.99999999999113,577.9999999999887,948.0000000000044,,2042.9999999999518
2015.09.21,-278.9999999999848,-551.0000000000015,723.0000000000069,503.000000000009,102.99999999999443,393.9999999999944,-60.99999999999994,-1516.9999999999907,581.9999999999936,903.9999999999937,-865.0000000000047,213.99999999999864,625.0,916.0000000000057,,1691.0000000000148
2015.09.21,-337.99999999999386,-525.9999999999932,681.0000000000093,499.000000000005,75.9999999999934,388.9999999999949,-154.0000000000319,-1399.999999999979,567.9999999999836,882.000000000005,-780.9999999999873,185.99999999999284,568.9999999999884,816.0000000000056,,1466.9999999999927
2015.09.21,-357.99999999999164,-536.9999999999986,680.0000000000028,476.9999999999941,85.99999999999852,418.9999999999916,-195.9999999999962,-1475.9999999999884,569.9999999999932,855.0000000000058,-750.0000000000063,188.99999999999295,554.9999999999926,804.0000000000047,,1317.9999999999952
2015.09.22,-377.9999999999894,-595.9999999999966,685.0000000000023,513.9999999999923,61.99999999999761,433.99999999998994,-226.00000000001506,-1612.9999999999977,567.9999999999836,892.0000000000039,-707.9999999999975,159.9999999999966,524.0000000000009,807.0000000000022,,1124.9999999999732
2015.09.22,-348.9999999999993,-617.9999999999964,690.0000000000017,480.99999999999807,3.9999999999906777,441.99999999999795,-199.00000000001583,-1697.9999999999773,550.9999999999877,943.000000000005,-760.0000000000051,185.00000000000227,522.9999999999961,844.0000000000003,,1038.999999999986
2015.09.22,-329.00000000000153,-559.9999999999939,675.0000000000034,495.000000000001,17.99999999998647,450.9999999999903,-163.00000000000205,-1522.9999999999854,627.9999999999859,940.0000000000075,-668.0000000000019,196.99999999998852,533.0000000000013,821.000000000005,,1514.9999999999845
2015.09.22,-312.9999999999855,-561.0000000000003,665.0000000000044,519.0000000000028,15.999999999991132,488.999999999995,-178.00000000001148,-1600.0000000000014,655.9999999999775,987.9999999999889,-580.0000000000027,189.99999999999773,528.9999999999964,822.9999999999959,,1642.9999999999482
2015.09.22,-306.9999999999906,-549.9999999999949,625.0000000000089,500.9999999999959,-11.00000000000989,461.99999999999574,-180.00000000002458,-1539.0000000000014,685.9999999999786,970.0000000000042,-590.0000000000016,174.99999999999716,510.9999999999957,756.9999999999966,,1509.99999999995
2015.09.22,-322.00000000000006,-551.0000000000015,631.0000000000038,493.99999999999443,-7.000000000005002,453.99999999999886,-141.99999999999767,-1522.9999999999854,666.9999999999732,946.0000000000024,-448.9999999999883,180.99999999999739,507.99999999999557,744.0000000000002,,1630.9999999999877
2015.09.22,-317.9999999999961,-561.9999999999958,579.0000000000073,473.99999999999665,-8.000000000009777,447.99999999999284,-165.00000000001512,-1566.0000000000007,670.9999999999923,944.9999999999958,-415.99999999999415,192.99999999999784,458.999999999989,719.000000000003,,1452.9999999999632
2015.09.22,-312.00000000000114,-527.9999999999951,605.0,452.99999999999227,-93.00000000000352,451.9999999999969,-224.000000000002,-1480.0000000000146,692.9999999999836,920.0000000000097,-507.9999999999973,113.99999999999011,519.999999999996,751.0000000000017,,1362.9999999999563
2015.09.22,-302.9999999999866,-502.00000000000244,633.0000000000058,415.99999999999415,-75.00000000000284,432.9999999999945,-205.00000000001074,-1487.0000000000161,648.9999999999725,882.000000000005,-668.0000000000019,123.99999999999523,573.9999999999981,787.9999999999998,,1258.9999999999443
2015.09.22,-302.9999999999866,-554.9999999999944,633.0000000000058,394.00000000000546,-146.0000000000008,442.9999999999934,-249.00000000003251,-1655.0000000000064,658.9999999999918,869.0000000000086,-707.9999999999975,89.9999999999892,562.9999999999882,797.0000000000033,,831.9999999999677
2015.09.22,-226.99999999999943,-478.9999999999961,605.0,392.9999999999989,-140.00000000000057,444.9999999999954,-206.00000000001728,-1465.0000000000052,662.9999999999825,896.9999999999923,-695.0000000000011,141.9999999999959,559.9999999999881,824.0000000000025,,1316.9999999999359
2015.09.22,-268.0000000000016,-458.9999999999983,637.0000000000098,407.0000000000018,-103.00000000000864,443.99999999999994,-277.0000000000383,-1463.9999999999986,665.9999999999968,858.0000000000032,-794.0000000000058,107.99999999998988,616.9999999999902,907.0000000000023,,1278.9999999999425
2015.09.22,-211.99999999998997,-478.9999999999961,647.0000000000086,418.0000000000073,-73.0000000000075,422.9999999999956,-241.00000000002453,-1458.0000000000036,644.9999999999818,862.0000000000072,-1082.0000000000052,137.00000000000045,634.9999999999909,999.0000000000055,,1220.9999999999704
2015.09.22,-197.99999999998707,-497.000000000003,719.000000000003,425.0000000000087,-30.000000000001137,420.9999999999936,-100.0000000000334,-1492.0000000000045,606.9999999999993,937.00000000001,-977.99999999999,206.99999999999363,662.9999999999967,956.9999999999967,,1640.9999999999823
2015.09.22,-193.99999999998306,-510.99999999999477,708.0000000000086,425.0000000000087,-30.000000000001137,419.9999999999982,-103.00000000000864,-1569.9999999999825,601.9999999999754,923.0000000000072,-971.9999999999951,194.99999999999318,670.9999999999923,948.9999999999999,,1513.0000000000182
2015.09.22,-192.99999999999872,-561.9999999999958,717.000000000001,422.9999999999956,-1.0000000000047748,407.99999999999727,-100.0000000000334,-1719.9999999999882,597.9999999999848,937.9999999999944,-924.9999999999981,216.99999999999875,655.0000000000011,953.0000000000039,,1407.9999999999577
2015.09.22,-214.99999999998744,-605.9999999999955,709.9999999999995,422.9999999999956,-51.00000000000193,408.9999999999927,-15.00000000000945,-1711.9999999999802,606.9999999999993,940.0000000000075,-838.0000000000055,232.99999999998988,637.999999999991,954.9999999999948,,1477.9999999999902
2015.09.22,-213.99999999998087,-590.0000000000016,683.0000000000002,421.0000000000047,-92.00000000001296,444.9999999999954,22.999999999973042,-1644.9999999999854,642.9999999999723,1061.000000000001,-787.9999999999887,256.9999999999908,575.9999999999934,909.9999999999997,,1689.999999999961
2015.09.22,-257.99999999998045,-463.0000000000023,591.0000000000082,435.0000000000076,-423.0000000000018,432.9999999999945,43.99999999997739,-1259.9999999999945,716.9999999999845,1103.9999999999939,-577.9999999999897,199.99999999998863,473.99999999998954,792.9999999999993,,1808.999999999975
