names,week,needed_features,accuracy,next_week_prediction_score,next_week_prediction
USDCHF,50,"['CHFJPY', 'USDJPY', 'NZDUSD', 'GBPUSD', 'EURJPY', 'NZDCAD', 'USDCHF', 'EURUSD']",80.0,0.5816666666666667,S
GBPUSD,10,['USDJPY'],100.0,0.5495793650793653,S
AUDUSD,30,"['USDCAD', 'EURCHF']",80.0,-0.3753337218337219,B
NZDUSD,10,"['USDCAD', 'EURNZD']",80.0,0.34909523809523824,S
GBPCHF,10,['GBPJPY'],80.0,-0.41760317460317475,B
EURCHF,10,"['NZDUSD', 'EURJPY', 'CHFJPY', 'USDCHF', 'EURUSD', 'USDCAD', 'EURNZD']",80.0,-0.32,B
CHFJPY,10,['GBPJPY'],80.0,0.3982380952380952,S
CADCHF,10,"['GBPCAD', 'CADJPY']",100.0,-0.92,B
AUDCHF,50,['EURUSD'],80.0,-0.28452944511585526,B
NZDCHF,10,"['AUDJPY', 'EURNZD', 'USDCAD', 'GBPAUD', 'NZDCHF']",100.0,0.45019047619047625,S
EURGBP,10,['GBPJPY'],80.0,0.4237698412698414,S
GBPJPY,10,"['CHFJPY', 'USDJPY', 'NZDUSD', 'GBPUSD', 'EURJPY']",80.0,-0.34,B
GBPCAD,15,['EURCHF'],80.0,-0.5600720390720391,B
GBPAUD,15,"['AUDJPY', 'USDJPY']",80.0,0.3763333333333334,S
EURJPY,10,['GBPJPY'],80.0,0.42095238095238097,S
EURCAD,15,"['EURJPY', 'CHFJPY', 'USDCHF', 'EURUSD']",100.0,-0.9179819624819625,B
EURAUD,15,"['AUDJPY', 'USDCAD']",80.0,-0.6563360528360529,B
EURNZD,10,"['EURAUD', 'AUDJPY', 'AUDCHF']",80.0,-0.5301666666666669,B
AUDJPY,10,"['AUDJPY', 'EURNZD', 'USDCAD', 'GBPAUD', 'NZDCHF']",100.0,0.34235714285714286,S
NZDJPY,10,"['EURNZD', 'USDCAD', 'CADJPY']",80.0,1.0,S
AUDCAD,15,['USDCAD'],80.0,0.7373318903318902,S
NZDCAD,15,['USDCAD'],80.0,0.604890331890332,S
AUDNZD,20,"['EURGBP', 'GBPCHF', 'GBPCAD', 'EURNZD']",100.0,-1.0,B
