date,GBPUSD,EURUSD,AUDUSD,NZDUSD,CADCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURNZD,CADJPY,AUDJPY,NZDJPY,empty,sum
2019.05.20,5.999999999994898,32.999999999994145,-52.99999999999194,-9.00000000000345,-14.000000000002899,-90.0000000000012,-68.00000000001205,40.0000000000178,-269.00000000000813,-83.9999999999952,-22.00000000000557,-49.000000000006594,-10.000000000005116,,-589.0000000000254
2019.05.20,29.999999999996696,4.999999999988347,-63.99999999999739,36.999999999998145,-7.0000000000014495,-100.00000000000009,-27.000000000015234,104.99999999999955,-167.00000000000603,78.00000000000028,-31.00000000000591,-70.99999999999795,30.9999999999917,,-181.00000000004934
2019.05.20,-11.00000000000545,58.99999999998684,-65.99999999999939,7.0000000000014495,14.999999999998348,-189.00000000000583,-135.99999999999568,81.00000000001995,-204.00000000000418,-106.99999999999044,-75.00000000000284,-106.99999999999932,-31.00000000000591,,-764.0000000000024
2019.05.20,-22.999999999995246,24.999999999986144,-163.99999999999747,-41.000000000002146,27.999999999994696,-162.0000000000066,-144.00000000000546,123.00000000000644,31.999999999987594,-177.00000000000495,-97.99999999999898,-209.99999999999375,-84.00000000000318,,-895.0000000000329
2019.05.20,-24.000000000001798,21.999999999988695,-87.99999999999919,-31.999999999998696,2.999999999997449,-165.00000000000404,-60.000000000002274,87.00000000001484,-167.00000000000603,-150.99999999999002,-29.000000000010573,-81.00000000000307,-29.000000000010573,,-714.0000000000252
2019.05.20,12.999999999996348,43.999999999999595,-51.99999999999649,-2.999999999997449,-28.000000000005798,-156.00000000000057,68.00000000001205,63.000000000013046,-208.00000000000819,-116.99999999998934,57.00000000000216,4.9999999999954525,45.99999999999227,,-267.9999999999869
2019.05.20,33.00000000001635,15.999999999993797,-18.999999999991246,31.999999999998696,-74.00000000000739,-119.99999999999788,108.00000000000409,54.0000000000207,-266.999999999995,25.00000000000835,83.99999999998897,51.00000000000193,93.99999999999409,,17.00000000003547
2019.05.20,93.00000000000975,35.999999999991594,68.00000000000139,100.00000000000009,-126.99999999999933,-97.00000000000264,223.99999999998954,33.00000000001635,-415.0000000000098,174.00000000000747,161.00000000000136,173.99999999999238,195.99999999999795,,619.9999999999962
2019.05.20,112.000000000001,65.99999999998829,123.00000000000644,125.99999999999278,-145.00000000000622,-104.99999999999955,308.9999999999975,0.0,-529.0000000000017,192.99999999999872,227.99999999999443,269.999999999996,254.99999999999545,,902.9999999999632
2019.05.20,86.0000000000083,17.999999999984695,62.000000000006494,70.99999999999883,-150.00000000000568,-87.99999999999919,193.9999999999884,-0.9999999999843467,-405.0000000000109,124.00000000001299,161.00000000000136,156.99999999999648,153.99999999999636,,382.9999999999938
