date,GBPUSD,EURUSD,AUDUSD,NZDUSD,CADCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURNZD,CADJPY,AUDJPY,NZDJPY,empty,sum
2019.05.20,-87.99999999999919,-35.999999999991594,-2.000000000002,-17.999999999995797,-10.999999999994348,0.0,-74.99999999998863,-146.00000000000168,-45.99999999999049,-42.999999999993044,-33.999999999991815,-37.9999999999967,-31.999999999996476,,-568.9999999999419
2019.05.20,-68.00000000000139,-61.99999999998429,46.999999999997044,-56.0000000000005,-32.999999999994145,90.99999999999665,21.99999999999136,-147.00000000000824,151.00000000001222,-93.99999999999409,16.000000000005343,46.00000000000648,-42.00000000000159,,-128.99999999997516
2019.05.20,-39.999999999995595,-58.99999999998684,56.99999999999594,-41.9999999999976,-39.00000000000014,94.00000000000519,7.000000000005002,-203.00000000001984,-62.000000000006494,-89.00000000000574,28.000000000005798,67.00000000000728,-34.99999999999659,,-315.9999999999896
2019.05.20,0.9999999999843467,-61.99999999998429,55.99999999998939,-7.0000000000014495,-42.999999999993044,153.99999999999858,106.99999999999932,-147.00000000000824,-48.000000000003595,106.99999999999044,75.00000000000284,93.99999999999409,30.000000000001137,,316.99999999996953
2019.05.20,14.999999999987246,-39.999999999995595,75.9999999999983,4.999999999999449,-31.000000000003247,158.99999999999804,14.000000000010004,-131.00000000001444,-45.000000000006146,100.99999999999554,0.0,49.000000000006594,-19.99999999999602,,151.99999999997974
2019.05.20,-16.000000000016,-46.999999999997044,15.999999999993797,-26.999999999999247,-2.999999999997449,150.00000000000568,-105.99999999999454,-103.00000000000864,150.00000000000568,15.999999999993797,-79.9999999999983,-69.00000000000261,-93.99999999999409,,-213.00000000000895
2019.05.20,-51.000000000001044,-50.99999999997884,-4.000000000004,-41.000000000002146,26.000000000003798,114.99999999999844,-139.99999999998636,-71.00000000002105,188.00000000001037,-34.000000000000696,-143.99999999999125,-88.99999999999864,-112.99999999999955,,-408.99999999997095
2019.05.20,-96.00000000000719,-43.999999999999595,-77.00000000000485,-100.99999999999554,74.00000000000739,90.0000000000012,-223.99999999998954,-62.000000000006494,256.99999999999613,-175.99999999999838,-161.99999999999193,-179.00000000000205,-195.99999999999795,,-895.9999999999887
2019.05.20,-126.0000000000039,-71.99999999998319,-130.0000000000079,-132.99999999999423,124.99999999999733,87.99999999999919,-346.00000000000364,-36.0000000000138,304.9999999999997,-205.99999999999508,-250.0,-278.0000000000058,-265.00000000000057,,-1324.0000000000118
2019.05.20,-126.0000000000039,-67.9999999999792,-128.00000000000588,-134.99999999999625,129.00000000000134,82.99999999999974,-312.9999999999882,-36.0000000000138,357.99999999999164,-225.99999999999287,-237.99999999999955,-277.000000000001,-265.00000000000057,,-1241.9999999999884
2019.05.20,-86.0000000000083,-20.999999999982144,-71.00000000000995,-90.99999999999665,126.0000000000039,82.00000000000429,-204.00000000000773,-27.00000000002145,344.99999999999534,-181.9999999999933,-176.9999999999925,-165.99999999999682,-173.99999999999238,,-645.9999999999977
2019.05.20,-90.00000000001229,-3.999999999981796,-117.00000000000044,-107.00000000000153,148.99999999999915,60.99999999999994,-258.99999999998613,23.999999999979593,391.9999999999924,-236.00000000001398,-227.99999999999443,-234.99999999999943,-208.99999999998897,,-859.000000000008
2019.05.20,-80.00000000001339,15.00000000000945,-97.00000000000264,-92.00000000000318,135.00000000000733,62.000000000006494,-221.00000000000364,-2.0000000000131024,400.00000000000034,-286.00000000000847,-192.99999999999784,-201.99999999999818,-176.9999999999925,,-738.0000000000093
2019.05.20,-38.0000000000047,43.999999999999595,-113.00000000000753,-92.00000000000318,162.0000000000066,60.99999999999994,-145.99999999998658,68.99999999998573,554.9999999999944,-285.00000000000193,-177.99999999999727,-215.99999999999397,-180.99999999999739,,-358.00000000000625
2019.05.20,-68.00000000000139,52.000000000007596,-135.00000000000733,-102.99999999999754,170.99999999999892,35.00000000000725,-187.99999999998818,43.999999999999595,567.0000000000064,-341.00000000001353,-183.9999999999975,-242.999999999995,-192.99999999999784,,-585.9999999999786
2019.05.20,-70.0000000000145,48.000000000003595,-153.00000000000313,-102.99999999999754,189.00000000000583,35.00000000000725,-201.99999999999818,40.99999999997994,583.0000000000002,-336.00000000000296,-197.9999999999933,-266.00000000000534,-194.99999999999318,,-627.0000000000114
2019.05.20,-51.000000000001044,65.00000000000395,-153.00000000000313,-102.00000000000209,180.0000000000024,33.000000000005244,-164.99999999999204,63.99999999999739,607.0000000000019,-358.00000000001387,-198.99999999999807,-266.00000000000534,-194.00000000000261,,-539.0000000000073
2019.05.20,-69.00000000000794,73.00000000001194,-149.00000000001023,-110.99999999999443,168.00000000000148,18.0000000000069,-133.99999999998613,19.999999999997797,531.9999999999991,-383.0,-159.9999999999966,-227.99999999999443,-173.99999999999238,,-596.999999999965
2019.05.20,-82.00000000000429,46.0000000000127,-160.00000000000458,-121.99999999999989,157.00000000000713,26.000000000003798,-118.99999999999977,12.999999999996348,591.0000000000082,-405.9999999999952,-137.99999999999102,-218.00000000000352,-165.99999999999682,,-577.9999999999669
