date,USDCAD,AUDUSD,CADCHF,empty,sum
2020.11.30,-147.00000000000824,-75.00000000000284,-47.9999999999925,,-270.0000000000036
2020.11.30,-127.00000000001043,-65.99999999999939,117.00000000000044,,-76.0000000000094
2020.11.30,-167.9999999999904,-166.99999999999494,139.00000000000023,,-195.9999999999851
2020.11.30,-173.00000000000094,-215.99999999999397,169.00000000000804,,-219.99999999998684
2020.11.30,-116.99999999998934,-204.99999999999963,143.00000000000423,,-178.99999999998474
2020.11.30,-96.99999999999153,-214.99999999999852,80.00000000000229,,-231.99999999998778
2020.11.30,-106.00000000000608,-248.00000000000378,80.99999999999774,,-273.00000000001216
2020.11.30,-127.99999999999478,-205.99999999999508,102.00000000000209,,-231.99999999998778
2020.11.30,-133.00000000000534,-204.00000000000418,87.00000000000374,,-250.0000000000058
2020.11.30,-130.0000000000079,-156.00000000000057,85.00000000000173,,-201.00000000000674
2020.11.30,-127.00000000001043,-110.99999999999443,92.00000000000318,,-146.00000000000168
2020.11.30,-79.00000000000685,-65.00000000000395,106.00000000000608,,-38.00000000000472
2020.11.30,-69.9999999999923,-58.000000000002494,87.00000000000374,,-40.99999999999106
2020.11.30,-86.99999999999264,-119.99999999999788,90.0000000000012,,-116.99999999998931
2020.11.30,-62.000000000006494,-93.99999999999409,41.000000000002146,,-114.99999999999842
2020.11.30,-114.99999999999844,-78.99999999999574,41.9999999999976,,-151.9999999999966
2020.11.30,-123.99999999999079,-88.99999999999464,36.0000000000027,,-176.99999999998275
2020.11.30,-131.99999999999878,-78.00000000000028,29.000000000001247,,-180.9999999999978
2020.11.30,-72.0000000000054,9.00000000000345,8.000000000008,,-54.999999999993946
2020.11.30,-85.00000000000173,-41.000000000002146,2.000000000002,,-124.00000000000188
2020.11.30,-137.00000000000932,-41.000000000002146,-0.999999999995449,,-179.00000000000693
2020.11.30,-222.99999999999542,-38.0000000000047,21.00000000000435,,-239.99999999999577
2020.11.30,-160.99999999998892,53.00000000000304,13.00000000000745,,-94.99999999997843
2020.11.30,-221.00000000000452,-53.00000000000304,60.99999999999994,,-213.00000000000762
2020.11.30,-262.00000000000665,-41.9999999999976,123.00000000000644,,-180.99999999999784
2020.11.30,-361.9999999999957,-7.9999999999968985,165.9999999999995,,-203.99999999999307
2020.11.30,-428.9999999999905,-41.9999999999976,201.00000000000674,,-269.99999999998136
2020.11.30,-448.000000000004,-32.999999999994145,236.00000000000287,,-244.99999999999525
2020.11.30,-452.00000000000796,-19.00000000000235,246.00000000000176,,-225.00000000000853
2020.11.30,-435.9999999999919,-31.999999999998696,318.00000000000716,,-149.99999999998346
2020.11.30,-465.0000000000043,36.999999999998145,328.0000000000061,,-100.00000000000011
2020.11.30,-516.9999999999897,0.0,362.00000000000676,,-154.9999999999829
2020.11.30,-632.0000000000103,-26.000000000003798,351.0000000000013,,-307.0000000000128
2020.11.30,-631.0000000000038,-2.000000000002,347.0000000000084,,-285.9999999999974
2020.11.30,-713.9999999999924,4.000000000004,383.0,,-326.9999999999884
2020.11.30,-642.9999999999936,70.0000000000034,351.0000000000013,,-221.99999999998892
2020.11.30,-367.0000000000062,97.9999999999981,273.000000000001,,3.9999999999929514
2020.11.30,-171.00000000001003,261.0000000000001,272.00000000000557,,361.9999999999957
2020.11.30,-178.99999999999582,251.99999999999667,260.00000000000466,,333.0000000000055
2020.11.30,-181.00000000000892,246.99999999999721,257.0000000000072,,322.9999999999955
2020.11.30,-194.0000000000053,243.99999999999977,295.0000000000008,,344.9999999999953
2020.11.30,-204.00000000000418,256.0000000000007,291.0000000000079,,343.00000000000443
2020.11.30,-202.9999999999976,280.9999999999979,313.00000000000773,,391.000000000008
2020.11.30,-350.9999999999902,285.9999999999974,369.0000000000082,,304.00000000001535
2020.11.30,-343.00000000000443,285.9999999999974,433.0000000000056,,375.9999999999986
2020.11.30,-270.99999999999903,358.9999999999982,497.000000000003,,585.0000000000022
2020.11.30,-175.99999999999838,378.00000000000057,441.99999999999795,,644.0000000000001
2020.11.30,21.00000000000435,383.99999999999545,362.00000000000676,,767.0000000000066
2020.12.01,22.0000000000109,343.9999999999999,228.00000000000597,,594.0000000000168
2020.12.01,52.000000000007596,322.9999999999955,285.00000000000193,,660.000000000005
2020.12.01,25.00000000000835,343.9999999999999,294.00000000000534,,663.0000000000136
2020.12.01,-48.000000000003595,214.00000000000307,413.0000000000078,,579.0000000000073
2020.12.01,-127.99999999999478,226.99999999999943,439.0000000000005,,538.0000000000051
2020.12.01,-187.00000000000384,202.9999999999976,448.000000000004,,463.9999999999977
2020.12.01,-184.00000000000637,200.00000000000017,456.00000000000085,,471.99999999999466
2020.12.01,-192.99999999999872,236.00000000000287,457.0000000000074,,500.00000000001154
2020.12.01,-191.99999999999218,241.00000000000233,431.99999999999903,,481.0000000000092
2020.12.01,-197.00000000000273,195.9999999999962,431.0000000000036,,429.99999999999704
2020.12.01,-232.00000000000998,163.99999999999747,423.0000000000067,,354.9999999999942
2020.12.01,-251.00000000000122,141.00000000000225,450.00000000000597,,340.000000000007
2020.12.01,-293.99999999999426,112.000000000001,473.0000000000012,,291.00000000000796
2020.12.01,-272.99999999998994,143.00000000000423,475.0000000000032,,345.0000000000175
2020.12.01,-290.9999999999968,133.00000000000534,467.0000000000063,,309.00000000001484
2020.12.01,-285.00000000000193,146.99999999999713,478.0000000000006,,339.9999999999958
2020.12.01,-293.0000000000099,139.00000000000023,474.00000000000773,,319.99999999999807
2020.12.01,-299.99999999998914,136.00000000000279,465.9999999999998,,302.0000000000134
2020.12.01,-384.00000000000654,160.00000000000458,470.9999999999992,,246.99999999999724
2020.12.01,-435.9999999999919,138.00000000000477,497.000000000003,,199.00000000001586
2020.12.01,-419.9999999999982,92.99999999999864,448.9999999999994,,121.99999999999983
2020.12.01,-520.0000000000093,100.99999999999554,474.00000000000773,,54.999999999993975
2020.12.01,-472.9999999999901,172.00000000000549,458.9999999999983,,158.00000000001364
2020.12.01,-391.000000000008,219.99999999999798,385.000000000002,,213.99999999999196
2020.12.01,-253.99999999999866,280.00000000000244,378.00000000000057,,404.0000000000043
2020.12.01,-231.0000000000034,307.0000000000017,345.0000000000064,,421.0000000000047
2020.12.01,-239.99999999999577,304.9999999999997,353.99999999999875,,419.00000000000273
2020.12.01,-275.000000000003,280.9999999999979,334.00000000000097,,339.99999999999585
2020.12.01,-270.99999999999903,287.0000000000039,294.00000000000534,,310.00000000001023
2020.12.01,-235.99999999999176,285.00000000000193,306.00000000000625,,355.0000000000164
2020.12.01,-275.000000000003,243.00000000000432,257.0000000000072,,225.00000000000853
2020.12.01,-414.00000000000324,209.00000000000364,252.0000000000078,,47.000000000008185
2020.12.01,-419.9999999999982,212.00000000000108,269.00000000000813,,61.00000000001103
2020.12.01,-419.9999999999982,221.99999999999997,187.9999999999993,,-9.99999999999892
2020.12.01,-400.00000000000034,209.00000000000364,148.0000000000037,,-42.99999999999301
2020.12.01,-361.9999999999957,231.0000000000034,1.0000000000065512,,-129.99999999998573
2020.12.01,-455.99999999998977,138.00000000000477,6.0000000000060005,,-311.99999999997897
2020.12.01,-499.000000000005,153.99999999999858,23.00000000000635,,-322.00000000000006
2020.12.01,-421.99999999998903,214.99999999999852,-14.999999999998348,,-221.99999999998886
2020.12.01,-534.9999999999966,170.99999999999892,24.000000000001798,,-339.99999999999585
2020.12.01,-554.9999999999944,161.99999999999548,31.999999999998696,,-361.0000000000003
2020.12.01,-506.0000000000064,151.00000000000114,25.00000000000835,,-329.99999999999693
2020.12.01,-553.0000000000035,131.00000000000333,102.00000000000209,,-319.9999999999981
2020.12.01,-645.999999999991,131.99999999999878,124.00000000000189,,-389.9999999999904
2020.12.01,-605.9999999999955,178.99999999999582,80.99999999999774,,-346.00000000000193
2020.12.01,-666.9999999999953,112.000000000001,51.000000000001044,,-503.9999999999933
2020.12.01,-614.0000000000034,116.00000000000499,60.00000000000449,,-437.9999999999939
2020.12.01,-621.9999999999892,92.99999999999864,46.00000000000159,,-482.999999999989
2020.12.02,-635.0000000000077,99.00000000000463,-9.999999999998899,,-546.0000000000019
2020.12.02,-608.9999999999928,53.999999999998494,-0.999999999995449,,-555.9999999999898
2020.12.02,-617.0000000000009,-12.999999999996348,31.999999999998696,,-597.9999999999985
2020.12.02,-619.9999999999983,-12.000000000000899,60.00000000000449,,-571.9999999999948
2020.12.02,-628.0000000000064,14.999999999998348,52.000000000007596,,-561.0000000000005
2020.12.02,-635.0000000000077,-75.00000000000284,55.000000000005045,,-655.0000000000056
2020.12.02,-624.0000000000023,-29.999999999996696,41.9999999999976,,-612.0000000000014
2020.12.02,-574.9999999999922,36.999999999998145,-26.999999999999247,,-564.9999999999932
2020.12.02,-500.9999999999959,56.99999999999594,-60.99999999999994,,-504.9999999999999
2020.12.02,-539.0000000000006,7.0000000000014495,-73.99999999999629,,-605.9999999999953
2020.12.02,-541.9999999999981,-2.999999999997449,-19.999999999997797,,-564.9999999999934
2020.12.02,-575.9999999999987,-12.999999999996348,-22.999999999995246,,-611.9999999999903
2020.12.02,-571.9999999999948,-14.000000000002899,-26.999999999999247,,-612.9999999999969
2020.12.02,-543.999999999989,2.999999999997449,-9.999999999998899,,-550.9999999999903
2020.12.02,-517.9999999999962,67.00000000000594,-3.999999999992898,,-454.99999999998323
2020.12.02,-516.9999999999897,87.99999999999919,-0.999999999995449,,-429.9999999999859
2020.12.02,-551.9999999999969,60.00000000000449,28.000000000005798,,-463.99999999998664
2020.12.02,-554.00000000001,89.00000000000574,43.00000000000415,,-422.0000000000001
2020.12.02,-693.9999999999947,51.000000000001044,102.99999999999754,,-539.9999999999961
2020.12.02,-753.0000000000036,-105.99999999999498,92.00000000000318,,-766.9999999999955
2020.12.02,-665.9999999999889,-41.9999999999976,40.00000000000669,,-667.9999999999798
2020.12.02,-676.9999999999943,4.999999999999449,107.00000000000153,,-564.9999999999934
2020.12.02,-784.0000000000069,-60.99999999999994,165.9999999999995,,-679.0000000000073
2020.12.02,-754.0000000000102,-48.000000000003595,165.9999999999995,,-636.0000000000143
2020.12.02,-670.9999999999993,-0.999999999995449,123.00000000000644,,-548.9999999999883
2020.12.02,-600.0000000000006,36.0000000000027,79.00000000000685,,-484.999999999991
2020.12.02,-574.9999999999922,-17.999999999995797,17.000000000000348,,-575.9999999999876
2020.12.02,-487.99999999999955,85.99999999999719,-56.0000000000005,,-458.0000000000029
2020.12.02,-468.00000000000176,129.00000000000134,-131.99999999999878,,-470.9999999999992
2020.12.02,-455.99999999998977,234.00000000000088,-185.00000000000182,,-406.9999999999907
2020.12.02,-514.9999999999987,131.00000000000333,-231.99999999999886,,-615.9999999999943
2020.12.02,-594.99999999999,134.99999999999625,-256.99999999999613,,-716.9999999999899
2020.12.02,-584.0000000000067,173.9999999999964,-246.99999999999721,,-657.0000000000075
2020.12.02,-617.0000000000009,170.00000000000347,-261.0000000000001,,-707.9999999999975
2020.12.02,-713.9999999999924,46.999999999997044,-305.99999999999517,,-972.9999999999905
2020.12.02,-634.0000000000013,-10.999999999994348,-280.9999999999979,,-925.9999999999934
2020.12.02,-594.99999999999,-24.000000000001798,-251.99999999999667,,-870.9999999999885
2020.12.02,-645.0000000000067,-143.00000000000423,-239.0000000000003,,-1027.0000000000111
2020.12.02,-636.9999999999986,-182.00000000000438,-204.99999999999963,,-1024.0000000000025
2020.12.02,-641.0000000000027,-187.00000000000384,-217.99999999999596,,-1046.0000000000025
2020.12.02,-696.0000000000077,-161.99999999999548,-178.00000000000037,,-1036.0000000000036
2020.12.02,-697.9999999999986,-175.99999999999838,-163.00000000000205,,-1036.999999999999
2020.12.02,-644.0000000000001,-190.99999999999673,-218.99999999999142,,-1053.9999999999882
2020.12.02,-730.9999999999927,-237.99999999999378,-203.99999999999307,,-1172.9999999999795
2020.12.02,-780.000000000003,-217.99999999999596,-141.99999999999767,,-1139.9999999999966
2020.12.02,-760.9999999999894,-270.99999999999903,-165.9999999999995,,-1197.999999999988
2020.12.02,-839.9999999999964,-375.0000000000031,-170.99999999999892,,-1385.9999999999984
2020.12.02,-842.0000000000094,-375.0000000000031,-241.00000000000233,,-1458.0000000000148
2020.12.03,-798.9999999999942,-353.0000000000033,-295.99999999999625,,-1447.9999999999936
2020.12.03,-804.9999999999891,-346.0000000000019,-264.999999999993,,-1415.9999999999839
2020.12.03,-802.9999999999982,-349.99999999999477,-225.99999999999287,,-1378.999999999986
2020.12.03,-784.9999999999912,-361.9999999999957,-224.9999999999974,,-1371.9999999999843
2020.12.03,-777.0000000000055,-322.00000000000006,-217.0000000000005,,-1316.000000000006
2020.12.03,-757.0000000000076,-256.0000000000007,-208.99999999999253,,-1222.000000000001
2020.12.03,-716.9999999999899,-226.00000000000398,-221.99999999999997,,-1164.9999999999939
2020.12.03,-756.0000000000011,-224.000000000002,-264.999999999993,,-1244.9999999999961
2020.12.03,-756.0000000000011,-334.9999999999964,-270.99999999999903,,-1361.9999999999966
2020.12.03,-724.9999999999978,-304.9999999999997,-304.9999999999997,,-1334.9999999999973
2020.12.03,-767.9999999999909,-348.00000000000387,-302.0000000000023,,-1417.999999999997
2020.12.03,-771.9999999999949,-315.9999999999941,-293.99999999999426,,-1381.9999999999834
2020.12.03,-743.0000000000048,-273.9999999999965,-300.0000000000003,,-1317.0000000000016
2020.12.03,-716.0000000000056,-265.99999999999955,-325.99999999999295,,-1307.9999999999982
2020.12.03,-700.999999999996,-275.000000000003,-330.9999999999924,,-1306.9999999999914
2020.12.03,-713.9999999999924,-304.00000000000426,-329.00000000000153,,-1346.9999999999982
2020.12.03,-700.999999999996,-331.0000000000035,-334.9999999999964,,-1366.999999999996
2020.12.03,-693.9999999999947,-356.00000000000074,-351.0000000000013,,-1400.9999999999968
2020.12.03,-808.9999999999931,-478.0000000000006,-336.9999999999984,,-1623.999999999992
2020.12.03,-777.9999999999898,-510.99999999999477,-329.999999999997,,-1618.9999999999816
2020.12.03,-876.0000000000101,-539.999999999996,-341.0000000000024,,-1757.0000000000086
2020.12.03,-849.9999999999952,-482.00000000000466,-318.99999999999153,,-1650.9999999999916
2020.12.03,-784.9999999999912,-475.99999999999864,-297.9999999999983,,-1558.9999999999882
2020.12.03,-658.0000000000031,-385.99999999999744,-357.99999999999164,,-1401.999999999992
2020.12.03,-634.0000000000013,-388.9999999999949,-408.9999999999927,,-1431.9999999999889
2020.12.03,-631.0000000000038,-370.9999999999991,-402.00000000000233,,-1404.0000000000052
