,Unnamed: 0,names,week,needed_features,accuracy,next_week_prediction_score,next_week_prediction
0,0,USDCHF,10,['EURJPY'],100.0,0.3352054365079355,B
1,1,GBPUSD,10,['AUDCHF'],80.0,-0.37216999999997635,S
2,2,EURUSD,10,['EURJPY'],100.0,-0.33666230158729954,S
3,3,USDJPY,20,"['AUDCAD', 'AUDCHF', 'AUDUSD', 'NZDCAD', 'NZDCHF', 'NZDUSD', 'EURUSD']",80.0,-0.4483,S
4,4,AUDUSD,50,"['GBPUSD', 'USDCAD']",100.0,0.7497637313739701,B
5,5,NZDUSD,10,['GBPUSD'],80.0,1.0,B
6,6,GBPCHF,10,"['USDCHF', 'EURUSD', 'USDCAD']",80.0,0.3206,B
7,7,EURCHF,10,['USDJPY'],80.0,0.9913799999999999,B
8,8,CADCHF,15,"['GBPJPY', 'NZDUSD', 'NZDCAD', 'NZDCHF']",100.0,0.7790944355644116,B
9,9,AUDCHF,10,['NZDUSD'],80.0,0.7762734126983257,B
10,10,NZDCHF,15,"['GBPAUD', 'USDJPY', 'GBPCHF', 'GBPCAD']",80.0,1.0,B
11,11,EURGBP,10,['EURCHF'],100.0,-0.3298151587301575,S
12,12,GBPJPY,10,"['AUDCHF', 'NZDCAD', 'AUDCAD', 'EURAUD', 'NZDCHF']",80.0,0.0367,B
13,13,GBPCAD,30,"['USDCHF', 'EURUSD', 'USDCAD']",100.0,0.599539796741799,B
14,14,GBPAUD,15,['EURGBP'],80.0,0.7752387823287571,B
15,15,EURCAD,50,"['NZDJPY', 'AUDJPY', 'USDJPY', 'EURJPY', 'NZDUSD', 'GBPJPY', 'AUDUSD', 'GBPUSD', 'CHFJPY']",80.0,-0.4306898817672664,S
16,16,EURAUD,15,"['NZDCAD', 'NZDCHF']",100.0,-0.637268666333701,S
17,17,EURNZD,15,['GBPUSD'],80.0,-0.6354029864580195,S
18,18,NZDJPY,15,"['GBPUSD', 'GBPJPY', 'GBPCHF']",100.0,0.9998958333333334,B
19,19,AUDCAD,15,['GBPCHF'],100.0,1.0,B
20,20,NZDCAD,15,"['GBPAUD', 'USDJPY', 'GBPCHF', 'GBPCAD']",80.0,1.0,B
21,21,AUDNZD,10,"['AUDJPY', 'AUDUSD', 'EURGBP']",80.0,1.0,B
