date,USDCHF,EURUSD,EURGBP,empty,sum
2015.04.20,-423.0000000000067,-579.9999999999806,-141.00000000000225,,-1143.9999999999895
2015.04.20,-360.0000000000048,-501.9999999999802,-99.00000000000463,,-960.9999999999897
2015.04.20,-368.00000000000165,-632.9999999999947,-150.00000000000568,,-1151.000000000002
2015.04.20,-387.000000000004,-740.9999999999917,-217.99999999999596,,-1345.9999999999916
2015.04.20,-485.0000000000021,-813.9999999999814,-261.99999999999557,,-1560.999999999979
2015.04.20,-561.0000000000003,-838.9999999999898,-233.00000000000543,,-1632.9999999999955
2015.04.20,-579.0000000000073,-834.9999999999858,-229.00000000000142,,-1642.9999999999945
2015.04.20,-548.0000000000041,-781.9999999999939,-231.99999999999886,,-1561.9999999999968
2015.04.20,-508.00000000000847,-736.9999999999877,-243.00000000000432,,-1488.0000000000005
2015.04.20,-524.0000000000023,-740.9999999999917,-239.0000000000003,,-1503.9999999999943
2015.04.20,-516.0000000000053,-735.9999999999811,-224.9999999999974,,-1476.9999999999839
2015.04.21,-467.0000000000063,-729.9999999999862,-231.99999999999886,,-1428.9999999999914
2015.04.21,-465.9999999999998,-717.9999999999964,-216.0000000000051,,-1400.0000000000011
2015.04.21,-495.000000000001,-716.9999999999899,-200.99999999999562,,-1412.9999999999866
2015.04.21,-461.0000000000003,-720.9999999999939,-185.00000000000182,,-1366.999999999996
2015.04.21,-490.00000000000153,-735.9999999999811,-183.99999999999528,,-1409.999999999978
2015.04.21,-533.0000000000057,-734.9999999999968,-190.00000000000128,,-1458.0000000000039
2015.04.21,-514.0000000000033,-750.9999999999906,-178.00000000000037,,-1442.9999999999943
2015.04.21,-544.0,-788.9999999999952,-187.9999999999993,,-1520.9999999999945
2015.04.21,-519.9999999999983,-720.9999999999939,-168.00000000000148,,-1408.9999999999936
2015.04.21,-614.9999999999989,-891.9999999999817,-222.99999999999542,,-1729.999999999976
2015.04.21,-613.000000000008,-889.9999999999908,-204.00000000000418,,-1707.0000000000027
2015.04.21,-573.0000000000013,-846.9999999999977,-197.00000000000273,,-1617.0000000000018
2015.04.21,-602.0000000000025,-848.9999999999886,-197.00000000000273,,-1647.9999999999939
2015.04.21,-604.0000000000045,-862.9999999999916,-192.99999999999872,,-1659.9999999999948
2015.04.21,-586.0000000000088,-856.9999999999967,-202.0000000000022,,-1645.0000000000077
2015.04.21,-536.9999999999986,-812.999999999997,-197.00000000000273,,-1546.9999999999984
2015.04.21,-640.0000000000073,-922.999999999985,-231.0000000000034,,-1793.9999999999957
2015.04.21,-663.0000000000025,-957.9999999999922,-249.99999999999466,,-1870.999999999989
2015.04.21,-784.0000000000069,-1129.9999999999866,-309.0000000000037,,-2222.9999999999973
2015.04.21,-843.0000000000049,-1351.9999999999977,-417.0000000000007,,-2612.0000000000036
2015.04.21,-960.0000000000053,-1472.999999999991,-510.99999999999477,,-2943.999999999991
2015.04.21,-985.0000000000025,-1494.9999999999798,-541.0000000000026,,-3020.999999999985
2015.04.21,-996.000000000008,-1450.99999999998,-529.9999999999972,,-2976.9999999999854
2015.04.21,-934.0000000000015,-1393.999999999984,-480.0000000000027,,-2807.999999999988
2015.04.21,-1109.9999999999998,-1445.9999999999918,-522.9999999999957,,-3078.9999999999873
2015.04.21,-872.0000000000061,-1258.999999999988,-465.9999999999998,,-2596.9999999999936
2015.04.21,-848.9999999999998,-1341.9999999999986,-504.9999999999999,,-2695.999999999998
2015.04.21,-830.0000000000085,-1334.9999999999973,-500.00000000000045,,-2665.0000000000064
2015.04.21,-787.9999999999998,-1313.999999999993,-461.99999999999574,,-2563.9999999999886
2015.04.21,-726.9999999999999,-1151.9999999999975,-400.00000000000034,,-2278.9999999999977
2015.04.21,-697.9999999999986,-1133.9999999999907,-433.0000000000056,,-2264.999999999995
2015.04.21,-660.000000000005,-1035.9999999999925,-399.0000000000049,,-2095.0000000000023
2015.04.21,-807.0000000000022,-1217.9999999999857,-412.9999999999967,,-2437.9999999999845
2015.04.21,-841.0000000000028,-1253.9999999999995,-436.9999999999985,,-2532.000000000001
2015.04.21,-872.0000000000061,-1254.9999999999839,-475.99999999999864,,-2602.9999999999886
2015.04.21,-656.000000000001,-1027.0000000000002,-434.000000000001,,-2117.0000000000023
2015.04.21,-353.0000000000033,-774.9999999999924,-348.9999999999993,,-1476.999999999995
2015.04.21,-182.99999999999983,-556.9999999999853,-275.000000000003,,-1014.9999999999882
2015.04.21,-221.00000000000452,-630.9999999999816,-404.99999999999983,,-1256.999999999986
2015.04.21,-159.00000000000912,-593.9999999999834,-385.000000000002,,-1137.9999999999945
2015.04.21,-243.00000000000432,-661.0000000000005,-361.9999999999957,,-1266.0000000000005
2015.04.21,-243.00000000000432,-647.9999999999819,-358.0000000000028,,-1248.999999999989
2015.04.21,-329.00000000000153,-746.9999999999866,-338.00000000000495,,-1413.9999999999932
2015.04.21,-411.0000000000058,-771.9999999999949,-336.9999999999984,,-1519.999999999999
2015.04.21,-385.000000000002,-760.9999999999894,-339.99999999999585,,-1485.9999999999873
2015.04.21,-380.00000000000256,-763.9999999999869,-344.99999999999534,,-1488.999999999985
2015.04.21,-419.00000000000273,-758.9999999999985,-341.0000000000024,,-1519.0000000000036
2015.04.21,-409.99999999999926,-778.9999999999964,-358.9999999999982,,-1547.9999999999939
2015.04.22,-356.00000000000074,-764.9999999999934,-353.99999999999875,,-1474.9999999999927
2015.04.22,-434.000000000001,-749.999999999984,-338.00000000000495,,-1521.99999999999
2015.04.22,-425.0000000000087,-757.999999999992,-336.00000000000296,,-1519.0000000000036
2015.04.22,-408.00000000000836,-741.9999999999982,-338.00000000000495,,-1488.0000000000116
2015.04.22,-409.99999999999926,-735.9999999999811,-322.9999999999955,,-1468.999999999976
2015.04.22,-403.0000000000089,-748.9999999999997,-329.00000000000153,,-1481.0000000000102
2015.04.22,-480.0000000000027,-867.9999999999799,-358.0000000000028,,-1705.9999999999852
2015.04.22,-480.0000000000027,-927.9999999999955,-400.9999999999958,,-1808.999999999994
2015.04.22,-470.00000000000375,-915.9999999999835,-402.00000000000233,,-1787.9999999999895
2015.04.22,-458.9999999999983,-922.0000000000006,-402.00000000000233,,-1783.0000000000011
2015.04.22,-447.0000000000085,-914.9999999999991,-417.0000000000007,,-1779.0000000000084
2015.04.22,-431.0000000000036,-831.9999999999883,-407.0000000000018,,-1669.9999999999936
2015.04.22,-408.00000000000836,-844.9999999999847,-412.9999999999967,,-1665.9999999999895
2015.04.22,-416.00000000000523,-891.9999999999817,-424.00000000000216,,-1731.999999999989
2015.04.22,-399.0000000000049,-850.9999999999795,-419.00000000000273,,-1668.9999999999873
2015.04.22,-365.99999999999966,-815.9999999999945,-412.00000000000125,,-1593.9999999999955
2015.04.22,-336.9999999999984,-771.9999999999949,-412.00000000000125,,-1520.9999999999945
2015.04.22,-324.00000000000205,-705.0000000000001,-370.00000000000364,,-1399.000000000006
2015.04.22,-425.0000000000087,-827.0,-402.9999999999978,,-1655.0000000000064
2015.04.22,-297.9999999999983,-626.9999999999998,-290.00000000000136,,-1214.9999999999995
2015.04.22,-395.0000000000009,-573.9999999999857,-343.9999999999999,,-1312.9999999999864
2015.04.22,-373.00000000000114,-595.9999999999966,-375.9999999999986,,-1344.9999999999964
2015.04.22,-374.0000000000077,-642.9999999999936,-365.0000000000042,,-1382.0000000000055
2015.04.22,-197.99999999999818,-579.9999999999806,-468.00000000000176,,-1245.9999999999804
2015.04.22,-60.99999999999994,-336.9999999999873,-510.99999999999477,,-908.999999999982
2015.04.22,-19.00000000000235,-242.99999999999324,-522.9999999999957,,-784.9999999999912
2015.04.22,-120.00000000000898,-271.99999999998334,-539.0000000000006,,-930.999999999993
2015.04.22,-374.0000000000077,-445.99999999999085,-636.9999999999986,,-1456.9999999999973
2015.04.22,-509.9999999999993,-515.9999999999832,-785.0000000000024,,-1810.999999999985
2015.04.22,-573.0000000000013,-587.9999999999885,-856.9999999999967,,-2017.9999999999864
2015.04.22,-1362.0000000000077,-840.9999999999807,-1009.0000000000043,,-3211.9999999999927
2015.04.22,-1404.0000000000052,-967.9999999999911,-1009.9999999999998,,-3381.9999999999964
2015.04.22,-1366.0000000000005,-1009.9999999999998,-1021.0000000000052,,-3397.0000000000055
2015.04.22,-1317.0000000000016,-800.9999999999851,-924.9999999999981,,-3042.999999999985
2015.04.22,-1357.0000000000082,-900.9999999999962,-880.000000000003,,-3138.0000000000073
2015.04.22,-1440.000000000008,-888.9999999999842,-932.999999999995,,-3261.9999999999873
2015.04.22,-1758.9999999999995,-964.9999999999936,-980.0000000000031,,-3703.9999999999964
2015.04.22,-1636.000000000004,-891.9999999999817,-887.0000000000044,,-3414.9999999999905
2015.04.22,-1658.0000000000039,-928.9999999999799,-882.000000000005,,-3468.9999999999886
2015.04.22,-1640.0000000000082,-905.9999999999845,-890.9999999999974,,-3436.99999999999
2015.04.22,-1641.0000000000036,-844.9999999999847,-877.0000000000056,,-3362.9999999999936
2015.04.22,-1733.0000000000068,-791.9999999999927,-882.000000000005,,-3407.0000000000045
2015.04.22,-1734.0000000000023,-786.9999999999822,-909.9999999999997,,-3430.999999999984
2015.04.22,-1849.0000000000007,-763.9999999999869,-895.0000000000014,,-3507.999999999989
2015.04.22,-1931.000000000005,-743.9999999999891,-873.0000000000016,,-3547.9999999999955
2015.04.22,-1924.9999999999989,-864.9999999999825,-936.0000000000035,,-3725.999999999985
2015.04.22,-1992.0000000000048,-872.9999999999905,-941.9999999999984,,-3806.9999999999936
2015.04.22,-1996.0000000000089,-852.9999999999926,-936.999999999999,,-3786.0000000000005
2015.04.23,-1985.9999999999989,-891.9999999999817,-941.000000000003,,-3818.9999999999836
2015.04.23,-1995.0000000000023,-899.9999999999897,-941.000000000003,,-3835.9999999999945
2015.04.23,-1956.0000000000023,-919.9999999999875,-968.9999999999976,,-3844.9999999999877
2015.04.23,-1860.0000000000061,-899.9999999999897,-956.0000000000013,,-3715.9999999999973
2015.04.23,-1865.0000000000055,-899.9999999999897,-961.0000000000008,,-3725.999999999996
2015.04.23,-1848.0000000000052,-859.9999999999941,-931.9999999999995,,-3639.9999999999986
2015.04.23,-1914.0000000000045,-961.9999999999961,-958.0000000000033,,-3834.000000000004
2015.04.23,-2051.999999999998,-1081.999999999983,-1009.9999999999998,,-4143.999999999981
2015.04.23,-2051.0000000000027,-1159.9999999999832,-1038.0000000000057,,-4248.999999999992
2015.04.23,-2051.999999999998,-1168.9999999999977,-1043.000000000005,,-4264.000000000001
2015.04.23,-2014.0000000000048,-1151.9999999999975,-1031.000000000004,,-4197.000000000006
2015.04.23,-2012.0000000000027,-1178.9999999999968,-1034.999999999997,,-4225.999999999996
2015.04.23,-1963.999999999999,-1146.9999999999868,-1027.9999999999957,,-4138.999999999982
2015.04.23,-1924.0000000000034,-1066.9999999999957,-1009.9999999999998,,-4000.999999999999
2015.04.23,-1907.9999999999986,-1029.9999999999975,-1010.9999999999952,,-3948.999999999992
2015.04.23,-1932.0000000000005,-1079.999999999992,-1024.0000000000027,,-4035.9999999999955
2015.04.23,-1907.0000000000032,-1064.9999999999827,-1021.0000000000052,,-3992.999999999991
2015.04.23,-1868.000000000003,-1047.9999999999823,-1012.0000000000018,,-3927.9999999999873
2015.04.23,-1902.999999999999,-1166.9999999999848,-1014.9999999999992,,-4084.9999999999827
2015.04.23,-1940.0000000000084,-1291.999999999982,-1056.9999999999968,,-4288.999999999987
2015.04.23,-1827.000000000001,-1396.9999999999816,-1070.0000000000043,,-4293.999999999987
2015.04.23,-1919.000000000004,-1433.9999999999798,-1068.0000000000023,,-4420.999999999985
2015.04.23,-1880.0000000000039,-1269.9999999999934,-961.9999999999961,,-4111.999999999994
2015.04.23,-1646.000000000003,-1011.9999999999907,-883.9999999999959,,-3541.9999999999895
2015.04.23,-1541.0000000000034,-857.999999999981,-797.0000000000033,,-3195.9999999999877
2015.04.23,-1514.0000000000043,-920.9999999999941,-748.9999999999997,,-3183.9999999999977
2015.04.23,-1340.000000000008,-742.9999999999826,-673.9999999999968,,-2756.9999999999873
2015.04.23,-1362.0000000000077,-716.9999999999899,-694.0000000000057,,-2773.0000000000036
2015.04.23,-1557.0000000000084,-775.9999999999989,-687.9999999999998,,-3021.0000000000073
2015.04.23,-1551.0000000000023,-759.999999999983,-692.9999999999992,,-3003.9999999999845
2015.04.23,-1314.000000000004,-489.99999999999045,-609.9999999999994,,-2413.999999999994
2015.04.23,-1445.0000000000073,-667.9999999999798,-653.999999999999,,-2766.9999999999864
2015.04.23,-1314.9999999999995,-654.9999999999834,-548.9999999999995,,-2518.9999999999827
2015.04.23,-1407.9999999999982,-758.9999999999985,-604.0000000000045,,-2771.0000000000014
2015.04.23,-1307.0000000000025,-625.9999999999932,-583.0000000000002,,-2515.999999999996
2015.04.23,-772.000000000006,-238.99999999998923,-517.0000000000008,,-1527.999999999996
2015.04.23,-507.0000000000019,-207.99999999998596,-522.0000000000002,,-1236.9999999999882
2015.04.23,-490.00000000000153,-158.99999999999804,-490.00000000000153,,-1139.0000000000011
2015.04.23,-434.000000000001,-85.99999999998609,-455.0000000000054,,-974.9999999999925
2015.04.23,-391.000000000008,43.00000000001525,-416.00000000000523,,-763.999999999998
2015.04.23,-316.0000000000052,136.00000000000279,-353.0000000000033,,-533.0000000000057
2015.04.23,-301.0000000000068,172.0000000000166,-331.0000000000035,,-459.99999999999375
2015.04.23,-294.00000000000534,175.00000000001404,-334.9999999999964,,-453.9999999999877
2015.04.23,-334.00000000000097,140.0000000000068,-346.9999999999973,,-540.9999999999915
2015.04.23,-367.0000000000062,142.0000000000199,-355.0000000000053,,-579.9999999999916
2015.04.23,-353.0000000000033,126.0000000000039,-373.00000000000114,,-600.0000000000006
2015.04.23,-307.0000000000017,140.0000000000068,-370.9999999999991,,-537.999999999994
2015.04.23,-350.00000000000585,123.00000000000644,-383.0,,-609.9999999999994
2015.04.24,-322.00000000000006,114.99999999999844,-405.9999999999952,,-612.9999999999968
2015.04.24,-295.0000000000008,93.00000000000975,-407.0000000000018,,-608.9999999999928
2015.04.24,-370.00000000000364,111.00000000001664,-392.00000000000347,,-650.9999999999905
2015.04.24,-431.99999999999903,53.00000000001415,-397.99999999999835,,-776.9999999999832
2015.04.24,-429.0000000000016,43.999999999999595,-400.9999999999958,,-785.9999999999977
2015.04.24,-447.0000000000085,3.0000000000196536,-400.9999999999958,,-844.9999999999847
2015.04.24,-475.99999999999864,-36.999999999998145,-422.9999999999956,,-935.9999999999925
2015.04.24,-431.99999999999903,2.0000000000131024,-417.99999999999613,,-847.999999999982
2015.04.24,-408.00000000000836,31.000000000003247,-380.999999999998,,-758.0000000000032
2015.04.24,-450.00000000000597,24.000000000001798,-348.9999999999993,,-775.0000000000034
2015.04.24,-518.0000000000074,-22.999999999995246,-383.99999999999545,,-924.9999999999981
2015.04.24,-563.0000000000024,-160.99999999998892,-439.0000000000005,,-1162.9999999999918
2015.04.24,-587.9999999999997,-224.99999999998633,-477.0000000000052,,-1289.9999999999911
2015.04.24,-592.9999999999991,-246.99999999999721,-480.99999999999807,,-1320.9999999999945
2015.04.24,-567.0000000000064,-195.9999999999962,-507.0000000000019,,-1270.0000000000043
2015.04.24,-536.0000000000032,-144.99999999999514,-485.99999999999756,,-1166.999999999996
2015.04.24,-535.0000000000077,-80.99999999999774,-456.00000000000085,,-1072.0000000000064
2015.04.24,-534.0000000000011,-59.99999999999339,-456.9999999999963,,-1050.999999999991
2015.04.24,-606.0000000000065,-123.99999999999079,-509.9999999999993,,-1239.9999999999966
2015.04.24,-307.0000000000017,426.00000000001523,-314.99999999999864,,-195.9999999999851
2015.04.24,-287.9999999999994,528.0000000000174,-390.99999999999693,,-150.9999999999789
2015.04.24,-256.0000000000007,612.0000000000125,-424.9999999999976,,-68.99999999998579
2015.04.24,-220.00000000000907,638.0000000000052,-426.00000000000415,,-8.000000000008015
2015.04.24,-160.00000000000458,628.0000000000064,-397.0000000000029,,70.99999999999892
2015.04.24,-278.00000000000045,537.0000000000097,-456.00000000000085,,-196.99999999999164
2015.04.24,-270.0000000000036,420.00000000002035,-492.0000000000035,,-341.99999999998676
2015.04.24,-395.0000000000009,81.00000000001995,-655.0000000000056,,-968.9999999999866
2015.04.24,-396.00000000000745,9.000000000014552,-741.0000000000027,,-1127.9999999999957
2015.04.24,-392.9999999999989,33.00000000001635,-697.0000000000032,,-1056.9999999999857
2015.04.24,-404.99999999999983,130.0000000000079,-690.9999999999972,,-965.9999999999891
2015.04.24,-419.9999999999982,131.00000000001444,-663.0000000000025,,-951.9999999999862
2015.04.24,-492.999999999999,23.00000000001745,-814.9999999999991,,-1284.9999999999807
2015.04.24,-331.999999999999,279.00000000000705,-736.0000000000033,,-788.9999999999952
2015.04.24,-374.0000000000077,21.00000000000435,-763.9999999999981,,-1117.0000000000014
2015.04.24,-486.00000000000864,-41.99999999998649,-751.9999999999972,,-1279.9999999999923
2015.04.24,-423.0000000000067,119.00000000000244,-714.999999999999,,-1019.0000000000032
2015.04.24,-216.0000000000051,499.000000000005,-671.9999999999948,,-388.9999999999949
2015.04.24,-309.0000000000037,483.0000000000112,-661.0000000000005,,-486.99999999999295
2015.04.24,-274.00000000000756,573.0000000000013,-624.0000000000023,,-325.0000000000086
2015.04.24,-416.00000000000523,422.00000000001125,-685.0000000000023,,-678.9999999999962
2015.04.24,-409.99999999999926,409.99999999999926,-736.9999999999987,,-736.9999999999987
2015.04.24,-353.0000000000033,414.00000000000324,-731.0000000000039,,-670.0000000000039
2015.04.24,-308.00000000000824,484.00000000001774,-682.0000000000048,,-505.9999999999953
2015.04.24,-242.00000000000887,547.0000000000086,-644.0000000000001,,-339.00000000000034
2015.04.24,-242.00000000000887,535.0000000000188,-643.0000000000047,,-349.99999999999477
2015.04.24,-268.0000000000016,518.0000000000184,-677.0000000000053,,-426.9999999999885
2015.04.24,-385.000000000002,504.0000000000156,-709.9999999999995,,-590.9999999999859
2015.04.24,-331.999999999999,554.00000000001,-700.999999999996,,-478.999999999985
