date,GBPUSD,USDCAD,AUDUSD,GBPJPY,CADJPY,AUDJPY,NZDJPY,empty,sum
2021.04.05,-234.00000000000088,-9.999999999998899,-46.00000000000159,-262.00000000000045,-109.99999999999943,-103.00000000000864,-99.99999999999432,,-865.0000000000042
2021.04.05,-185.99999999999727,39.00000000001125,-28.000000000005798,-262.00000000000045,-125.0,-100.00000000000853,-102.00000000000387,,-764.0000000000047
2021.04.05,-208.99999999999253,-3.999999999981796,-116.00000000000499,-227.00000000000387,-178.00000000001148,-180.00000000000682,-150.00000000000568,,-1064.0000000000073
2021.04.05,-150.00000000000568,-13.999999999980695,-114.00000000000298,-237.99999999999955,-221.00000000000364,-216.99999999999875,-103.9999999999992,,-1057.9999999999905
2021.04.05,-123.99999999999079,-12.999999999996348,-130.0000000000079,-258.99999999998613,-240.99999999999966,-256.0000000000002,-158.00000000000125,,-1180.9999999999823
2021.04.05,-209.9999999999991,-57.99999999998029,-200.00000000000017,-269.9999999999818,-237.00000000000898,-290.9999999999968,-191.0000000000025,,-1456.9999999999698
2021.04.05,-180.0000000000024,-41.99999999998649,-186.00000000000838,-290.9999999999968,-239.00000000000432,-310.0000000000023,-200.00000000000284,,-1448.0000000000036
2021.04.05,-243.99999999999977,-76.99999999999375,-216.0000000000051,-236.99999999999477,-216.00000000000819,-295.0000000000017,-177.99999999999727,,-1463.0000000000005
2021.04.05,-235.99999999999176,-56.99999999999594,-207.00000000000162,-171.99999999999704,-184.0000000000117,-250.0,-111.99999999999477,,-1217.999999999993
2021.04.05,-322.00000000000006,-66.99999999999484,-239.0000000000003,-263.9999999999816,-158.00000000000125,-254.0000000000049,-171.00000000000648,,-1474.9999999999895
2021.04.05,-304.9999999999997,-62.99999999999084,-221.99999999999997,-257.99999999998136,-166.00000000001103,-256.0000000000002,-167.0000000000016,,-1436.9999999999848
2021.04.05,-269.9999999999925,-1.999999999990898,-215.00000000000963,-230.99999999999454,-125.0,-253.0000000000001,-155.00000000000114,,-1250.9999999999889
2021.04.05,-290.9999999999968,-19.999999999997797,-224.000000000002,-192.99999999998363,-100.99999999999909,-225.00000000000853,-120.99999999999511,,-1174.9999999999827
2021.04.05,-283.99999999999534,-9.999999999998899,-225.00000000000853,-164.99999999999204,-85.00000000000796,-216.99999999999875,-103.9999999999992,,-1090.0000000000007
2021.04.05,-266.999999999995,22.0000000000109,-203.00000000000873,-186.00000000000705,-85.99999999999852,-215.0000000000034,-120.99999999999511,,-1055.9999999999968
2021.04.05,-211.00000000000563,98.0000000000203,-153.00000000000313,-203.00000000000296,-88.00000000000807,-201.99999999999818,-126.99999999999534,,-885.9999999999931
2021.04.05,-181.9999999999933,96.00000000000719,-134.0000000000008,-205.99999999998886,-91.00000000000819,-191.0000000000025,-123.99999999999523,,-831.9999999999817
2021.04.05,-173.99999999998528,99.00000000000463,-128.00000000000588,-168.00000000000637,-94.99999999999886,-191.0000000000025,-114.00000000000432,,-770.9999999999986
2021.04.05,-190.99999999998562,144.0000000000108,-55.000000000005045,-243.99999999999977,-77.00000000001239,-130.00000000000966,-87.0000000000033,,-640.000000000005
2021.04.05,-228.00000000000597,98.0000000000203,-65.00000000000395,-248.99999999999523,-100.99999999999909,-121.99999999999989,-78.00000000000296,,-744.9999999999868
2021.04.05,-248.00000000000378,96.00000000000719,-87.00000000000374,-265.99999999999113,-90.00000000000341,-133.00000000000978,-64.99999999999773,,-793.0000000000024
2021.04.05,-290.9999999999968,39.00000000001125,-133.00000000000534,-328.00000000000296,-136.0000000000099,-192.99999999999784,-109.99999999999943,,-1152.000000000001
2021.04.05,-536.0000000000032,-88.99999999998354,-221.00000000000452,-518.0000000000007,-189.00000000000716,-258.0000000000098,-212.0000000000033,,-2023.0000000000123
2021.04.05,-574.9999999999922,-112.99999999998533,-241.00000000000233,-557.9999999999927,-210.00000000000796,-281.0000000000059,-250.0,,-2227.9999999999864
2021.04.05,-537.9999999999941,-102.99999999998644,-226.00000000000398,-527.9999999999916,-207.00000000000784,-263.9999999999958,-251.99999999999534,,-2117.9999999999754
2021.04.05,-482.999999999989,-96.99999999999153,-204.00000000000418,-484.9999999999852,-216.00000000000819,-254.0000000000049,-274.0000000000009,,-2012.999999999984
2021.04.05,-514.9999999999987,-144.99999999999514,-241.00000000000233,-477.00000000000387,-221.00000000000364,-265.00000000000057,-293.00000000000637,,-2157.0000000000105
2021.04.05,-539.0000000000006,-205.99999999999508,-235.00000000000742,-514.9999999999864,-258.0000000000098,-263.9999999999958,-293.00000000000637,,-2310.0000000000014
2021.04.05,-597.9999999999874,-210.99999999998343,-272.00000000000557,-497.99999999999045,-250.0,-269.00000000000546,-278.99999999999636,,-2376.9999999999686
2021.04.05,-590.999999999986,-209.9999999999991,-282.0000000000045,-485.99999999999,-219.99999999999886,-258.0000000000098,-257.99999999999557,,-2304.9999999999836
2021.04.05,-585.9999999999976,-273.9999999999965,-298.0000000000094,-451.9999999999982,-256.0000000000002,-271.0000000000008,-271.0000000000008,,-2408.0000000000036
2021.04.05,-692.9999999999881,-422.9999999999956,-380.00000000000256,-531.0000000000059,-320.0000000000074,-323.99999999999807,-322.9999999999933,,-2993.999999999991
2021.04.05,-726.9999999999887,-428.9999999999905,-383.0,-526.9999999999868,-335.00000000000796,-335.9999999999985,-329.9999999999983,,-3066.9999999999714
2021.04.05,-900.9999999999962,-503.99999999999335,-479.0000000000072,-519.9999999999818,-255.00000000000966,-323.0000000000075,-286.00000000000136,,-3267.999999999997
2021.04.05,-926.0000000000045,-576.9999999999831,-574.0000000000078,-436.00000000000705,-213.00000000000807,-249.00000000000944,-225.9999999999991,,-3201.0000000000196
2021.04.05,-939.0000000000009,-615.9999999999943,-593.0000000000102,-237.99999999999955,-125.0,-227.00000000000387,-147.00000000000557,,-2885.0000000000146
2021.04.05,-1025.9999999999936,-669.9999999999928,-545.0000000000066,-360.99999999999,-199.00000000001228,-233.0000000000041,-206.00000000000307,,-3240.0000000000023
2021.04.05,-973.999999999986,-649.999999999995,-552.0000000000081,-337.99999999999386,-200.00000000000284,-246.9999999999999,-203.00000000000296,,-3163.999999999988
2021.04.05,-954.9999999999948,-574.9999999999922,-563.0000000000024,-300.9999999999877,-125.0,-258.0000000000098,-197.9999999999933,,-2974.9999999999795
2021.04.05,-939.9999999999853,-471.9999999999835,-564.000000000009,-282.99999999998704,-63.00000000000239,-253.0000000000001,-191.0000000000025,,-2765.999999999969
2021.04.05,-963.999999999987,-426.9999999999996,-537.0000000000097,-306.99999999998795,-22.00000000000557,-231.00000000000875,-156.99999999999648,,-2644.999999999995
2021.04.05,-964.9999999999936,-461.99999999998465,-537.0000000000097,-346.99999999998,-82.00000000000784,-255.00000000000966,-173.00000000000182,,-2820.999999999987
2021.04.05,-956.0000000000013,-471.9999999999835,-543.0000000000045,-391.9999999999959,-120.00000000000455,-287.9999999999967,-197.9999999999933,,-2968.99999999998
2021.04.05,-943.000000000005,-462.9999999999912,-529.0000000000017,-393.0000000000007,-115.99999999999966,-278.0000000000058,-188.0000000000024,,-2910.000000000006
2021.04.05,-939.9999999999853,-459.99999999999375,-528.0000000000063,-471.00000000000364,-146.0000000000008,-299.99999999999716,-185.00000000000227,,-3029.9999999999895
2021.04.05,-960.9999999999897,-466.9999999999952,-507.0000000000019,-463.99999999999864,-139.00000000001,-283.00000000000125,-186.00000000000705,,-3007.0000000000036
2021.04.05,-963.0000000000027,-481.99999999998244,-512.0000000000014,-463.99999999999864,-164.00000000000148,-284.000000000006,-200.00000000000284,,-3068.9999999999955
2021.04.05,-953.9999999999882,-501.9999999999802,-518.0000000000074,-459.0000000000032,-165.00000000000625,-278.0000000000058,-186.9999999999976,,-3062.999999999989
2021.04.06,-914.9999999999991,-519.9999999999872,-504.00000000000443,-399.0000000000009,-111.0000000000042,-250.0,-159.00000000000603,,-2858.000000000002
2021.04.06,-987.9999999999889,-488.9999999999839,-520.0000000000093,-418.00000000000637,-73.0000000000075,-254.0000000000049,-120.99999999999511,,-2862.9999999999955
2021.04.06,-1004.0000000000049,-498.9999999999828,-536.0000000000032,-456.99999999999363,-138.00000000000523,-283.00000000000125,-183.9999999999975,,-3100.999999999989
