date,USDJPY,USDCAD,GBPCHF,EURCHF,CHFJPY,CADCHF,NZDCHF,EURGBP,GBPJPY,CADJPY,empty,sum
2021.10.11,106.99999999999932,-32.0000000000098,79.00000000000685,-28.000000000005798,250.99999999999056,75.9999999999983,-48.99999999999905,-106.00000000000608,169.00000000001114,123.99999999999523,,590.9999999999807
2021.10.11,145.00000000001023,-32.999999999994145,48.99999999998794,-55.000000000005045,274.9999999999915,86.99999999999264,-30.999999999992145,-98.0000000000092,192.00000000000728,150.99999999999625,,681.9999999999852
2021.10.11,204.00000000000773,-18.0000000000069,187.99999999998818,-109.00000000000354,306.99999999998795,153.99999999999858,-119.99999999999788,-130.0000000000079,330.0000000000125,256.9999999999908,,1062.9999999999695
2021.10.11,166.00000000001103,-60.99999999999994,181.00000000000892,-86.0000000000083,286.00000000000136,127.99999999999478,-62.99999999999084,-121.00000000000443,276.00000000001046,199.99999999998863,,906.0000000000117
2021.10.11,175.00000000001137,-72.0000000000054,197.00000000000273,-94.00000000001629,283.00000000000125,154.99999999999403,-123.99999999999079,-121.99999999999989,277.9999999999916,200.9999999999934,,876.999999999982
2021.10.11,170.0000000000017,-143.00000000000423,238.99999999998923,-116.00000000000499,232.99999999998988,141.99999999999767,-141.99999999999767,-106.00000000000608,260.0000000000193,146.99999999999136,,683.9999999999762
2021.10.11,91.00000000000819,9.999999999998899,295.0000000000008,-102.00000000000209,268.0000000000007,158.99999999999804,-207.99999999999707,-64.0000000000085,378.0000000000143,196.99999999998852,,1024.0000000000018
2021.10.11,196.00000000001216,26.999999999999247,395.99999999999636,-151.9999999999966,316.99999999999307,207.00000000000162,-266.999999999995,-36.0000000000027,556.0000000000116,287.9999999999967,,1532.0000000000164
2021.10.11,268.0000000000007,73.99999999999629,473.99999999999665,-170.00000000000347,365.99999999999966,253.99999999999866,-308.9999999999926,-3.0000000000085514,713.9999999999986,381.9999999999908,,2049.999999999977
2021.10.11,267.0000000000101,78.00000000000028,451.0000000000014,-164.00000000000858,372.99999999999045,252.99999999999213,-286.99999999999284,-5.000000000010552,703.000000000003,385.9999999999957,,2054.999999999981
2021.10.11,340.0000000000034,58.000000000002494,537.9999999999941,-209.9999999999991,369.99999999999034,290.00000000000136,-318.99999999999153,14.999999999998348,795.9999999999923,427.99999999999727,,2305.999999999989
2021.10.11,434.0000000000117,49.99999999999449,567.9999999999907,-235.00000000000742,437.9999999999882,305.99999999999517,-313.99999999999204,10.999999999994348,914.999999999992,497.99999999999045,,2670.9999999999577
2021.10.11,574.0000000000123,76.99999999999375,601.9999999999915,-251.00000000000122,570.999999999998,331.999999999999,-298.9999999999937,21.999999999999797,1129.000000000019,629.9999999999955,,3387.0000000000136
2021.10.11,588.9999999999986,55.99999999998939,509.99999999998823,-243.99999999999977,608.9999999999947,303.9999999999932,-287.9999999999994,-33.000000000005244,1068.000000000012,625.9999999999906,,3196.9999999999623
2021.10.11,528.0000000000058,41.000000000002146,469.0000000000083,-204.00000000000418,573.9999999999981,282.99999999999994,-261.0000000000001,-30.000000000007798,973.0000000000132,569.9999999999932,,2943.0000000000086
2021.10.11,575.0000000000028,95.999999999985,509.00000000000387,-215.00000000000963,625.9999999999906,309.99999999999915,-263.99999999999756,-11.00000000000545,1085.000000000008,641.9999999999959,,3352.9999999999727
2021.10.11,562.0000000000118,43.999999999999595,516.0000000000053,-218.00000000000708,607.9999999999899,281.99999999999335,-266.999999999995,-8.000000000008,1075.000000000017,594.9999999999989,,3189.0000000000064
2021.10.11,625.0,200.00000000000017,608.9999999999928,-199.00000000001583,706.9999999999936,358.0000000000028,-309.99999999999915,66.99999999999484,1310.0000000000023,759.9999999999909,,4126.999999999963
2021.10.11,614.0000000000043,92.00000000000318,543.999999999989,-216.00000000001617,757.9999999999956,258.9999999999981,-267.99999999999045,11.999999999989797,1295.9999999999923,676.9999999999925,,3767.999999999958
2021.10.11,603.9999999999992,171.99999999999437,550.9999999999903,-156.00000000000057,839.9999999999892,248.99999999999923,-253.99999999999866,59.99999999999339,1406.000000000006,725.9999999999991,,4197.999999999971
2021.10.11,702.0000000000124,157.99999999999147,419.9999999999982,-70.0000000000145,965.999999999994,225.99999999999287,-230.99999999999233,44.99999999999504,1405.0000000000011,792.9999999999922,,4413.99999999997
2021.10.11,687.0000000000118,191.99999999999218,353.99999999998766,-41.000000000002146,964.9999999999892,236.99999999999832,-297.9999999999983,24.999999999997247,1325.9999999999934,805.9999999999974,,4252.999999999966
2021.10.11,783.0000000000013,56.99999999999594,235.99999999999176,48.000000000003595,1089.999999999989,143.9999999999997,-237.99999999999378,14.999999999998348,1337.9999999999939,784.9999999999966,,4257.999999999976
2021.10.11,808.0000000000069,211.99999999998997,343.99999999998875,2.999999999997449,1098.9999999999895,246.00000000000176,-345.99999999999073,47.9999999999925,1486.0000000000184,916.9999999999874,,4816.999999999982
2021.10.11,894.0000000000055,137.9999999999937,265.99999999998846,-4.000000000004,1043.9999999999968,292.9999999999988,-386.9999999999929,-9.00000000000345,1314.9999999999977,930.9999999999974,,4480.999999999977
2021.10.11,861.0000000000042,147.99999999999258,285.00000000000193,-41.000000000002146,954.9999999999983,330.9999999999924,-386.9999999999929,-24.000000000001798,1225.999999999999,909.9999999999966,,4263.999999999988
2021.10.11,791.000000000011,112.000000000001,194.99999999998963,8.999999999992347,998.9999999999952,236.99999999999832,-281.99999999999335,-45.000000000006146,1174.0000000000066,830.9999999999889,,4020.9999999999836
2021.10.11,823.0000000000075,69.9999999999923,219.99999999999798,15.999999999993797,1096.999999999994,175.99999999999838,-231.99999999999886,-24.000000000001798,1325.000000000017,826.9999999999982,,4297.999999999998
2021.10.11,816.0000000000025,143.99999999998857,171.99999999999437,-6.000000000017103,1111.9999999999948,207.99999999999707,-209.9999999999991,-75.00000000000284,1283.9999999999918,878.0000000000001,,4322.999999999951
2021.10.11,828.000000000003,39.999999999995595,182.99999999999983,14.999999999987246,1120.999999999995,143.9999999999997,-206.99999999999054,-50.0000000000056,1313.0000000000166,807.9999999999927,,4194.999999999994
2021.10.11,978.0000000000086,15.999999999993797,239.99999999999577,1.999999999990898,1281.9999999999964,129.00000000000134,-228.99999999999034,-21.999999999999797,1587.9999999999939,909.9999999999966,,4893.999999999986
2021.10.11,1087.0000000000032,18.999999999991246,188.9999999999947,2.999999999997449,1312.9999999999882,187.9999999999993,-219.99999999999798,-57.00000000000705,1562.0000000000118,1003.9999999999907,,5087.999999999972
