date,USDCAD,AUDUSD,CHFJPY,CADCHF,AUDCHF,GBPJPY,GBPCAD,EURJPY,EURAUD,AUDCAD,NZDCAD,AUDNZD,empty,sum
2019.01.14,-56.99999999999594,-21.999999999999797,-24.00000000000091,-64.0000000000085,-80.99999999999774,-54.000000000002046,0.0,-86.99999999998909,-238.99999999998923,-18.999999999991246,-21.999999999999797,-35.999999999991594,,-704.9999999999659
2019.01.14,62.000000000006494,-10.999999999994348,108.00000000000409,-21.999999999999797,-85.99999999999719,-145.00000000001023,42.999999999993044,-96.9999999999942,-246.99999999999721,3.0000000000085514,-25.00000000000835,-45.000000000006146,,-461.9999999999953
2019.01.14,76.0000000000094,-80.99999999999774,64.00000000000716,-16.0000000000049,-119.00000000000244,-151.00000000001046,160.00000000000458,-110.99999999999,-410.99999999998363,-39.999999999995595,-9.999999999998899,-39.999999999995595,,-678.999999999958
2019.01.14,130.0000000000079,-81.9999999999932,65.00000000001194,-23.00000000000635,-122.99999999999534,-38.000000000010914,89.99999999999008,-3.9999999999906777,-360.0000000000048,-25.999999999992696,0.999999999995449,-5.000000000010552,,-374.9999999999992
2019.01.14,123.00000000000644,-94.99999999998954,73.0000000000075,-1.0000000000065512,-142.99999999999312,6.000000000000227,96.00000000000719,-49.99999999999716,-438.00000000000506,-50.99999999998994,-12.000000000000899,-38.0000000000047,,-529.9999999999657
2019.01.14,101.00000000001774,-42.999999999993044,70.00000000000739,-14.000000000002899,-83.9999999999952,13.999999999981583,72.99999999998974,-32.99999999998704,-343.99999999998875,6.0000000000060005,24.000000000001798,-38.0000000000047,,-267.9999999999674
2019.01.14,64.0000000000196,1.0000000000065512,71.00000000001216,-29.000000000001247,-47.9999999999925,36.99999999997772,-25.00000000000835,-28.999999999996362,-232.99999999999432,60.00000000000449,59.99999999999339,-52.000000000007596,,-122.99999999998647
2019.01.14,26.0000000000149,1.0000000000065512,-75.9999999999934,-34.000000000000696,-120.99999999999334,90.00000000000341,-49.99999999999449,-46.999999999997044,-408.9999999999927,13.00000000000745,12.000000000000899,-53.999999999998494,,-648.9999999999369
2019.01.14,60.99999999999994,-32.999999999994145,-36.99999999999193,37.99999999999359,-144.99999999999514,225.9999999999991,86.0000000000083,81.00000000000307,-458.9999999999872,-10.999999999994348,12.000000000000899,-32.999999999994145,,-213.999999999952
2019.01.14,95.00000000000064,-171.99999999999437,-75.9999999999934,59.99999999999339,-253.0000000000032,281.99999999998226,62.000000000006494,128.0000000000001,-651.0000000000016,-114.99999999999844,-33.000000000005244,34.000000000000696,,-639.0000000000126
2019.01.14,195.00000000001182,-299.99999999998914,-210.99999999999852,83.9999999999952,-392.9999999999989,379.99999999999545,93.99999999999409,204.00000000000773,-994.9999999999903,-201.99999999999108,-70.0000000000034,39.999999999995595,,-1173.9999999999714
2019.01.14,274.00000000001864,-279.99999999999136,-197.9999999999933,121.99999999999989,-359.99999999999363,509.9999999999909,177.00000000000495,280.00000000000114,-895.9999999999857,-172.99999999998983,-87.00000000000374,18.999999999991246,,-611.9999999999507
2019.01.14,247.00000000001944,-255.99999999998957,-183.9999999999975,112.99999999999643,-343.9999999999999,449.99999999998863,188.9999999999947,222.0000000000084,-909.0000000000042,-172.99999999998983,-136.99999999999824,-4.000000000004,,-785.9999999999756
