date,USDCHF,NZDUSD,AUDCHF,NZDCHF,EURGBP,GBPCAD,EURJPY,NZDCAD,AUDNZD,empty,sum
2019.11.25,19.999999999997797,-7.0000000000014495,29.000000000001247,14.999999999998348,63.99999999999739,35.00000000000725,116.99999999999022,51.000000000001044,-58.000000000002494,,265.9999999999893
2019.11.25,-11.00000000000545,-13.00000000000745,12.000000000000899,0.0,85.00000000000173,58.000000000002494,149.0000000000009,46.999999999997044,-49.00000000001015,,277.9999999999801
2019.11.25,-9.00000000000345,-4.999999999999449,-21.00000000000435,3.999999999992898,85.00000000000173,35.999999999991594,197.9999999999933,39.999999999995595,-112.000000000001,,215.99999999996683
2019.11.25,9.999999999998899,-11.00000000000545,-14.000000000002899,11.999999999989797,73.99999999999629,-12.999999999996348,193.9999999999884,34.99999999999615,-106.00000000000608,,180.99999999995873
2019.11.25,47.9999999999925,-60.99999999999994,-4.999999999999449,-13.00000000000745,67.00000000000594,-4.000000000004,204.9999999999983,-11.00000000000545,-53.999999999998494,,171.99999999998195
2019.11.25,44.99999999999504,-47.00000000000814,0.999999999995449,1.999999999990898,75.9999999999983,36.999999999998145,271.0000000000008,15.999999999993797,-66.99999999999484,,333.9999999999694
2019.11.25,45.99999999999049,-109.00000000000354,-38.0000000000047,-60.99999999999994,56.99999999999594,-12.000000000012001,260.9999999999957,-77.00000000000485,-22.0000000000109,,44.9999999999462
2019.11.25,71.99999999999429,-121.99999999999989,-31.999999999998696,-57.00000000000705,77.00000000000485,11.999999999989797,250.0,-94.00000000000519,-18.0000000000069,,87.99999999997121
2019.11.25,87.99999999999919,-198.00000000000927,-34.000000000000696,-123.00000000000644,72.0000000000054,25.999999999992696,271.99999999999136,-175.99999999999838,85.99999999998609,,12.99999999995994
2019.11.25,104.99999999999955,-175.00000000000293,-4.999999999999449,-88.00000000001029,105.99999999999498,89.00000000000574,266.9999999999959,-153.99999999999858,72.99999999998974,,217.99999999997468
2019.11.25,114.99999999999844,-139.00000000000023,14.999999999998348,-46.00000000000159,97.00000000000264,114.99999999999844,212.99999999999386,-116.00000000000499,34.000000000000696,,287.99999999998556
2019.11.25,117.00000000000044,-132.0000000000099,22.999999999995246,-40.00000000000669,107.99999999999699,127.99999999999478,197.9999999999933,-112.000000000001,38.0000000000047,,327.9999999999679
2019.11.25,117.00000000000044,-138.00000000000477,12.999999999996348,-47.00000000000814,87.99999999999919,58.99999999998684,194.99999999999318,-121.99999999999989,35.00000000000725,,199.9999999999704
2019.11.25,115.99999999999389,-143.00000000000423,39.00000000000014,-53.00000000000304,97.00000000000264,49.99999999999449,202.99999999998875,-136.99999999999824,79.00000000000685,,250.9999999999812
2019.11.25,97.9999999999981,-162.0000000000066,-9.00000000000345,-81.00000000000884,94.00000000000519,65.00000000000395,278.99999999999636,-140.0000000000068,56.99999999999594,,200.99999999997385
2019.11.25,58.99999999999794,-156.00000000000057,-31.999999999998696,-102.00000000000209,121.99999999999989,66.99999999999484,415.9999999999968,-112.000000000001,49.99999999999449,,311.99999999998164
2019.11.25,54.999999999993946,-111.00000000000554,-4.000000000004,-57.00000000000705,114.00000000000298,70.99999999999883,399.9999999999915,-75.00000000000284,21.999999999988695,,414.9999999999565
2019.11.25,85.99999999999719,-155.00000000000514,0.0,-84.0000000000063,65.00000000000395,8.999999999992347,364.9999999999949,-112.000000000001,75.00000000000284,,248.99999999997877
2019.11.25,63.99999999999739,-140.0000000000068,-10.999999999994348,-82.00000000000429,105.99999999999498,112.000000000001,324.99999999998863,-85.00000000000173,45.99999999999049,,334.9999999999654
2019.11.25,86.99999999999264,-148.99999999999915,4.000000000004,-78.00000000000028,17.000000000000348,-110.00000000001009,406.9999999999965,-82.99999999999974,58.000000000002494,,152.9999999999867
2019.11.25,84.99999999999064,-141.00000000000225,29.000000000001247,-67.00000000000594,-24.999999999997247,-168.0000000000126,390.00000000000057,-78.00000000000028,93.99999999999409,,118.99999999996822
2019.11.25,79.99999999999119,-129.00000000000134,36.0000000000027,-64.0000000000085,-90.0000000000012,-225.99999999999287,337.99999999999386,-52.000000000007596,89.99999999999008,,-17.00000000003365
