date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,GBPCHF,EURCHF,CHFJPY,CADCHF,AUDCHF,NZDCHF,GBPJPY,GBPAUD,EURJPY,EURCAD,EURAUD,EURNZD,AUDJPY,NZDJPY,AUDCAD,NZDCAD,empty,sum
2015.11.16,-4.999999999988347,-65.99999999998829,-82.99999999998863,-4.9999999999954525,-87.99999999999919,-82.00000000000429,-40.99999999999105,-185.99999999999727,-100.99999999999554,-9.000000000000341,-82.99999999999974,-95.00000000000064,-117.00000000000044,-324.99999999998863,-89.00000000000574,-245.9999999999809,-155.99999999997837,-170.00000000000347,-333.9999999999899,-194.99999999999318,-147.00000000000557,-126.99999999999933,-74.00000000000739,,-2823.999999999902
2015.11.16,11.00000000000545,-12.999999999996348,-70.99999999999883,125.0,-150.00000000000568,-43.00000000000415,14.000000000002899,-214.99999999998744,-109.00000000000354,251.99999999999534,-90.99999999999665,-60.99999999999994,-239.99999999999577,-292.99999999997794,78.99999999998464,-244.99999999997613,-148.99999999999915,11.00000000000545,-493.99999999999443,-172.9999999999876,-144.00000000000546,-97.00000000000264,-24.000000000001798,,-2119.99999999994
2015.11.16,32.999999999994145,-55.99999999998939,0.0,-16.999999999995907,-256.99999999999613,0.0,-14.999999999998348,-153.00000000000313,-72.99999999998974,-169.00000000001114,-87.99999999999919,-56.99999999999594,-189.99999999999017,-300.9999999999877,262.999999999991,-155.9999999999775,-207.99999999998596,-262.999999999991,-441.99999999998687,-96.9999999999942,-103.00000000000864,-107.99999999999699,-136.99999999999824,,-2593.999999999911
2015.11.16,208.00000000000819,26.0000000000149,287.9999999999994,37.00000000000614,-263.00000000001324,115.99999999999389,98.0000000000092,28.000000000005798,103.99999999999298,-8.000000000009777,4.999999999999449,-4.000000000004,-149.99999999999457,-111.99999999999477,552.0000000000191,246.00000000000932,152.0000000000188,-143.00000000000423,-282.9999999999888,93.00000000000352,60.99999999999284,39.00000000000014,17.000000000000348,,1107.0000000000648
2015.11.16,93.00000000000975,-3.999999999981796,123.00000000000644,58.9999999999975,-252.99999999999213,42.999999999993044,74.00000000000739,-68.00000000000139,12.999999999996348,19.99999999999602,-52.99999999999194,-7.0000000000014495,-128.99999999999022,-286.9999999999777,409.0000000000149,-95.99999999997522,-54.99999999998284,-126.0000000000039,-292.00000000000335,-81.99999999999363,-57.00000000000216,-24.000000000001798,-14.000000000002899,,-712.9999999998811
2015.11.16,168.99999999999693,71.00000000002105,131.99999999999878,194.00000000000261,-371.99999999999454,92.00000000000318,79.00000000000685,-73.99999999999629,-19.999999999997797,186.9999999999976,-65.99999999999939,19.00000000000235,-184.99999999999073,-248.99999999999523,430.00000000001927,-145.99999999998658,-153.9999999999875,45.000000000006146,-591.9999999999925,-33.999999999991815,-60.000000000002274,-29.000000000001247,-33.000000000005244,,-595.9999999998864
2015.11.16,127.99999999999478,73.00000000001194,103.00000000000864,260.0000000000051,-297.9999999999983,41.000000000002146,65.00000000000395,-123.00000000000644,-34.000000000000696,285.99999999998715,-48.99999999999905,4.000000000004,-124.99999999999733,-396.99999999999136,261.9999999999845,-234.99999999998522,-100.99999999999554,-2.999999999997449,-447.99999999998175,-160.99999999998715,-136.0000000000099,-63.00000000000195,-34.000000000000696,,-984.9999999999505
2015.11.16,127.00000000001043,67.00000000001705,131.00000000001444,269.00000000000546,-218.99999999999142,42.999999999993044,82.00000000000429,-119.99999999998678,32.0000000000098,297.9999999999876,-29.999999999996696,-2.000000000002,-161.99999999999548,-353.999999999985,303.9999999999932,-159.9999999999966,-6.999999999979245,-21.999999999988695,-453.99999999999886,-146.99999999999136,-100.99999999999909,-38.0000000000047,4.999999999999449,,-457.99999999988125
2015.11.16,107.99999999999699,59.000000000009045,131.99999999999878,212.0000000000033,-218.99999999999142,34.000000000000696,109.99999999999899,-92.99999999998754,25.00000000000835,266.9999999999959,-33.9999999999896,-22.999999999995246,-179.99999999999127,-319.9999999999932,296.9999999999917,-97.99999999998477,15.00000000000945,-29.999999999996696,-429.99999999999704,-117.999999999995,-18.000000000000682,-50.0000000000056,25.999999999992696,,-327.9999999999221
2015.11.16,160.00000000000458,88.0000000000214,158.99999999999804,222.99999999999898,-214.00000000000307,17.999999999995797,98.0000000000092,-51.000000000001044,7.0000000000014495,247.99999999999045,-9.999999999998899,-70.0000000000034,-86.99999999999264,-268.0000000000007,217.0000000000005,-88.99999999999864,23.00000000001745,-95.999999999985,-258.99999999998704,-146.99999999999136,-54.000000000002046,-77.00000000000485,22.999999999995246,,-157.9999999999355
