names,week,needed_features,accuracy,next_week_prediction_score,next_week_prediction
USDCHF,10,"['EURJPY', 'NZDJPY', 'CADJPY']",100.0,-0.74,S
EURUSD,10,"['CHFJPY', 'EURJPY']",80.0,0.9123333333333333,B
USDJPY,10,['EURJPY'],80.0,-0.772,S
EURCHF,20,"['USDJPY', 'GBPCHF']",80.0,0.42,B
CHFJPY,20,"['EURCHF', 'EURJPY']",80.0,1.0,B
CADCHF,10,['EURJPY'],80.0,-0.8380000000000001,S
NZDCHF,50,['AUDUSD'],80.0,0.7055496920520139,B
GBPJPY,20,"['NZDCAD', 'GBPCAD', 'AUDCAD', 'EURNZD']",100.0,0.98,B
GBPCAD,20,['AUDCAD'],80.0,0.529974372033196,B
EURCAD,20,"['EURJPY', 'USDJPY', 'NZDJPY']",80.0,1.0,B
EURNZD,15,"['EURCAD', 'AUDNZD', 'EURUSD', 'EURAUD', 'AUDCHF', 'GBPAUD', 'USDCHF']",100.0,0.84,B
CADJPY,10,"['GBPCAD', 'GBPCHF']",80.0,-0.5283333333333333,S
AUDJPY,10,"['CHFJPY', 'AUDUSD']",80.0,1.0,B
NZDJPY,10,"['GBPCAD', 'GBPCHF']",80.0,-0.582,S
NZDCAD,10,['GBPUSD'],100.0,-0.9460000000000001,S
