date,USDCAD,EURCHF,GBPCAD,GBPAUD,empty,sum
2015.12.14,0.0,-144.99999999999514,-103.00000000000864,0.0,,-248.00000000000378
2015.12.14,151.00000000001222,-65.00000000000395,-299.999999999967,-258.0000000000027,,-471.99999999996135
2015.12.14,150.00000000000568,-35.00000000000725,-397.99999999998727,29.99999999997449,,-253.00000000001438
2015.12.14,188.00000000001037,-110.00000000001009,-279.00000000000705,393.99999999996106,,192.9999999999543
2015.12.14,160.00000000000458,-133.00000000000534,-184.00000000000637,474.9999999999588,,317.9999999999517
2015.12.14,266.0000000000107,-72.0000000000054,-105.99999999998388,493.99999999999443,,582.0000000000158
2015.12.14,274.00000000001864,-87.00000000001484,25.000000000030553,537.9999999999718,,750.0000000000061
2015.12.14,262.00000000000665,-117.99999999999588,22.0000000000109,366.9999999999618,,532.9999999999834
2015.12.14,272.00000000000557,-99.00000000000463,-125.99999999998168,202.9999999999976,,250.00000000001688
2015.12.14,284.00000000001756,-90.99999999999665,-123.00000000000644,51.99999999998539,,121.99999999999987
2015.12.14,226.99999999999943,-62.000000000006494,-184.9999999999685,-221.00000000002672,,-241.00000000000227
2015.12.14,142.0000000000199,-42.999999999993044,-313.9999999999699,-487.99999999999955,,-702.9999999999426
2015.12.14,169.00000000001913,-49.99999999999449,-331.999999999999,-299.00000000000483,,-511.9999999999792
2015.12.14,107.00000000001265,-51.000000000001044,-385.99999999999744,-335.00000000001864,,-665.0000000000045
2015.12.14,95.00000000000064,-41.000000000002146,-389.99999999997925,-415.0000000000098,,-750.9999999999906
2015.12.14,82.00000000000429,-58.000000000002494,-401.00000000000693,-439.0000000000338,,-816.0000000000389
2015.12.14,62.000000000006494,-83.00000000001084,-377.9999999999894,-337.0000000000317,,-736.0000000000255
2015.12.14,25.00000000000835,-76.0000000000094,-445.99999999999085,-770.0000000000263,,-1267.0000000000182
2015.12.14,-13.999999999980695,-90.00000000001229,-536.0000000000032,-670.9999999999993,,-1310.9999999999955
2015.12.14,-110.99999999999443,-12.000000000012001,-855.9999999999679,-901.0000000000407,,-1880.000000000015
2015.12.14,-137.9999999999937,-95.00000000000064,-1007.9999999999867,-1058.0000000000034,,-2298.9999999999845
2015.12.14,-121.99999999999989,-123.00000000000644,-1258.999999999988,-1661.0000000000014,,-3164.9999999999955
2015.12.14,-40.99999999997994,-56.000000000011596,-1065.0000000000048,-1471.0,,-2632.9999999999964
2015.12.14,28.000000000005798,-66.00000000001049,-834.0000000000014,-1310.0000000000111,,-2182.0000000000173
2015.12.14,46.0000000000127,-97.9999999999981,-764.9999999999934,-1209.0000000000157,,-2025.9999999999945
2015.12.14,-1.999999999990898,1.0000000000065512,-852.9999999999926,-1178.0000000000346,,-2032.0000000000114
2015.12.14,40.0000000000178,75.99999999998718,-946.9999999999867,-1546.000000000003,,-2376.9999999999845
2015.12.14,229.00000000001253,69.9999999999923,-1079.0000000000077,-1573.0000000000023,,-2353.0000000000055
2015.12.14,270.00000000001467,119.99999999998678,-1117.9999999999968,-1585.0000000000364,,-2313.000000000032
2015.12.14,370.00000000000364,190.00000000000128,-917.9999999999744,-1562.0000000000189,,-1919.9999999999884
2015.12.14,276.00000000000955,215.99999999999397,-1177.9999999999902,-2100.000000000035,,-2786.000000000022
2015.12.14,-380.9999999999869,99.00000000000463,-1838.0000000000064,-2450.0000000000186,,-4570.000000000007
2015.12.14,-379.99999999998033,-62.000000000006494,-1777.9999999999684,-2335.0000000000205,,-4554.999999999976
