date,USDCHF,USDJPY,USDCAD,GBPCHF,EURCHF,AUDCHF,EURGBP,GBPCAD,EURJPY,EURNZD,NZDJPY,empty,sum
2021.05.17,-3.0000000000085514,-57.999999999992724,0.0,-221.00000000000452,-40.0000000000178,-200.99999999999562,-120.99999999999334,-38.99999999998904,-199.00000000001228,-392.9999999999989,-238.9999999999901,,-1514.0000000000027
2021.05.17,1.999999999990898,-36.99999999999193,32.999999999994145,-164.99999999999292,8.999999999992347,-161.99999999999548,-110.99999999999443,97.00000000001374,-121.00000000000932,-317.0000000000117,-280.9999999999917,,-1052.9999999999964
2021.05.17,36.999999999998145,-121.99999999999989,-2.0000000000131024,-208.99999999999253,34.99999999998504,-239.99999999999577,-158.99999999999804,76.0000000000094,-9.000000000014552,-383.0,-359.99999999999943,,-1336.0000000000207
2021.05.17,52.99999999999194,-152.00000000000102,28.999999999990145,-202.9999999999976,122.99999999998423,-239.99999999999577,-170.99999999999892,165.00000000001512,204.00000000000773,-426.00000000001523,-343.9999999999941,,-962.0000000000135
2021.05.17,32.999999999994145,-149.99999999999147,73.99999999999629,-218.99999999999142,122.99999999998423,-251.99999999999667,-178.00000000000037,241.00000000000233,227.00000000000387,-412.9999999999967,-349.9999999999943,,-863.99999999999
2021.05.17,21.999999999999797,-167.99999999999216,63.99999999999739,-190.99999999998562,112.99999999998533,-227.99999999999488,-174.99999999999181,233.00000000001654,235.99999999999,-502.00000000000244,-348.99999999998954,,-944.9999999999674
2021.05.17,42.999999999993044,-246.9999999999999,85.00000000000173,-181.9999999999933,96.99999999999153,-195.9999999999962,-181.9999999999933,179.00000000001802,209.00000000000318,-597.0000000000031,-337.99999999999386,,-1128.999999999972
2021.05.17,107.99999999999699,-236.99999999999477,141.99999999999767,-181.9999999999933,65.99999999998829,-117.99999999999588,-159.9999999999935,182.0000000000155,127.9999999999859,-612.9999999999969,-273.9999999999867,,-957.9999999999767
2021.05.17,87.99999999999919,-190.9999999999883,166.99999999998383,-173.00000000000094,63.99999999999739,-112.99999999999643,-159.9999999999935,199.00000000001583,55.999999999983174,-639.9999999999961,-239.99999999999488,,-942.9999999999908
2021.05.17,88.99999999999464,-112.99999999999955,136.99999999998712,-168.99999999999693,49.99999999999449,-126.99999999999933,-157.99999999999147,179.00000000001802,7.000000000005002,-704.0000000000157,-176.9999999999925,,-985.9999999999961
2021.05.17,103.99999999999298,-120.99999999999511,232.99999999999432,-144.99999999999514,45.99999999999049,-73.99999999999629,-178.00000000000037,219.99999999999798,-14.000000000010004,-755.0000000000168,-176.9999999999925,,-861.0000000000305
2021.05.17,139.00000000000023,-122.99999999999045,183.99999999998417,-211.00000000000563,68.99999999998573,-115.99999999999389,-174.99999999999181,223.00000000001762,24.00000000000091,-736.0000000000033,-128.0000000000001,,-849.9999999999965
2021.05.17,92.99999999999864,-85.99999999999852,187.99999999998818,-201.99999999999108,68.99999999998573,-100.00000000000009,-158.99999999999804,217.0000000000005,-16.999999999995907,-829.0000000000131,-57.999999999992724,,-884.0000000000164
2021.05.17,92.99999999999864,-96.9999999999942,222.99999999999542,-164.99999999999292,51.99999999998539,-53.999999999998494,-148.99999999999915,287.9999999999994,7.999999999981355,-899.0000000000053,-10.99999999999568,,-711.0000000000256
2021.05.17,104.99999999999955,-140.00000000000057,207.00000000000162,-214.00000000000307,53.999999999998494,-56.99999999999594,-137.9999999999937,261.0000000000001,6.000000000000227,-917.9999999999966,-35.99999999998715,,-869.999999999977
2021.05.17,117.00000000000044,-146.0000000000008,175.99999999999838,-197.00000000000273,66.99999999999484,-46.00000000000159,-134.99999999999625,216.00000000001617,30.000000000001137,-907.9999999999977,-24.999999999991473,,-850.9999999999797
2021.05.17,126.99999999999933,-143.00000000000068,125.99999999998168,-197.99999999998707,49.99999999999449,-75.9999999999983,-134.99999999999625,148.99999999999915,-20.000000000010232,-855.0000000000058,-56.99999999998795,,-1032.0000000000116
2021.05.17,131.99999999999878,-116.99999999999022,139.9999999999846,-204.00000000000418,49.99999999999449,-71.99999999999429,-140.99999999999113,150.00000000000568,-60.000000000002274,-829.0000000000131,-24.999999999991473,,-976.0000000000031
2021.05.17,68.99999999999685,-82.99999999999841,75.00000000000284,-236.99999999999832,43.999999999999595,-70.99999999999883,-119.99999999999788,177.00000000000495,-106.99999999999932,-827.0,-12.999999999991019,,-1092.9999999999795
2021.05.17,41.9999999999976,13.00000000000523,-2.0000000000131024,-299.00000000000483,44.99999999998394,-95.99999999999609,-86.99999999999264,200.00000000000017,-97.00000000000841,-798.0000000000098,-42.999999999992156,,-1122.00000000003
2021.05.17,9.999999999998899,23.000000000010346,-1.0000000000065512,-333.0000000000055,31.999999999987594,-87.99999999999919,-88.99999999999464,215.00000000000963,-111.00000000001842,-984.000000000007,-0.999999999990564,,-1327.0000000000155
2021.05.17,37.99999999999359,-6.000000000000227,92.99999999998754,-302.0000000000023,47.99999999998139,-48.99999999999905,-165.9999999999995,142.0000000000199,-117.999999999995,-1190.0000000000023,78.00000000000296,,-1432.000000000013
2021.05.17,117.99999999999588,-73.99999999999807,92.00000000000318,-319.999999999987,107.99999999999699,-75.9999999999983,-158.99999999999804,121.99999999999989,-66.0000000000025,-1124.9999999999982,87.0000000000033,,-1292.9999999999827
2021.05.17,60.99999999999994,-49.99999999999716,54.99999999998284,-307.99999999999716,141.99999999999767,-59.99999999999339,-158.99999999999804,222.00000000001108,19.99999999998181,-1158.0000000000146,69.00000000000261,,-1166.0000000000246
