date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,GBPCHF,EURCHF,CADCHF,AUDCHF,NZDCHF,EURGBP,EURJPY,EURCAD,EURAUD,EURNZD,CADJPY,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2021.11.15,-67.00000000000594,139.00000000000023,22.0000000000109,49.000000000006594,-86.0000000000083,-38.0000000000047,-78.00000000000028,-299.00000000000483,69.9999999999923,78.99999999999574,-72.0000000000054,-92.00000000000318,17.000000000000348,33.999999999991815,-80.99999999999774,-112.000000000001,17.000000000000348,79.9999999999983,-73.99999999999807,-141.99999999999767,-111.00000000000554,83.00000000001084,,-662.0000000000255
2021.11.15,-86.0000000000083,109.00000000000354,29.999999999996696,55.999999999997385,-98.0000000000203,-47.00000000000814,-43.999999999999595,-265.99999999998846,76.99999999999375,92.00000000000318,-119.00000000000244,-94.00000000000519,36.0000000000027,49.99999999998295,-103.99999999999298,-116.00000000000499,28.999999999990145,55.999999999997385,-87.99999999999386,-137.9999999999937,-143.9999999999997,100.0000000000112,,-709.0000000000384
2021.11.15,-106.00000000000608,123.00000000000644,35.999999999991594,126.00000000000477,-114.0000000000141,-106.00000000000608,-114.00000000000298,-289.9999999999903,62.000000000006494,134.0000000000008,-169.00000000000804,-173.9999999999964,29.000000000001247,109.00000000000887,-80.99999999999774,-212.00000000001216,-85.00000000000173,156.0000000000059,-215.99999999999397,-225.99999999999287,-211.00000000000563,123.00000000000644,,-1205.9999999999957
2021.11.15,-98.0000000000092,95.00000000000064,45.000000000006146,73.0000000000075,-101.00000000001774,-80.00000000000229,-77.00000000000485,-270.99999999999903,42.0000000000087,131.00000000000333,-151.00000000000114,-136.99999999999824,34.000000000000696,37.00000000000614,-58.99999999998684,-172.0000000000166,-12.999999999996348,120.00000000000455,-135.99999999999568,-191.99999999999218,-162.0000000000066,143.00000000000423,,-928.9999999999849
2021.11.15,-87.99999999999919,82.00000000000429,18.999999999991246,25.000000000005684,-201.00000000000674,-14.000000000002899,14.000000000002899,-234.00000000000088,58.000000000002494,68.99999999999685,-81.00000000000884,-51.99999999999649,65.99999999999939,7.999999999981355,-201.00000000000674,6.999999999979245,238.99999999998923,12.000000000000455,4.0000000000048885,-178.00000000000037,-114.00000000000298,184.00000000000637,,-376.0000000000608
2021.11.15,-57.00000000000705,164.00000000000858,-2.999999999997449,88.00000000000807,-150.00000000000568,-96.00000000000719,-68.99999999999685,-262.00000000000665,38.99999999998904,73.99999999999629,-130.0000000000079,-105.99999999999498,36.0000000000027,103.999999999985,-170.00000000000347,-136.00000000000279,73.99999999999629,102.00000000000387,-138.9999999999958,-240.99999999999122,-182.99999999999983,174.00000000000747,,-887.0000000000196
2021.11.15,-39.00000000000014,168.99999999999693,-8.000000000008,-27.999999999991587,-162.00000000001768,-86.0000000000083,-51.000000000001044,-245.0000000000063,22.999999999995246,53.999999999998494,-106.00000000000608,-75.00000000000284,34.000000000000696,-21.99999999999136,-187.00000000000384,-107.00000000001265,123.99999999999079,1.0000000000047748,-34.99999999999659,-230.99999999999233,-165.00000000000404,185.99999999999727,,-956.0000000000587
2021.11.15,112.99999999999643,320.9999999999935,-143.00000000000423,-128.0000000000001,-89.00000000000574,-170.99999999999892,-127.99999999999478,-177.99999999998929,-24.000000000001798,-29.999999999996696,-69.00000000000794,-41.000000000002146,39.00000000000014,16.999999999995907,-272.99999999998994,-104.00000000001519,126.0000000000039,-25.99999999999625,-52.99999999999727,-284.9999999999908,-217.0000000000005,185.00000000001293,,-1157.9999999999889
2021.11.15,109.99999999999899,283.99999999999534,-117.99999999999588,-63.99999999999295,-38.0000000000047,-175.00000000000293,-124.99999999999733,-147.00000000000824,-42.0000000000087,7.9999999999968985,-78.00000000000028,-38.0000000000047,43.999999999999595,62.99999999998818,-185.99999999999727,-139.00000000000023,106.99999999999044,58.000000000006935,-94.99999999999886,-253.99999999999866,-173.9999999999964,201.00000000000674,,-798.0000000000241
2021.11.15,119.99999999999788,252.0000000000078,-141.99999999999767,-67.99999999999784,-13.000000000018552,-158.0000000000026,-127.99999999999478,-103.00000000000864,-32.999999999994145,10.999999999994348,-56.0000000000005,-31.999999999998696,82.99999999999974,88.99999999999864,-187.99999999998818,-75.00000000000284,136.99999999998712,75.00000000000284,-95.99999999998943,-215.99999999999397,-158.99999999999804,175.00000000001404,,-524.9999999999834
2021.11.15,98.99999999999353,239.99999999999577,-133.00000000000534,-69.00000000000261,-11.00000000000545,-174.00000000000747,-134.0000000000008,-119.00000000000244,-15.00000000000945,24.999999999997247,-85.00000000000173,-48.99999999999905,82.00000000000429,78.00000000000296,-177.99999999998929,-120.00000000000898,112.000000000001,75.00000000000284,-101.99999999998965,-239.0000000000003,-165.9999999999995,189.00000000001694,,-694.0000000000074
2021.11.15,81.9999999999932,228.00000000000597,-120.99999999999334,-54.000000000002046,-4.000000000004,-161.00000000000003,-138.00000000000477,-130.99999999999224,-8.000000000008,44.99999999999504,-86.0000000000083,-65.99999999999939,80.99999999999774,80.99999999998886,-150.99999999999002,-107.00000000001265,85.99999999998609,91.99999999999875,-115.99999999999966,-213.99999999999199,-165.00000000000404,164.00000000000858,,-663.0000000000362
2021.11.15,67.9999999999903,249.00000000001032,-127.99999999999478,-58.9999999999975,11.999999999989797,-202.0000000000022,-151.00000000000114,-171.99999999999437,17.000000000000348,68.00000000000139,-135.00000000000733,-90.0000000000012,75.00000000000284,84.00000000000318,-140.0000000000068,-183.00000000002203,65.00000000000395,99.00000000000375,-128.99999999999068,-251.99999999999667,-170.99999999999892,201.00000000000674,,-874.000000000001
2021.11.15,63.99999999999739,225.00000000000853,-97.9999999999981,-45.99999999999227,-16.000000000016,-187.9999999999993,-134.99999999999625,-153.9999999999875,-7.0000000000014495,53.999999999998494,-121.99999999999989,-78.99999999999574,67.00000000000594,64.99999999999773,-137.9999999999937,-190.00000000000128,62.99999999999084,88.99999999999864,-117.999999999995,-253.99999999999866,-170.99999999999892,202.9999999999976,,-885.999999999979
2021.11.15,37.99999999999359,261.0000000000001,-109.99999999998789,-78.00000000000296,0.9999999999843467,-194.0000000000053,-149.99999999999457,-215.99999999999397,28.999999999990145,82.00000000000429,-146.00000000000168,-107.99999999999699,53.00000000000304,37.99999999998249,-130.99999999999224,-194.0000000000053,41.000000000002146,76.99999999999818,-110.99999999999,-249.99999999999466,-175.99999999999838,192.00000000001438,,-1051.9999999999914
2021.11.15,56.99999999999594,323.0000000000066,-144.99999999999514,-85.99999999999852,45.99999999999049,-241.99999999999778,-207.99999999999707,-248.00000000000378,36.999999999998145,95.00000000000064,-174.00000000000747,-146.99999999999713,43.00000000000415,67.00000000000728,-120.99999999999334,-249.00000000001032,-39.00000000001125,103.9999999999992,-165.99999999999682,-276.9999999999939,-214.99999999999852,182.0000000000155,,-1362.9999999999832
2021.11.15,46.999999999997044,269.00000000000813,-109.00000000000354,-30.000000000001137,39.999999999995595,-246.00000000000176,-209.00000000000364,-215.99999999999397,18.999999999991246,100.00000000000009,-186.00000000000838,-158.0000000000026,46.999999999997044,91.99999999998454,-82.99999999998863,-299.00000000000483,-92.00000000000318,144.00000000000546,-211.9999999999891,-282.99999999999994,-221.99999999999997,177.00000000000495,,-1410.0000000000166
2021.11.15,58.99999999999794,286.99999999999284,-130.99999999999224,40.99999999999682,3.999999999981796,-221.99999999999997,-182.99999999999983,-208.99999999999253,25.00000000000835,72.0000000000054,-155.00000000000514,-124.00000000000189,53.999999999998494,193.9999999999884,-153.00000000000313,-220.00000000002018,0.0,177.0000000000067,-230.99999999999454,-280.9999999999979,-211.00000000000563,184.00000000000637,,-1023.00000000003
2021.11.15,43.999999999999595,273.0000000000121,-113.99999999999189,61.99999999999761,67.9999999999792,-250.00000000000577,-200.99999999999562,-218.00000000000708,21.999999999988695,116.00000000000499,-195.00000000000074,-150.00000000000568,48.000000000003595,200.9999999999934,-55.000000000005045,-308.0000000000194,-70.99999999999883,239.00000000000432,-268.0000000000007,-270.99999999999903,-192.00000000000327,197.00000000000273,,-1023.0000000000468
2021.11.15,8.999999999992347,218.00000000000708,-45.99999999999049,40.99999999999682,88.99999999998354,-304.9999999999997,-246.00000000000176,-218.99999999999142,2.999999999997449,161.00000000000003,-271.0000000000101,-219.99999999999798,29.000000000001247,99.99999999999432,53.999999999998494,-521.0000000000159,-279.00000000000705,239.00000000000432,-304.00000000000205,-322.00000000000006,-234.00000000000088,207.00000000000162,,-1817.00000000004
2021.11.15,34.000000000000696,129.00000000000134,-52.99999999999194,-21.000000000000796,51.99999999998539,-312.00000000000114,-238.0000000000049,-97.9999999999981,-21.00000000000435,119.00000000000244,-256.0000000000007,-197.00000000000273,94.00000000000519,37.00000000000614,8.000000000008,-526.0000000000042,-258.0000000000027,162.9999999999967,-251.99999999999534,-356.9999999999962,-248.99999999999923,223.00000000001762,,-1978.9999999999786
2021.11.15,-37.00000000000925,95.00000000000064,-32.999999999994145,51.00000000000193,49.99999999999449,-319.99999999999807,-327.99999999999494,-168.99999999999693,45.000000000006146,175.00000000000293,-316.0000000000052,-329.00000000000153,102.00000000000209,97.99999999998477,29.00000000001235,-564.000000000009,-490.999999999997,216.99999999999875,-405.9999999999917,-368.9999999999971,-363.99999999999767,102.00000000000209,,-2761.9999999999864
2021.11.15,-52.000000000007596,139.00000000000023,-25.00000000000835,21.000000000000796,30.999999999981043,-330.0000000000081,-322.9999999999955,-226.99999999999943,55.000000000005045,175.99999999999838,-337.0000000000095,-334.00000000000097,67.00000000000594,55.999999999983174,14.000000000002899,-594.0000000000057,-483.99999999999557,180.99999999999739,-378.9999999999907,-395.99999999999636,-368.9999999999971,124.99999999999733,,-2985.0000000000427
