date,USDJPY,EURCHF,CHFJPY,EURGBP,GBPCAD,EURJPY,EURCAD,EURNZD,CADJPY,NZDJPY,AUDCAD,NZDCAD,empty,sum
2021.04.19,-64.99999999999773,-92.00000000000318,-201.00000000000762,0.0,-307.00000000001285,-117.999999999995,-130.99999999999224,-75.00000000000284,-102.99999999999443,-117.999999999995,-115.00000000000954,-194.99999999998963,,-1520.0
2021.04.19,-57.00000000000216,-132.99999999998312,-151.00000000001046,80.00000000000229,-289.0000000000059,-143.00000000000068,-160.99999999998892,-80.99999999999774,-98.99999999998954,-128.99999999999068,-64.0000000000085,-185.99999999999727,,-1412.9999999999725
2021.04.19,-106.99999999999932,-181.9999999999933,-112.00000000000898,72.0000000000054,-336.00000000000296,-188.99999999999295,-180.0000000000024,-70.99999999999883,-122.99999999999045,-173.00000000000182,-107.00000000000153,-232.99999999999432,,-1740.9999999999816
2021.04.19,-63.00000000000239,-188.9999999999947,-4.0000000000048885,63.00000000000195,-387.000000000004,-97.00000000000841,-181.9999999999933,-14.000000000002899,-73.99999999999807,-155.00000000000114,-96.00000000000719,-238.99999999998923,,-1437.0000000000043
2021.04.19,-55.00000000000682,-185.99999999999727,1.9999999999953388,81.00000000000884,-382.0000000000157,-91.00000000000819,-194.0000000000053,-88.99999999998354,-60.000000000002274,-122.99999999999045,-73.00000000000084,-227.99999999999488,,-1398.0000000000014
2021.04.19,-6.000000000000227,-159.99999999998238,36.000000000001364,96.00000000000719,-310.0000000000103,-16.999999999995907,-190.99999999998562,-139.00000000000023,-16.999999999995907,-76.99999999999818,-55.000000000005045,-210.99999999999451,,-1050.9999999999598
2021.04.19,-16.000000000005343,-147.99999999999258,10.99999999999568,104.00000000000409,-274.00000000001864,-14.000000000010004,-184.99999999999073,-156.00000000000057,-45.000000000001705,-101.99999999998965,-7.0000000000014495,-216.99999999998943,,-1049.0000000000005
2021.04.19,-40.99999999999682,-140.99999999999113,-18.000000000000682,95.00000000000064,-284.00000000001756,-52.99999999999727,-146.99999999998602,-51.000000000001044,-63.00000000000239,-141.9999999999959,-74.00000000000739,-242.99999999999324,,-1161.9999999999889
2021.04.19,-42.00000000000159,-93.99999999999409,52.99999999999727,38.0000000000047,-307.00000000001285,79.99999999998408,-78.99999999998464,15.00000000000945,-15.000000000000568,-81.00000000000307,-18.0000000000069,-221.99999999999997,,-672.0000000000082
2021.04.19,12.000000000000455,-61.99999999998429,149.0000000000009,-56.99999999999594,-358.00000000001387,218.9999999999941,-43.999999999999595,70.0000000000145,64.99999999999773,-49.99999999999716,-99.00000000000463,-283.99999999999534,,-438.9999999999832
2021.04.19,66.99999999999307,-41.000000000002146,221.9999999999942,-47.9999999999925,-306.00000000000625,318.9999999999884,79.00000000000685,339.0000000000004,52.00000000000671,-64.99999999999773,-146.00000000000168,-285.9999999999974,,185.99999999999193
2021.04.19,84.00000000000318,-54.99999999998284,167.99999999999216,-66.99999999999484,-339.0000000000004,282.99999999998704,83.9999999999952,324.0000000000132,17.000000000010118,-96.00000000000364,-156.00000000000057,-273.9999999999965,,-26.99999999997783
2021.04.19,88.99999999999864,-68.00000000000139,176.00000000000193,-92.99999999999864,-406.00000000001745,265.99999999999113,69.00000000000794,296.0000000000074,7.000000000005002,-110.99999999999,-137.00000000000932,-278.9999999999959,,-191.00000000000068
2021.04.19,61.99999999999761,-73.99999999999629,164.00000000000148,-62.99999999999084,-383.0,237.99999999999955,59.000000000009045,205.00000000001074,6.000000000000227,-69.99999999999318,-119.00000000000244,-233.99999999998977,,-208.9999999999539
2021.04.19,64.99999999999773,-58.000000000002494,125.0,-108.99999999999244,-434.000000000001,204.00000000000773,72.0000000000054,261.0000000000001,-19.99999999999602,-155.00000000000114,-194.0000000000053,-294.9999999999897,,-537.9999999999771
2021.04.19,42.00000000000159,-89.99999999999008,102.99999999999443,-175.99999999999838,-576.0000000000209,183.9999999999975,79.00000000000685,371.00000000001023,-39.99999999999204,-171.99999999999704,-190.00000000000128,-295.99999999999625,,-760.9999999999854
