,name,direction
0,USDCHF,S
1,GBPUSD,S
2,EURUSD,S
3,GBPCHF,S
4,EURCHF,S
5,CHFJPY,B
6,AUDCHF,S
7,EURGBP,B
8,GBPJPY,S
9,GBPCAD,S
10,GBPAUD,S
11,EURJPY,S
12,EURNZD,S
13,AUDCAD,S
14,AUDNZD,S
