date,GBPCHF,EURCHF,CHFJPY,CADCHF,EURJPY,AUDCAD,empty,sum
2018.10.22,-29.999999999996696,-15.00000000000945,75.00000000000284,-6.0000000000060005,-2.999999999985903,148.0000000000037,,169.0000000000085
2018.10.22,-82.99999999998863,-108.00000000001918,1.0000000000047748,-13.00000000000745,-69.99999999999318,200.00000000000017,,-73.00000000000347
2018.10.22,226.00000000001506,-274.00000000001864,-110.99999999999,124.99999999999733,-144.9999999999818,148.99999999999915,,-29.99999999997891
2018.10.22,181.00000000000892,-274.00000000001864,-135.99999999999568,124.99999999999733,-177.99999999999727,84.0000000000063,,-197.99999999999903
2018.10.22,178.00000000001148,-267.0000000000172,-132.99999999999557,126.99999999999933,-183.9999999999975,90.0000000000012,,-188.9999999999983
2018.10.22,171.00000000001003,-247.00000000001944,-114.99999999999488,132.99999999999423,-187.99999999998818,62.000000000006494,,-183.99999999999176
2018.10.22,150.00000000000568,-232.00000000000998,-207.9999999999984,115.99999999999389,-314.9999999999977,-131.99999999999878,,-621.0000000000053
2018.10.22,126.0000000000039,-225.00000000000853,-186.9999999999976,141.00000000000225,-295.99999999999227,-154.99999999999403,,-595.9999999999864
2018.10.22,133.00000000000534,-232.00000000000998,-144.99999999999602,135.99999999999167,-241.99999999999022,-125.99999999999278,,-475.999999999992
2018.10.22,114.99999999999844,-235.00000000000742,-86.99999999998909,137.9999999999937,-170.99999999999227,-59.99999999999339,,-299.99999999999005
2018.10.22,170.00000000000347,-256.00000000001177,-59.99999999998806,137.9999999999937,-116.99999999999022,-21.999999999999797,,-146.9999999999927
2018.10.22,243.00000000001543,-283.000000000011,-24.999999999991473,188.9999999999947,-44.999999999987494,-2.999999999997449,,76.00000000002271
2018.10.22,218.00000000000708,-267.0000000000172,8.000000000009777,182.99999999999983,-25.999999999982037,-63.99999999999739,,52.00000000002003
2018.10.22,207.00000000000162,-262.00000000000665,70.00000000000739,195.00000000000074,38.000000000010914,1.0000000000065512,,249.00000000002058
2018.10.22,226.00000000001506,-293.0000000000099,12.000000000000455,202.9999999999976,7.000000000005002,-68.99999999999685,,86.0000000000114
2018.10.22,199.00000000001583,-275.000000000003,10.000000000005116,195.00000000000074,-18.999999999977035,-98.99999999999353,,11.000000000048104
2018.10.22,256.00000000001177,-330.0000000000081,20.000000000010232,249.99999999999466,55.00000000000682,-91.99999999999208,,159.0000000000233
2018.10.22,229.99999999999687,-324.0000000000132,38.000000000010914,239.0000000000003,75.00000000001705,-95.00000000000064,,163.0000000000113
2018.10.22,293.0000000000099,-431.0000000000036,194.00000000000261,180.99999999999784,371.0000000000093,69.00000000000794,,677.0000000000241
2018.10.22,319.0000000000026,-544.0000000000111,187.00000000001182,190.99999999999673,495.00000000000455,62.000000000006494,,710.000000000011
2018.10.22,50.0000000000167,-378.00000000001165,371.9999999999999,114.99999999999844,516.9999999999959,14.000000000002899,,690.0000000000023
2018.10.22,55.000000000005045,-268.0000000000016,370.00000000000455,124.00000000000189,385.9999999999957,-122.99999999999534,,544.0000000000102
2018.10.22,134.00000000001188,-369.0000000000193,140.00000000000057,268.0000000000016,242.00000000001864,-183.99999999999528,,231.00000000001808
2018.10.22,95.00000000000064,-367.0000000000062,120.00000000000455,298.9999999999937,217.00000000001296,-151.00000000000114,,213.0000000000045
2018.10.22,25.00000000000835,-397.0000000000029,151.00000000001046,356.00000000000074,280.00000000000114,-142.99999999999312,,272.00000000002467
2018.10.22,-21.00000000000435,-330.0000000000081,105.00000000000398,320.9999999999935,158.00000000001546,-202.0000000000022,,30.99999999999838
2018.10.22,12.000000000012001,-380.00000000000256,112.99999999999955,368.9999999999971,222.0000000000084,-169.99999999999238,,166.0000000000221
2018.10.22,-68.99999999998573,-277.00000000001614,181.0000000000116,297.9999999999983,183.9999999999975,-207.00000000000162,,110.0000000000039
2018.10.22,-177.99999999998929,-179.00000000001802,175.00000000001137,237.99999999999378,64.99999999999773,-174.99999999999181,,-53.99999999999622
2018.10.22,-333.9999999999899,-182.0000000000155,149.0000000000009,290.00000000000136,38.000000000010914,-169.99999999999238,,-208.99999999998454
2018.10.22,-551.9999999999969,-126.0000000000039,186.00000000000705,204.99999999999963,12.000000000000455,-97.9999999999981,,-372.9999999999917
2018.10.22,-705.9999999999844,-43.00000000001525,142.00000000001012,200.00000000000017,-132.99999999998136,-112.000000000001,,-651.9999999999717
2018.10.22,-737.9999999999942,55.99999999998939,234.00000000000887,90.99999999999665,-132.99999999998136,-60.99999999999994,,-550.9999999999806
2018.10.22,-817.000000000001,92.99999999998754,142.00000000001012,95.99999999999609,-278.99999999999636,-107.00000000000153,,-872.0000000000052
2018.10.22,-743.9999999999891,85.99999999998609,106.99999999999932,104.99999999999955,-310.9999999999786,-158.0000000000026,,-914.9999999999853
2018.10.22,-695.0000000000011,101.99999999997988,245.00000000000455,212.00000000000108,-173.00000000000182,-293.99999999999426,,-603.0000000000117
2018.10.22,-621.9999999999892,134.99999999999625,184.0000000000117,171.99999999999437,-276.9999999999868,-313.99999999999204,,-721.9999999999657
2018.10.22,-753.0000000000036,183.99999999998417,216.99999999999875,129.00000000000134,-294.9999999999875,-293.99999999999426,,-812.0000000000011
2018.10.22,-774.9999999999924,142.99999999998204,118.00000000000921,85.00000000000173,-361.99999999999477,-278.00000000000045,,-1068.9999999999945
2018.10.22,-726.0000000000044,118.99999999998023,77.00000000001239,95.99999999999609,-381.0000000000002,-243.99999999999977,,-1059.0000000000157
2018.10.22,-756.9999999999854,121.99999999999989,147.00000000000557,98.99999999999353,-304.9999999999784,-274.9999999999919,,-968.9999999999568
2018.10.22,-835.9999999999923,222.99999999999542,246.9999999999999,61.999999999995396,-304.9999999999784,-287.9999999999994,,-896.9999999999793
2018.10.22,-887.9999999999999,256.99999999999613,268.0000000000007,59.99999999999339,-320.99999999999795,-319.99999999999807,,-944.0000000000057
2018.10.22,-800.0000000000007,221.99999999998886,257.000000000005,124.00000000000189,-293.9999999999827,-347.9999999999928,,-838.9999999999804
2018.10.22,-780.9999999999873,183.99999999998417,258.0000000000098,159.9999999999935,-245.9999999999809,-346.9999999999973,,-771.999999999978
2018.10.22,-844.9999999999847,221.99999999998886,250.0,134.0000000000008,-301.9999999999925,-343.9999999999999,,-884.9999999999874
2018.10.22,-839.9999999999964,228.99999999999034,287.00000000000614,151.00000000000114,-266.9999999999959,-373.00000000000114,,-812.9999999999958
2018.10.22,-865.999999999989,245.99999999999068,267.0000000000101,108.99999999999244,-304.9999999999784,-378.999999999996,,-927.9999999999701
2018.10.23,-886.9999999999934,263.99999999999756,228.00000000000864,124.99999999999733,-313.99999999999295,-376.99999999999403,,-960.999999999977
2018.10.23,-927.9999999999955,262.999999999991,202.0000000000124,104.99999999999955,-299.99999999998295,-369.99999999999255,,-1027.999999999968
2018.10.23,-844.0000000000003,239.99999999999577,275.0000000000057,141.00000000000225,-290.9999999999968,-429.99999999999704,,-908.9999999999905
2018.10.23,-841.9999999999872,225.99999999999287,270.00000000001023,146.00000000000168,-278.99999999999636,-439.0000000000005,,-917.9999999999793
2018.10.23,-837.9999999999832,244.9999999999841,260.0000000000051,141.00000000000225,-314.9999999999977,-439.99999999999596,,-946.9999999999854
2018.10.23,-866.9999999999956,237.99999999998266,206.00000000000307,149.99999999999457,-364.9999999999807,-518.9999999999917,,-1156.9999999999877
2018.10.23,-849.9999999999952,224.99999999998633,153.0000000000058,139.00000000000023,-420.99999999999227,-563.0000000000024,,-1316.9999999999975
2018.10.23,-834.0000000000014,246.99999999999721,164.00000000000148,149.99999999999457,-432.9999999999927,-559.9999999999939,,-1265.9999999999945
2018.10.23,-848.0000000000043,243.99999999999977,203.00000000000296,180.0000000000024,-381.9999999999766,-564.9999999999933,,-1167.999999999969
