date,GBPCHF,CHFJPY,EURGBP,GBPJPY,empty,sum
2017.05.29,-194.0000000000053,-42.999999999992156,-7.0000000000014495,-159.9999999999966,,-403.99999999999545
2017.05.29,-184.00000000000637,-22.999999999996135,28.000000000005798,-240.99999999998545,,-419.99999999998215
2017.05.29,-211.00000000000563,70.00000000000739,46.999999999997044,-316.0000000000025,,-410.0000000000037
2017.05.29,-208.00000000000819,126.00000000000477,56.99999999999594,-256.0000000000002,,-281.0000000000077
2017.05.29,-195.9999999999962,159.9999999999966,68.00000000000139,-292.0000000000016,,-259.9999999999998
2017.05.29,-232.99999999999432,125.0,24.000000000001798,-292.0000000000016,,-375.9999999999941
2017.05.29,-292.00000000000335,76.99999999999818,-34.99999999999615,-295.99999999999227,,-545.9999999999936
2017.05.29,-426.9999999999996,123.00000000000466,-112.99999999999643,-555.9999999999832,,-972.9999999999745
2017.05.29,-334.9999999999964,248.99999999999523,-76.99999999999375,-590.9999999999798,,-753.9999999999748
2017.05.29,-344.99999999999534,213.00000000000807,-78.00000000000028,-577.9999999999745,,-787.999999999962
2017.05.29,-354.0000000000099,179.00000000000205,-78.00000000000028,-472.99999999998477,,-725.999999999993
2017.05.29,-331.999999999999,182.00000000000216,-68.99999999999685,-431.99999999998795,,-650.9999999999816
2017.05.29,-330.9999999999924,203.00000000000296,-73.00000000000084,-451.9999999999982,,-652.9999999999884
2017.05.29,-378.00000000001165,134.00000000000034,-80.99999999999774,-441.99999999997885,,-766.999999999988
2017.05.29,-434.000000000001,135.99999999999568,-129.9999999999968,-514.9999999999864,,-942.9999999999885
2017.05.29,-473.99999999999665,91.00000000000819,-165.9999999999995,-544.9999999999875,,-1093.9999999999754
2017.05.29,-443.99999999999994,106.00000000000875,-139.00000000000023,-462.99999999999386,,-939.9999999999852
2017.05.29,-453.99999999999886,141.9999999999959,-146.99999999999713,-504.99999999999545,,-963.9999999999956
2017.05.29,-456.00000000001194,115.99999999999966,-151.9999999999966,-501.9999999999811,,-993.99999999999
2017.05.29,-417.0000000000007,126.00000000000477,-112.99999999999643,-474.9999999999943,,-878.9999999999866
2017.05.29,-436.9999999999985,131.00000000000023,-131.00000000000333,-533.9999999999918,,-970.9999999999934
2017.05.29,-408.00000000000836,171.00000000000648,-70.0000000000034,-543.9999999999827,,-850.999999999988
2017.05.29,-415.0000000000098,206.00000000000307,-97.00000000000264,-651.9999999999868,,-957.9999999999961
2017.05.29,-365.99999999999966,361.99999999999477,-85.99999999999719,-768.999999999977,,-858.9999999999791
2017.05.29,-402.0000000000135,305.0000000000068,-114.00000000000298,-740.9999999999854,,-951.9999999999951
2017.05.29,-495.000000000001,272.99999999999613,-124.00000000000189,-720.9999999999752,,-1066.999999999982
2017.05.29,-468.00000000000176,302.0000000000067,-129.00000000000134,-744.9999999999761,,-1039.9999999999725
2017.05.29,-368.00000000001273,353.9999999999992,-85.99999999999719,-688.999999999993,,-789.0000000000036
2017.05.29,-353.0000000000033,384.00000000000034,-97.9999999999981,-704.9999999999841,,-771.9999999999851
2017.05.29,-404.0000000000044,343.0000000000035,-114.99999999999844,-703.9999999999793,,-879.9999999999786
2017.05.29,-493.0000000000101,275.0000000000057,-100.99999999999554,-732.9999999999757,,-1051.9999999999757
2017.05.29,-506.0000000000064,272.99999999999613,-102.99999999999754,-740.9999999999854,,-1076.9999999999932
2017.05.29,-585.9999999999976,114.99999999999488,-132.99999999999423,-766.9999999999959,,-1370.9999999999927
2017.05.29,-571.9999999999948,49.000000000006594,-124.99999999999733,-599.9999999999943,,-1247.9999999999798
2017.05.29,-601.000000000007,49.99999999999716,-129.9999999999968,-577.9999999999745,,-1258.9999999999814
2017.05.29,-720.0000000000095,-18.000000000000682,-168.99999999999693,-619.9999999999761,,-1526.9999999999832
2017.05.29,-685.0000000000023,4.0000000000048885,-143.9999999999997,-646.9999999999914,,-1471.9999999999884
2017.05.29,-604.0000000000045,100.00000000000853,-141.00000000000225,-638.9999999999816,,-1283.99999999998
2017.05.29,-672.0000000000059,100.00000000000853,-183.99999999999528,-701.9999999999982,,-1457.999999999991
2017.05.29,-659.0000000000095,37.9999999999967,-144.99999999999514,-691.9999999999789,,-1457.9999999999868
2017.05.29,-696.999999999992,22.00000000000557,-192.99999999999872,-635.9999999999957,,-1503.999999999981
2017.05.29,-730.0000000000084,0.0,-209.00000000000364,-664.999999999992,,-1604.000000000004
2017.05.29,-730.9999999999927,-7.999999999995566,-226.99999999999943,-649.9999999999773,,-1615.999999999965
2017.05.29,-723.0000000000069,-7.000000000005002,-202.9999999999976,-652.9999999999916,,-1586.0000000000011
2017.05.29,-720.0000000000095,15.000000000000568,-202.9999999999976,-671.999999999997,,-1580.0000000000036
2017.05.29,-700.999999999996,-1.9999999999953388,-178.99999999999582,-650.999999999982,,-1532.999999999969
2017.05.29,-692.0000000000038,-10.000000000005116,-178.00000000000037,-649.0000000000009,,-1529.00000000001
2017.05.29,-821.000000000005,-206.00000000000307,-241.99999999999778,-608.9999999999804,,-1877.9999999999864
2017.05.30,-838.0000000000055,-251.99999999999534,-251.99999999999667,-567.9999999999836,,-1909.9999999999811
2017.05.30,-853.9999999999992,-233.99999999999466,-297.00000000000284,-589.999999999975,,-1974.9999999999718
2017.05.30,-947.9999999999933,-405.9999999999917,-387.000000000004,-525.999999999982,,-2266.999999999971
2017.05.30,-879.0000000000075,-388.00000000000523,-351.0000000000013,-370.9999999999809,,-1988.999999999995
2017.05.30,-802.9999999999982,-338.99999999999864,-322.00000000000006,-336.9999999999891,,-1800.999999999986
2017.05.30,-852.9999999999926,-444.9999999999932,-368.00000000000165,-349.9999999999943,,-2015.9999999999818
2017.05.30,-811.0000000000061,-448.99999999999807,-334.00000000000097,-218.9999999999941,,-1812.999999999999
2017.05.30,-655.0000000000056,-569.0000000000026,-239.0000000000003,-123.99999999999523,,-1587.0000000000036
2017.05.30,-663.999999999998,-765.9999999999911,-282.0000000000045,204.00000000000773,,-1507.999999999986
2017.05.30,-722.0000000000005,-786.9999999999919,-341.0000000000024,245.00000000000455,,-1604.99999999999
2017.05.30,-729.0000000000018,-784.9999999999966,-353.0000000000033,229.00000000001342,,-1637.9999999999884
2017.05.30,-754.0000000000102,-713.9999999999986,-356.9999999999962,207.00000000002206,,-1617.999999999983
2017.05.30,-780.000000000003,-721.9999999999942,-371.99999999999454,142.00000000002433,,-1731.9999999999675
2017.05.30,-791.0000000000084,-679.9999999999926,-359.99999999999363,87.00000000001751,,-1743.999999999977
2017.05.30,-774.9999999999924,-682.9999999999927,-361.9999999999957,116.00000000001387,,-1703.9999999999668
2017.05.30,-744.0000000000114,-706.9999999999936,-351.0000000000013,221.00000000000364,,-1581.0000000000027
2017.05.30,-723.0000000000069,-698.9999999999981,-329.00000000000153,138.00000000000523,,-1613.0000000000014
2017.05.30,-846.0000000000134,-757.000000000005,-429.99999999999704,92.00000000001296,,-1941.0000000000025
2017.05.30,-978.0000000000122,-921.999999999997,-471.99999999999466,88.00000000002228,,-2283.9999999999814
2017.05.30,-951.000000000013,-893.9999999999912,-483.99999999999557,117.00000000001864,,-2211.999999999981
2017.05.30,-1032.0000000000107,-804.9999999999926,-471.99999999999466,-104.99999999998977,,-2413.9999999999873
2017.05.30,-1225.9999999999939,-759.0000000000003,-578.9999999999961,-574.9999999999886,,-3138.9999999999786
2017.05.30,-1253.9999999999995,-478.9999999999992,-612.0000000000015,-653.9999999999964,,-2998.9999999999964
2017.05.30,-950.0000000000064,-462.99999999999386,-531.9999999999991,-397.99999999999613,,-2342.9999999999955
2017.05.30,-947.9999999999933,-510.0000000000051,-483.0000000000001,-409.9999999999966,,-2350.9999999999955
2017.05.30,-963.0000000000027,-381.0000000000002,-434.000000000001,-578.9999999999793,,-2356.9999999999836
2017.05.30,-920.0000000000097,-343.9999999999941,-402.9999999999978,-563.999999999993,,-2230.9999999999945
2017.05.30,-985.0000000000136,-402.000000000001,-449.9999999999948,-465.99999999997976,,-2302.999999999989
2017.05.30,-1147.9999999999934,-498.9999999999952,-561.0000000000003,-545.9999999999923,,-2753.9999999999814
2017.05.30,-1034.0000000000016,-489.9999999999949,-500.9999999999959,-634.9999999999909,,-2659.999999999983
2017.05.30,-968.9999999999976,-331.00000000000307,-424.9999999999976,-551.9999999999925,,-2276.999999999991
2017.05.30,-1049.0000000000111,-295.0000000000017,-466.9999999999952,-781.9999999999823,,-2592.99999999999
2017.05.30,-880.9999999999984,-248.99999999999523,-378.999999999996,-659.9999999999966,,-2168.9999999999864
2017.05.30,-785.9999999999978,-242.00000000000443,-253.0000000000032,-661.9999999999777,,-1942.9999999999832
2017.05.30,-862.9999999999916,-164.99999999999204,-312.9999999999966,-711.9999999999891,,-2052.999999999969
2017.05.30,-842.9999999999937,-219.99999999999886,-317.0000000000006,-622.9999999999905,,-2002.9999999999839
2017.05.30,-862.0000000000072,-305.9999999999974,-334.00000000000097,-528.9999999999964,,-2031.0000000000018
2017.05.30,-750.0000000000063,-397.99999999999613,-275.000000000003,-330.99999999998886,,-1753.999999999994
2017.05.30,-580.0000000000027,-376.99999999999534,-195.9999999999962,-48.00000000000182,,-1200.9999999999961
2017.05.30,-587.0000000000042,-435.0000000000023,-176.99999999999383,13.00000000000523,,-1185.999999999995
2017.05.30,-581.0000000000093,-411.00000000000136,-168.99999999999693,13.00000000000523,,-1148.0000000000025
2017.05.30,-615.00000000001,-376.0000000000048,-168.99999999999693,-96.99999999997999,,-1256.9999999999918
2017.05.30,-642.0000000000092,-352.00000000000387,-183.99999999999528,-125.0,,-1303.0000000000084
2017.05.30,-645.0000000000067,-347.999999999999,-178.00000000000037,-156.99999999998226,,-1327.9999999999884
2017.05.30,-618.9999999999918,-302.99999999999727,-178.00000000000037,-156.99999999998226,,-1256.9999999999718
2017.05.30,-639.9999999999961,-347.999999999999,-168.99999999999693,-122.99999999999045,,-1279.9999999999825
