date,GBPCHF,CHFJPY,EURGBP,GBPJPY,empty,sum
2017.05.29,-124.99999999999733,22.00000000000557,70.0000000000034,-96.99999999997999,,-129.99999999996834
2017.05.29,-144.0000000000108,144.99999999999602,62.000000000006494,-210.9999999999843,,-147.9999999999926
2017.05.29,-174.99999999999181,134.00000000000034,80.00000000000229,-168.99999999998272,,-129.99999999997192
2017.05.29,-192.99999999999872,162.00000000000614,73.99999999999629,-225.9999999999991,,-182.9999999999954
2017.05.29,-195.9999999999962,213.00000000000807,68.99999999999685,-288.99999999998727,,-202.99999999997854
2017.05.29,-228.00000000000597,147.00000000000557,46.00000000000159,-242.999999999995,,-277.9999999999938
2017.05.29,-290.00000000001245,128.0000000000001,-32.999999999994145,-293.9999999999827,,-488.9999999999892
2017.05.29,-307.00000000001285,269.00000000000546,-51.000000000001044,-486.99999999999477,,-576.0000000000032
2017.05.29,-334.00000000001205,323.0000000000075,-75.00000000000284,-578.9999999999793,,-664.9999999999867
2017.05.29,-324.9999999999975,236.0000000000042,-56.0000000000005,-468.9999999999941,,-613.999999999988
2017.05.29,-293.0000000000099,204.9999999999983,-48.99999999999905,-387.00000000000045,,-524.0000000000111
2017.05.29,-330.0000000000081,204.00000000000773,-68.99999999999685,-427.99999999999727,,-622.9999999999944
2017.05.29,-312.00000000000114,213.00000000000807,-60.00000000000449,-419.9999999999875,,-578.999999999985
2017.05.29,-350.00000000000585,159.9999999999966,-73.00000000000084,-396.99999999999136,,-660.0000000000015
2017.05.29,-428.00000000000614,176.00000000000193,-126.99999999999933,-501.9999999999811,,-880.9999999999847
2017.05.29,-442.9999999999934,120.00000000000455,-139.00000000000023,-447.9999999999791,,-909.9999999999682
2017.05.29,-374.0000000000077,168.99999999999693,-102.99999999999754,-435.0000000000023,,-743.0000000000106
2017.05.29,-435.9999999999919,147.00000000000557,-141.99999999999767,-488.9999999999759,,-919.99999999996
2017.05.29,-412.00000000001234,138.00000000000523,-109.00000000000354,-441.0000000000025,,-824.0000000000132
2017.05.29,-364.9999999999931,155.00000000000114,-98.99999999999353,-408.9999999999918,,-717.9999999999773
2017.05.29,-341.99999999999784,204.9999999999983,-31.000000000003247,-441.0000000000025,,-609.0000000000052
2017.05.29,-354.9999999999942,250.0,-60.00000000000449,-513.9999999999816,,-678.9999999999802
2017.05.29,-303.9999999999932,376.99999999999534,-43.00000000000415,-614.9999999999807,,-584.9999999999827
2017.05.29,-351.99999999999676,364.0000000000043,-73.99999999999629,-658.9999999999918,,-720.9999999999806
2017.05.29,-374.999999999992,375.0,-90.99999999999665,-694.9999999999932,,-785.9999999999818
2017.05.29,-331.999999999999,385.9999999999957,-44.99999999999504,-658.9999999999918,,-649.9999999999901
2017.05.29,-367.0000000000062,365.99999999999966,-85.00000000000173,-673.9999999999782,,-759.9999999999865
2017.05.29,-312.00000000000114,384.00000000000034,-70.99999999999883,-634.9999999999909,,-633.9999999999906
2017.05.29,-313.99999999999204,399.0000000000009,-75.9999999999983,-653.9999999999964,,-644.9999999999858
2017.05.29,-402.0000000000135,353.9999999999992,-76.99999999999375,-693.9999999999884,,-818.9999999999964
2017.05.29,-466.00000000001086,320.99999999999795,-92.99999999999864,-729.9999999999898,,-968.0000000000014
2017.05.29,-506.0000000000064,293.00000000000637,-102.99999999999754,-738.9999999999759,,-1054.9999999999736
2017.05.29,-500.00000000001154,138.9999999999958,-88.99999999999464,-542.0000000000016,,-992.000000000012
2017.05.29,-554.00000000001,64.99999999999773,-110.99999999999443,-510.9999999999957,,-1111.0000000000023
2017.05.29,-601.000000000007,49.99999999999716,-126.99999999999933,-543.9999999999827,,-1221.9999999999918
2017.05.29,-676.9999999999943,7.000000000005002,-127.99999999999478,-576.9999999999982,,-1374.9999999999823
2017.05.29,-573.0000000000013,114.99999999999488,-110.99999999999443,-594.9999999999989,,-1163.9999999999995
2017.05.29,-597.0000000000031,117.999999999995,-136.00000000000279,-622.9999999999905,,-1238.0000000000014
