date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,GBPCHF,CHFJPY,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURNZD,CADJPY,AUDCAD,empty,sum
2021.09.06,-154.99999999999403,0.0,-2.999999999997449,-2.0000000000095497,-112.000000000001,-1.999999999990898,-231.99999999999932,-51.000000000001044,0.0,-178.00000000001148,-403.00000000002,-317.9999999999961,-123.99999999999523,0.0,,-1580.0000000000161
2021.09.06,-206.99999999999054,-58.000000000002494,-8.000000000008,30.9999999999917,-127.00000000001043,78.00000000000028,-263.9999999999958,-110.99999999999443,74.00000000001228,-279.00000000000705,-447.0000000000196,-384.9999999999909,-126.99999999999534,56.0000000000005,,-1774.00000000001
2021.09.06,-178.00000000000037,-42.0000000000087,22.999999999995246,45.99999999999227,-148.99999999999915,167.00000000000603,-239.99999999999488,-92.00000000000318,74.00000000001228,-309.0000000000037,-473.0000000000123,-374.999999999992,-112.99999999999955,97.9999999999981,,-1563.0000000000098
2021.09.06,-178.00000000000037,48.000000000003595,20.999999999982144,80.99999999998886,-142.0000000000199,265.0000000000041,-227.99999999999443,-97.00000000000264,174.0000000000066,-268.0000000000016,-487.0000000000152,-465.99999999998863,-141.9999999999959,108.99999999999244,,-1310.000000000041
2021.09.06,-185.99999999999727,52.99999999999194,19.999999999997797,88.99999999999864,-130.0000000000079,258.0000000000027,-250.0,-122.99999999999534,198.0000000000075,-263.00000000001324,-517.0000000000119,-486.999999999993,-143.99999999999125,100.99999999999554,,-1381.000000000016
2021.09.06,-170.99999999999892,22.999999999995246,70.99999999999883,80.99999999998886,-172.0000000000166,241.00000000000233,-272.99999999999613,-151.9999999999966,173.00000000000182,-274.00000000001864,-625.0000000000089,-532.9999999999835,-129.99999999999545,68.00000000000139,,-1673.0000000000264
2021.09.06,-212.99999999999653,5.000000000010552,19.999999999997797,98.99999999998954,-241.00000000000233,238.99999999998923,-281.0000000000059,-153.99999999999858,165.00000000002046,-332.00000000002115,-770.000000000004,-553.0000000000035,-134.9999999999909,24.999999999997247,,-2126.000000000018
2021.09.06,-223.99999999999088,-35.999999999991594,-7.0000000000014495,137.99999999999102,-285.00000000000193,262.999999999991,-253.0000000000001,-134.0000000000008,197.00000000000273,-367.0000000000062,-800.0000000000007,-561.9999999999958,-112.99999999999955,13.999999999991797,,-2169.0000000000123
2021.09.06,-213.99999999999199,-25.00000000000835,-6.000000000017103,152.00000000000102,-282.0000000000045,256.99999999999613,-265.00000000000057,-124.99999999999733,194.00000000001683,-354.0000000000099,-801.0000000000073,-670.9999999999993,-114.99999999999488,20.999999999993246,,-2234.000000000024
2021.09.06,-217.0000000000005,-12.999999999996348,-11.00000000000545,155.00000000000114,-270.99999999999903,276.00000000000955,-257.99999999999557,-109.00000000000354,208.00000000002683,-356.00000000000074,-777.0000000000055,-699.9999999999895,-131.00000000000023,34.000000000000696,,-2169.999999999958
2021.09.06,-231.99999999999886,11.00000000000545,-24.000000000001798,158.00000000000125,-224.000000000002,292.00000000000335,-248.00000000000466,-100.99999999999554,243.00000000002342,-323.0000000000066,-776.0000000000211,-631.0000000000038,-131.9999999999908,15.999999999993797,,-1970.999999999998
2021.09.06,-240.99999999999122,-18.999999999991246,-53.00000000001415,115.99999999999966,-273.0000000000121,293.0000000000099,-224.99999999999432,-95.00000000000064,156.0000000000059,-362.00000000001785,-798.0000000000098,-604.9999999999889,-129.99999999999545,15.999999999993797,,-2220.0000000000064
2021.09.06,-242.99999999999324,-18.0000000000069,-79.00000000000685,129.99999999999545,-274.00000000001864,306.9999999999906,-189.99999999999773,-85.00000000000173,178.0000000000257,-360.0000000000048,-841.0000000000028,-583.0000000000002,-86.99999999998909,-2.000000000002,,-2147.000000000012
2021.09.06,-271.9999999999945,-59.99999999999339,-117.99999999999588,137.99999999999102,-291.00000000001904,304.9999999999997,-201.99999999999818,-70.0000000000034,149.0000000000009,-352.000000000019,-834.0000000000014,-571.9999999999948,-102.99999999999443,-13.00000000000745,,-2295.00000000003
2021.09.06,-259.9999999999936,-63.99999999999739,-100.0000000000112,167.99999999999216,-297.0000000000139,276.9999999999939,-219.99999999999886,-95.00000000000064,181.0000000000116,-329.00000000000153,-762.0000000000182,-574.9999999999922,-109.99999999999943,24.999999999997247,,-2161.000000000032
2021.09.06,-253.99999999999866,-116.00000000000499,-86.0000000000083,138.9999999999958,-295.0000000000008,232.99999999999432,-210.99999999999852,-122.99999999999534,84.00000000000318,-288.0000000000216,-797.0000000000033,-608.9999999999928,-86.99999999998909,-26.999999999999247,,-2437.000000000019
2021.09.06,-261.0000000000001,-127.99999999999478,-103.00000000000864,128.99999999999068,-297.0000000000139,208.99999999999253,-186.00000000000705,-136.99999999999824,66.0000000000025,-272.00000000000557,-809.0000000000152,-636.9999999999986,-69.00000000000261,-38.0000000000047,,-2533.0000000000637
2021.09.06,-261.0000000000001,-109.00000000000354,-104.00000000001519,129.99999999999545,-267.0000000000172,238.99999999998923,-174.99999999999716,-107.00000000000153,90.00000000000341,-340.00000000000693,-786.00000000002,-573.0000000000013,-78.99999999999352,-9.999999999998899,,-2352.0000000000678
2021.09.06,-286.99999999999284,-89.00000000000574,-85.00000000000173,134.00000000000034,-257.0000000000183,272.00000000000557,-194.00000000000261,-122.99999999999534,136.0000000000241,-314.00000000001427,-754.0000000000102,-559.9999999999827,-138.9999999999958,-11.00000000000545,,-2270.999999999995
2021.09.06,-298.9999999999937,-96.99999999999153,-50.0000000000167,140.99999999999113,-212.00000000001216,261.0000000000001,-207.9999999999984,-131.99999999999878,134.00000000001455,-202.00000000001327,-650.0000000000173,-573.9999999999857,-149.99999999999147,7.9999999999968985,,-2030.0000000000164
2021.09.06,-379.9999999999915,-137.00000000000932,-154.0000000000097,171.99999999999704,-275.000000000003,278.00000000000045,-200.00000000000284,-151.9999999999966,129.0000000000191,-212.00000000001216,-656.0000000000122,-577.9999999999897,-250.0,9.999999999998899,,-2405.000000000011
2021.09.06,-380.999999999998,-180.0000000000024,-162.00000000001768,223.99999999998954,-284.00000000001756,340.00000000000693,-183.00000000000693,-104.00000000000409,138.00000000000523,-222.00000000001108,-705.0000000000001,-455.99999999998977,-188.0000000000024,-17.000000000000348,,-2180.000000000049
2021.09.06,-369.99999999999255,-178.99999999999582,-158.99999999999804,222.99999999999898,-292.00000000000335,290.9999999999968,-215.99999999999397,-110.99999999999443,146.000000000015,-269.00000000000813,-685.0000000000023,-462.9999999999912,-156.99999999999648,-14.000000000002899,,-2254.999999999968
2021.09.06,-356.00000000000074,-147.99999999999258,-158.0000000000137,222.99999999999898,-308.0000000000194,289.0000000000059,-227.99999999999443,-109.99999999999899,180.00000000000682,-281.0000000000201,-666.000000000011,-493.99999999999443,-134.9999999999909,26.999999999999247,,-2165.0000000000255
