names,week,needed_features,accuracy,next_week_prediction_score,next_week_prediction
GBPUSD,15,['USDCHF'],80.0,-0.4783988233988237,B
USDJPY,10,"['GBPUSD', 'GBPCHF']",100.0,0.2237222222222222,S
USDCAD,10,"['EURNZD', 'NZDUSD', 'NZDCHF']",80.0,0.06933333333333339,S
AUDUSD,15,"['EURGBP', 'NZDUSD', 'GBPCHF', 'GBPAUD', 'GBPUSD', 'AUDCAD', 'EURNZD', 'EURCAD']",100.0,-0.82,B
NZDUSD,50,"['AUDCHF', 'NZDUSD']",80.0,0.14141922798787784,S
EURCHF,10,['AUDCHF'],80.0,-1.0,B
CHFJPY,10,"['GBPJPY', 'GBPUSD', 'NZDJPY', 'GBPCHF']",80.0,0.8471904761904762,S
CADCHF,10,"['NZDCAD', 'EURNZD']",80.0,-0.3,B
EURGBP,30,"['USDJPY', 'AUDJPY']",80.0,-0.4129093782034959,B
GBPJPY,10,['EURGBP'],80.0,1.0,S
GBPCAD,15,"['AUDNZD', 'NZDJPY']",80.0,1.0,S
EURJPY,10,"['GBPUSD', 'GBPCHF', 'NZDCHF']",100.0,-0.06979365079365077,B
EURNZD,50,"['NZDCHF', 'NZDCAD', 'EURNZD', 'AUDUSD', 'NZDUSD', 'GBPUSD']",80.0,-0.3832224997224998,B
CADJPY,10,"['GBPUSD', 'GBPCHF']",100.0,0.2701190476190476,S
NZDJPY,50,"['EURUSD', 'USDCHF', 'GBPUSD']",80.0,0.47971614728580697,S
AUDCAD,20,"['CHFJPY', 'GBPCHF']",80.0,-0.6511984126984127,B
NZDCAD,30,"['AUDNZD', 'USDCHF', 'GBPCHF']",80.0,0.11660606060606069,S
