date,GBPUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,EURCHF,CHFJPY,CADCHF,EURGBP,GBPJPY,GBPCAD,EURJPY,EURNZD,CADJPY,NZDJPY,AUDCAD,NZDCAD,empty,sum
2016.11.21,34.000000000000696,987.000000000009,-97.9999999999981,-29.999999999996696,0.0,19.999999999997797,-118.99999999999977,-21.999999999999797,21.999999999999797,1093.0000000000177,-171.99999999999437,-861.9999999999948,-114.99999999999844,-13.00000000000523,-91.99999999999875,4.999999999999449,-48.000000000003595,,590.000000000035
2016.11.21,66.00000000001049,1091.0000000000082,-80.99999999999774,24.000000000001798,-87.99999999999919,-28.000000000005798,-37.00000000000614,-10.999999999994348,9.999999999998899,1183.9999999999975,-192.99999999999872,-1018.9999999999912,-289.0000000000059,51.00000000000193,-106.99999999999932,64.0000000000085,-168.00000000000148,,469.0000000000275
2016.11.21,-206.99999999997942,917.0000000000016,-99.99999999998899,-127.99999999999478,20.999999999993246,-11.00000000000545,-140.00000000000057,29.000000000001247,164.99999999999292,1278.9999999999964,131.99999999999878,-887.999999999991,-120.99999999999334,-72.99999999999329,-112.99999999999955,-127.99999999999478,-32.999999999994145,,601.0000000000491
2016.11.21,-200.00000000000017,1062.0000000000118,-129.00000000000134,-56.99999999999594,-57.00000000000705,12.999999999996348,3.9999999999906777,31.000000000003247,159.9999999999935,1453.000000000003,87.00000000001484,-1027.9999999999916,-263.99999999999756,54.000000000002046,-94.99999999999886,-8.999999999992347,-161.99999999999548,,863.0000000000355
2016.11.21,65.00000000000395,1200.0000000000027,73.99999999999629,29.999999999996696,-219.00000000000253,62.99999999999084,-51.00000000000193,14.000000000002899,166.99999999999494,1325.000000000017,-11.999999999989797,-917.0000000000016,-285.00000000000193,22.00000000000557,-177.99999999999727,-57.99999999999139,-226.99999999999943,,1013.0000000000247
2016.11.21,67.00000000001705,1090.0000000000034,161.99999999999548,26.999999999999247,-238.0000000000049,22.999999999995246,-117.00000000000443,87.00000000000374,95.00000000000064,1181.0000000000116,91.00000000001884,-893.0000000000007,-431.0000000000036,-114.00000000000432,-272.99999999999613,-112.99999999999643,-187.00000000000384,,457.0000000000308
2016.11.21,103.00000000000864,1186.000000000007,191.99999999999218,65.00000000000395,-256.0000000000007,72.0000000000054,-41.00000000001103,92.99999999999864,127.99999999999478,1263.0000000000052,78.00000000000028,-918.9999999999969,-381.0000000000091,-60.99999999999284,-227.99999999999443,-86.99999999999264,-202.9999999999976,,1004.000000000021
2016.11.21,29.00000000001235,1201.9999999999982,235.00000000000742,7.9999999999968985,-171.00000000001003,51.99999999998539,-60.000000000002274,99.00000000000463,190.99999999999673,1362.9999999999995,236.00000000001398,-923.9999999999924,-181.00000000000892,-81.00000000000307,-118.99999999999977,-193.99999999999417,-63.00000000000195,,1622.0000000000027
2016.11.21,-2.999999999997449,1177.0000000000068,252.99999999999213,-7.0000000000014495,-118.00000000000699,59.99999999999339,-109.99999999999943,96.00000000000719,241.00000000000233,1370.0000000000045,299.00000000000483,-859.9999999999994,-15.00000000000945,-112.99999999999955,-79.9999999999983,-227.99999999999488,31.999999999998696,,1994.0000000000027
2016.11.21,-24.999999999986144,1048.0000000000018,202.9999999999976,-43.999999999999595,-74.00000000000739,68.99999999998573,-210.00000000000796,85.00000000000173,239.99999999999577,1234.0000000000089,265.0000000000041,-742.999999999995,51.000000000001044,-176.00000000000193,-123.00000000000466,-239.99999999999577,51.000000000001044,,1610.9999999999995
2016.11.21,-46.999999999997044,986.0000000000042,100.99999999999554,-83.9999999999952,-139.00000000000023,55.99999999998939,-219.99999999999886,64.0000000000085,204.99999999999963,1169.0000000000111,153.00000000000313,-745.0000000000045,-174.99999999999181,-159.9999999999966,-237.99999999999955,-221.99999999999997,-104.99999999999955,,599.0000000000284
