,name,direction
0,USDCHF,S
1,GBPUSD,B
2,EURUSD,B
3,USDJPY,S
4,AUDUSD,B
5,GBPCHF,S
6,EURGBP,B
7,EURNZD,B
8,CADJPY,S
9,AUDCAD,B
