date,USDCHF,GBPUSD,EURUSD,USDJPY,AUDUSD,GBPCHF,EURGBP,EURNZD,CADJPY,AUDCAD,empty,sum
2015.04.06,-34.000000000000696,-113.99999999999189,-102.00000000000209,0.0,-11.00000000000545,-215.99999999999397,0.0,0.0,-173.00000000000182,-155.00000000000514,,-805.000000000001
2015.04.06,0.999999999995449,-117.99999999999588,-88.0000000000214,71.99999999998852,-57.00000000000705,-177.99999999998929,96.00000000000719,540.0000000000072,-161.00000000000136,-152.00000000000767,,-45.000000000024386
2015.04.06,-82.00000000000429,-167.00000000000603,-133.00000000000534,-16.000000000005343,-152.00000000000767,-251.99999999998556,65.99999999999939,556.0000000000009,-307.00000000000216,-231.0000000000034,,-718.0000000000194
2015.04.06,-94.00000000000519,-90.99999999999665,-112.000000000001,-11.00000000000989,-101.00000000000664,-193.99999999998306,139.00000000000023,516.0000000000053,-79.9999999999983,-80.00000000000229,,-107.99999999999751
2015.04.06,-11.00000000000545,0.0,-1.0000000000065512,34.99999999999659,-48.000000000003595,-165.9999999999995,158.99999999999804,439.99999999999596,-102.00000000000387,-4.999999999999449,,300.9999999999722
2015.04.06,-114.00000000000298,9.999999999998899,-73.00000000001194,70.99999999999795,23.999999999990695,-378.999999999996,125.00000000000844,296.0000000000074,-84.00000000000318,47.9999999999925,,-76.0000000000183
2015.04.06,-146.00000000000168,-75.00000000000284,-157.00000000000713,-14.000000000010004,25.999999999992696,-329.99999999998585,113.00000000000753,103.00000000000864,-168.99999999999693,39.00000000000014,,-609.9999999999955
2015.04.06,-126.0000000000039,-66.99999999999484,-172.0000000000166,-120.00000000000455,-4.000000000004,-289.9999999999903,89.00000000000574,151.00000000001222,-284.000000000006,-42.0000000000087,,-865.0000000000109
2015.04.06,-221.00000000000452,-201.99999999999108,-272.00000000000557,-226.0000000000133,-236.00000000000287,-323.99999999999096,90.0000000000012,226.99999999999943,-317.99999999999784,-223.00000000000654,,-1705.000000000012
2015.04.06,-201.00000000000674,-143.99999999998857,-223.00000000001762,-222.0000000000084,-184.00000000000637,-348.9999999999993,106.00000000000608,365.0000000000153,-307.00000000000216,-226.00000000000398,,-1385.0000000000118
2015.04.06,-197.99999999999818,-153.00000000000313,-267.0000000000172,-217.00000000001296,-262.00000000000665,-356.9999999999851,48.000000000003595,380.00000000000256,-299.0000000000066,-294.00000000000534,,-1619.000000000029
2015.04.06,-168.99999999999693,-35.999999999991594,-246.00000000001288,-202.0000000000124,-199.00000000000472,-412.9999999999967,25.00000000000835,314.99999999999864,-313.0000000000024,-258.0000000000027,,-1496.0000000000132
2015.04.06,-168.00000000000148,12.999999999996348,-239.00000000001143,-145.00000000001023,-195.00000000000074,-400.00000000000034,30.000000000007798,395.000000000012,-270.00000000001023,-240.00000000000688,,-1219.000000000025
2015.04.06,-128.00000000000588,9.999999999998899,-211.00000000000563,-174.0000000000066,-163.00000000000205,-330.9999999999924,50.0000000000056,312.00000000000114,-281.0000000000059,-192.99999999999872,,-1109.0000000000116
