date,USDCHF,GBPUSD,EURUSD,USDJPY,AUDUSD,GBPCHF,EURGBP,EURNZD,CADJPY,AUDCAD,empty,sum
2015.04.06,39.999999999995595,49.99999999999449,-52.000000000007596,87.99999999999386,27.999999999994696,-133.99999999998968,97.9999999999981,649.999999999995,-130.00000000000966,-47.00000000000814,,590.9999999999566
2015.04.06,56.99999999999594,-61.99999999998429,-62.000000000006494,88.99999999999864,-38.0000000000047,-3.999999999981796,106.00000000000608,605.0000000000111,-143.00000000000068,-134.0000000000008,,414.0000000000331
2015.04.06,-63.00000000000195,-92.00000000000318,-93.00000000000975,-11.00000000000989,-94.00000000000519,-126.99999999998823,177.00000000000495,581.0000000000093,-55.999999999997385,-21.00000000000435,,200.99999999999434
2015.04.06,12.999999999996348,9.999999999998899,14.999999999987246,69.99999999999318,-45.000000000006146,-110.99999999999443,197.00000000000273,592.9999999999991,-39.00000000000148,-1.0000000000065512,,701.9999999999688
2015.04.06,19.00000000000235,85.00000000000173,97.9999999999981,119.99999999999034,69.9999999999923,-160.99999999998892,216.0000000000051,458.00000000000284,-67.00000000000728,68.00000000000139,,905.9999999999978
2015.04.06,-114.00000000000298,16.000000000016,-65.00000000000395,80.99999999998886,36.999999999998145,-313.99999999999204,141.00000000000225,334.9999999999964,-67.00000000000728,62.99999999999084,,112.99999999998627
2015.04.06,-97.9999999999981,-25.999999999992696,-108.00000000001918,0.0,102.99999999999754,-247.99999999998158,131.99999999999878,200.00000000000017,-162.9999999999967,108.99999999999244,,-98.99999999999935
2015.04.06,-124.99999999999733,-32.999999999994145,-162.00000000001768,-88.00000000000807,4.999999999999449,-285.99999999998624,100.00000000000009,248.00000000000378,-236.0000000000042,-12.000000000000899,,-589.0000000000053
2015.04.06,-150.00000000000568,-87.99999999999919,-179.00000000001802,-168.00000000000637,-154.0000000000097,-268.0000000000016,118.00000000000699,479.0000000000072,-267.0000000000101,-170.99999999999892,,-848.0000000000355
2015.04.06,-175.99999999999838,-136.99999999998712,-220.00000000002018,-179.00000000000205,-179.00000000000693,-261.9999999999845,114.99999999999844,441.0000000000025,-287.9999999999967,-216.0000000000051,,-1101.0
2015.04.06,-145.00000000000622,-7.999999999985796,-220.00000000002018,-180.00000000000682,-190.00000000000128,-333.9999999999899,53.999999999998494,388.0000000000106,-277.000000000001,-219.00000000000253,,-1131.0000000000045
2015.04.06,-168.00000000000148,29.999999999996696,-200.00000000000017,-138.00000000000523,-186.00000000000838,-396.9999999999807,47.00000000000814,439.0000000000116,-265.00000000000057,-233.00000000000543,,-1070.9999999999852
