date,GBPUSD,USDCAD,AUDUSD,CADCHF,AUDCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,EURCAD,EURNZD,CADJPY,AUDJPY,NZDJPY,NZDCAD,empty,sum
2017.04.24,89.00000000000574,245.0000000000063,-2.999999999997449,63.00000000000195,-163.99999999999747,-217.99999999999596,178.99999999999582,426.9999999999925,418.9999999999916,-89.99999999999008,198.99999999999363,-286.00000000000136,408.00000000000125,-284.000000000006,-58.99999999999794,,925.0000000000024
2017.04.24,32.999999999994145,215.99999999999397,35.00000000000725,-85.00000000000173,-23.999999999990695,-82.99999999999974,24.999999999997247,367.999999999995,317.9999999999961,82.00000000000429,8.999999999992347,-216.00000000000819,319.0000000000026,-216.99999999999875,-51.99999999999649,,727.9999999999874
2017.04.24,-103.99999999999298,226.99999999999943,-224.9999999999974,0.0,142.00000000000878,-31.000000000003247,2.999999999997449,794.9999999999875,130.99999999999224,-53.999999999998494,-192.00000000001438,-356.9999999999993,747.9999999999905,-531.9999999999965,143.00000000000423,,693.9999999999777
2017.04.24,-104.99999999999955,242.99999999999324,-89.99999999999008,-39.00000000000014,38.0000000000047,-153.99999999999858,17.999999999995797,793.9999999999827,141.99999999999767,-68.00000000000139,182.99999999999983,-373.00000000000466,605.9999999999945,-374.00000000000944,-75.00000000000284,,745.9999999999618
2017.04.24,31.000000000003247,249.99999999999466,-147.99999999999258,36.999999999998145,18.0000000000069,-192.00000000000327,183.99999999999528,603.0000000000086,332.9999999999833,-210.99999999998343,268.0000000000016,-350.0000000000085,638.9999999999958,-378.0000000000001,-36.0000000000027,,1047.9999999999968
2017.04.24,9.999999999998899,275.000000000003,-133.99999999998968,43.00000000000415,-15.999999999993797,-246.00000000000176,173.00000000000094,699.9999999999886,344.99999999999534,-174.99999999999181,329.99999999998585,-409.000000000006,667.9999999999922,-387.00000000000045,-98.99999999999353,,1077.999999999992
2017.04.24,-18.0000000000069,248.00000000000378,-44.99999999999504,180.0000000000024,-226.99999999999943,-380.999999999998,388.9999999999949,817.0000000000073,278.9999999999848,-621.9999999999892,807.0000000000022,-442.0000000000073,619.9999999999903,-406.9999999999965,-107.00000000000153,,1090.9999999999916
2017.04.24,-136.00000000000279,270.99999999999903,-44.99999999999504,121.99999999999989,-181.9999999999933,-317.0000000000006,253.99999999999866,746.0000000000093,137.9999999999937,-492.9999999999879,655.9999999999899,-337.0000000000033,498.9999999999952,-320.99999999999795,-97.00000000000264,,758.0000000000022
2017.04.24,-246.99999999999721,303.9999999999932,-180.99999999999784,163.00000000000205,-106.99999999999044,-239.99999999999577,200.99999999999562,971.0000000000036,35.999999999991594,-495.000000000001,392.9999999999989,-422.00000000001125,715.0000000000034,-530.0000000000011,58.99999999999794,,619.9999999999918
2017.04.24,-245.99999999999068,347.0000000000084,-161.00000000000003,234.99999999999633,-225.99999999999287,-332.99999999999443,258.9999999999981,984.0000000000089,91.99999999998099,-540.9999999999915,495.000000000001,-453.00000000000296,695.999999999998,-531.9999999999965,28.000000000005798,,644.0000000000284
2017.04.24,-385.99999999999744,375.9999999999986,-179.99999999999127,326.9999999999995,-316.99999999998954,-437.999999999994,278.00000000000045,1125.0,-58.000000000002494,-702.0000000000026,702.9999999999869,-460.9999999999985,709.0000000000032,-520.0000000000102,2.000000000002,,458.0000000000045
2017.04.24,-314.99999999999864,336.00000000000296,-148.99999999999915,317.9999999999961,-311.99999999999005,-427.99999999999505,231.0000000000034,978.0000000000086,-19.00000000001345,-587.9999999999885,574.9999999999922,-398.00000000001035,634.9999999999909,-460.9999999999985,2.999999999997449,,405.9999999999979
2017.04.24,-200.00000000000017,270.99999999999903,-135.99999999999167,295.99999999999625,-270.99999999999903,-415.99999999999415,224.000000000002,900.0000000000057,60.99999999999994,-512.9999999999857,519.9999999999872,-387.00000000000045,649.9999999999915,-447.00000000000273,-12.000000000000899,,540.0000000000068
2017.04.24,-310.9999999999946,234.00000000000088,-145.9999999999906,370.9999999999991,-312.9999999999966,-471.99999999999466,187.9999999999993,1057.9999999999927,-139.00000000000023,-617.0000000000009,598.999999999994,-385.0000000000051,683.9999999999975,-454.9999999999983,7.9999999999968985,,303.9999999999994
2017.04.24,-289.9999999999903,235.99999999999176,-152.99999999999204,365.0000000000042,-301.9999999999912,-434.9999999999965,194.0000000000053,1049.999999999983,-109.00000000000354,-600.0000000000006,509.99999999998823,-394.00000000000546,700.0000000000028,-501.0000000000048,55.000000000005045,,325.99999999999596
