date,EURCHF,CHFJPY,NZDCHF,EURCAD,empty,sum
2017.06.05,-143.99999999998857,-368.9999999999998,-90.0000000000012,-161.99999999999548,,-764.999999999985
2017.06.05,-45.99999999999049,-389.00000000001,-82.99999999999974,-150.99999999999002,,-668.9999999999902
2017.06.05,-21.00000000000435,-435.0000000000023,-149.99999999999457,-225.00000000000853,,-831.0000000000097
2017.06.05,0.0,-405.00000000000114,-141.00000000000225,-197.00000000000273,,-743.0000000000061
2017.06.05,1.0000000000065512,-380.00000000000966,-136.00000000000279,-225.99999999999287,,-740.9999999999987
2017.06.05,12.999999999996348,-384.00000000000034,-126.0000000000039,-252.99999999999213,,-750.0
2017.06.05,8.999999999992347,-398.00000000001035,-168.00000000000148,-211.99999999998997,,-769.0000000000095
2017.06.05,8.000000000008,-344.0000000000083,-166.99999999999494,-168.99999999999693,,-671.9999999999922
2017.06.05,7.0000000000014495,-328.00000000000296,-200.99999999999562,-158.99999999999804,,-680.9999999999951
2017.06.05,8.999999999992347,-415.00000000000625,-200.99999999999562,-117.99999999999588,,-725.0000000000055
2017.06.05,11.999999999989797,-438.0000000000024,-117.99999999999588,-104.99999999999955,,-649.0000000000081
2017.06.05,8.999999999992347,-435.0000000000023,-90.0000000000012,-103.00000000000864,,-619.0000000000198
2017.06.05,17.000000000000348,-406.0000000000059,-46.999999999997044,-93.00000000000975,,-529.0000000000124
2017.06.05,19.999999999997797,-400.0000000000057,-31.000000000003247,66.00000000001049,,-345.0000000000007
2017.06.05,17.000000000000348,-400.0000000000057,-19.999999999997797,100.0000000000112,,-302.9999999999919
2017.06.05,14.000000000002899,-368.0000000000092,-0.999999999995449,107.99999999999699,,-247.00000000000477
2017.06.05,35.00000000000725,-444.0000000000026,-17.000000000000348,113.00000000000753,,-312.9999999999882
2017.06.05,28.000000000005798,-409.000000000006,-56.99999999999594,123.99999999999079,,-314.0000000000054
2017.06.05,18.0000000000069,-379.0000000000049,-61.999999999995396,106.99999999999044,,-316.00000000000296
2017.06.05,-25.999999999992696,-387.00000000000045,-78.99999999999574,87.99999999999919,,-403.9999999999897
2017.06.05,-36.999999999998145,-346.00000000000364,-78.99999999999574,78.00000000000028,,-383.9999999999972
2017.06.05,21.00000000000435,-332.00000000000784,-119.00000000000244,82.00000000000429,,-348.0000000000017
2017.06.05,15.999999999993797,-327.0000000000124,-126.99999999999933,161.99999999999548,,-276.0000000000224
2017.06.05,-12.999999999996348,-364.0000000000043,-178.00000000000037,195.9999999999962,,-359.00000000000483
2017.06.05,-68.00000000000139,-349.00000000000375,-180.0000000000024,261.0000000000001,,-336.0000000000074
2017.06.05,-36.999999999998145,-365.0000000000091,-197.00000000000273,279.99999999999136,,-319.00000000001864
2017.06.05,-82.99999999998863,-370.00000000000455,-246.99999999999721,316.0000000000052,,-383.9999999999853
2017.06.05,-107.99999999999699,-278.0000000000058,-207.99999999999707,428.9999999999905,,-165.00000000000938
2017.06.05,-95.00000000000064,-258.0000000000098,-224.9999999999974,377.0000000000051,,-201.00000000000273
2017.06.05,-53.999999999998494,-217.00000000001296,-214.99999999999852,285.00000000000193,,-201.00000000000807
2017.06.05,-52.99999999999194,-203.00000000000296,-229.00000000000142,251.00000000000122,,-233.99999999999508
2017.06.05,-32.0000000000098,-212.0000000000033,-254.99999999999412,297.9999999999983,,-201.00000000000892
2017.06.05,-32.999999999994145,-272.00000000000557,-248.00000000000378,184.00000000000637,,-368.99999999999716
2017.06.05,-43.999999999999595,-280.00000000000114,-282.99999999999994,113.00000000000753,,-493.9999999999932
2017.06.05,-51.000000000001044,-245.00000000000455,-285.00000000000193,129.00000000000134,,-452.00000000000614
2017.06.05,-72.0000000000054,-179.00000000000205,-275.99999999999847,161.99999999999548,,-365.00000000001046
2017.06.05,-68.00000000000139,-164.00000000000148,-275.000000000003,187.00000000000384,,-320.00000000000205
2017.06.05,-34.000000000000696,-109.00000000000887,-322.00000000000006,235.00000000000742,,-230.0000000000022
2017.06.05,24.000000000001798,-117.00000000000443,-339.0000000000004,272.99999999998994,,-159.00000000001313
2017.06.05,8.999999999992347,-97.00000000000841,-334.9999999999964,287.9999999999994,,-135.00000000001313
2017.06.05,24.000000000001798,-107.00000000001353,-339.99999999999585,313.00000000000773,,-109.99999999999989
