date,USDCHF,AUDUSD,GBPCHF,CADCHF,AUDCHF,EURGBP,EURCAD,AUDJPY,AUDCAD,NZDCAD,empty,sum
2016.10.31,-22.999999999995246,-8.000000000008,-36.0000000000138,-31.000000000003247,-41.000000000002146,-29.000000000001247,-77.00000000001594,-46.999999999997044,-96.99999999999153,-73.00000000000084,,-462.0000000000291
2016.10.31,17.999999999995797,34.99999999999615,-104.99999999999955,-26.000000000003798,-51.000000000001044,-104.99999999999955,-100.0000000000112,-67.99999999999784,-102.00000000000209,-48.99999999999905,,-553.0000000000222
2016.10.31,19.00000000000235,6.999999999990347,-120.00000000000898,-53.999999999998494,-31.999999999998696,-114.99999999999844,-168.99999999999693,-70.00000000000739,-119.00000000000244,-41.9999999999976,,-695.0000000000163
2016.10.31,-12.000000000000899,-18.0000000000069,-253.99999999999866,-55.000000000005045,4.000000000004,-204.99999999999963,-184.00000000000637,-34.000000000006025,-86.99999999999264,-48.99999999999905,,-894.0000000000113
2016.10.31,12.000000000000899,-16.0000000000049,-185.00000000001293,-72.0000000000054,-51.99999999999649,-175.99999999999838,-226.00000000001506,-76.00000000000762,-156.00000000000057,-274.9999999999919,,-1222.0000000000323
2016.10.31,34.000000000000696,63.99999999999739,-121.99999999999989,-41.000000000002146,-70.99999999999883,-144.99999999999514,-192.99999999999872,43.99999999999693,-167.00000000000603,-240.99999999999122,,-837.999999999997
2016.10.31,75.9999999999983,41.9999999999976,-127.00000000001043,-57.00000000000705,-4.000000000004,-144.99999999999514,-222.00000000001108,18.999999999991246,-76.0000000000094,-212.99999999999653,,-707.0000000000465
2016.10.31,50.0000000000056,-60.00000000000449,-171.99999999999437,-67.00000000000594,19.999999999997797,-181.9999999999933,-248.00000000000378,87.0000000000033,-58.000000000002494,-147.99999999999258,,-777.9999999999903
2016.10.31,85.00000000000173,-28.000000000005798,-124.99999999999733,-85.00000000000173,51.000000000001044,-166.99999999999494,-314.00000000001427,120.99999999999511,-5.999999999994898,-184.99999999999073,,-653.0000000000018
2016.10.31,82.00000000000429,-64.0000000000085,-95.00000000000064,-85.99999999999719,94.00000000000519,-159.9999999999935,-321.0000000000157,207.9999999999984,43.999999999999595,-184.99999999999073,,-482.99999999999875
2016.10.31,70.99999999999883,-106.00000000000608,-77.00000000001594,-97.9999999999981,138.00000000000477,-159.9999999999935,-381.0000000000091,245.00000000000455,62.99999999999084,-234.00000000000088,,-539.0000000000246
2016.10.31,31.000000000003247,-101.00000000000664,-78.00000000000028,-80.00000000000229,129.00000000000134,-153.99999999999858,-340.00000000000693,230.99999999999454,62.99999999999084,-202.9999999999976,,-502.00000000002234
2016.10.31,26.000000000003798,-168.00000000000148,-72.0000000000054,-68.00000000000139,138.00000000000477,-164.99999999999292,-354.0000000000099,254.99999999999545,78.00000000000028,-142.99999999999312,,-472.9999999999999
2016.10.31,12.999999999996348,-165.00000000000404,-68.00000000000139,-70.0000000000034,146.00000000000168,-182.99999999999983,-374.0000000000077,240.99999999999966,86.99999999999264,-149.99999999999457,,-523.0000000000205
2016.10.31,4.000000000004,-189.00000000000583,-78.00000000000028,-60.99999999999994,163.00000000000205,-175.00000000000293,-358.00000000001387,307.00000000000216,123.00000000000644,-168.99999999999693,,-433.0000000000052
2016.10.31,-0.999999999995449,-218.00000000000708,-93.00000000000975,-92.00000000000318,173.9999999999964,-182.99999999999983,-385.99999999999744,263.9999999999958,113.00000000000753,-208.99999999999253,,-631.0000000000056
2016.10.31,31.000000000003247,-156.00000000000057,-53.999999999998494,-94.00000000000519,148.0000000000037,-153.99999999999858,-404.0000000000044,253.0000000000001,68.00000000000139,-231.99999999999886,,-593.9999999999976
2016.10.31,70.99999999999883,-139.00000000000023,-73.00000000001194,-114.00000000000298,158.0000000000026,-156.00000000000057,-421.0000000000047,271.0000000000008,59.99999999999339,-222.99999999999542,,-566.0000000000202
2016.10.31,67.00000000000594,-106.00000000000608,-102.00000000000209,-114.99999999999844,136.00000000000279,-190.99999999999673,-436.00000000001415,253.99999999999068,59.000000000009045,-256.0000000000007,,-690.0000000000098
2016.10.31,58.99999999999794,-170.99999999999892,-53.999999999998494,-167.00000000000603,143.00000000000423,-153.99999999999858,-536.0000000000032,295.99999999999227,31.000000000003247,-256.0000000000007,,-809.0000000000082
2016.10.31,72.0000000000054,-194.0000000000053,-246.99999999999721,-275.99999999999847,211.00000000000563,-249.99999999999466,-707.0000000000132,393.0000000000007,-26.999999999999247,-329.999999999997,,-1354.9999999999934
2016.10.31,136.99999999999824,-162.0000000000066,-200.00000000000017,-314.0000000000032,241.99999999999778,-253.99999999999866,-772.0000000000172,381.0000000000002,-103.00000000000864,-359.99999999999363,,-1405.0000000000318
2016.10.31,128.00000000000588,-138.00000000000477,-114.99999999999844,-280.9999999999979,211.00000000000563,-231.99999999999886,-827.0,343.0000000000035,-86.99999999999264,-372.99999999999,,-1370.9999999999675
2016.10.31,85.00000000000173,-126.99999999999933,-114.99999999999844,-278.00000000000045,178.00000000000037,-234.99999999999633,-760.0000000000051,316.0000000000025,-95.00000000000064,-303.9999999999932,,-1334.999999999989
2016.10.31,63.99999999999739,-131.00000000000333,-36.0000000000138,-251.00000000000122,139.00000000000023,-209.9999999999991,-800.0000000000007,358.99999999999466,-96.00000000000719,-339.0000000000004,,-1301.0000000000334
2016.10.31,92.00000000000318,-106.00000000000608,-25.00000000000835,-236.99999999999832,138.00000000000477,-190.00000000000128,-736.0000000000033,341.99999999999875,-96.99999999999153,-297.9999999999983,,-1117.0000000000005
2016.10.31,138.00000000000477,-119.00000000000244,18.999999999991246,-270.99999999999903,173.00000000000094,-139.99999999999568,-828.0000000000065,343.9999999999941,-112.000000000001,-335.99999999999187,,-1132.0000000000055
2016.10.31,136.00000000000279,-93.00000000000975,-36.0000000000138,-296.0000000000074,168.00000000000148,-185.00000000000182,-866.0000000000113,358.99999999999466,-147.00000000000824,-378.00000000000057,,-1338.0000000000541
2016.10.31,80.00000000000229,-154.0000000000097,-52.000000000007596,-292.00000000000335,189.00000000000583,-231.0000000000034,-883.9999999999959,393.99999999999125,-156.00000000000057,-358.9999999999982,,-1465.0000000000193
2016.10.31,51.000000000001044,-148.99999999999915,48.000000000003595,-246.99999999999721,156.99999999999602,-186.99999999999272,-899.0000000000053,408.9999999999918,-73.00000000001194,-318.99999999999153,,-1209.0000000000052
2016.10.31,94.00000000000519,-101.00000000000664,100.99999999999554,-226.00000000000398,148.99999999999915,-154.99999999999403,-850.0000000000174,378.9999999999907,-65.00000000000395,-306.9999999999906,,-981.0000000000261
2016.10.31,144.99999999999514,-106.00000000000608,11.00000000000545,-248.99999999999923,197.99999999999818,-125.99999999999278,-741.0000000000139,325.00000000000284,-51.000000000001044,-256.99999999999613,,-851.0000000000075
2016.10.31,183.99999999999528,-60.00000000000449,-5.999999999994898,-233.00000000000543,185.99999999999727,-146.99999999999713,-743.0000000000048,325.00000000000284,-82.00000000000429,-270.99999999999903,,-847.0000000000148
2016.10.31,214.99999999999852,-26.999999999999247,-49.99999999999449,-216.0000000000051,134.0000000000008,-175.00000000000293,-673.0000000000125,301.9999999999925,-66.00000000001049,-221.99999999999997,,-778.000000000033
