date,USDCHF,GBPUSD,EURUSD,USDCAD,AUDUSD,GBPCHF,EURCHF,CHFJPY,EURGBP,GBPJPY,GBPCAD,EURJPY,CADJPY,AUDJPY,NZDCAD,AUDNZD,empty,sum
2015.01.26,-172.99999999998983,34.000000000000696,74.99999999998064,35.999999999991594,112.000000000001,200.00000000000017,43.999999999999595,131.00000000000023,112.000000000001,163.0000000000109,-69.00000000000794,-68.00000000001205,-198.0000000000075,30.000000000001137,212.99999999999653,51.000000000001044,,692.9999999999671
2015.01.26,-102.99999999999754,53.00000000001415,66.99999999999484,-29.999999999996696,-63.00000000000195,78.00000000000028,-31.999999999998696,78.00000000000296,92.00000000000318,111.99999999999477,-161.99999999999548,-63.0000000000166,-133.00000000000978,-153.99999999999636,236.00000000000287,358.9999999999982,,334.99999999999807
2015.01.26,-25.999999999992696,147.00000000000824,240.9999999999801,-45.000000000006146,70.99999999999883,-121.99999999999989,-282.99999999999994,151.00000000001046,156.99999999999602,-341.0000000000082,-36.0000000000138,389.99999999998636,49.99999999999716,180.00000000000682,256.99999999999613,221.00000000000452,,1011.9999999999641
2015.01.26,-121.99999999999989,165.00000000001512,79.99999999999119,-175.99999999999838,60.00000000000449,8.999999999992347,-53.00000000000304,296.99999999999704,46.999999999997044,-337.99999999999386,-229.99999999999687,189.99999999999773,140.00000000000057,159.00000000000603,146.00000000000168,220.00000000002018,,594.0000000000314
2015.01.26,135.00000000000733,-48.000000000003595,-292.00000000000335,-75.00000000000284,-127.99999999999478,-187.00000000000384,21.999999999999797,-449.99999999998863,-95.99999999999609,347.0000000000084,-327.99999999999494,-566.0000000000025,-169.00000000001114,-292.0000000000016,31.000000000003247,257.0000000000183,,-1838.9999999999663
2015.01.26,233.00000000000543,15.00000000000945,-175.99999999999838,-123.00000000000644,-60.99999999999994,-391.9999999999924,-180.99999999999784,-492.999999999995,-51.000000000001044,135.99999999999568,-320.00000000000915,-337.0000000000175,-62.00000000001182,-141.9999999999959,107.00000000000153,302.0000000000023,,-1545.000000000011
2015.01.26,267.00000000000614,56.99999999999594,-209.9999999999991,-66.99999999999484,-165.00000000000404,-500.9999999999959,-210.99999999999451,-676.9999999999925,-97.00000000000264,185.00000000000227,-184.00000000000637,-450.00000000001705,-158.00000000000125,-316.99999999999307,-16.0000000000049,251.00000000000122,,-2293.000000000001
2015.01.26,302.0000000000023,87.99999999999919,-191.00000000000784,-25.00000000000835,-114.00000000000298,-541.9999999999981,-263.99999999999756,-705.9999999999889,-97.00000000000264,223.0000000000132,-87.00000000001484,-483.0000000000041,-230.00000000000398,-290.9999999999968,87.99999999999919,257.0000000000183,,-2071.999999999994
2015.01.26,191.00000000000784,76.0000000000094,-172.0000000000166,-5.999999999994898,-107.00000000000153,-381.99999999999346,-168.00000000000148,-532.999999999987,-80.99999999999774,189.99999999999773,-76.0000000000094,-429.00000000000205,-219.0000000000083,-266.9999999999959,82.99999999999974,243.00000000001543,,-1656.999999999978
2015.01.26,-135.99999999999167,148.00000000001478,-39.00000000001125,-83.00000000001084,60.99999999999994,38.0000000000047,112.000000000001,20.000000000010232,-27.999999999994696,-26.999999999986812,-96.00000000000719,-171.99999999999704,-88.00000000000807,1.0000000000047748,75.9999999999983,74.0000000000185,,-138.99999999995535
2015.01.26,-34.000000000000696,124.00000000001299,-211.00000000000563,-106.00000000000608,29.000000000001247,-96.00000000000719,109.99999999999899,-156.0000000000059,-132.99999999999423,51.9999999999925,-156.00000000000057,-414.0000000000157,-102.00000000000387,-61.99999999999761,-21.999999999999797,14.000000000002899,,-1163.0000000000286
2015.01.26,71.00000000000995,127.00000000001043,-258.0000000000027,-134.99999999999625,12.000000000000899,-245.0000000000063,43.999999999999595,-207.9999999999984,-163.99999999999747,-68.9999999999884,-195.9999999999962,-378.9999999999907,-19.000000000005457,-18.999999999991246,-16.0000000000049,68.00000000000139,,-1385.999999999956
2015.01.26,8.000000000008,107.99999999999699,-260.0000000000158,-131.99999999999878,19.00000000000235,-134.99999999999625,117.99999999999588,-120.00000000000455,-156.99999999999602,-54.000000000002046,-217.0000000000005,-381.0000000000002,-16.000000000005343,-9.999999999990905,85.00000000000173,175.99999999999838,,-968.000000000007
2015.01.26,82.00000000000429,107.00000000001265,-228.00000000000597,-136.00000000000279,38.0000000000047,-238.0000000000049,26.000000000003798,-253.99999999999068,-132.99999999999423,19.000000000005457,-225.00000000000853,-396.99999999999136,-51.00000000000193,-24.999999999991473,93.99999999999409,160.00000000000458,,-1160.9999999999623
2015.01.26,132.0000000000099,46.999999999997044,-301.0000000000179,-102.00000000000209,-21.999999999999797,-282.0000000000045,-12.999999999996348,-384.9999999999909,-159.9999999999935,110.00000000001364,-241.00000000000233,-490.0000000000091,-91.99999999999875,-103.9999999999992,54.999999999993946,168.0000000000126,,-1679.9999999999873
2015.01.26,54.00000000000959,6.000000000017103,-351.0000000000124,-58.000000000002494,-131.00000000000333,-120.00000000000898,151.9999999999966,-284.9999999999966,-168.00000000000148,217.00000000001296,-241.00000000000233,-587.9999999999939,-157.0000000000107,-263.9999999999958,80.99999999999774,306.00000000000625,,-1546.9999999999877
2015.01.26,19.00000000000235,-24.000000000001798,-441.0000000000025,-86.0000000000083,-39.00000000000014,-51.000000000001044,273.000000000001,-453.9999999999793,-212.00000000000108,532.0000000000107,-310.0000000000103,-902.9999999999916,-291.000000000011,-299.99999999999716,122.99999999999534,253.99999999999866,,-1909.999999999996
2015.01.26,-31.999999999998696,-124.99999999999733,-668.0000000000019,-53.00000000001415,-185.99999999999727,120.00000000000898,524.9999999999977,-465.0000000000034,-314.99999999999864,760.9999999999957,-371.00000000001023,-1252.0000000000095,-371.9999999999999,-531.9999999999965,-84.0000000000063,188.00000000001037,,-2861.000000000021
2015.01.26,-39.00000000000014,-34.99999999998504,-480.99999999999807,-87.00000000001484,-60.99999999999994,53.999999999998494,370.00000000000364,-617.999999999995,-234.00000000000088,848.0000000000132,-327.00000000001063,-1176.9999999999925,-447.00000000000273,-484.99999999999943,58.000000000002494,218.00000000000708,,-2442.9999999999745
2015.01.26,292.00000000000335,-314.99999999999864,-884.0000000000181,14.000000000002899,-180.99999999999784,-188.00000000001037,341.99999999999784,-1233.000000000004,-361.0000000000002,1350.999999999999,-496.00000000000756,-1789.999999999992,-621.0000000000093,-724.9999999999943,-90.99999999999665,121.00000000001555,,-4765.000000000011
2015.01.26,-387.99999999999943,-130.99999999999224,-809.9999999999997,-119.00000000000244,-212.99999999999653,676.9999999999943,1056.0000000000014,-231.99999999999932,-409.99999999999926,1197.0000000000027,-497.0000000000141,-1737.9999999999995,-551.0000000000019,-793.9999999999969,-31.999999999998696,356.00000000000074,,-2629.000000000001
2015.01.26,-692.9999999999992,-55.99999999998939,-870.9999999999995,-226.00000000001506,-180.0000000000024,1039.9999999999966,1429.0000000000025,171.99999999999704,-458.00000000000284,1200.9999999999934,-554.00000000001,-1877.0000000000095,-484.99999999999943,-808.9999999999975,-131.00000000000333,275.000000000003,,-2223.0000000000355
2015.01.26,-656.9999999999965,-65.99999999998829,-1057.000000000019,-285.00000000000193,-285.9999999999974,1011.9999999999907,1556.9999999999973,55.00000000000682,-602.999999999998,1258.0000000000098,-663.999999999998,-2133.00000000001,-498.00000000000466,-948.9999999999981,-316.0000000000052,253.99999999999866,,-3378.0000000000136
2015.01.26,-574.9999999999922,-24.000000000001798,-1006.000000000018,-131.00000000001444,-400.00000000000034,846.9999999999977,1434.000000000002,128.00000000001432,-592.9999999999991,899.0000000000009,-381.0000000000091,-1843.999999999994,-450.00000000000284,-924.9999999999972,-412.00000000000125,173.00000000000094,,-3260.0000000000146
2015.01.26,-862.9999999999916,-69.9999999999923,-920.0000000000097,-130.0000000000079,-339.0000000000004,1326.9999999999893,1682.0000000000057,461.00000000001273,-507.9999999999973,1134.0000000000146,-441.0000000000025,-1872.9999999999905,-547.0000000000113,-943.9999999999884,-314.99999999999864,197.00000000000273,,-2148.9999999999654
2015.01.26,-964.9999999999936,4.000000000004,-792.0000000000149,-150.00000000000568,-361.0000000000002,1405.9999999999961,1666.9999999999964,632.000000000005,-461.0000000000003,986.9999999999948,-374.0000000000077,-1682.0000000000164,-500.0,-939.9999999999977,-256.99999999999613,312.00000000000114,,-1474.0000000000352
2015.01.26,-1181.999999999994,-35.999999999991594,-798.0000000000098,-155.00000000001623,-390.0000000000015,1778.9999999999973,1932.999999999996,971.0000000000036,-446.9999999999974,1006.0000000000002,-429.00000000001273,-1679.000000000002,-493.0000000000092,-967.9999999999893,-260.00000000000466,348.9999999999993,,-799.0000000000323
2015.01.26,-1152.999999999993,-42.999999999993044,-747.0000000000088,-170.00000000000347,-288.9999999999948,1737.999999999995,1857.999999999993,867.999999999995,-407.0000000000018,1115.000000000009,-462.0000000000068,-1682.9999999999927,-526.0000000000105,-893.0000000000007,-168.99999999999693,328.00000000001717,,-634.9999999999932
2015.01.26,-968.9999999999976,-112.99999999998533,-815.0000000000101,-209.9999999999991,-256.0000000000007,1513.0000000000089,1702.0000000000034,631.0000000000002,-424.00000000000216,1135.9999999999957,-595.0000000000122,-1724.000000000018,-469.99999999999886,-825.9999999999934,-123.00000000000644,369.0000000000193,,-1173.999999999996
2015.01.26,-1201.999999999992,-25.999999999992696,-951.000000000013,-147.00000000000824,-248.99999999999923,1791.9999999999936,2081.999999999995,802.9999999999973,-553.999999999999,1284.9999999999966,-404.0000000000044,-2064.9999999999977,-646.0000000000008,-946.9999999999885,-78.00000000000028,362.00000000001785,,-944.9999999999958
2015.01.26,-1042.9999999999939,-34.000000000000696,-1043.0000000000161,2.999999999997449,-282.99999999999994,1564.999999999994,1997.9999999999998,562.0000000000118,-607.0000000000019,1293.0000000000064,-190.00000000000128,-2169.000000000011,-761.0000000000099,-985.99999999999,75.00000000000284,463.0000000000134,,-1156.9999999999998
2015.01.26,-1169.9999999999932,-156.99999999998494,-1188.0000000000114,-148.00000000001478,-348.9999999999993,1896.9999999999932,2274.9999999999936,731.9999999999993,-644.9999999999956,1509.0000000000146,-568.9999999999973,-2400.0000000000055,-684.0000000000117,-1098.9999999999895,14.999999999998348,605.0000000000111,,-1375.9999999999932
2015.01.26,-1517.999999999997,-175.99999999999838,-1033.0000000000173,-80.00000000001339,-361.0000000000002,2428.9999999999923,2511.999999999992,1259.0000000000146,-531.9999999999991,1467.9999999999893,-492.0000000000035,-2170.9999999999923,-702.0000000000124,-1081.9999999999936,93.99999999999409,655.0000000000056,,269.99999999996044
2015.01.26,-1388.0000000000005,-444.9999999999843,-1217.0000000000014,136.99999999998712,-370.9999999999991,2451.000000000003,2542.000000000011,1206.0000000000173,-522.0000000000002,1596.0000000000036,-479.0000000000072,-2244.0,-761.0000000000099,-993.9999999999998,251.99999999999667,660.0000000000161,,423.0000000000323
2015.01.26,-1634.9999999999975,-510.99999999999477,-1188.0000000000114,85.00000000000173,-372.0000000000057,2876.9999999999964,2789.9999999999923,1431.0000000000116,-470.9999999999992,1860.99999999999,-665.0000000000044,-2350.999999999999,-821.0000000000122,-1088.9999999999986,226.00000000000398,666.000000000011,,832.9999999999841
2015.01.26,-1800.999999999997,-420.9999999999825,-1057.000000000019,69.9999999999923,-422.00000000000017,3059.999999999996,2867.9999999999927,1623.0000000000189,-431.0000000000036,1842.9999999999893,-568.000000000013,-2263.0000000000055,-859.9999999999994,-1198.9999999999982,326.9999999999995,880.9999999999984,,1649.9999999999684
2015.01.26,-1905.9999999999966,-584.9999999999911,-1235.0000000000084,156.00000000000057,-463.9999999999977,3360.0000000000073,3134.0000000000036,1832.000000000022,-465.0000000000043,1949.0000000000123,-646.0000000000132,-2408.999999999992,-879.0000000000049,-1199.9999999999886,304.9999999999997,836.9999999999989,,1784.0000000000477
2015.01.26,-1910.0000000000007,-784.9999999999912,-1392.0000000000155,307.99999999999716,-502.9999999999979,3543.999999999992,3270.0000000000064,1805.0000000000068,-468.9999999999972,2228.0000000000086,-665.0000000000044,-2622.9999999999905,-1018.0000000000007,-1268.9999999999914,407.99999999999727,879.0000000000075,,1808.000000000025
2015.01.26,-2046.9999999999989,-685.0000000000023,-1239.0000000000123,174.99999999999181,-502.9999999999979,3662.999999999994,3305.9999999999977,1938.0000000000166,-415.99999999999415,2203.0000000000027,-741.0000000000139,-2514.00000000001,-960.000000000008,-1320.999999999998,402.00000000000233,981.0000000000097,,2241.9999999999795
2015.01.26,-1825.9999999999943,-841.9999999999872,-1294.0000000000173,156.99999999998494,-443.0000000000045,3458.99999999999,3098.9999999999964,1693.000000000012,-375.0000000000031,2288.000000000011,-956.0000000000013,-2502.0000000000095,-893.0000000000007,-1193.9999999999884,492.999999999999,1024.0000000000027,,1887.9999999999895
2015.01.26,-1804.99999999999,-873.999999999997,-1262.0000000000075,95.999999999985,-444.9999999999954,3468.9999999999886,3051.999999999999,1722.0000000000084,-341.99999999999784,2235.0000000000136,-1086.000000000009,-2406.000000000006,-806.0000000000116,-1153.9999999999964,373.99999999999653,927.0000000000111,,1694.999999999992
