date,USDCHF,USDCAD,empty,sum
2016.02.01,-230.9999999999812,-105.99999999998388,,-336.9999999999651
2016.02.01,-306.9999999999906,-166.99999999998383,,-473.9999999999744
2016.02.01,-387.99999999998835,-205.99999999999508,,-593.9999999999834
2016.02.01,-393.99999999998323,-148.99999999999915,,-542.9999999999824
2016.02.01,-354.9999999999942,-216.99999999997831,,-571.9999999999725
2016.02.01,-200.00000000000017,-368.9999999999971,,-568.9999999999973
2016.02.01,-176.99999999998272,-373.99999999998545,,-550.9999999999682
2016.02.01,-156.00000000000057,-388.9999999999949,,-544.9999999999955
2016.02.01,-156.00000000000057,-436.9999999999985,,-592.9999999999991
2016.02.01,-168.99999999999693,-363.9999999999866,,-532.9999999999835
2016.02.01,-137.9999999999937,-380.9999999999869,,-518.9999999999807
2016.02.01,-104.99999999999955,-461.0000000000003,,-565.9999999999998
2016.02.01,-107.99999999999699,-420.9999999999825,,-528.9999999999795
2016.02.01,-79.99999999999119,-417.99999999998505,,-497.99999999997624
2016.02.01,-75.99999999998718,-341.99999999999784,,-417.999999999985
2016.02.01,-80.99999999999774,-303.9999999999932,,-384.9999999999909
2016.02.01,-86.99999999999264,-420.9999999999825,,-507.9999999999751
2016.02.01,-90.99999999999665,-550.9999999999903,,-641.999999999987
2016.02.01,-112.99999999998533,-584.9999999999911,,-697.9999999999765
2016.02.01,-112.000000000001,-662.9999999999914,,-774.9999999999924
2016.02.01,-123.99999999999079,-796.999999999981,,-920.9999999999718
2016.02.01,-102.00000000000209,-715.9999999999833,,-817.9999999999853
2016.02.01,-46.999999999997044,-867.9999999999799,,-914.9999999999769
2016.02.01,-169.99999999998127,-789.9999999999797,,-959.9999999999609
2016.02.01,-205.99999999999508,-878.9999999999853,,-1084.9999999999804
2016.02.01,-140.99999999999113,-792.9999999999993,,-933.9999999999905
2016.02.01,-121.99999999999989,-716.9999999999899,,-838.9999999999898
2016.02.01,-106.99999999999044,-770.9999999999884,,-877.9999999999789
2016.02.01,-78.99999999998464,-896.9999999999923,,-975.9999999999769
2016.02.01,-91.99999999998099,-936.9999999999878,,-1028.9999999999688
2016.02.01,40.0000000000178,-713.9999999999924,,-673.9999999999745
2016.02.01,92.00000000000318,-639.9999999999961,,-547.999999999993
2016.02.01,87.00000000001484,-608.9999999999928,,-521.999999999978
2016.02.01,172.0000000000166,-808.9999999999931,,-636.9999999999765
2016.02.01,346.0000000000019,-896.9999999999923,,-550.9999999999905
2016.02.01,292.00000000000335,-566.9999999999842,,-274.99999999998084
2016.02.01,51.000000000001044,-499.9999999999893,,-448.9999999999883
2016.02.01,42.0000000000087,-395.99999999999636,,-353.99999999998766
2016.02.01,45.000000000006146,-461.0000000000003,,-415.99999999999415
2016.02.01,63.000000000013046,-488.9999999999839,,-425.9999999999709
2016.02.01,45.000000000006146,-411.99999999999017,,-366.999999999984
2016.02.01,56.000000000011596,-348.9999999999993,,-292.9999999999877
2016.02.01,96.00000000000719,19.00000000001345,,115.00000000002063
2016.02.01,148.99999999999915,289.0000000000059,,438.00000000000506
2016.02.01,138.0000000000159,286.00000000000847,,424.00000000002433
2016.02.01,163.00000000000205,376.00000000002075,,539.0000000000227
2016.02.01,130.0000000000079,315.0000000000208,,445.0000000000287
2016.02.01,118.00000000001809,204.00000000000418,,322.0000000000223
2016.02.02,94.00000000001629,200.00000000000017,,294.0000000000165
2016.02.02,109.00000000000354,164.00000000000858,,273.0000000000121
2016.02.02,94.00000000001629,137.00000000000932,,231.0000000000256
2016.02.02,100.0000000000112,131.00000000001444,,231.00000000002564
2016.02.02,104.00000000001519,77.00000000001594,,181.00000000003115
2016.02.02,84.0000000000174,26.0000000000149,,110.00000000003229
2016.02.02,90.00000000001229,-40.99999999997994,,49.00000000003235
2016.02.02,109.00000000000354,-17.000000000000348,,92.00000000000318
2016.02.02,114.99999999999844,78.00000000000028,,192.99999999999872
2016.02.02,125.00000000001954,51.000000000001044,,176.00000000002058
2016.02.02,112.000000000001,7.0000000000014495,,119.00000000000244
2016.02.02,133.00000000000534,-264.9999999999819,,-131.99999999997658
2016.02.02,161.00000000001114,-375.9999999999986,,-214.99999999998744
2016.02.02,219.99999999999798,-395.99999999999636,,-175.99999999999838
2016.02.02,218.00000000000708,-387.99999999998835,,-169.99999999998127
2016.02.02,165.00000000001512,-375.9999999999986,,-210.99999999998346
2016.02.02,145.00000000001734,-475.99999999998755,,-330.9999999999702
2016.02.02,118.00000000001809,-485.99999999998647,,-367.9999999999684
2016.02.02,109.00000000000354,-536.9999999999875,,-427.99999999998397
2016.02.02,114.0000000000141,-517.9999999999962,,-403.99999999998215
2016.02.02,34.000000000000696,-594.99999999999,,-560.9999999999893
2016.02.02,131.99999999999878,-708.9999999999818,,-576.9999999999831
2016.02.02,104.99999999999955,-709.9999999999884,,-604.9999999999889
2016.02.02,53.999999999998494,-708.9999999999818,,-654.9999999999833
2016.02.02,-36.999999999998145,-672.9999999999902,,-709.9999999999884
2016.02.02,-118.99999999998023,-454.9999999999832,,-573.9999999999634
2016.02.02,-141.99999999999767,-557.9999999999918,,-699.9999999999895
2016.02.02,-135.9999999999806,-475.99999999998755,,-611.9999999999682
2016.02.02,-76.99999999999375,-419.9999999999982,,-496.9999999999919
2016.02.02,-63.99999999999739,-301.99999999998005,,-365.99999999997743
2016.02.02,-65.99999999998829,-559.9999999999827,,-625.999999999971
2016.02.02,-5.999999999994898,-1017.9999999999856,,-1023.9999999999804
2016.02.02,153.00000000000313,-1104.9999999999782,,-951.999999999975
2016.02.02,171.00000000001003,-1134.999999999997,,-963.999999999987
2016.02.02,158.99999999999804,-1049.9999999999955,,-890.9999999999974
2016.02.02,26.999999999999247,-1044.9999999999848,,-1017.9999999999856
2016.02.02,47.00000000001925,-1085.999999999987,,-1038.9999999999677
2016.02.02,165.9999999999995,-746.9999999999866,,-580.999999999987
2016.02.02,259.0000000000092,-872.9999999999905,,-613.9999999999812
2016.02.02,219.99999999999798,-847.9999999999822,,-627.9999999999842
2016.02.02,145.00000000001734,-677.9999999999786,,-532.9999999999613
2016.02.02,158.0000000000137,-540.9999999999915,,-382.9999999999778
2016.02.02,120.00000000000898,-730.9999999999927,,-610.9999999999837
2016.02.02,-86.99999999999264,-717.9999999999964,,-804.999999999989
2016.02.02,75.00000000000284,-615.9999999999943,,-540.9999999999915
2016.02.02,161.00000000001114,-620.9999999999827,,-459.9999999999716
2016.02.02,180.0000000000024,-705.0000000000001,,-524.9999999999977
2016.02.02,179.00000000001802,-860.9999999999784,,-681.9999999999604
2016.02.03,223.00000000001762,-864.9999999999825,,-641.9999999999649
2016.02.03,177.00000000000495,-862.9999999999916,,-685.9999999999866
2016.02.03,213.00000000001873,-922.999999999985,,-709.9999999999662
2016.02.03,212.00000000001216,-989.9999999999798,,-777.9999999999676
2016.02.03,185.00000000001293,-1044.9999999999848,,-859.9999999999718
2016.02.03,267.0000000000172,-1253.9999999999995,,-986.9999999999823
2016.02.03,274.00000000001864,-1296.9999999999925,,-1022.9999999999739
2016.02.03,299.00000000000483,-1294.9999999999795,,-995.9999999999748
2016.02.03,278.00000000000045,-1297.999999999999,,-1019.9999999999986
2016.02.03,252.0000000000078,-1283.9999999999964,,-1031.9999999999886
2016.02.03,257.0000000000183,-1313.999999999993,,-1056.9999999999745
2016.02.03,264.0000000000198,-1343.9999999999895,,-1079.9999999999698
2016.02.03,263.00000000001324,-1154.999999999995,,-891.9999999999818
2016.02.03,272.00000000000557,-1253.9999999999995,,-981.999999999994
2016.02.03,276.00000000000955,-1304.9999999999784,,-1028.9999999999688
2016.02.03,224.000000000002,-1288.9999999999845,,-1064.9999999999825
2016.02.03,232.00000000000998,-1217.9999999999857,,-985.9999999999757
