date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,AUDUSD,GBPCHF,CHFJPY,CADCHF,AUDCHF,EURGBP,GBPAUD,EURCAD,EURNZD,AUDJPY,AUDCAD,AUDNZD,empty,sum
2021.10.18,-114.99999999999844,-66.99999999999484,-51.99999999998539,0.0,0.0,-14.999999999998348,-326.0000000000041,-490.99999999999966,-67.00000000000594,-63.99999999999739,-97.00000000000264,0.0,-310.0000000000103,-162.00000000001768,-33.00000000000125,-26.000000000003798,-99.00000000000463,,-1924.0000000000248
2021.10.18,-121.00000000000443,22.999999999995246,-25.999999999992696,-35.0000000000108,83.00000000001084,-106.99999999999044,-267.0000000000172,-332.00000000000784,-89.00000000000574,-156.00000000000057,-4.999999999999449,-21.999999999988695,-1.999999999990898,-281.0000000000201,-70.99999999999795,63.00000000000195,-333.0000000000055,,-1678.000000000024
2021.10.18,-87.99999999999919,38.0000000000047,-3.999999999981796,-108.00000000000409,-63.99999999999739,-234.99999999999633,-215.00000000000963,-133.00000000000978,-121.00000000000443,-195.00000000000074,12.000000000000899,-238.0000000000049,-45.99999999999049,-567.0000000000064,-316.0000000000025,73.99999999999629,-218.99999999999142,,-2424.999999999997
2021.10.18,-38.0000000000047,110.00000000001009,2.0000000000131024,-111.0000000000042,26.999999999999247,-208.99999999999253,-200.00000000000017,49.99999999999716,-56.0000000000005,-158.99999999999804,11.00000000000545,-124.99999999999733,31.000000000003247,-513.0000000000078,-314.9999999999977,170.99999999999892,-208.99999999999253,,-1532.9999999999684
2021.10.18,-53.00000000000304,127.00000000001043,-8.999999999992347,-91.00000000000819,99.00000000000463,-162.99999999999093,-226.00000000001506,12.999999999991019,-36.999999999998145,-136.99999999999824,-2.999999999997449,106.00000000000608,93.99999999999409,-472.00000000000574,-230.00000000000398,161.99999999999548,-195.9999999999962,,-1016.0000000000077
2021.10.18,-60.99999999999994,154.99999999999403,-13.999999999980695,-100.00000000000853,127.00000000001043,-168.99999999999693,-255.00000000000523,36.99999999999193,-19.999999999997797,-157.00000000000713,-0.999999999995449,62.000000000006494,146.00000000000168,-384.00000000000654,-236.0000000000042,251.99999999999667,-129.99999999998568,,-747.9999999999869
2021.10.18,-109.00000000000354,68.00000000000139,-67.9999999999792,-88.00000000000807,172.0000000000166,-121.99999999999989,-287.000000000015,-100.00000000000853,-34.000000000000696,-146.00000000000168,-24.000000000001798,156.00000000000057,121.99999999999989,-294.0000000000165,-195.99999999999795,153.00000000000313,-171.99999999999437,,-969.0000000000057
2021.10.18,-148.99999999999915,-18.999999999991246,-146.99999999998602,-21.000000000000796,248.00000000000378,-17.000000000000348,-232.00000000000998,-150.00000000000568,-29.000000000001247,-78.00000000000028,-2.000000000002,260.0000000000158,107.99999999999699,-313.00000000000773,-28.999999999996362,142.99999999999312,-185.99999999999727,,-612.9999999999884
2021.10.18,-146.00000000000168,-68.00000000000139,-143.99999999998857,3.0000000000001137,211.00000000000563,-15.999999999993797,-201.00000000000674,-320.0000000000074,-41.000000000002146,-70.99999999999883,16.0000000000049,139.00000000000023,106.00000000000608,-237.00000000002052,30.000000000001137,117.00000000000044,-143.00000000000423,,-765.0000000000067
2021.10.18,-109.99999999999899,-100.99999999999554,-91.99999999998099,105.99999999999454,187.00000000000384,-44.99999999999504,-119.00000000000244,-263.00000000000523,-46.999999999997044,-87.00000000000374,73.00000000000084,83.9999999999952,69.9999999999923,-119.00000000000244,31.00000000000591,100.99999999999554,-70.99999999999883,,-401.99999999999227
