date,USDCHF,EURUSD,AUDUSD,GBPCHF,EURCHF,CHFJPY,CADCHF,EURGBP,GBPCAD,EURJPY,EURCAD,AUDJPY,NZDJPY,AUDCAD,AUDNZD,empty,sum
2018.04.23,-39.999999999995595,120.99999999999334,22.999999999995246,-1.0000000000065512,-56.000000000011596,3.0000000000001137,11.00000000000545,82.99999999999974,299.99999999998914,199.99999999998863,255.00000000000523,42.00000000000159,36.000000000001364,153.99999999999858,96.99999999999153,,1227.9999999999563
2018.04.23,-113.99999999999189,130.0000000000079,24.999999999997247,-106.00000000000608,-114.0000000000141,31.999999999996476,-78.99999999999574,93.99999999999409,262.00000000000665,158.00000000001546,236.00000000001398,20.000000000010232,12.000000000000455,136.99999999999824,96.99999999999153,,790.0000000000246
2018.04.23,-140.99999999999113,144.0000000000108,-0.999999999995449,-148.99999999999915,-163.00000000000205,7.000000000005002,-102.99999999999754,108.99999999999244,319.0000000000026,141.9999999999959,297.9999999999983,-25.99999999999625,-21.99999999999136,133.00000000000534,82.99999999998863,,630.0000000000261
2018.04.23,-163.99999999999747,102.00000000000209,12.000000000000899,-178.00000000001148,-150.00000000000568,40.99999999999682,-113.99999999999189,71.99999999999429,336.00000000000296,146.99999999999136,253.99999999999866,22.00000000000557,-68.9999999999884,148.0000000000037,212.99999999999653,,671.999999999998
2018.04.23,-164.99999999999292,112.000000000001,4.999999999999449,-190.00000000000128,-161.00000000001114,42.00000000000159,-106.99999999999044,78.99999999999574,374.0000000000077,152.00000000001523,293.0000000000099,5.000000000009663,-66.99999999999307,155.00000000000514,197.99999999998707,,725.0000000000435
2018.04.23,-210.99999999999451,43.999999999999595,-87.99999999999919,-219.00000000001364,-146.00000000000168,97.99999999999898,-108.99999999999244,51.99999999999649,408.00000000000836,206.99999999999363,266.999999999995,-15.000000000000568,-57.999999999992724,78.00000000000028,165.9999999999995,,473.999999999997
2018.04.23,-175.99999999999838,73.99999999999629,-7.9999999999968985,-317.0000000000117,-136.00000000000279,24.00000000000091,-133.99999999998968,-21.999999999999797,479.0000000000072,98.00000000001319,198.00000000000927,-16.999999999995907,-116.99999999999022,112.000000000001,241.99999999998667,,300.0000000000293
2018.04.23,-195.00000000000074,12.000000000012001,-9.999999999998899,-282.0000000000045,-98.0000000000203,52.99999999999727,-144.99999999999514,-25.00000000000835,407.0000000000018,98.99999999998954,129.00000000000134,24.00000000000091,-72.99999999999329,117.00000000000044,231.99999999998778,,244.99999999996987
2018.04.23,-241.99999999999778,-26.999999999999247,-2.000000000002,-363.0000000000022,-114.99999999999844,55.00000000000682,-196.99999999999162,-64.0000000000085,394.00000000000546,117.999999999995,46.0000000000127,69.00000000000261,-46.999999999997044,106.00000000000608,255.99999999998957,,-12.999999999978598
2018.04.23,-156.00000000000057,90.99999999999665,65.99999999999939,-341.00000000001353,-125.00000000001954,73.99999999999807,-162.99999999999093,-42.0000000000087,436.9999999999985,150.00000000000568,121.99999999999989,84.00000000000318,-45.000000000001705,148.0000000000037,271.99999999998334,,571.9999999999535
