date,GBPUSD,USDJPY,AUDUSD,NZDUSD,CHFJPY,AUDCHF,NZDCHF,EURJPY,EURNZD,AUDJPY,NZDJPY,AUDCAD,empty,sum
2021.02.08,-224.99999999998633,-111.0000000000042,-380.999999999998,-392.00000000000347,-17.000000000010118,-374.999999999992,-390.99999999999693,1.9999999999953388,-458.9999999999872,-317.0000000000073,-316.99999999999307,-412.00000000000125,,-3394.999999999985
2021.02.08,-251.99999999998556,-100.00000000000853,-390.99999999999693,-407.0000000000018,-2.0000000000095497,-400.00000000000034,-417.0000000000007,19.99999999999602,-529.999999999986,-336.00000000001273,-338.99999999999864,-389.000000000006,,-3543.0000000000105
2021.02.08,-224.000000000002,-67.99999999999784,-351.99999999999676,-336.00000000000296,-34.000000000006025,-368.9999999999971,-354.9999999999942,9.000000000000341,-397.99999999998727,-319.0000000000026,-286.9999999999919,-367.0000000000062,,-3099.9999999999845
2021.02.08,-209.9999999999991,-93.00000000000352,-380.999999999998,-324.00000000000205,-4.0000000000048885,-358.9999999999982,-346.0000000000019,36.000000000001364,-469.99999999999267,-303.0000000000115,-283.9999999999918,-257.0000000000072,,-2995.0000000000095
2021.02.09,-201.99999999999108,-76.99999999999818,-366.9999999999951,-365.0000000000042,27.999999999991587,-322.00000000000006,-331.999999999999,27.000000000001023,-515.9999999999832,-320.0000000000074,-310.99999999999284,-347.0000000000084,,-3103.9999999999864
2021.02.09,-202.9999999999976,-75.00000000000284,-370.9999999999991,-355.0000000000053,-15.000000000000568,-348.9999999999993,-348.9999999999993,-4.9999999999954525,-465.99999999998863,-338.0000000000081,-304.00000000000205,-339.0000000000004,,-3168.9999999999986
2021.02.09,-214.00000000000307,-55.00000000000682,-354.9999999999942,-331.999999999999,-28.000000000005798,-383.99999999999545,-366.9999999999951,7.000000000005002,-432.9999999999945,-335.00000000000796,-301.9999999999925,-352.00000000000784,,-3149.9999999999977
2021.02.09,-285.00000000000193,-85.99999999999852,-422.9999999999956,-412.9999999999967,-37.9999999999967,-417.99999999999613,-417.0000000000007,-6.000000000000227,-548.9999999999995,-377.00000000000955,-361.99999999999477,-423.0000000000067,,-3796.999999999997
2021.02.09,-317.9999999999961,-129.99999999999545,-424.9999999999976,-443.99999999999994,-25.000000000005684,-395.99999999999636,-423.9999999999911,16.999999999995907,-579.9999999999806,-350.0000000000085,-359.99999999999943,-426.9999999999996,,-3861.9999999999745
2021.02.09,-363.0000000000022,-152.00000000000102,-485.0000000000021,-473.0000000000012,-9.000000000000341,-447.99999999999284,-446.00000000000193,13.00000000000523,-601.9999999999915,-397.00000000000557,-379.0000000000049,-458.00000000000284,,-4199.000000000001
2021.02.09,-392.9999999999989,-186.9999999999976,-524.9999999999977,-490.999999999997,-36.000000000001364,-447.99999999999284,-423.9999999999911,4.9999999999954525,-577.9999999999897,-413.0000000000109,-370.00000000000455,-483.0000000000001,,-4342.999999999986
2021.02.09,-401.99999999999125,-174.0000000000066,-495.9999999999964,-441.0000000000025,-17.000000000010118,-439.0000000000005,-398.9999999999938,24.00000000000091,-513.9999999999923,-390.00000000000057,-326.9999999999982,-463.9999999999977,,-4038.9999999999886
2021.02.09,-583.9999999999845,-287.00000000000614,-609.000000000004,-609.9999999999994,-55.999999999997385,-441.99999999999795,-461.99999999999574,-22.999999999996135,-661.0000000000005,-422.00000000001125,-424.99999999999716,-541.0000000000026,,-5121.999999999993
2021.02.09,-648.9999999999885,-364.0000000000043,-620.9999999999937,-656.000000000001,-10.000000000005116,-427.99999999999505,-476.9999999999941,43.00000000000637,-723.9999999999914,-374.00000000000944,-415.9999999999968,-547.0000000000086,,-5222.999999999982
2021.02.09,-624.9999999999867,-376.0000000000048,-639.9999999999961,-670.000000000004,-1.0000000000047748,-443.99999999999994,-490.999999999997,51.00000000000193,-749.999999999984,-383.0000000000098,-423.0000000000018,-580.0000000000027,,-5331.99999999999
2021.02.09,-597.9999999999874,-373.00000000000466,-614.9999999999989,-634.0000000000013,3.9999999999906777,-427.99999999999505,-462.9999999999912,82.00000000000784,-714.999999999999,-359.99999999999943,-385.9999999999957,-580.0000000000027,,-5065.999999999977
2021.02.09,-614.0000000000034,-457.9999999999984,-619.9999999999983,-663.999999999998,63.99999999999295,-409.99999999999926,-468.9999999999972,159.9999999999966,-746.9999999999866,-300.00000000001137,-353.9999999999992,-580.0000000000027,,-4992.0000000000055
2021.02.09,-597.9999999999874,-424.99999999999716,-595.0000000000011,-646.0000000000022,54.99999999999261,-405.9999999999952,-468.9999999999972,156.99999999999648,-756.0000000000011,-301.00000000000193,-361.0000000000042,-578.0000000000007,,-4922.999999999999
2021.02.09,-628.9999999999907,-414.0000000000015,-609.000000000004,-661.0000000000005,21.000000000000796,-404.99999999999983,-470.9999999999992,117.00000000000443,-761.999999999996,-323.0000000000075,-385.9999999999957,-574.0000000000078,,-5095.999999999997
2021.02.09,-664.9999999999823,-402.000000000001,-612.9999999999969,-648.9999999999995,-2.0000000000095497,-402.9999999999978,-456.00000000000085,103.9999999999992,-735.9999999999811,-337.0000000000033,-382.000000000005,-558.000000000003,,-5098.999999999981
2021.02.09,-629.9999999999973,-448.0000000000075,-554.9999999999944,-597.9999999999985,54.99999999999261,-356.00000000000074,-413.99999999999216,158.00000000000125,-620.9999999999827,-243.0000000000092,-295.99999999999227,-526.9999999999997,,-4474.999999999981
2021.02.09,-560.9999999999893,-453.00000000000296,-539.999999999996,-562.0000000000069,64.99999999999773,-336.9999999999984,-379.9999999999915,185.00000000000227,-552.9999999999812,-216.99999999999875,-250.0,-519.0000000000028,,-4121.999999999967
2021.02.09,-624.0000000000023,-512.0000000000005,-568.9999999999973,-631.0000000000038,70.99999999999795,-334.9999999999964,-412.00000000000125,192.00000000000728,-632.9999999999947,-205.0000000000125,-283.9999999999918,-507.0000000000019,,-4448.999999999996
2021.02.09,-651.9999999999859,-525.0000000000057,-526.9999999999997,-555.0000000000055,75.00000000000284,-289.9999999999903,-336.9999999999984,222.99999999999898,-476.9999999999941,-152.00000000000102,-194.00000000000261,-475.99999999999864,,-3886.99999999998
2021.02.09,-513.9999999999923,-433.00000000000693,-417.99999999999613,-453.0000000000034,93.99999999999409,-264.999999999993,-312.00000000000114,242.999999999995,-417.0000000000007,-109.99999999999943,-152.9999999999916,-387.99999999999943,,-3125.999999999995
2021.02.09,-583.9999999999845,-528.9999999999964,-609.000000000004,-648.0000000000041,-63.00000000000239,-278.9999999999959,-340.9999999999913,52.99999999999727,-458.9999999999872,-234.00000000000887,-287.9999999999967,-519.9999999999983,,-4500.999999999973
2021.02.09,-638.9999999999895,-594.9999999999989,-605.0,-617.0000000000009,-13.00000000000523,-261.99999999999557,-301.9999999999912,102.00000000000387,-343.99999999998875,-178.00000000001148,-207.9999999999984,-530.0000000000082,,-4190.999999999984
2021.02.09,-641.999999999987,-734.0000000000089,-675.0000000000034,-623.0000000000069,15.999999999991132,-249.99999999999466,-234.00000000000088,176.00000000000193,-234.00000000000088,-146.0000000000008,-111.0000000000042,-578.0000000000007,,-4035.0000000000146
2021.02.09,-513.9999999999923,-655.0000000000011,-614.0000000000034,-543.0000000000045,-78.00000000000296,-191.99999999999218,-161.99999999999548,132.000000000005,-119.00000000000244,-142.00000000001012,-84.99999999999375,-567.0000000000064,,-3538.9999999999995
2021.02.09,-503.99999999999335,-644.999999999996,-559.9999999999939,-456.00000000000085,-85.99999999999852,-142.99999999999312,-80.99999999999774,126.00000000000477,72.0000000000054,-93.00000000000352,0.0,-550.000000000006,,-2919.999999999973
2021.02.09,-588.9999999999951,-614.9999999999949,-512.9999999999968,-390.0000000000015,-85.99999999999852,-121.99999999999989,-41.9999999999976,131.00000000000023,182.99999999999983,-66.0000000000025,46.999999999997044,-534.0000000000011,,-2595.999999999991
2021.02.09,-611.9999999999903,-650.0000000000057,-544.9999999999955,-429.0000000000016,-79.00000000000773,-129.9999999999968,-57.99999999999139,120.99999999999511,163.00000000000205,-73.0000000000075,34.000000000006025,-517.0000000000008,,-2774.999999999994
2021.02.09,-576.9999999999831,-656.0000000000059,-549.9999999999949,-443.99999999999994,-66.0000000000025,-139.99999999999568,-74.99999999999174,143.00000000000068,104.99999999999955,-74.00000000001228,22.00000000000557,-484.00000000000665,,-2795.999999999987
2021.02.09,-604.9999999999889,-676.0000000000019,-500.9999999999959,-424.9999999999976,18.999999999991246,-129.9999999999968,-87.99999999999919,224.00000000000375,83.00000000001084,-4.0000000000048885,60.000000000002274,-478.0000000000006,,-2520.9999999999777
2021.02.09,-645.999999999991,-647.9999999999961,-481.9999999999935,-402.00000000000233,-66.0000000000025,-86.99999999999264,-46.00000000000159,197.00000000000273,103.00000000000864,-12.000000000000455,54.000000000002046,-511.0000000000059,,-2545.9999999999727
2021.02.09,-665.9999999999889,-682.0000000000022,-575.0000000000033,-455.0000000000054,-61.99999999999761,-147.99999999999258,-73.99999999999629,195.99999999999795,43.999999999999595,-80.0000000000125,25.99999999999625,-641.9999999999982,,-3118.0000000000027
2021.02.09,-601.9999999999915,-634.0000000000003,-495.9999999999964,-379.0000000000071,-82.99999999999841,-96.99999999999153,-24.000000000001798,174.99999999999716,170.00000000000347,-36.000000000001364,69.00000000000261,-672.0000000000059,,-2608.999999999991
2021.02.09,-714.999999999999,-700.0000000000028,-542.9999999999935,-402.00000000000233,66.99999999999307,-179.99999999999127,-85.00000000000173,326.9999999999982,16.000000000016,-33.00000000000125,93.00000000000352,-645.0000000000067,,-2799.999999999988
2021.02.09,-770.9999999999884,-748.9999999999952,-522.0000000000002,-451.0000000000014,51.9999999999925,-121.99999999999989,-92.99999999999864,326.9999999999982,-8.999999999992347,27.000000000001023,76.99999999999818,-462.0000000000068,,-2695.999999999993
2021.02.09,-791.9999999999927,-725.0000000000085,-587.9999999999997,-509.9999999999993,-33.00000000000125,-151.9999999999966,-112.99999999999643,290.9999999999968,-142.99999999998204,-63.00000000000239,-1.0000000000047748,-499.000000000005,,-3327.9999999999923
2021.02.09,-699.9999999999895,-643.0000000000007,-504.9999999999999,-377.0000000000051,-73.99999999999807,-102.99999999999754,-20.999999999993246,216.99999999999875,136.00000000000279,-37.00000000000614,79.00000000000773,-436.9999999999985,,-2464.99999999998
2021.02.09,-773.9999999999858,-679.000000000002,-573.9999999999967,-456.9999999999963,-112.00000000000898,-117.99999999999588,-48.99999999999905,162.00000000000614,84.0000000000174,-80.0000000000125,24.00000000000091,-423.0000000000067,,-2995.9999999999804
2021.02.09,-773.9999999999858,-674.9999999999972,-607.0000000000019,-470.00000000000375,-155.00000000000114,-128.99999999999022,-39.999999999995595,144.99999999999602,60.99999999999994,-121.99999999999989,4.0000000000048885,-408.00000000000836,,-3169.9999999999827
2021.02.09,-807.0000000000022,-737.9999999999995,-631.9999999999992,-494.00000000000557,-87.0000000000033,-147.99999999999258,-63.00000000000195,225.9999999999991,-8.999999999992347,-99.00000000000375,25.99999999999625,-433.0000000000056,,-3258.00000000001
2021.02.09,-783.9999999999848,-698.0000000000075,-588.9999999999951,-475.0000000000032,-138.00000000000523,-105.99999999999498,-40.99999999999105,185.00000000000227,35.00000000000725,-83.00000000001262,16.000000000005343,-430.00000000000813,,-3107.9999999999873
2021.02.09,-844.0000000000003,-686.000000000007,-590.999999999997,-495.000000000001,-141.00000000000534,-112.99999999999643,-60.99999999999994,165.99999999999682,-0.9999999999843467,-93.00000000000352,-10.000000000005116,-395.0000000000009,,-3264.0000000000045
2021.02.09,-900.9999999999962,-712.0000000000033,-642.9999999999936,-541.9999999999981,-183.9999999999975,-117.00000000000044,-63.99999999999739,105.00000000000398,19.999999999997797,-129.0000000000049,-36.99999999999193,-429.0000000000016,,-3632.9999999999836
2021.02.09,-958.9999999999987,-760.9999999999957,-719.000000000003,-573.9999999999967,-161.00000000000136,-164.99999999999292,-78.99999999999574,115.99999999999966,-1.999999999990898,-170.0000000000017,-39.99999999999204,-463.0000000000023,,-3976.9999999999714
2021.02.09,-949.9999999999842,-727.0000000000039,-702.0000000000026,-531.9999999999991,-153.0000000000058,-178.00000000000037,-65.99999999999939,85.99999999999852,80.00000000001339,-180.00000000000682,-21.99999999999136,-485.0000000000021,,-3828.9999999999845
2021.02.09,-981.999999999994,-733.0000000000041,-705.9999999999956,-531.0000000000036,-148.00000000001035,-181.9999999999933,-63.00000000000195,100.99999999999909,69.00000000000794,-180.00000000000682,-15.000000000000568,-501.000000000007,,-3871.00000000001
2021.02.09,-1011.9999999999907,-730.000000000004,-700.999999999996,-533.0000000000057,-162.9999999999967,-166.99999999999494,-56.0000000000005,73.99999999999807,104.00000000001519,-175.00000000001137,-15.000000000000568,-458.00000000000284,,-3831.99999999999
2021.02.09,-984.9999999999915,-739.0000000000043,-717.000000000001,-546.9999999999975,-124.00000000000944,-193.99999999999417,-76.99999999999375,103.9999999999992,-30.999999999981043,-200.00000000000284,-46.999999999997044,-431.0000000000036,,-3987.9999999999773
2021.02.10,-919.9999999999875,-728.9999999999992,-700.0000000000006,-538.0000000000051,-152.00000000000102,-143.9999999999997,-60.99999999999994,81.00000000000307,23.00000000001745,-164.00000000000148,-30.000000000001137,-440.00000000000705,,-3773.999999999982
2021.02.10,-953.9999999999882,-754.0000000000049,-668.0000000000019,-497.99999999999847,-118.99999999999977,-163.99999999999747,-39.999999999995595,84.00000000000318,129.00000000000134,-144.00000000000546,25.000000000005684,-424.00000000000216,,-3526.999999999984
2021.02.10,-974.9999999999925,-745.9999999999951,-719.9999999999984,-534.0000000000011,-118.00000000000921,-203.99999999999307,-78.00000000000028,117.999999999995,49.00000000001015,-184.0000000000117,-10.99999999999568,-463.9999999999977,,-3866.9999999999905
2021.02.10,-983.9999999999849,-716.9999999999987,-736.0000000000033,-558.000000000003,-134.00000000000034,-226.99999999999943,-105.99999999999498,79.00000000000773,8.000000000008,-221.00000000000364,-54.99999999999261,-508.00000000000847,,-4158.999999999974
2021.02.10,-941.9999999999984,-725.9999999999991,-683.0000000000002,-480.99999999999807,-126.00000000000477,-181.9999999999933,-39.00000000000014,100.99999999999909,168.0000000000126,-161.00000000000136,30.000000000001137,-468.00000000000176,,-3508.9999999999845
2021.02.10,-944.9999999999958,-689.0000000000072,-670.9999999999993,-467.0000000000063,-161.00000000000136,-176.99999999999383,-34.99999999999615,61.99999999999761,188.00000000001037,-177.0000000000067,13.00000000000523,-455.0000000000054,,-3513.999999999999
2021.02.10,-898.9999999999832,-614.0000000000043,-617.9999999999964,-414.00000000000324,-197.00000000000273,-156.99999999999602,-8.999999999992347,10.000000000005116,260.0000000000158,-179.00000000000205,19.000000000005457,-419.9999999999982,,-3217.999999999952
2021.02.10,-984.9999999999915,-653.9999999999964,-659.999999999994,-458.00000000000284,-198.99999999999807,-166.99999999999494,-24.000000000001798,4.9999999999954525,233.00000000001654,-193.00000000001205,1.9999999999953388,-441.99999999999795,,-3541.9999999999827
2021.02.10,-1011.9999999999907,-649.0000000000009,-670.9999999999993,-485.99999999999756,-204.00000000000773,-178.00000000000037,-46.999999999997044,-25.99999999999625,200.00000000000017,-209.00000000000318,-30.000000000001137,-443.99999999999994,,-3755.9999999999945
2021.02.10,-1058.0000000000034,-688.0000000000024,-658.0000000000031,-472.00000000000574,-228.9999999999992,-125.99999999999278,2.000000000002,-42.999999999992156,314.00000000001427,-164.00000000000148,10.99999999999568,-439.0000000000005,,-3549.9999999999895
2021.02.10,-1090.9999999999975,-750.0,-749.9999999999951,-524.9999999999977,-215.0000000000034,-175.99999999999838,-14.999999999998348,-4.9999999999954525,245.0000000000063,-211.00000000001273,1.9999999999953388,-502.9999999999979,,-3993.999999999994
2021.02.10,-1056.9999999999968,-745.0000000000045,-736.0000000000033,-506.0000000000064,-239.00000000000432,-153.99999999999858,11.00000000000545,0.0,273.0000000000121,-202.0000000000124,18.000000000000682,-495.000000000001,,-3832.000000000009
2021.02.10,-1089.999999999991,-751.0000000000048,-749.9999999999951,-528.0000000000063,-254.0000000000049,-151.9999999999966,8.000000000008,-18.999999999991246,263.99999999999756,-212.0000000000033,1.9999999999953388,-521.0000000000048,,-4002.9999999999973
2021.02.10,-1047.9999999999823,-736.0000000000042,-731.9999999999993,-506.0000000000064,-259.00000000000034,-140.99999999999113,19.00000000000235,-28.999999999996362,301.0000000000179,-204.00000000000773,13.999999999995794,-487.99999999999955,,-3808.9999999999714
2021.02.10,-1034.0000000000016,-713.0000000000081,-719.000000000003,-482.00000000000466,-266.00000000000534,-144.99999999999514,30.000000000007798,-21.99999999999136,314.00000000001427,-209.00000000000318,22.00000000000557,-479.0000000000072,,-3702.9999999999923
2021.02.10,-1035.9999999999925,-737.9999999999995,-734.9999999999968,-494.00000000000557,-224.00000000000375,-162.99999999999093,11.00000000000545,16.000000000005343,263.99999999999756,-204.00000000000773,25.99999999999625,-491.0000000000081,,-3768.0
