date,USDCHF,GBPUSD,EURUSD,USDJPY,AUDUSD,GBPCHF,EURCHF,CHFJPY,CADCHF,AUDCHF,GBPJPY,GBPCAD,GBPAUD,EURNZD,AUDJPY,NZDJPY,AUDCAD,empty,sum
2021.06.21,0.0,0.0,0.0,0.0,-46.999999999997044,-63.99999999999739,0.0,-63.00000000000239,-60.99999999999994,-19.00000000000235,0.0,-639.0000000000118,-607.0000000000019,-224.000000000002,-173.00000000000182,-10.000000000005116,0.0,,-1907.0000000000218
2021.06.21,163.99999999999747,8.999999999992347,42.0000000000087,93.00000000000352,-19.999999999997797,-87.99999999999919,0.0,25.99999999999625,-56.0000000000005,-53.999999999998494,-25.999999999982037,-612.0000000000125,-558.0000000000141,60.99999999999994,-176.00000000000193,108.99999999999466,73.00000000000084,,-1013.0000000000128
2021.06.21,183.99999999999528,21.999999999988695,86.0000000000083,58.9999999999975,26.999999999999247,-52.99999999999194,36.999999999998145,43.99999999999693,-179.99999999999127,-99.00000000000463,-0.9999999999763531,-482.00000000000466,-443.0000000000156,249.00000000001032,-215.0000000000034,203.99999999999352,65.00000000000395,,-495.9999999999959
2021.06.21,202.0000000000022,123.99999999999079,119.00000000000244,75.00000000000284,36.999999999998145,139.00000000000023,120.99999999999334,117.999999999995,-201.99999999999108,-202.0000000000022,108.00000000000409,-475.0000000000032,-524.9999999999977,191.00000000000784,-351.0000000000133,212.99999999999386,58.99999999999794,,-249.00000000001876
2021.06.21,190.99999999999673,210.99999999998343,154.0000000000097,67.99999999999784,160.00000000000458,213.00000000001873,143.99999999998857,122.99999999999045,-190.00000000000128,-200.99999999999562,189.00000000002137,-497.0000000000141,-361.0000000000113,205.00000000001074,-356.00000000000875,283.00000000000125,190.99999999999673,,526.9999999999889
2021.06.21,192.00000000000327,212.99999999999653,140.99999999999113,82.99999999999841,175.00000000000293,233.00000000001654,157.99999999999147,128.99999999999068,-185.99999999999727,-219.99999999999798,221.00000000000364,-507.9999999999973,-314.99999999999864,175.00000000001404,-377.00000000000955,301.9999999999925,224.000000000002,,640.0000000000026
2021.06.21,165.00000000000404,194.99999999998963,123.00000000000644,52.00000000000671,176.99999999999383,202.00000000001327,123.99999999999079,112.99999999999955,-204.99999999999963,-224.000000000002,192.00000000000728,-534.9999999999966,-327.99999999999494,137.00000000000932,-405.00000000000114,299.99999999999716,204.00000000000418,,287.00000000002797
2021.06.21,163.99999999999747,242.99999999999324,151.9999999999966,58.000000000006935,224.000000000002,197.00000000000273,113.99999999999189,163.99999999998727,-207.00000000000162,-239.99999999999577,214.00000000002706,-476.9999999999941,-304.9999999999997,11.00000000000545,-431.0000000000116,350.9999999999991,212.00000000000108,,444.00000000000796
2021.06.21,168.99999999999693,253.99999999999866,83.9999999999952,46.999999999997044,154.99999999999403,228.00000000000597,80.99999999999774,114.99999999999488,-215.99999999999397,-241.99999999999778,230.0000000000182,-608.0000000000085,-436.00000000001415,-120.99999999999334,-435.0000000000023,305.9999999999974,141.00000000000225,,-248.00000000001185
2021.06.21,161.00000000000003,176.99999999998272,60.99999999999994,16.999999999995907,192.99999999999872,197.00000000000273,72.99999999998974,46.999999999997044,-186.99999999999272,-256.0000000000007,68.00000000001205,-495.000000000001,-282.0000000000045,-113.99999999999189,-442.0000000000073,298.9999999999924,236.99999999999832,,-246.0000000000285
2021.06.21,146.99999999999713,164.99999999999292,55.000000000005045,-159.9999999999966,175.99999999999838,110.00000000001009,70.99999999999883,-34.000000000006025,-184.99999999999073,-329.00000000000153,-94.99999999999886,-509.00000000000387,-256.00000000001177,-380.9999999999869,-432.00000000000216,271.99999999999136,256.99999999999613,,-1128.0000000000084
2021.06.21,156.00000000000057,139.9999999999846,42.999999999993044,-79.9999999999983,268.99999999999704,121.99999999999989,70.99999999999883,-33.00000000000125,-191.99999999999218,-309.99999999999915,-61.9999999999834,-459.0000000000094,-11.00000000000545,-442.9999999999934,-409.000000000006,432.00000000000216,326.0000000000041,,-440.0000000000083
2021.06.21,187.00000000000384,7.999999999985796,-7.0000000000014495,-251.00000000000477,115.99999999999389,59.000000000009045,34.000000000000696,-265.00000000000057,-170.99999999999892,-266.999999999995,-459.99999999997954,-486.00000000000864,-229.99999999999687,-373.00000000000114,-318.00000000001205,152.00000000000102,255.00000000000523,,-2016.9999999999993
2021.06.21,211.00000000000563,-78.00000000000028,-72.99999999998974,-379.0000000000049,-4.000000000004,-7.999999999985796,-9.000000000014552,-393.0000000000007,-107.00000000000153,-165.00000000000404,-714.999999999975,-537.0000000000097,-354.0000000000099,-299.99999999998914,-16.000000000005343,-21.000000000000796,200.99999999999562,,-2746.9999999999945
2021.06.21,229.99999999999687,-17.000000000000348,8.999999999992347,-358.0000000000041,58.99999999999794,42.0000000000087,51.000000000001044,-364.0000000000043,-85.99999999999719,-161.99999999999548,-649.0000000000009,-583.0000000000002,-310.0000000000103,-215.99999999999397,-14.000000000010004,80.99999999998886,256.99999999999613,,-2030.0000000000348
2021.06.21,248.00000000000378,-45.000000000006146,-32.999999999994145,-331.99999999999363,61.999999999995396,51.000000000001044,68.99999999998573,-442.0000000000073,-118.99999999999133,-163.99999999999747,-633.9999999999861,-580.0000000000027,-327.99999999999494,-109.00000000000354,43.99999999999693,64.99999999999773,253.99999999999866,,-1992.9999999999982
2021.06.21,243.99999999999977,8.999999999992347,8.999999999992347,-302.99999999999727,19.999999999997797,111.00000000001664,109.00000000000354,-348.0000000000132,-85.99999999999719,-148.99999999999915,-513.9999999999816,-676.0000000000099,-446.9999999999974,-51.000000000001044,44.999999999987494,70.99999999999795,241.00000000000233,,-1715.0000000000064
2021.06.21,200.99999999999562,-25.00000000000835,36.999999999998145,-293.99999999999693,26.999999999999247,49.00000000001015,105.99999999998388,-329.00000000000773,-46.999999999997044,-165.9999999999995,-547.9999999999734,-756.0000000000011,-446.9999999999974,-52.99999999999194,-26.00000000001046,69.99999999999318,253.0000000000032,,-1948.0000000000005
2021.06.21,139.99999999999568,81.9999999999821,110.99999999999443,-266.9999999999959,136.00000000000279,74.0000000000185,106.99999999999044,-227.00000000000387,-90.0000000000012,-209.9999999999991,-417.99999999997794,-713.9999999999924,-310.9999999999946,-200.00000000000017,-179.00000000000205,194.99999999999318,300.99999999999574,,-1469.9999999999943
2021.06.21,70.0000000000034,141.99999999999767,194.0000000000053,-216.99999999999875,136.99999999999824,20.000000000020002,85.99999999998609,-119.00000000001398,-121.99999999999989,-202.9999999999976,-262.00000000000045,-680.0000000000139,-441.0000000000025,-235.99999999999176,-210.00000000000796,233.99999999999466,253.99999999999866,,-1353.0000000000227
2021.06.21,129.9999999999968,65.99999999998829,-35.999999999991594,-221.00000000000364,-36.0000000000027,125.00000000001954,95.00000000000064,-269.00000000000546,-80.99999999999774,-131.99999999999878,-314.9999999999977,-828.0000000000065,-636.9999999999986,-52.99999999999194,-100.00000000000853,135.99999999999568,212.00000000000108,,-1944.0000000000007
2021.06.21,102.00000000000209,95.00000000000064,52.99999999999194,-140.00000000000057,41.000000000002146,163.00000000000205,114.99999999999844,-195.0000000000074,-62.99999999999084,-177.00000000000495,-193.9999999999884,-948.9999999999999,-578.9999999999961,-18.999999999991246,-218.00000000000352,167.0000000000016,290.00000000000136,,-1507.999999999983
