date,USDCAD,AUDUSD,NZDUSD,AUDCHF,EURAUD,AUDJPY,NZDJPY,AUDNZD,empty,sum
2019.05.27,-18.999999999991246,-19.999999999997797,-17.000000000000348,-35.999999999991594,-31.000000000003247,-21.000000000000796,-18.999999999991246,-63.99999999999739,,-226.99999999997365
2019.05.27,-21.00000000000435,-50.0000000000056,-6.999999999990347,-74.99999999999174,-117.99999999999588,-54.000000000002046,-7.999999999995566,-100.99999999999554,,-433.9999999999811
2019.05.27,-18.999999999991246,-41.000000000002146,0.0,-69.9999999999923,-103.99999999999298,-63.99999999999295,-12.999999999991019,-92.00000000000318,,-402.9999999999658
2019.05.27,-19.999999999997797,-33.000000000005244,34.000000000000696,-13.999999999991797,-83.00000000001084,-3.9999999999906777,59.00000000001171,-112.000000000001,,-172.99999999998494
2019.05.27,4.000000000004,-17.000000000000348,35.00000000000725,-2.999999999997449,-60.99999999999994,20.000000000010232,70.99999999999795,-92.00000000000318,,-42.99999999998149
2019.05.27,17.000000000000348,-24.000000000001798,31.000000000003247,-4.999999999999449,-52.99999999999194,27.000000000001023,82.99999999999841,-86.0000000000083,,-9.999999999998465
2019.05.27,-25.999999999992696,-75.9999999999983,-24.999999999997247,-36.999999999998145,-123.00000000000644,-24.00000000000091,32.00000000001069,-90.99999999999665,,-369.9999999999797
2019.05.27,4.000000000004,-43.00000000000415,-22.999999999995246,-2.999999999997449,-55.000000000005045,37.00000000000614,56.000000000011596,-52.99999999999194,,-79.99999999997209
2019.05.27,4.000000000004,-29.000000000001247,-5.999999999994898,-3.999999999992898,-82.00000000000429,38.000000000010914,58.000000000006935,-38.0000000000047,,-58.99999999997619
2019.05.27,-8.000000000008,-36.0000000000027,-14.999999999998348,-24.000000000001798,-110.00000000001009,19.000000000005457,36.000000000001364,-25.999999999992696,,-164.00000000000682
2019.05.27,-8.000000000008,12.000000000000899,14.000000000002899,26.000000000003798,-38.0000000000047,84.00000000000318,78.00000000000296,-4.000000000004,,163.99999999999702
2019.05.27,-62.000000000006494,-19.999999999997797,-3.999999999992898,39.00000000000014,-89.00000000000574,70.99999999999795,76.99999999999818,-28.999999999990145,,-16.999999999996795
