date,USDCAD,EURJPY,empty,sum
2019.10.01,-175.99999999999838,-301.00000000000193,,-477.00000000000034
2019.10.01,-182.99999999999983,-281.0000000000059,,-464.00000000000574
2019.10.01,-170.00000000000347,-257.99999999999557,,-427.99999999999903
2019.10.01,-177.00000000000495,-230.00000000000398,,-407.0000000000089
2019.10.01,-178.99999999999582,-259.00000000000034,,-437.99999999999613
2019.10.01,-225.99999999999287,-314.9999999999977,,-540.9999999999906
2019.10.01,-245.0000000000063,-316.0000000000025,,-561.0000000000089
2019.10.01,-276.9999999999939,-337.0000000000033,,-613.9999999999973
2019.10.01,-262.999999999991,-334.0000000000032,,-596.9999999999942
2019.10.01,-333.9999999999899,-161.00000000000136,,-494.99999999999125
2019.10.01,-397.0000000000029,-141.9999999999959,,-538.9999999999989
2019.10.01,-373.00000000000114,-75.00000000000284,,-448.000000000004
2019.10.01,-424.00000000000216,-48.99999999999238,,-472.99999999999454
2019.10.01,-470.9999999999992,-75.00000000000284,,-546.000000000002
2019.10.01,-458.00000000000284,-96.00000000000364,,-554.0000000000065
2019.10.01,-421.0000000000047,-111.0000000000042,,-532.0000000000089
2019.10.01,-405.0000000000109,-75.9999999999934,,-481.0000000000043
2019.10.01,-421.0000000000047,-75.9999999999934,,-496.9999999999981
2019.10.01,-449.9999999999948,-132.99999999999557,,-582.9999999999905
2019.10.01,-581.9999999999936,-57.00000000000216,,-638.9999999999958
2019.10.01,-556.0000000000009,-100.99999999999909,,-657.0
2019.10.01,-557.0000000000075,-179.00000000000205,,-736.0000000000095
2019.10.01,-534.9999999999966,-426.9999999999925,,-961.9999999999891
2019.10.01,-435.0000000000076,-397.99999999999613,,-833.0000000000038
2019.10.01,-224.000000000002,-418.99999999999693,,-642.9999999999989
2019.10.01,-80.99999999999774,-400.0000000000057,,-481.0000000000034
2019.10.01,-83.9999999999952,-417.99999999999216,,-501.9999999999874
2019.10.01,60.99999999999994,-381.0000000000002,,-320.0000000000003
2019.10.01,45.99999999999049,-376.99999999999534,,-331.00000000000483
2019.10.01,41.000000000002146,-411.00000000000136,,-369.9999999999992
2019.10.01,75.00000000000284,-390.00000000000057,,-314.9999999999977
2019.10.01,110.99999999999443,-317.99999999999784,,-207.0000000000034
2019.10.01,120.99999999999334,-290.9999999999968,,-170.00000000000347
2019.10.01,110.00000000001009,-325.9999999999934,,-215.99999999998332
2019.10.01,96.99999999999153,-346.9999999999942,,-250.00000000000267
2019.10.01,76.99999999999375,-346.00000000000364,,-269.0000000000099
2019.10.02,85.00000000000173,-376.0000000000048,,-291.00000000000307
2019.10.02,103.99999999999298,-359.99999999999943,,-256.0000000000065
2019.10.02,85.00000000000173,-375.0,,-289.9999999999983
2019.10.02,103.00000000000864,-341.99999999999875,,-238.9999999999901
2019.10.02,106.00000000000608,-379.0000000000049,,-272.9999999999988
2019.10.02,113.99999999999189,-384.00000000000034,,-270.00000000000847
2019.10.02,133.99999999998968,-343.0000000000035,,-209.00000000001384
2019.10.02,191.00000000000784,-325.9999999999934,,-134.99999999998556
2019.10.02,201.00000000000674,-355.000000000004,,-153.99999999999724
2019.10.02,192.99999999999872,-331.99999999999363,,-138.9999999999949
2019.10.02,177.99999999998929,-317.99999999999784,,-140.00000000000855
2019.10.02,154.99999999999403,-298.0000000000018,,-143.0000000000078
2019.10.02,192.99999999999872,-236.0000000000042,,-43.000000000005485
2019.10.02,195.9999999999962,-185.00000000000227,,10.999999999993918
2019.10.02,158.99999999999804,-218.9999999999941,,-59.99999999999605
2019.10.02,160.00000000000458,-227.00000000000387,,-66.99999999999929
2019.10.02,185.99999999999727,-212.99999999999386,,-26.99999999999659
2019.10.02,177.99999999998929,-225.9999999999991,,-48.000000000009805
2019.10.02,147.00000000000824,-328.9999999999935,,-181.99999999998528
2019.10.02,123.00000000000644,-387.00000000000045,,-263.99999999999403
2019.10.02,32.0000000000098,-606.9999999999993,,-574.9999999999895
2019.10.02,25.999999999992696,-623.0000000000047,,-597.0000000000119
2019.10.02,-4.000000000004,-628.0000000000001,,-632.0000000000041
2019.10.02,-127.00000000001043,-736.9999999999948,,-864.0000000000052
2019.10.02,-171.00000000001003,-715.0000000000034,,-886.0000000000134
2019.10.02,-180.0000000000024,-695.999999999998,,-876.0000000000003
2019.10.02,-205.00000000001074,-629.0000000000049,,-834.0000000000157
2019.10.02,-211.00000000000563,-623.0000000000047,,-834.0000000000102
2019.10.02,-191.99999999999218,-641.0000000000053,,-832.9999999999975
2019.10.02,-130.99999999999224,-620.9999999999951,,-751.9999999999874
2019.10.02,-184.99999999999073,-692.9999999999978,,-877.9999999999886
2019.10.02,-157.00000000000713,-683.9999999999975,,-841.0000000000047
2019.10.02,-222.99999999999542,-703.9999999999935,,-926.999999999989
2019.10.02,-476.0000000000098,-585.9999999999985,,-1062.0000000000082
2019.10.02,-618.9999999999918,-591.9999999999987,,-1210.9999999999905
2019.10.02,-680.9999999999983,-667.9999999999922,,-1348.9999999999905
2019.10.02,-680.9999999999983,-632.9999999999956,,-1313.9999999999939
2019.10.02,-817.000000000001,-712.0000000000033,,-1529.0000000000043
2019.10.02,-859.0000000000098,-739.9999999999949,,-1599.0000000000045
2019.10.02,-829.9999999999974,-777.000000000001,,-1606.9999999999984
2019.10.02,-801.9999999999916,-734.9999999999994,,-1536.999999999991
2019.10.02,-842.9999999999937,-753.0000000000001,,-1595.9999999999939
2019.10.02,-849.0000000000109,-745.9999999999951,,-1595.000000000006
2019.10.02,-845.0000000000068,-677.9999999999973,,-1523.000000000004
2019.10.02,-844.0000000000003,-650.9999999999962,,-1494.9999999999966
2019.10.02,-852.0000000000083,-659.000000000006,,-1511.0000000000143
2019.10.02,-917.9999999999966,-688.999999999993,,-1606.9999999999895
2019.10.02,-957.0000000000078,-689.9999999999977,,-1647.0000000000055
2019.10.03,-958.9999999999987,-677.9999999999973,,-1636.999999999996
2019.10.03,-970.0000000000042,-676.0000000000019,,-1646.0000000000061
2019.10.03,-992.9999999999994,-671.999999999997,,-1664.9999999999964
2019.10.03,-1021.9999999999895,-673.0000000000018,,-1694.9999999999914
2019.10.03,-997.0000000000034,-652.000000000001,,-1649.0000000000045
2019.10.03,-971.9999999999951,-661.0000000000014,,-1632.9999999999964
2019.10.03,-985.999999999998,-775.0000000000057,,-1761.0000000000036
2019.10.03,-943.9999999999893,-855.9999999999945,,-1799.9999999999839
2019.10.03,-900.9999999999962,-798.0000000000018,,-1698.9999999999982
2019.10.03,-920.9999999999941,-742.999999999995,,-1663.999999999989
2019.10.03,-943.9999999999893,-722.999999999999,,-1666.9999999999882
2019.10.03,-958.9999999999987,-748.0000000000047,,-1707.0000000000034
2019.10.03,-963.0000000000027,-736.9999999999948,,-1699.9999999999975
2019.10.03,-960.0000000000053,-731.9999999999993,,-1692.0000000000045
2019.10.03,-951.9999999999973,-727.9999999999944,,-1679.9999999999918
2019.10.03,-892.0000000000039,-724.9999999999943,,-1616.9999999999982
2019.10.03,-876.0000000000101,-706.9999999999936,,-1583.0000000000036
2019.10.03,-880.9999999999984,-743.9999999999998,,-1624.9999999999982
2019.10.03,-917.9999999999966,-819.9999999999932,,-1737.9999999999898
2019.10.03,-882.9999999999893,-807.0000000000022,,-1689.9999999999914
2019.10.03,-916.0000000000057,-796.999999999997,,-1713.0000000000027
2019.10.03,-946.0000000000024,-768.0000000000007,,-1714.0000000000032
2019.10.03,-981.999999999994,-816.0000000000025,,-1797.9999999999964
2019.10.03,-930.0000000000086,-698.9999999999981,,-1629.0000000000068
2019.10.03,-1044.0000000000005,-783.0000000000013,,-1827.0000000000018
2019.10.03,-1062.9999999999918,-798.9999999999924,,-1861.999999999984
2019.10.03,-1029.9999999999975,-822.0000000000027,,-1852.0000000000002
2019.10.03,-1021.9999999999895,-831.9999999999936,,-1853.9999999999832
2019.10.03,-1024.0000000000027,-798.9999999999924,,-1822.999999999995
2019.10.03,-1027.0000000000002,-959.9999999999937,,-1986.999999999994
2019.10.03,-1110.000000000011,-1004.9999999999955,,-2115.0000000000064
2019.10.03,-1103.9999999999939,-906.9999999999965,,-2010.9999999999905
2019.10.03,-1141.9999999999986,-885.9999999999957,,-2027.9999999999943
2019.10.03,-1154.999999999995,-846.9999999999942,,-2001.999999999989
2019.10.03,-1143.9999999999895,-1031.000000000006,,-2174.9999999999955
2019.10.03,-1049.0000000000111,-950.0000000000028,,-1999.000000000014
2019.10.03,-919.0000000000032,-927.9999999999973,,-1847.0000000000005
2019.10.03,-912.0000000000017,-777.000000000001,,-1689.0000000000027
2019.10.03,-980.0000000000031,-774.0000000000009,,-1754.000000000004
2019.10.03,-1001.9999999999918,-789.999999999992,,-1791.9999999999839
2019.10.03,-1042.0000000000095,-793.9999999999969,,-1836.0000000000064
2019.10.03,-1001.0000000000074,-778.0000000000058,,-1779.0000000000132
2019.10.03,-953.0000000000039,-819.0000000000026,,-1772.0000000000064
2019.10.03,-967.9999999999911,-822.0000000000027,,-1789.9999999999939
2019.10.03,-1069.9999999999932,-891.9999999999959,,-1961.999999999989
2019.10.03,-1082.9999999999895,-911.0000000000014,,-1993.999999999991
2019.10.03,-1053.9999999999993,-903.0000000000058,,-1957.000000000005
2019.10.03,-1127.0000000000114,-912.9999999999967,,-2040.0000000000082
2019.10.04,-1046.999999999998,-909.000000000006,,-1956.000000000004
2019.10.04,-1028.9999999999911,-888.9999999999958,,-1917.9999999999868
2019.10.04,-1044.0000000000005,-882.000000000005,,-1926.0000000000055
2019.10.04,-1031.000000000004,-864.9999999999949,,-1895.999999999999
2019.10.04,-1049.0000000000111,-876.0000000000048,,-1925.000000000016
2019.10.04,-1052.0000000000084,-867.0000000000044,,-1919.0000000000127
2019.10.04,-1059.9999999999943,-868.9999999999998,,-1928.999999999994
2019.10.04,-1062.0000000000073,-870.0000000000045,,-1932.0000000000118
2019.10.04,-1024.0000000000027,-840.0000000000034,,-1864.0000000000061
2019.10.04,-1042.0000000000095,-849.9999999999943,,-1892.0000000000039
2019.10.04,-956.0000000000013,-861.0000000000042,,-1817.0000000000055
2019.10.04,-968.9999999999976,-903.0000000000058,,-1872.0000000000034
2019.10.04,-1011.9999999999907,-908.0000000000013,,-1919.9999999999918
2019.10.04,-1004.0000000000049,-897.0000000000056,,-1901.0000000000105
2019.10.04,-1021.0000000000052,-935.9999999999928,,-1956.9999999999982
2019.10.04,-1031.000000000004,-926.0000000000019,,-1957.000000000006
2019.10.04,-1011.0000000000064,-923.9999999999924,,-1934.9999999999986
2019.10.04,-1015.0000000000103,-932.9999999999927,,-1948.0000000000032
2019.10.04,-1028.9999999999911,-927.9999999999973,,-1956.9999999999884
2019.10.04,-1029.9999999999975,-986.9999999999948,,-2016.9999999999923
2019.10.04,-1063.9999999999982,-1016.9999999999959,,-2080.999999999994
2019.10.04,-991.0000000000085,-998.0000000000047,,-1989.0000000000132
2019.10.04,-946.0000000000024,-989.9999999999949,,-1935.9999999999973
2019.10.04,-947.000000000009,-933.9999999999975,,-1881.0000000000064
2019.10.04,-940.9999999999918,-930.9999999999974,,-1871.999999999989
2019.10.04,-946.0000000000024,-917.0000000000016,,-1863.000000000004
2019.10.04,-1017.0000000000013,-915.9999999999968,,-1932.9999999999982
2019.10.04,-991.9999999999928,-906.9999999999965,,-1898.9999999999893
2019.10.04,-940.0000000000075,-926.0000000000019,,-1866.0000000000095
2019.10.04,-896.9999999999923,-920.0000000000017,,-1816.999999999994
2019.10.04,-834.0000000000014,-956.9999999999936,,-1790.999999999995
2019.10.04,-845.9999999999912,-926.0000000000019,,-1771.9999999999932
2019.10.04,-754.0000000000102,-756.0000000000002,,-1510.0000000000105
2019.10.04,-788.0000000000109,-769.0000000000055,,-1557.0000000000164
2019.10.04,-855.0000000000058,-760.0000000000051,,-1615.000000000011
2019.10.04,-865.0000000000047,-769.0000000000055,,-1634.00000000001
2019.10.04,-934.9999999999969,-784.9999999999966,,-1719.9999999999936
2019.10.04,-1015.0000000000103,-810.9999999999928,,-1826.0000000000032
2019.10.04,-1004.9999999999892,-814.9999999999977,,-1819.9999999999868
2019.10.04,-950.9999999999908,-766.9999999999959,,-1717.9999999999868
2019.10.04,-966.0000000000002,-772.9999999999961,,-1738.9999999999964
2019.10.04,-956.0000000000013,-772.9999999999961,,-1728.9999999999973
2019.10.04,-977.0000000000057,-778.0000000000058,,-1755.0000000000114
2019.10.04,-950.0000000000064,-774.0000000000009,,-1724.0000000000073
2019.10.04,-916.99999999999,-772.0000000000056,,-1688.9999999999955
2019.10.04,-880.9999999999984,-789.0000000000015,,-1670.0
2019.10.04,-866.9999999999956,-783.0000000000013,,-1649.9999999999968
2019.10.04,-870.9999999999995,-775.0000000000057,,-1646.0000000000052
