date,USDCAD,EURJPY,empty,sum
2019.09.30,-28.000000000005798,40.00000000000625,,12.000000000000455
2019.09.30,-11.999999999989797,33.00000000000125,,21.000000000011454
2019.09.30,-41.000000000002146,6.000000000000227,,-35.00000000000192
2019.09.30,-45.99999999999049,-39.00000000000148,,-84.99999999999197
2019.09.30,-45.000000000006146,4.0000000000048885,,-41.00000000000126
2019.09.30,-45.000000000006146,13.999999999995794,,-31.000000000010353
2019.09.30,-45.99999999999049,-12.000000000000455,,-57.99999999999095
2019.09.30,-72.0000000000054,-91.99999999999875,,-164.00000000000415
2019.09.30,-114.99999999999844,-118.99999999999977,,-233.9999999999982
2019.09.30,-52.99999999999194,-90.00000000000341,,-142.99999999999534
2019.09.30,-53.999999999998494,-117.999999999995,,-171.9999999999935
2019.09.30,-73.99999999999629,-105.99999999999454,,-179.99999999999085
2019.09.30,-35.00000000000725,-93.99999999999409,,-129.00000000000134
2019.09.30,-55.99999999998939,-91.99999999999875,,-147.99999999998815
2019.09.30,-39.00000000001125,-90.99999999999397,,-130.00000000000523
2019.09.30,-35.999999999991594,-123.00000000000466,,-158.99999999999625
2019.09.30,-39.00000000001125,-179.00000000000205,,-218.0000000000133
2019.09.30,-52.000000000007596,-236.99999999999477,,-289.0000000000024
2019.09.30,-17.000000000000348,-185.99999999999284,,-202.99999999999318
2019.09.30,-12.999999999996348,-96.00000000000364,,-108.99999999999999
2019.09.30,52.000000000007596,-147.99999999999613,,-95.99999999998855
2019.09.30,15.00000000000945,-153.99999999999636,,-138.99999999998693
2019.09.30,-59.000000000009045,-129.99999999999545,,-189.0000000000045
2019.09.30,-79.00000000000685,-128.0000000000001,,-207.00000000000696
2019.09.30,-126.0000000000039,-171.99999999999704,,-298.0000000000009
2019.09.30,-130.0000000000079,-186.9999999999976,,-317.0000000000055
2019.09.30,-110.00000000001009,-177.99999999999727,,-288.0000000000074
2019.09.30,-164.00000000000858,-227.99999999999443,,-392.000000000003
2019.09.30,-154.0000000000097,-352.99999999999443,,-507.0000000000041
2019.09.30,-110.99999999999443,-344.99999999999886,,-455.9999999999933
2019.09.30,-238.99999999998923,-432.00000000000216,,-670.9999999999914
2019.09.30,-184.99999999999073,-403.99999999999636,,-588.999999999987
2019.09.30,-211.00000000000563,-359.99999999999943,,-571.000000000005
2019.09.30,-110.00000000001009,-338.99999999999864,,-449.00000000000875
2019.09.30,-110.99999999999443,-287.00000000000614,,-398.00000000000057
2019.09.30,-85.00000000000173,-287.00000000000614,,-372.00000000000784
2019.09.30,-56.99999999999594,-245.9999999999951,,-302.9999999999911
2019.09.30,-116.99999999998934,-209.00000000000318,,-325.9999999999925
2019.09.30,-109.00000000000354,-162.9999999999967,,-272.0000000000002
2019.09.30,-89.00000000000574,-191.0000000000025,,-280.00000000000824
2019.09.30,-100.0000000000112,-198.99999999999807,,-299.00000000000927
2019.09.30,-112.000000000001,-287.00000000000614,,-399.00000000000716
2019.09.30,-87.99999999999919,-266.00000000000534,,-354.00000000000455
2019.09.30,-45.99999999999049,-272.99999999999613,,-318.99999999998664
2019.09.30,-53.999999999998494,-263.9999999999958,,-317.9999999999943
2019.09.30,-161.99999999999548,-259.00000000000034,,-420.9999999999958
2019.09.30,-154.99999999999403,-289.0000000000015,,-443.9999999999955
2019.09.30,-75.00000000000284,-317.99999999999784,,-393.0000000000007
2019.10.01,-80.99999999999774,-343.0000000000035,,-424.00000000000125
2019.10.01,-66.99999999999484,-322.9999999999933,,-389.9999999999881
