date,AUDUSD,CHFJPY,empty,sum
2020.09.14,0.0,-46.00000000000648,,-46.00000000000648
2020.09.14,9.00000000000345,-40.00000000000625,,-31.000000000002803
2020.09.14,48.000000000003595,-48.00000000000182,,1.7763568394002505e-12
2020.09.14,89.00000000000574,87.99999999999386,,176.9999999999996
2020.09.14,16.0000000000049,78.00000000000296,,94.00000000000786
2020.09.14,13.00000000000745,79.9999999999983,,93.00000000000574
2020.09.14,-48.99999999999905,39.99999999999204,,-9.000000000007006
2020.09.14,-65.99999999999939,-1.0000000000047748,,-67.00000000000416
2020.09.14,-65.99999999999939,-1.0000000000047748,,-67.00000000000416
2020.09.14,-15.999999999993797,33.00000000000125,,17.000000000007454
2020.09.14,18.0000000000069,49.99999999999716,,68.00000000000406
2020.09.14,52.000000000007596,90.00000000000341,,142.000000000011
2020.09.14,42.0000000000087,72.00000000000273,,114.00000000001143
2020.09.14,46.00000000000159,51.9999999999925,,97.99999999999409
2020.09.14,17.000000000000348,22.999999999996135,,39.99999999999648
2020.09.14,23.00000000000635,1.0000000000047748,,24.000000000011124
2020.09.14,65.00000000000395,-16.000000000005343,,48.99999999999861
2020.09.14,62.000000000006494,15.000000000000568,,77.00000000000706
2020.09.14,43.00000000000415,-25.000000000005684,,17.999999999998465
2020.09.14,24.000000000001798,-22.999999999996135,,1.000000000005663
2020.09.14,44.0000000000107,7.999999999995566,,52.00000000000627
2020.09.14,16.0000000000049,1.9999999999953388,,18.000000000000238
2020.09.14,22.0000000000109,48.00000000000182,,70.00000000001272
2020.09.14,-47.9999999999925,42.999999999992156,,-5.000000000000341
2020.09.14,-34.99999999999615,48.00000000000182,,13.00000000000567
2020.09.14,-111.99999999998988,-51.00000000000193,,-162.99999999999181
2020.09.14,-102.99999999999754,-10.99999999999568,,-113.99999999999322
2020.09.14,-48.99999999999905,39.00000000000148,,-9.99999999999757
2020.09.14,-37.99999999999359,147.00000000000557,,109.00000000001198
2020.09.14,-57.99999999999139,129.99999999999545,,72.00000000000406
2020.09.14,-64.99999999999284,140.00000000000057,,75.00000000000773
2020.09.14,-60.99999999999994,144.00000000000546,,83.00000000000551
2020.09.14,2.000000000002,19.000000000005457,,21.000000000007457
2020.09.14,49.00000000001015,-99.99999999999432,,-50.99999999998417
2020.09.14,146.00000000000168,-213.99999999999864,,-67.99999999999696
2020.09.14,77.00000000000485,-177.0000000000067,,-100.00000000000186
2020.09.14,170.00000000000347,-158.00000000000125,,12.000000000002217
2020.09.14,221.00000000000452,-161.00000000000136,,60.000000000003155
2020.09.14,211.00000000000563,-221.00000000000364,,-9.99999999999801
2020.09.14,155.00000000000514,-284.9999999999966,,-129.99999999999145
2020.09.14,80.00000000000229,-269.999999999996,,-189.99999999999375
2020.09.14,88.00000000001029,-284.9999999999966,,-196.9999999999863
2020.09.14,107.00000000000153,-254.0000000000049,,-147.00000000000335
2020.09.14,137.00000000000932,-242.00000000000443,,-104.99999999999511
2020.09.14,148.0000000000037,-269.999999999996,,-121.99999999999233
2020.09.14,146.00000000000168,-296.99999999999704,,-150.99999999999537
2020.09.14,130.0000000000079,-338.99999999999864,,-208.99999999999073
2020.09.14,109.00000000000354,-323.99999999999807,,-214.99999999999454
2020.09.15,69.00000000000794,-355.000000000004,,-285.999999999996
2020.09.15,119.00000000000244,-337.0000000000033,,-218.00000000000085
