date,USDCHF,USDCAD,NZDUSD,EURCHF,CHFJPY,NZDCHF,EURGBP,GBPJPY,GBPCAD,EURNZD,AUDJPY,NZDJPY,NZDCAD,empty,sum
2020.01.13,0.0,0.0,-39.00000000000014,-4.999999999988347,-82.99999999999841,-46.00000000000159,-26.000000000003798,-70.0000000000216,-145.00000000001734,0.0,-36.99999999999193,-42.00000000000159,-61.999999999995396,,-555.0000000000201
2020.01.13,36.999999999998145,53.999999999998494,-17.000000000000348,15.00000000000945,10.99999999999568,-65.00000000000395,-31.999999999998696,-58.000000000021146,-145.00000000001734,0.0,-33.999999999991815,-19.000000000005457,-76.99999999999375,,-330.0000000000307
2020.01.13,70.0000000000034,56.99999999999594,-27.999999999994696,57.00000000001815,25.99999999999625,-103.00000000000864,-32.999999999994145,-132.000000000005,-256.00000000001177,48.99999999998794,-125.0,-39.00000000000148,-93.99999999999409,,-551.0000000000082
2020.01.13,113.00000000000753,129.00000000000134,-12.999999999996348,123.00000000000644,-3.0000000000001137,-96.00000000000719,-34.000000000000696,-156.0000000000059,-295.0000000000008,73.99999999999629,-138.9999999999958,-45.000000000001705,-88.99999999999464,,-430.99999999999164
2020.01.13,104.99999999999955,134.00000000001188,-10.999999999994348,123.00000000000644,-3.9999999999906777,-70.0000000000034,-29.999999999996696,-125.0,-300.00000000001137,112.000000000001,-91.99999999999875,-20.000000000010232,-96.99999999999153,,-274.9999999999782
2020.01.13,126.0000000000039,113.99999999999189,-5.999999999994898,143.00000000000423,-12.999999999991019,-81.00000000000884,2.999999999997449,-126.00000000000477,-198.00000000000927,103.00000000000864,-129.99999999999545,-37.00000000000614,-68.99999999999685,,-171.00000000000117
2020.01.13,130.0000000000079,48.000000000003595,-58.000000000002494,162.00000000001768,-40.99999999999682,-137.00000000000932,31.999999999998696,-131.00000000000023,-142.0000000000199,18.0000000000069,-234.99999999999943,-121.00000000000932,-94.99999999998954,,-569.9999999999923
2020.01.13,118.00000000000699,49.99999999999449,-53.999999999998494,182.99999999999983,-39.99999999999204,-133.00000000000534,34.99999999999615,-136.0000000000241,-90.00000000001229,35.00000000000725,-239.99999999999488,-105.00000000000398,-86.99999999999264,,-464.0000000000191
2020.01.13,107.99999999999699,25.999999999992696,-39.999999999995595,163.00000000000205,-57.00000000000216,-99.00000000000463,39.00000000000014,-130.00000000002387,-102.00000000000209,93.00000000000975,-225.9999999999991,-83.00000000001262,-73.99999999999629,,-382.00000000003473
2020.01.13,92.99999999999864,14.000000000002899,-44.99999999999504,172.0000000000166,-94.99999999999886,-103.00000000000864,65.00000000000395,-169.00000000001114,-48.000000000003595,104.99999999999955,-272.99999999999613,-101.0000000000133,-64.99999999999284,,-449.99999999999795
2020.01.13,65.99999999999939,-14.000000000002899,-122.99999999999534,182.99999999999983,-111.99999999999477,-152.00000000000767,104.00000000000409,-127.00000000000955,5.999999999994898,-29.999999999996696,-316.99999999999307,-182.00000000000216,-134.99999999999625,,-833.0000000000002
2020.01.13,46.00000000000159,-39.999999999995595,-151.9999999999966,164.00000000000858,-143.99999999999125,-173.00000000000094,97.00000000000264,-154.00000000002478,16.999999999978144,-73.00000000001194,-298.0000000000018,-212.0000000000033,-159.9999999999935,,-1082.0000000000286
