date,USDCHF,USDCAD,AUDUSD,CADCHF,EURJPY,AUDJPY,empty,sum
2020.11.30,0.0,-147.00000000000824,-75.00000000000284,-47.9999999999925,-0.999999999990564,-109.00000000000887,,-380.000000000003
2020.11.30,34.99999999999615,-127.00000000001043,-65.99999999999939,117.00000000000044,61.00000000000705,-129.0000000000049,,-109.00000000001107
2020.11.30,35.999999999991594,-167.9999999999904,-166.99999999999494,139.00000000000023,94.0000000000083,-275.0000000000057,,-340.9999999999909
2020.11.30,37.99999999999359,-173.00000000000094,-215.99999999999397,169.00000000000804,230.00000000000398,-346.00000000000364,,-297.99999999999295
2020.11.30,52.99999999999194,-116.99999999998934,-204.99999999999963,143.00000000000423,100.00000000000853,-280.00000000000114,,-305.99999999998545
2020.11.30,-3.0000000000085514,-96.99999999999153,-214.99999999999852,80.00000000000229,-45.000000000001705,-189.99999999999773,,-469.9999999999958
2020.11.30,-17.000000000000348,-106.00000000000608,-248.00000000000378,80.99999999999774,-49.99999999999716,-161.00000000000136,,-501.000000000011
2020.11.30,-9.00000000000345,-127.99999999999478,-205.99999999999508,102.00000000000209,-36.99999999999193,-141.00000000000534,,-418.99999999998846
2020.11.30,-29.000000000001247,-133.00000000000534,-204.00000000000418,87.00000000000374,-25.99999999999625,-124.00000000000944,,-429.00000000001273
2020.11.30,-24.000000000001798,-130.0000000000079,-156.00000000000057,85.00000000000173,-53.999999999987836,-94.99999999999886,,-373.9999999999952
2020.11.30,-38.0000000000047,-127.00000000001043,-110.99999999999443,92.00000000000318,-9.000000000000341,-67.99999999999784,,-261.00000000000455
2020.11.30,3.999999999992898,-79.00000000000685,-65.00000000000395,106.00000000000608,-6.000000000000227,-16.000000000005343,,-56.000000000017394
2020.11.30,4.999999999999449,-69.9999999999923,-58.000000000002494,87.00000000000374,-46.999999999997044,-8.000000000009777,,-90.99999999999842
2020.11.30,-18.0000000000069,-86.99999999999264,-119.99999999999788,90.0000000000012,-51.9999999999925,-46.00000000000648,,-232.99999999999523
2020.11.30,-59.000000000009045,-62.000000000006494,-93.99999999999409,41.000000000002146,-49.99999999999716,-17.000000000010118,,-241.00000000001478
2020.11.30,-75.00000000000284,-114.99999999999844,-78.99999999999574,41.9999999999976,-34.99999999999659,10.99999999999568,,-251.00000000000034
2020.11.30,-92.00000000000318,-123.99999999999079,-88.99999999999464,36.0000000000027,-24.00000000000091,-12.000000000000455,,-304.99999999998727
2020.11.30,-90.0000000000012,-131.99999999999878,-78.00000000000028,29.000000000001247,-43.99999999999693,-17.000000000010118,,-332.000000000006
2020.11.30,-90.0000000000012,-72.0000000000054,9.00000000000345,8.000000000008,-6.000000000000227,22.999999999996135,,-127.99999999999926
2020.11.30,-113.00000000000753,-85.00000000000173,-41.000000000002146,2.000000000002,75.00000000000284,-82.00000000000784,,-244.00000000001444
2020.11.30,-133.00000000000534,-137.00000000000932,-41.000000000002146,-0.999999999995449,173.00000000000182,-176.00000000000193,,-315.0000000000124
2020.11.30,-170.99999999999892,-222.99999999999542,-38.0000000000047,21.00000000000435,375.0,-194.00000000000261,,-229.99999999999727
2020.11.30,-169.00000000000804,-160.99999999998892,53.00000000000304,13.00000000000745,452.0000000000124,-155.00000000000114,,33.00000000002484
2020.11.30,-131.00000000000333,-221.00000000000452,-53.00000000000304,60.99999999999994,306.0000000000116,-120.00000000000455,,-158.00000000000392
2020.11.30,-72.0000000000054,-262.00000000000665,-41.9999999999976,123.00000000000644,202.0000000000124,-76.00000000000762,,-126.99999999999847
2020.11.30,-50.0000000000056,-361.9999999999957,-7.9999999999968985,165.9999999999995,253.0000000000001,-32.00000000001069,,-33.00000000000921
2020.11.30,-68.00000000000139,-428.9999999999905,-41.9999999999976,201.00000000000674,216.00000000000819,-46.00000000000648,,-167.99999999998113
2020.11.30,-64.0000000000085,-448.000000000004,-32.999999999994145,236.00000000000287,234.99999999999943,-10.000000000005116,,-84.00000000000944
