date,GBPUSD,EURCHF,EURCAD,EURAUD,empty,sum
2020.06.22,-147.99999999999258,-157.00000000000713,-23.00000000001745,0.0,,-328.00000000001717
2020.06.22,-164.99999999999292,-121.99999999999989,-78.00000000000028,78.00000000000028,,-286.99999999999284
2020.06.22,-158.99999999999804,-148.99999999999915,-113.00000000000753,75.00000000000284,,-346.0000000000018
2020.06.22,-100.0000000000112,-116.00000000000499,-62.000000000006494,262.999999999991,,-15.000000000031662
2020.06.22,-73.00000000001194,-96.00000000000719,-8.000000000008,210.99999999998343,,33.999999999956316
2020.06.22,-76.0000000000094,-96.00000000000719,-7.0000000000014495,220.99999999998232,,41.999999999964274
2020.06.22,-55.000000000005045,-97.9999999999981,-48.000000000003595,219.99999999999798,,18.999999999991275
2020.06.22,-100.99999999999554,-133.00000000000534,-130.0000000000079,237.99999999998266,,-126.00000000002609
2020.06.22,-253.99999999999866,-157.00000000000713,-45.000000000006146,415.99999999999415,,-40.00000000001779
2020.06.22,-300.00000000001137,-144.99999999999514,11.999999999989797,608.9999999999928,,175.99999999997613
2020.06.22,-285.00000000000193,-182.99999999999983,45.99999999999049,602.999999999998,,180.9999999999867
2020.06.22,-340.00000000000693,-199.00000000001583,21.999999999988695,641.0000000000027,,123.99999999996874
2020.06.22,-354.0000000000099,-182.99999999999983,51.000000000001044,764.9999999999934,,278.99999999998465
2020.06.22,-360.0000000000048,-158.0000000000137,72.99999999998974,831.000000000004,,385.99999999997533
2020.06.22,-458.00000000000284,-160.00000000000458,90.99999999999665,917.9999999999966,,390.9999999999859
2020.06.22,-487.99999999999955,-165.9999999999995,-2.999999999997449,1054.9999999999836,,397.99999999998704
2020.06.22,-600.0000000000006,-160.00000000000458,-12.000000000012001,1019.9999999999986,,247.99999999998147
2020.06.22,-570.0000000000039,-137.00000000000932,-13.000000000018552,942.9999999999827,,222.999999999951
2020.06.22,-377.0000000000051,-137.00000000000932,-26.999999999999247,849.9999999999952,,308.9999999999816
2020.06.22,-563.0000000000024,-180.0000000000024,-7.0000000000014495,923.9999999999915,,173.99999999998522
2020.06.22,-645.0000000000067,-173.00000000000094,110.99999999999443,1001.9999999999918,,294.9999999999786
2020.06.22,-831.000000000004,-228.00000000000597,104.99999999999955,1200.0000000000011,,245.99999999999068
2020.06.22,-868.000000000002,-192.99999999999872,49.99999999999449,1129.9999999999866,,118.99999999998045
2020.06.22,-923.9999999999915,-249.99999999999466,-50.0000000000167,1089.999999999991,,-134.00000000001182
2020.06.22,-927.0000000000111,-277.00000000001614,-43.999999999999595,1116.9999999999902,,-131.0000000000366
2020.06.22,-839.0000000000119,-238.0000000000049,-49.00000000001015,1064.9999999999827,,-61.00000000004434
2020.06.22,-659.0000000000095,-233.00000000001654,-101.00000000001774,939.0000000000009,,-54.000000000042974
2020.06.22,-601.000000000007,-233.00000000001654,-134.00000000001188,913.9999999999926,,-54.00000000004286
2020.06.22,-459.0000000000094,-217.0000000000005,-138.0000000000159,866.9999999999956,,52.99999999996976
2020.06.22,-645.0000000000067,-234.00000000000088,-72.0000000000054,916.99999999999,,-34.000000000022965
2020.06.22,-775.9999999999989,-200.00000000000017,10.999999999983245,1136.999999999988,,171.99999999997215
2020.06.22,-707.9999999999975,-277.00000000001614,-62.000000000006494,1099.9999999999898,,52.99999999996953
2020.06.22,-761.999999999996,-299.00000000000483,-114.0000000000141,1078.9999999999854,,-96.00000000002956
2020.06.22,-903.0000000000093,-316.0000000000052,-280.0000000000136,844.9999999999847,,-654.0000000000435
2020.06.22,-1100.000000000012,-316.0000000000052,-286.00000000000847,1007.9999999999867,,-694.000000000039
2020.06.22,-1149.0,-324.0000000000132,-291.00000000001904,964.9999999999936,,-799.0000000000387
2020.06.22,-1127.0000000000114,-361.0000000000113,-340.00000000000693,940.9999999999918,,-887.0000000000377
2020.06.22,-1120.0000000000098,-358.00000000001387,-307.99999999999716,986.9999999999824,,-799.0000000000385
2020.06.22,-1184.0000000000073,-365.99999999999966,-316.0000000000052,1004.9999999999892,,-861.0000000000229
2020.06.22,-1290.9999999999977,-383.0,-273.0000000000121,1282.9999999999898,,-664.00000000002
2020.06.22,-1269.000000000009,-351.0000000000124,-255.00000000000523,1331.9999999999998,,-543.0000000000268
2020.06.22,-1280.9999999999989,-331.999999999999,-199.00000000001583,1336.9999999999882,,-475.00000000002547
2020.06.22,-1283.9999999999964,-327.00000000001063,-148.99999999999915,1272.999999999991,,-487.00000000001523
2020.06.22,-1357.0000000000082,-343.00000000000443,-124.00000000001299,1286.9999999999936,,-537.0000000000321
2020.06.22,-1349.0000000000002,-358.00000000001387,-154.0000000000097,1088.0,,-773.0000000000239
2020.06.22,-1286.9999999999936,-354.0000000000099,-173.00000000000094,1136.0000000000036,,-678.0000000000009
2020.06.22,-1256.0000000000127,-354.0000000000099,-141.00000000001333,1088.9999999999845,,-662.0000000000516
2020.06.22,-1292.0000000000043,-375.9999999999986,-153.00000000000313,1095.999999999986,,-725.0000000000202
2020.06.23,-1266.0000000000116,-363.0000000000022,-141.00000000001333,1039.9999999999966,,-730.0000000000307
2020.06.23,-1288.0000000000002,-363.0000000000022,-107.00000000001265,1088.9999999999845,,-669.0000000000307
2020.06.23,-1327.999999999996,-355.0000000000164,-96.00000000000719,1146.9999999999868,,-632.0000000000327
2020.06.23,-1507.9999999999982,-388.9999999999949,-136.00000000000279,1202.9999999999984,,-829.9999999999975
