date,EURUSD,USDCAD,NZDCAD,empty,sum
2019.04.08,-38.0000000000047,-48.99999999998794,0.0,,-86.99999999999264
2019.04.08,-36.0000000000138,-62.99999999999084,34.99999999999615,,-64.00000000000848
2019.04.08,9.999999999998899,-39.999999999995595,36.999999999998145,,7.0000000000014495
2019.04.08,37.99999999998249,-7.999999999985796,12.999999999996348,,42.999999999993044
2019.04.08,26.999999999999247,39.999999999995595,-34.000000000000696,,32.999999999994145
2019.04.08,8.999999999992347,60.99999999999994,-41.9999999999976,,27.9999999999947
2019.04.08,32.999999999994145,0.0,-65.99999999999939,,-33.000000000005244
2019.04.08,5.999999999994898,-34.99999999998504,-68.99999999999685,,-97.99999999998698
2019.04.08,4.999999999988347,-31.000000000003247,-51.000000000001044,,-77.00000000001594
2019.04.08,30.999999999981043,53.999999999998494,-53.999999999998494,,30.999999999981043
2019.04.08,55.99999999998939,90.00000000001229,-68.99999999999685,,77.00000000000483
2019.04.08,71.99999999998319,87.00000000001484,-46.00000000000159,,112.99999999999642
2019.04.08,100.99999999999554,87.99999999999919,-12.000000000000899,,176.9999999999938
2019.04.08,118.99999999998023,22.999999999995246,-27.999999999994696,,113.99999999998077
2019.04.08,132.99999999998312,17.000000000000348,-21.00000000000435,,128.9999999999791
2019.04.08,137.9999999999937,24.000000000001798,7.0000000000014495,,168.99999999999693
2019.04.08,142.99999999998204,7.0000000000014495,17.000000000000348,,166.99999999998383
2019.04.08,109.99999999998789,-12.999999999996348,-14.000000000002899,,82.99999999998865
2019.04.08,100.99999999999554,-44.99999999998394,14.000000000002899,,70.0000000000145
2019.04.08,113.99999999999189,-46.999999999997044,43.999999999999595,,110.99999999999443
2019.04.08,92.99999999998754,-7.999999999985796,9.00000000000345,,94.00000000000519
2019.04.08,72.99999999998974,21.00000000000435,14.000000000002899,,107.99999999999699
2019.04.08,117.99999999999588,-22.999999999995246,43.00000000000415,,138.00000000000477
2019.04.08,165.9999999999995,2.0000000000131024,7.9999999999968985,,176.0000000000095
2019.04.08,163.9999999999864,4.000000000004,14.000000000002899,,181.9999999999933
2019.04.08,210.99999999998343,29.00000000001235,16.0000000000049,,256.0000000000007
2019.04.08,222.99999999999542,5.999999999994898,46.999999999997044,,275.9999999999874
2019.04.08,249.99999999999466,29.00000000001235,36.999999999998145,,316.0000000000051
2019.04.08,267.99999999997937,39.999999999995595,19.999999999997797,,327.9999999999728
2019.04.08,283.99999999999534,68.00000000000139,2.000000000002,,353.9999999999987
2019.04.08,291.9999999999812,31.000000000003247,-21.00000000000435,,301.9999999999801
2019.04.08,286.99999999999284,89.00000000000574,-48.000000000003595,,327.999999999995
2019.04.08,457.9999999999807,205.00000000001074,-49.99999999999449,,612.9999999999968
2019.04.08,533.99999999999,337.0000000000095,-27.999999999994696,,843.0000000000049
2019.04.08,521.9999999999781,365.0000000000153,-116.00000000000499,,770.9999999999884
2019.04.08,453.99999999999886,534.9999999999966,-197.99999999999818,,790.9999999999973
2019.04.08,446.9999999999974,539.0000000000006,-248.00000000000378,,737.9999999999942
2019.04.08,439.99999999999596,544.0000000000111,-277.000000000005,,707.000000000002
2019.04.08,456.9999999999963,614.0000000000034,-273.000000000001,,797.9999999999987
2019.04.08,489.99999999999045,649.0000000000107,-294.00000000000534,,844.9999999999958
2019.04.08,500.9999999999959,695.0000000000011,-343.00000000000443,,852.9999999999926
2019.04.08,438.9999999999894,666.000000000011,-297.9999999999983,,807.0000000000022
2019.04.08,459.99999999999375,669.0000000000085,-270.99999999999903,,858.0000000000032
2019.04.08,453.99999999999886,648.0000000000041,-319.99999999999807,,782.0000000000049
2019.04.08,454.9999999999832,658.0000000000031,-312.00000000000114,,800.9999999999852
2019.04.08,473.99999999999665,662.000000000007,-309.99999999999915,,826.0000000000045
2019.04.08,468.9999999999861,680.0000000000139,-314.99999999999864,,834.0000000000014
2019.04.08,442.9999999999934,658.0000000000031,-317.0000000000006,,783.9999999999957
