date,NZDUSD,CHFJPY,NZDCHF,EURGBP,GBPJPY,EURJPY,EURCAD,EURNZD,AUDCAD,empty,sum
2021.11.08,0.0,0.0,0.0,-29.000000000001247,0.0,0.0,-181.9999999999933,-117.99999999999588,-304.00000000000426,,-632.9999999999948
2021.11.08,100.00000000000009,170.99999999999227,62.99999999999084,-17.999999999995797,112.99999999999955,141.00000000001955,-184.99999999999073,-143.99999999998857,-174.00000000000747,,67.00000000001981
2021.11.08,85.99999999999719,296.99999999999704,35.999999999991594,-58.99999999999794,149.99999999997726,211.00000000001273,-226.99999999999943,-266.999999999995,-202.0000000000022,,24.999999999981213
2021.11.08,49.99999999999449,385.9999999999957,27.999999999994696,-60.99999999999994,274.99999999997726,317.0000000000073,-202.9999999999976,-338.99999999997823,-162.0000000000066,,290.9999999999871
2021.11.08,34.000000000000696,358.99999999999466,17.999999999995797,-65.99999999999939,186.9999999999834,270.00000000001023,-242.99999999999324,-393.99999999998323,-129.00000000000134,,36.0000000000077
2021.11.08,43.00000000000415,438.99999999999295,25.999999999992696,-43.999999999999595,342.9999999999893,343.9999999999941,-241.00000000000233,-378.999999999996,-148.99999999999915,,381.9999999999762
2021.11.08,53.00000000000304,396.0000000000008,59.99999999999339,-49.99999999999449,328.9999999999793,314.0000000000214,-207.00000000000162,-289.9999999999903,-164.00000000000858,,441.000000000003
2021.11.08,53.999999999998494,318.9999999999884,100.00000000000009,-60.99999999999994,229.99999999998977,290.00000000002046,-127.99999999999478,-198.99999999999363,-112.000000000001,,493.00000000000784
2021.11.08,58.99999999999794,284.9999999999966,127.99999999999478,-63.00000000000195,227.99999999998022,284.9999999999966,-136.99999999998712,-178.99999999999582,-114.00000000000298,,491.9999999999783
2021.11.08,134.99999999999625,296.99999999999704,223.99999999999088,-64.99999999999284,286.00000000000136,319.9999999999932,-104.99999999999955,-5.999999999994898,-107.00000000000153,,978.9999999999898
2021.11.08,175.00000000000293,328.9999999999935,242.99999999999324,-44.99999999999504,348.99999999998954,373.9999999999952,-147.99999999999258,17.000000000000348,-152.00000000000767,,1141.9999999999798
2021.11.08,241.99999999999778,370.9999999999951,295.99999999999625,-56.99999999999594,364.9999999999807,391.9999999999959,-144.99999999999514,189.00000000001694,-168.00000000000148,,1484.9999999999905
2021.11.08,243.99999999999977,337.99999999999386,293.99999999999426,-74.99999999999174,256.9999999999766,335.00000000000796,-158.99999999999804,186.0000000000195,-181.00000000000892,,1238.9999999999934
2021.11.08,253.0000000000032,342.9999999999893,291.99999999999227,-92.99999999999864,236.99999999999477,338.99999999999864,-191.99999999999218,214.00000000000307,-196.00000000000728,,1196.9999999999832
2021.11.08,282.0000000000045,324.99999999998863,312.9999999999966,-63.00000000000195,310.0000000000023,365.0000000000091,-177.99999999998929,216.00000000001617,-209.00000000000364,,1361.0000000000223
2021.11.08,288.9999999999948,309.99999999998806,322.00000000000006,-56.99999999999594,290.9999999999968,343.00000000001774,-124.99999999999733,247.00000000001944,-236.99999999999832,,1383.0000000000252
2021.11.08,397.99999999999835,315.9999999999883,407.99999999999727,-65.99999999999939,373.9999999999952,349.00000000001796,-137.9999999999937,418.0000000000073,-247.00000000000833,,1812.000000000003
2021.11.08,344.99999999999534,313.99999999999295,393.9999999999944,-75.9999999999983,364.9999999999807,414.0000000000157,-147.99999999999258,325.0000000000197,-199.00000000000472,,1734.0000000000032
2021.11.08,334.00000000000097,292.0000000000016,376.99999999999403,-87.99999999999919,320.99999999999795,362.99999999999955,-173.99999999998528,290.00000000001245,-206.00000000000617,,1509.0000000000161
2021.11.08,351.99999999999676,149.0000000000009,459.99999999999375,-44.99999999999504,256.9999999999766,274.0000000000009,-72.0000000000054,522.0000000000002,-194.0000000000053,,1702.9999999999634
2021.11.08,251.00000000000122,46.999999999997044,413.99999999999216,-183.99999999999528,-85.00000000000796,200.00000000001705,-168.99999999999693,298.00000000002046,-228.00000000000597,,544.0000000000218
2021.11.08,270.0000000000036,73.99999999999807,417.99999999999613,-178.99999999999582,-63.0000000000166,224.00000000001796,-313.99999999999204,244.00000000002197,-207.00000000000162,,467.0000000000316
2021.11.08,375.0000000000031,57.999999999992724,448.9999999999994,-112.000000000001,213.99999999999864,305.0000000000068,-339.0000000000004,308.0000000000194,-275.000000000003,,983.0000000000155
2021.11.08,439.0000000000005,-84.00000000000318,524.9999999999977,-92.99999999999864,125.0,153.00000000002,-204.00000000000418,551.0000000000126,-280.00000000000244,,1132.0000000000223
2021.11.08,359.99999999999363,-88.00000000000807,514.9999999999987,-58.99999999999794,86.99999999998909,145.00000000001023,-160.99999999998892,477.0000000000163,-209.9999999999991,,1066.000000000014
2021.11.08,456.00000000000085,-84.00000000000318,605.0,-81.9999999999932,179.00000000000205,199.00000000001228,-211.00000000000563,571.0000000000103,-223.00000000000654,,1410.000000000017
2021.11.08,475.99999999999864,-114.00000000000432,631.9999999999992,-90.0000000000012,198.99999999998386,235.00000000001364,-221.00000000000452,582.0000000000158,-203.00000000000873,,1495.9999999999923
