date,NZDUSD,CHFJPY,NZDCHF,EURGBP,GBPJPY,EURJPY,EURCAD,EURNZD,AUDCAD,empty,sum
2021.11.08,131.99999999999878,174.99999999999716,122.99999999999534,11.00000000000545,131.00000000000023,153.00000000002,-134.99999999999625,-44.99999999998394,-165.00000000000404,,380.0000000000327
2021.11.08,117.00000000000044,299.99999999999716,88.99999999999464,4.999999999999449,152.9999999999916,211.00000000001273,-153.9999999999875,-119.99999999998678,-137.00000000000932,,464.0000000000124
2021.11.08,90.0000000000012,403.99999999999636,60.99999999999994,-26.999999999999247,316.0000000000025,325.9999999999934,-173.99999999998528,-255.99999999998957,-155.00000000000514,,585.0000000000142
2021.11.08,75.9999999999983,399.9999999999915,35.999999999991594,-46.00000000000159,294.9999999999875,331.99999999999363,-195.9999999999962,-332.9999999999833,-108.00000000000809,,455.9999999999734
2021.11.08,43.00000000000415,459.99999999999375,25.999999999992696,-20.999999999993246,417.0000000000016,393.0000000000007,-234.00000000000088,-378.999999999996,-109.00000000000354,,595.9999999999991
2021.11.08,53.999999999998494,467.9999999999893,65.99999999999939,-43.999999999999595,375.0,403.00000000002,-204.99999999998852,-281.99999999998226,-142.00000000000878,,693.0000000000281
2021.11.08,132.99999999999423,414.99999999999204,136.99999999999824,-13.999999999991797,351.99999999997544,336.00000000001273,-48.000000000003595,-80.99999999999774,-104.99999999999955,,1124.99999999998
2021.11.08,68.99999999999685,337.99999999999386,136.99999999999824,-60.99999999999994,256.9999999999766,320.99999999999795,-116.99999999998934,-166.99999999998383,-63.00000000000195,,713.9999999999883
2021.11.08,143.9999999999997,300.9999999999877,226.99999999999943,-39.999999999995595,288.99999999998727,320.99999999999795,-59.99999999999339,-0.9999999999843467,-100.00000000000009,,1080.9999999999986
2021.11.08,185.00000000000182,341.99999999999875,250.9999999999901,-43.999999999999595,363.9999999999759,388.00000000000523,-92.99999999998754,37.00000000002035,-94.00000000000519,,1335.9999999999998
2021.11.08,275.000000000003,388.9999999999958,312.9999999999966,-35.999999999991594,426.9999999999925,430.0000000000068,-104.99999999999955,205.00000000001074,-143.9999999999997,,1754.0000000000146
2021.11.08,265.99999999999955,403.99999999999636,317.9999999999961,-46.00000000000159,399.99999999997726,421.99999999999704,-120.99999999999334,245.0000000000063,-168.00000000000148,,1719.9999999999764
2021.11.08,263.99999999999756,349.9999999999943,305.99999999999517,-71.99999999999429,277.9999999999916,358.0000000000041,-134.99999999999625,224.000000000002,-175.99999999999838,,1396.999999999996
2021.11.08,288.9999999999948,355.99999999999454,322.00000000000006,-63.00000000000195,313.99999999999295,376.0000000000048,-171.99999999999437,243.00000000001543,-165.00000000000404,,1500.0000000000023
2021.11.08,300.99999999999574,337.99999999999386,329.999999999997,-41.9999999999976,334.99999999997954,368.9999999999998,-123.99999999999079,257.0000000000183,-162.0000000000066,,1601.9999999999893
2021.11.08,397.99999999999835,310.99999999999284,439.0000000000005,-12.000000000000899,381.0000000000002,352.00000000000387,-83.9999999999952,508.00000000001955,-233.00000000000543,,2060.0000000000136
2021.11.08,407.99999999999727,379.99999999999545,424.9999999999976,-31.999999999998696,438.99999999999295,435.0000000000023,-90.99999999999665,460.000000000016,-194.0000000000053,,2230.0000000000014
2021.11.08,344.99999999999534,314.9999999999977,400.00000000000034,-52.99999999999194,385.9999999999957,417.0000000000016,-123.00000000000644,336.00000000000296,-123.00000000000644,,1899.999999999989
2021.11.08,446.9999999999974,333.999999999989,471.99999999999466,-5.999999999994898,423.9999999999782,379.99999999999545,-34.99999999998504,582.0000000000158,-182.99999999999983,,2414.9999999999905
2021.11.08,409.99999999999926,206.99999999999363,502.9999999999979,-42.999999999993044,304.00000000000205,343.00000000001774,-55.000000000005045,543.0000000000045,-180.0000000000024,,2032.000000000015
2021.11.08,275.99999999999847,86.99999999998909,425.99999999999307,-164.99999999999292,-42.00000000000159,236.99999999999477,-140.0000000000068,330.0000000000081,-97.00000000000264,,911.9999999999795
2021.11.08,380.00000000000256,149.0000000000009,455.99999999998977,-95.00000000000064,233.99999999998045,365.0000000000091,-300.99999999999574,326.0000000000041,-196.00000000000728,,1317.9999999999832
2021.11.08,471.99999999999466,78.99999999999352,563.9999999999978,-64.99999999999284,230.99999999999454,314.9999999999977,-177.99999999998929,564.000000000009,-236.00000000000287,,1746.000000000002
2021.11.08,444.9999999999954,-72.00000000000273,583.0000000000002,0.0,168.99999999998272,159.00000000002024,-99.00000000000463,602.0000000000136,-207.00000000000162,,1580.0000000000034
2021.11.08,456.00000000000085,-52.00000000000671,610.9999999999949,-13.999999999991797,206.99999999999363,211.00000000001273,-119.00000000000244,635.0000000000077,-182.99999999999983,,1752.000000000009
2021.11.08,475.99999999999864,-84.00000000000318,637.9999999999941,-46.00000000000159,218.9999999999941,266.00000000001955,-177.99999999998929,590.0000000000016,-179.00000000000693,,1702.0000000000068
2021.11.08,507.9999999999973,-59.00000000001171,683.9999999999957,-22.999999999995246,284.9999999999966,287.00000000000614,-76.99999999999375,715.0000000000211,-135.00000000000733,,2185.000000000009
2021.11.08,570.0000000000039,-12.000000000000455,713.9999999999924,80.99999999999774,578.000000000003,378.0000000000143,-121.99999999999989,730.0000000000084,-170.99999999999892,,2746.00000000002
