date,GBPUSD,EURUSD,USDCAD,AUDUSD,NZDUSD,GBPJPY,GBPCAD,EURJPY,EURNZD,AUDCAD,NZDCAD,empty,sum
2019.09.30,0.0,-7.0000000000014495,-82.00000000000429,-17.000000000000348,0.0,-68.00000000001205,-24.000000000001798,-39.00000000000148,-192.99999999999872,-9.00000000000345,0.0,,-439.0000000000236
2019.09.30,76.99999999999375,0.9999999999843467,-52.99999999999194,16.0000000000049,43.999999999999595,57.999999999992724,65.00000000000395,33.00000000000125,-160.00000000000458,29.999999999996696,65.00000000000395,,175.99999999998465
2019.09.30,69.9999999999923,-5.000000000010552,-48.000000000003595,18.0000000000069,90.0000000000012,39.99999999999204,39.00000000001125,4.0000000000048885,-112.000000000001,18.999999999991246,99.00000000000463,,213.9999999999893
2019.09.30,114.99999999999844,21.999999999988695,-70.99999999999883,-34.000000000000696,100.00000000000009,-33.00000000001546,124.99999999999733,-49.99999999999716,-170.00000000000347,-21.00000000000435,124.00000000000189,,106.99999999996645
2019.09.30,112.99999999998533,17.999999999984695,-58.000000000002494,-12.000000000000899,97.9999999999981,-19.000000000005457,107.00000000001265,-39.99999999999204,-156.00000000000057,-1.0000000000065512,117.99999999999588,,167.99999999996868
2019.09.30,120.99999999999334,14.000000000002899,-75.00000000000284,-5.999999999994898,33.000000000005244,12.999999999976808,113.00000000000753,-22.999999999996135,-306.00000000000625,19.999999999997797,34.000000000000696,,-62.0000000000158
2019.09.30,106.00000000000608,-18.0000000000069,-59.99999999999339,-8.999999999992347,-39.00000000000014,38.99999999998727,107.99999999999699,-30.000000000001137,-461.0000000000003,18.999999999991246,-58.000000000002494,,-403.0000000000151
2019.09.30,100.99999999999554,-46.999999999997044,-95.00000000000064,-53.999999999998494,-55.000000000005045,-26.00000000001046,130.0000000000079,-121.99999999999989,-463.9999999999977,-24.000000000001798,-61.999999999995396,,-718.0000000000032
2019.09.30,79.00000000000685,-97.00000000001374,-144.99999999999514,-66.99999999999484,-177.00000000000495,4.9999999999954525,134.00000000001188,-118.99999999999977,-736.9999999999877,-14.000000000002899,-180.0000000000024,,-1317.9999999999873
2019.09.30,106.00000000000608,-78.00000000000028,-127.00000000001043,-46.999999999997044,-173.00000000000094,8.99999999998613,119.00000000000244,-126.00000000000477,-758.9999999999985,-4.000000000004,-190.00000000000128,,-1270.0000000000227
2019.09.30,82.00000000000429,-68.00000000000139,-70.99999999999883,9.00000000000345,-119.00000000000244,-25.000000000005684,65.00000000000395,-118.99999999999977,-618.9999999999918,48.99999999999905,-159.9999999999935,,-975.9999999999827
2019.09.30,48.000000000003595,-103.00000000000864,-83.9999999999952,-64.99999999999284,-239.0000000000003,-60.000000000002274,48.000000000003595,-159.00000000000603,-885.9999999999868,-38.0000000000047,-304.9999999999997,,-1842.9999999999895
2019.09.30,48.000000000003595,-97.00000000001374,-78.00000000000028,-58.99999999999794,-202.9999999999976,-42.00000000000159,53.00000000001415,-132.99999999999557,-794.9999999999901,-39.00000000000014,-261.0000000000001,,-1605.9999999999795
2019.09.30,65.00000000000395,-87.00000000001484,-66.99999999999484,-41.9999999999976,-163.99999999999747,-35.00000000002501,63.99999999999739,-128.0000000000001,-729.9999999999862,-37.00000000000925,-231.99999999999886,,-1393.000000000023
2019.09.30,56.99999999999594,-97.00000000001374,-72.0000000000054,-43.999999999999595,-156.00000000000057,-23.000000000024556,65.00000000000395,-115.99999999999966,-682.0000000000048,-29.000000000001247,-204.99999999999963,,-1302.000000000049
2019.09.30,106.99999999999044,-63.000000000013046,-46.999999999997044,-53.999999999998494,-144.99999999999514,-41.00000000002524,95.00000000000064,-158.00000000000125,-696.999999999992,-59.000000000009045,-205.99999999999508,,-1268.0000000000352
