names,week,needed_features,accuracy,next_week_prediction_score,next_week_prediction
USDCHF,20,['EURCHF'],80.0,0.4137747252747255,B
GBPUSD,10,"['EURUSD', 'AUDUSD']",100.0,1.0,B
EURUSD,30,"['AUDNZD', 'GBPAUD']",100.0,-0.5805476190476193,S
USDJPY,15,"['EURCHF', 'CADCHF']",80.0,0.5790851370851374,B
AUDUSD,20,"['AUDNZD', 'GBPCAD']",80.0,0.8376867576867576,B
EURCHF,15,['AUDCAD'],80.0,-0.48089610389610404,S
CHFJPY,20,"['EURGBP', 'USDJPY', 'USDCHF', 'EURNZD', 'CADJPY', 'CADCHF', 'AUDUSD', 'EURUSD']",100.0,0.78,B
CADCHF,50,"['EURCHF', 'EURAUD', 'AUDCHF', 'AUDCAD', 'NZDCAD', 'GBPCHF', 'NZDCHF', 'GBPAUD', 'AUDNZD', 'USDCHF']",100.0,0.74,B
AUDCHF,30,"['NZDCAD', 'GBPCHF']",80.0,0.4535949050949051,B
EURGBP,10,['CADCHF'],80.0,-0.4366587301587303,S
GBPJPY,10,"['USDCHF', 'CADCHF']",80.0,1.0,B
EURCAD,10,"['AUDJPY', 'AUDUSD']",80.0,0.4517777777777777,B
EURAUD,30,['EURNZD'],80.0,-0.19261624424766832,S
EURNZD,10,['AUDCHF'],80.0,-0.6743492063492067,S
CADJPY,30,"['EURGBP', 'USDCAD', 'GBPCAD']",100.0,-0.2833946608946608,S
AUDJPY,10,"['EURGBP', 'EURAUD', 'EURNZD']",100.0,-0.76,S
AUDCAD,10,['EURGBP'],80.0,1.0,B
AUDNZD,50,"['AUDUSD', 'USDCHF', 'GBPAUD', 'NZDUSD', 'GBPCHF', 'EURNZD', 'EURCAD']",100.0,0.10033333333333333,B
