date,GBPUSD,USDCAD,AUDUSD,NZDUSD,GBPCHF,CHFJPY,CADCHF,AUDCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,EURCAD,EURAUD,CADJPY,AUDJPY,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2021.02.15,0.0,-69.00000000000794,-27.999999999994696,0.0,0.0,-4.9999999999954525,-26.999999999999247,-15.999999999993797,0.0,-29.000000000001247,-7.000000000005002,-1.0000000000065512,-48.000000000003595,-70.0000000000145,-44.00000000001114,-6.000000000000227,-1.0000000000047748,-5.999999999994898,-14.999999999998348,-140.99999999999113,,-513.0000000000225
2021.02.15,49.99999999999449,-68.00000000000139,-21.999999999999797,48.000000000003595,22.999999999995246,123.00000000000466,37.00000000000925,84.0000000000063,133.99999999998968,-21.999999999999797,155.00000000000114,85.00000000000173,-77.00000000001594,-144.99999999999514,10.99999999999568,37.00000000000614,95.99999999998943,10.000000000010001,56.99999999999594,-44.99999999998394,,571.0000000000073
2021.02.15,99.00000000000463,-76.99999999999375,-20.999999999993246,67.00000000000594,59.99999999999339,111.99999999999477,26.000000000003798,89.00000000000574,161.99999999999548,-7.0000000000014495,177.99999999999727,109.00000000000354,-89.00000000000574,-151.00000000001222,9.999999999990905,36.000000000001364,108.99999999999466,16.0000000000049,80.00000000000229,-41.000000000002146,,766.9999999999899
2021.02.15,211.00000000000563,-75.00000000000284,9.999999999998899,145.00000000000622,280.9999999999979,240.99999999999966,155.00000000000514,158.99999999999804,270.99999999999903,63.00000000000195,455.99999999998886,319.999999999987,-50.0000000000167,-99.00000000000463,109.99999999999943,147.00000000000557,258.99999999998613,60.00000000000449,195.9999999999962,-28.999999999990145,,2830.9999999999663
2021.02.15,195.9999999999962,-92.00000000000318,3.0000000000085514,147.00000000000824,313.00000000000773,210.99999999999852,154.0000000000097,169.00000000000804,283.99999999999534,75.9999999999983,435.0000000000023,340.9999999999913,-53.00000000001415,-76.0000000000094,77.99999999998875,132.000000000005,255.99999999998602,87.00000000000374,219.00000000000253,-34.99999999998504,,2844.999999999998
2021.02.15,276.9999999999939,-69.00000000000794,14.000000000002899,169.00000000000804,371.00000000001023,256.0000000000002,165.9999999999995,175.99999999999838,304.9999999999997,97.9999999999981,544.9999999999875,401.99999999999125,-57.00000000001815,-86.0000000000083,116.99999999999022,158.00000000000125,303.99999999998784,82.00000000000429,234.00000000000088,-60.99999999999994,,3400.9999999999404
2021.02.15,265.0000000000041,-80.99999999999774,-17.999999999995797,158.99999999999804,371.00000000001023,207.9999999999984,165.9999999999995,170.00000000000347,315.9999999999941,102.00000000000209,510.9999999999957,405.9999999999952,-41.000000000002146,-107.00000000001265,99.99999999999432,114.00000000000432,271.99999999999136,52.000000000007596,234.99999999999633,-73.99999999999629,,3125.99999999999
2021.02.15,310.0000000000103,-39.00000000001125,25.00000000000835,202.0000000000022,368.9999999999971,254.0000000000049,165.00000000000404,167.00000000000603,303.9999999999932,121.99999999999989,545.9999999999923,411.99999999999017,-24.000000000001798,-73.00000000001194,119.99999999999034,150.99999999999625,290.9999999999968,65.99999999999939,220.99999999999343,-68.99999999998573,,3519.999999999974
2021.02.15,375.9999999999986,29.999999999996696,52.000000000007596,226.00000000000398,407.0000000000018,272.00000000000557,165.9999999999995,170.00000000000347,310.9999999999946,134.0000000000008,608.0000000000041,422.9999999999956,-28.000000000005798,-90.99999999999665,147.99999999999613,167.0000000000016,316.99999999999307,57.00000000000705,232.99999999999432,-62.99999999999084,,3915.000000000011
2021.02.15,476.9999999999941,53.999999999998494,74.00000000000739,240.00000000000688,436.00000000001415,302.99999999999727,159.00000000000912,165.00000000000404,304.9999999999997,172.00000000000549,687.0000000000118,523.0000000000068,-9.000000000014552,-66.99999999999484,150.99999999999625,174.99999999999716,320.99999999999795,63.00000000000195,239.0000000000003,-89.99999999999008,,4378.000000000049
2021.02.15,475.0000000000032,72.0000000000054,118.00000000000699,287.0000000000039,419.0000000000138,323.99999999999807,169.00000000000804,192.99999999999872,339.99999999999585,161.00000000000003,694.9999999999932,482.999999999989,-3.0000000000196536,-4.000000000004,170.99999999999227,227.00000000000387,373.9999999999952,100.00000000000009,285.9999999999974,-95.00000000000064,,4791.999999999981
2021.02.15,489.0000000000061,110.99999999999443,155.00000000000514,328.0000000000061,408.9999999999927,356.9999999999993,171.00000000001003,218.00000000000708,358.9999999999982,153.99999999999858,717.000000000013,441.0000000000025,8.999999999992347,51.000000000001044,199.99999999998863,271.0000000000008,425.9999999999877,124.00000000000189,312.00000000000114,-106.99999999999044,,5195.000000000016
2021.02.15,492.0000000000035,131.99999999999878,180.0000000000024,360.0000000000048,421.0000000000047,379.99999999999545,184.00000000000637,246.00000000000176,401.99999999999125,157.00000000000713,765.9999999999911,432.9999999999945,28.999999999990145,109.00000000000354,238.9999999999901,322.9999999999933,483.99999999999466,139.00000000000023,334.9999999999964,-100.99999999999554,,5709.999999999975
2021.02.15,480.00000000001376,116.00000000000499,170.00000000000347,348.00000000000387,422.9999999999956,355.000000000004,190.00000000000128,241.99999999999778,395.99999999999636,156.00000000000057,735.0000000000136,425.99999999999307,37.99999999998249,89.99999999999008,225.9999999999991,310.0000000000023,470.9999999999894,131.00000000000333,331.0000000000035,-119.00000000000244,,5514.999999999995
2021.02.15,486.999999999993,134.99999999999625,192.99999999999872,390.0000000000015,417.0000000000007,359.99999999999943,190.00000000000128,251.00000000000122,415.99999999999415,148.99999999999915,737.9999999999995,421.0000000000047,19.999999999997797,119.99999999998678,230.99999999999454,326.9999999999982,501.99999999999534,151.00000000000114,365.99999999999966,-116.99999999998934,,5746.9999999999745
2021.02.15,526.0000000000042,164.00000000000858,243.00000000000432,412.00000000000125,409.99999999999926,385.9999999999957,196.00000000000728,280.9999999999979,429.99999999999704,131.99999999999878,775.0000000000057,400.00000000000034,21.999999999988695,150.99999999999002,253.99999999999068,379.99999999999545,525.9999999999962,175.00000000000293,364.9999999999931,-96.99999999999153,,6130.999999999985
2021.02.15,489.0000000000061,147.00000000000824,231.0000000000034,392.9999999999989,391.000000000008,408.00000000000125,190.00000000000128,270.99999999999903,414.9999999999987,109.00000000000354,783.0000000000155,385.99999999999744,-3.0000000000196536,126.0000000000039,254.99999999999545,388.00000000000523,532.999999999987,184.00000000000637,358.9999999999982,-75.99999999998718,,5979.000000000031
2021.02.15,426.9999999999996,93.00000000000975,182.99999999999983,341.0000000000024,402.9999999999978,370.9999999999951,197.00000000000273,290.00000000000136,422.00000000000017,95.00000000000064,762.0000000000005,387.99999999998835,-26.999999999999247,83.9999999999952,259.9999999999909,373.00000000000466,501.99999999999534,174.00000000000747,336.00000000000296,-65.99999999998829,,5608.0000000000055
2021.02.15,405.0000000000109,70.99999999999883,158.0000000000026,339.0000000000004,357.00000000000733,370.9999999999951,184.00000000000637,231.0000000000034,402.9999999999978,70.99999999999883,735.99999999999,351.99999999999676,-53.00000000001415,9.999999999998899,239.99999999999488,343.0000000000035,493.9999999999998,134.0000000000008,331.999999999999,-112.99999999998533,,5065.0000000000055
