date,USDCHF,GBPUSD,EURUSD,USDJPY,EURCHF,CHFJPY,AUDCHF,GBPCAD,GBPAUD,EURJPY,EURCAD,EURAUD,EURNZD,CADJPY,AUDJPY,NZDJPY,AUDCAD,empty,sum
2021.07.26,-126.99999999999933,-131.99999999999878,0.0,-74.00000000001228,-130.0000000000079,0.0,-190.00000000000128,-31.000000000003247,-440.00000000001813,0.0,-38.99999999998904,-249.00000000001032,0.0,-90.99999999999397,-189.00000000000716,-240.99999999999966,-165.9999999999995,,-2099.0000000000405
2021.07.26,-141.00000000000225,-82.00000000000429,26.999999999999247,-97.00000000000841,-106.00000000000608,175.00000000001137,-185.99999999999727,48.99999999998794,-495.000000000001,85.00000000000796,4.000000000004,-331.999999999999,158.99999999999804,-99.99999999999432,-162.00000000000614,-240.99999999999966,-161.99999999999548,,-1605.0000000000055
2021.07.26,-166.99999999999494,-42.0000000000087,9.999999999998899,-105.00000000000398,-86.0000000000083,222.0000000000084,-199.00000000000472,113.99999999999189,-545.0000000000177,111.99999999999477,46.0000000000127,-312.00000000000114,231.0000000000034,-118.99999999999977,-204.00000000000773,-326.9999999999982,-192.00000000000327,,-1563.0000000000382
2021.07.26,-112.000000000001,48.99999999998794,36.999999999998145,-114.00000000000432,-78.00000000000028,355.000000000004,-183.99999999999528,291.9999999999812,-537.0000000000097,175.00000000001137,121.00000000001555,-320.00000000000915,303.0000000000088,-107.99999999998988,-192.99999999999784,-290.00000000000625,-200.99999999999562,,-805.0000000000023
2021.07.26,-119.00000000000244,32.999999999994145,49.99999999999449,-104.00000000001342,-95.00000000000064,354.0000000000134,-185.99999999999727,325.99999999998187,-551.0000000000126,171.99999999999704,172.0000000000166,-350.00000000000585,285.00000000000193,-77.99999999998875,-183.00000000000693,-285.0000000000108,-209.00000000000364,,-768.0000000000429
2021.07.26,-110.99999999999443,34.000000000000696,39.999999999995595,-118.00000000000921,-86.0000000000083,339.00000000001285,-182.00000000000438,322.9999999999844,-537.0000000000097,149.0000000000009,168.99999999999693,-337.0000000000095,232.00000000000998,-75.9999999999934,-191.0000000000025,-316.0000000000025,-216.0000000000051,,-884.0000000000376
2021.07.26,-148.99999999999915,-56.99999999999594,0.9999999999843467,-136.0000000000099,-87.99999999999919,328.00000000000296,-190.00000000000128,323.99999999999096,-612.0000000000125,128.00000000001432,195.00000000001182,-451.0000000000014,275.000000000003,-66.99999999999307,-200.00000000000284,-310.0000000000023,-238.0000000000049,,-1247.000000000015
2021.07.26,-169.99999999999238,-119.00000000000244,-42.0000000000087,-124.00000000000944,-82.00000000000429,229.00000000001342,-129.9999999999968,322.00000000000006,-737.0000000000099,2.0000000000095497,225.00000000000853,-537.9999999999941,451.0000000000014,-15.000000000000568,-97.00000000000841,-198.99999999999807,-173.00000000000094,,-1196.999999999993
2021.07.26,-147.99999999999258,-110.00000000001009,-23.00000000001745,-10.000000000005116,-76.0000000000094,154.00000000001057,-83.9999999999952,329.99999999998585,-792.0000000000149,-79.00000000000773,236.00000000001398,-656.0000000000122,520.0000000000093,85.99999999999852,31.999999999996476,-70.00000000000739,-131.99999999999878,,-822.0000000000559
2021.07.26,-122.99999999999534,-73.99999999999629,14.999999999987246,27.999999999991587,-69.00000000000794,188.0000000000024,-77.00000000000485,307.99999999999716,-778.000000000012,-38.000000000010914,236.99999999999832,-625.9999999999932,529.0000000000017,105.00000000000398,54.000000000002046,-84.00000000000318,-148.0000000000037,,-553.000000000043
2021.07.26,-100.00000000000009,-15.999999999993797,32.999999999994145,33.999999999991815,-49.00000000001015,198.0000000000075,-58.000000000002494,435.9999999999919,-777.0000000000055,-75.9999999999934,296.0000000000074,-581.0000000000093,547.999999999993,112.99999999999955,48.00000000000182,-81.00000000000307,-189.00000000000583,,-221.00000000003652
2021.07.26,-66.99999999999484,-66.00000000001049,39.999999999995595,69.99999999999318,-31.000000000003247,223.0000000000132,-34.99999999999615,427.99999999998397,-818.0000000000076,-38.99999999998727,347.0000000000084,-703.9999999999935,611.000000000006,166.00000000001103,76.99999999999818,-29.000000000010573,-185.99999999999727,,-12.999999999991473
2021.07.26,-75.9999999999983,-110.99999999999443,30.999999999981043,79.9999999999983,-18.999999999991246,194.00000000000261,10.999999999994348,406.9999999999796,-853.9999999999992,-82.99999999999841,375.0000000000142,-747.0000000000088,714.999999999999,177.0000000000067,140.00000000000057,24.00000000000091,-126.0000000000039,,137.99999999998303
2021.07.26,-41.9999999999976,-66.00000000001049,64.99999999998174,85.99999999999852,-35.00000000000725,234.00000000000887,51.99999999999649,400.9999999999847,-870.0000000000152,-27.999999999991587,372.00000000001677,-814.0000000000036,777.0000000000055,172.00000000001125,171.99999999999704,39.00000000000148,-73.99999999999629,,440.9999999999803
2021.07.26,-39.00000000000014,-58.000000000002494,86.99999999999264,76.99999999999818,-41.000000000002146,246.00000000000932,31.999999999998696,339.99999999998477,-834.0000000000014,-6.000000000000227,336.00000000000296,-763.0000000000026,737.9999999999942,129.0000000000049,149.0000000000009,-2.0000000000095497,-70.0000000000034,,320.99999999996464
2021.07.26,-29.000000000001247,-55.000000000005045,96.99999999999153,82.99999999999841,-35.999999999991594,271.0000000000008,34.000000000000696,344.99999999999534,-887.9999999999999,3.0000000000143245,324.0000000000132,-760.0000000000051,713.9999999999924,120.00000000000455,141.9999999999959,-10.000000000005116,-56.99999999999594,,298.0000000000031
2021.07.26,-30.999999999992145,4.999999999988347,82.99999999998863,107.99999999998988,-32.999999999994145,236.0000000000042,31.999999999998696,408.9999999999927,-904.0000000000159,-32.99999999998704,348.00000000001495,-771.0000000000106,713.0000000000081,147.00000000000557,161.00000000000136,6.999999999990791,-89.00000000000574,,387.99999999997755
2021.07.26,-8.999999999992347,2.999999999997449,119.99999999998678,122.99999999999045,-46.999999999997044,220.00000000001307,38.0000000000047,478.999999999985,-963.0000000000027,-43.00000000000637,415.0000000000098,-859.0000000000098,775.9999999999989,190.00000000001194,150.99999999999625,19.99999999999602,-114.00000000000298,,499.9999999999791
2021.07.26,-36.999999999998145,-153.00000000000313,86.99999999999264,113.99999999999011,-49.99999999999449,217.00000000001296,41.000000000002146,353.99999999998766,-912.0000000000017,-50.00000000001137,434.000000000001,-827.0,783.0000000000003,198.0000000000075,146.99999999999136,24.999999999991473,-131.99999999999878,,238.99999999996962
2021.07.26,-56.99999999999594,-157.99999999999147,31.999999999987594,132.99999999999557,-21.00000000000435,141.00000000000534,46.999999999997044,336.9999999999873,-1053.9999999999993,-164.99999999999204,394.00000000000546,-934.9999999999969,754.9999999999945,185.00000000000227,164.00000000000148,24.999999999991473,-104.99999999999955,,-282.0000000000116
2021.07.26,-54.999999999993946,-130.99999999999224,41.99999999998649,147.99999999999613,-32.999999999994145,150.00000000000568,97.00000000000264,332.9999999999833,-1038.0000000000057,-151.9999999999868,334.9999999999964,-978.0000000000122,855.0000000000058,191.0000000000025,242.999999999995,89.9999999999892,-50.0000000000056,,46.99999999997257
2021.07.26,36.0000000000027,32.999999999994145,147.99999999999258,220.99999999998943,2.999999999997449,200.00000000000284,148.0000000000037,374.999999999992,-1068.0000000000023,-100.99999999999909,375.0000000000142,-1015.0000000000103,886.9999999999934,196.00000000001216,259.00000000000034,85.99999999999852,-11.00000000000545,,771.9999999999762
2021.07.26,-80.99999999999774,-110.99999999999443,-6.000000000017103,233.99999999999466,-1.999999999990898,36.000000000001364,153.00000000000313,385.99999999999744,-1272.0000000000064,-277.9999999999916,355.0000000000164,-1092.000000000004,931.9999999999995,246.00000000000932,322.00000000000273,162.9999999999967,34.000000000000696,,19.000000000019682
2021.07.26,-51.99999999999649,-41.000000000002146,28.999999999990145,183.9999999999975,-25.999999999992696,78.00000000000296,110.99999999999443,439.99999999999596,-1278.0000000000014,-245.00000000000455,290.9999999999968,-1031.000000000004,856.0000000000123,164.00000000000148,281.9999999999965,112.99999999999955,38.0000000000047,,-87.00000000000918
2021.07.26,0.0,109.99999999998789,133.99999999998968,111.99999999999477,-68.00000000000139,178.00000000001148,51.99999999999649,413.99999999998107,-1248.0000000000045,-86.99999999998909,246.99999999999721,-934.9999999999969,770.000000000004,-0.999999999990564,107.99999999998988,-55.00000000000682,46.999999999997044,,-222.0000000000399
2021.07.26,51.000000000001044,323.99999999999096,242.99999999999324,111.99999999999477,-83.00000000001084,325.00000000000284,26.999999999999247,416.9999999999785,-1253.9999999999995,115.0000000000091,194.0000000000053,-824.0000000000025,734.0000000000124,-55.999999999997385,63.99999999999295,-94.0000000000083,16.0000000000049,,310.99999999996663
2021.07.26,38.0000000000047,391.000000000008,247.99999999998158,120.99999999999511,-100.99999999999554,307.00000000000216,-12.999999999996348,555.9999999999787,-1207.0000000000025,122.99999999999045,246.00000000001288,-785.0000000000134,655.0000000000056,-28.999999999996362,39.00000000000148,-115.0000000000091,-46.00000000000159,,427.9999999999658
2021.07.26,41.000000000002146,309.0000000000037,237.99999999998266,135.99999999999568,-90.99999999999665,280.00000000000114,-0.999999999995449,585.9999999999976,-1236.9999999999993,85.00000000000796,323.0000000000066,-863.0000000000138,710.999999999995,40.00000000000625,84.99999999999375,-73.0000000000075,-58.000000000002494,,510.9999999999774
2021.07.26,28.000000000005798,256.99999999999613,200.00000000000017,131.00000000000023,-73.99999999999629,243.99999999999977,58.000000000002494,504.9999999999999,-1262.0000000000075,-7.000000000005002,312.00000000000114,-892.0000000000039,805.0000000000113,76.00000000000762,147.99999999999613,-15.000000000000568,-16.0000000000049,,498.0000000000025
2021.07.26,39.00000000000014,334.9999999999964,229.99999999999687,134.9999999999909,-79.99999999999119,274.0000000000009,-12.000000000000899,655.9999999999899,-1231.0000000000043,57.999999999992724,304.9999999999997,-856.9999999999967,648.0000000000041,62.00000000001182,70.99999999999795,-90.00000000000341,-75.9999999999983,,466.9999999999868
2021.07.26,-30.999999999992145,350.00000000000585,184.99999999999073,77.99999999998875,-121.99999999999989,281.0000000000059,-73.00000000000084,590.999999999986,-1138.0000000000168,80.99999999998886,241.00000000000233,-673.0000000000125,574.9999999999922,-18.999999999991246,-8.000000000009777,-146.0000000000008,-90.99999999999665,,80.99999999994009
2021.07.26,-92.00000000000318,208.99999999999253,114.99999999999844,23.9999999999867,-124.99999999999733,233.0000000000041,-45.000000000006146,621.9999999999892,-1154.0000000000105,68.00000000001205,290.00000000001245,-774.000000000008,675.0000000000034,25.000000000005684,36.000000000001364,-97.99999999999898,-150.00000000000568,,-141.00000000002376
2021.07.26,-95.99999999999609,245.99999999999068,121.99999999999989,53.999999999987836,-127.00000000001043,167.0000000000016,-73.00000000000084,696.999999999992,-1171.000000000011,2.0000000000095497,367.0000000000062,-768.9999999999975,581.0000000000093,88.99999999999864,60.99999999999284,-90.00000000000341,-253.0000000000032,,-193.0000000000338
2021.07.26,-42.999999999993044,432.9999999999945,190.00000000000128,76.99999999999818,-123.99999999999079,213.00000000000807,-99.00000000000463,819.9999999999985,-1244.0000000000007,64.99999999999773,347.0000000000084,-608.0000000000085,446.0000000000131,-24.00000000000091,-174.0000000000066,-297.00000000001125,-275.000000000003,,-296.9999999999997
2021.07.26,92.99999999999864,615.9999999999943,345.99999999997965,94.99999999999886,-113.99999999999189,392.0000000000101,-112.99999999999643,740.9999999999917,-1089.0000000000066,241.99999999999022,299.00000000000483,-601.000000000007,374.999999999992,-101.99999999998965,-185.00000000000227,-356.9999999999993,-217.0000000000005,,420.999999999967
2021.07.26,197.00000000000273,628.9999999999907,388.9999999999949,126.99999999999534,-49.99999999999449,410.0000000000108,-121.00000000000443,659.999999999994,-1013.0000000000194,162.00000000000614,215.00000000000963,-533.0000000000057,182.99999999999983,-125.99999999999056,-231.00000000000875,-419.00000000001114,-246.00000000000176,,232.99999999996743
2021.07.26,223.00000000000654,682.0000000000048,388.9999999999949,131.9999999999908,-1.999999999990898,530.0000000000011,-119.99999999999788,737.9999999999942,-940.0000000000075,262.00000000000045,262.00000000000665,-449.0000000000105,185.00000000001293,-109.99999999999943,-237.99999999999955,-410.0000000000108,-266.999999999995,,867.0000000000009
2021.07.26,251.00000000000122,652.9999999999925,404.9999999999887,131.00000000000023,12.999999999996348,570.0000000000074,-95.99999999999609,711.9999999999793,-1019.9999999999986,266.9999999999959,289.0000000000059,-408.00000000000836,232.00000000000998,-90.99999999999397,-219.0000000000083,-401.00000000001046,-273.9999999999965,,1013.9999999999653
2021.07.26,263.0000000000021,741.9999999999982,390.9999999999858,106.99999999999932,38.0000000000047,615.0000000000091,-61.999999999995396,874.9999999999814,-1107.999999999998,302.99999999999727,331.999999999999,-502.00000000000244,323.0000000000066,-77.99999999998875,-210.99999999999852,-367.00000000000443,-256.99999999999613,,1403.9999999999998
2021.07.26,284.0000000000065,719.000000000003,402.9999999999978,112.99999999999955,52.000000000007596,651.0000000000105,-39.00000000000014,850.9999999999795,-1084.0000000000182,323.0000000000075,358.00000000001387,-522.0000000000002,327.99999999999494,-72.99999999999329,-213.00000000000807,-379.0000000000049,-250.00000000000577,,1521.9999999999902
2021.07.26,300.0000000000003,699.0000000000052,426.9999999999996,92.99999999998931,53.999999999998494,689.0000000000072,5.999999999994898,851.9999999999861,-1099.0000000000055,349.9999999999943,351.99999999999676,-546.000000000002,422.00000000001125,-97.99999999999898,-197.00000000000273,-361.0000000000042,-248.99999999999923,,1693.9999999999707
2021.07.26,331.999999999999,689.0000000000063,425.99999999999307,103.9999999999992,96.00000000000719,723.0000000000132,19.999999999997797,855.9999999999901,-1048.0000000000045,346.00000000000364,421.0000000000047,-527.9999999999951,425.99999999999307,-62.99999999998818,-189.99999999999773,-350.9999999999991,-266.999999999995,,1992.0000000000273
2021.07.26,302.0000000000023,625.9999999999932,376.9999999999829,76.99999999999818,82.99999999998863,712.0000000000033,17.000000000000348,745.99999999998,-1021.0000000000052,335.00000000000796,326.0000000000041,-533.0000000000057,374.999999999992,-90.99999999999397,-186.9999999999976,-359.00000000000887,-270.0000000000036,,1514.999999999938
2021.07.26,243.99999999999977,612.9999999999969,324.9999999999975,62.99999999998818,85.00000000000173,664.0000000000015,-9.999999999998899,772.9999999999793,-1009.0000000000155,290.9999999999968,290.9999999999968,-492.0000000000035,377.0000000000051,-91.99999999999875,-188.0000000000024,-352.00000000000387,-212.00000000000108,,1370.9999999999395
2021.07.26,245.0000000000063,584.0000000000067,320.9999999999935,57.999999999992724,96.99999999999153,666.000000000011,-11.00000000000545,723.9999999999914,-985.999999999998,289.99999999999204,292.00000000000335,-452.99999999999227,347.0000000000084,-99.99999999999432,-194.00000000000261,-317.0000000000073,-207.00000000000162,,1355.9999999999948
2021.07.26,248.00000000000378,591.0000000000082,315.99999999998295,39.99999999999204,92.00000000000318,690.0000000000119,-45.000000000006146,746.9999999999866,-996.0000000000191,296.99999999999704,258.0000000000027,-442.9999999999934,381.99999999999346,-125.99999999999056,-246.00000000000932,-350.9999999999991,-231.0000000000034,,1222.999999999961
2021.07.26,275.000000000003,652.0000000000082,362.99999999998,56.99999999998795,92.00000000000318,702.0000000000124,-43.00000000000415,755.9999999999789,-967.0000000000067,330.99999999998886,269.00000000000813,-422.9999999999956,314.99999999999864,-128.99999999999068,-248.00000000000466,-384.00000000000034,-239.99999999999577,,1377.9999999999711
2021.07.26,275.000000000003,635.9999999999922,343.99999999998875,53.999999999987836,103.00000000000864,686.000000000007,-12.999999999996348,757.999999999992,-997.0000000000034,305.0000000000068,286.00000000000847,-432.9999999999945,215.99999999999397,-118.99999999999977,-227.00000000000387,-378.0000000000001,-219.00000000000253,,1276.999999999988
2021.07.27,248.99999999999923,631.9999999999882,339.0000000000004,55.999999999997385,96.99999999999153,381.0000000000002,-19.999999999997797,657.9999999999808,-931.0000000000151,283.9999999999918,221.00000000000452,-378.999999999996,60.99999999999994,-102.99999999999443,-222.0000000000084,-365.0000000000091,-222.99999999999542,,734.9999999999379
2021.07.27,282.99999999999994,635.9999999999922,345.99999999997965,62.99999999998818,103.00000000000864,636.0000000000099,-12.999999999996348,768.9999999999975,-1024.0000000000027,268.0000000000007,263.99999999999756,-424.00000000000216,235.00000000000742,-84.99999999999375,-225.00000000000853,-356.9999999999993,-219.99999999999798,,1254.9999999999814
