date,GBPUSD,USDJPY,NZDUSD,CHFJPY,EURGBP,EURJPY,AUDJPY,AUDNZD,empty,sum
2016.07.04,-55.000000000005045,-61.00000000000705,-239.0000000000003,-179.9999999999926,-85.00000000000173,-57.00000000000216,0.0,-20.999999999982144,,-697.999999999991
2016.07.04,279.00000000000705,-82.99999999999841,-180.0000000000024,-104.99999999998977,85.00000000000173,-67.99999999999784,106.99999999999932,12.000000000012001,,47.0000000000317
2016.07.04,287.9999999999994,-53.00000000001148,-309.0000000000037,57.00000000000216,41.9999999999976,-13.00000000000523,161.00000000000136,-26.999999999999247,,145.99999999998084
2016.07.04,387.99999999998835,-25.000000000005684,-331.0000000000035,52.00000000000671,65.99999999999939,15.000000000000568,225.9999999999991,12.000000000012001,,402.9999999999969
2016.07.04,385.99999999999744,-50.00000000001137,-226.00000000000398,19.000000000005457,85.99999999999719,12.000000000000455,189.00000000000716,86.0000000000083,,502.0000000000007
2016.07.04,404.9999999999887,-172.00000000001125,-215.00000000000963,-102.99999999999443,112.99999999999643,-165.99999999999682,96.00000000000364,177.00000000000495,,134.99999999998158
2016.07.04,387.99999999998835,-201.99999999999818,-233.00000000000543,-114.99999999999488,83.9999999999952,-186.9999999999976,84.00000000000318,143.00000000000423,,-38.000000000005144
2016.07.04,336.9999999999873,-79.9999999999983,-230.000000000008,27.000000000001023,88.99999999999464,-70.99999999999795,216.99999999999875,188.00000000001037,,476.99999999998784
2016.07.04,297.9999999999983,-55.00000000000682,-243.99999999999977,120.00000000000455,41.9999999999976,1.0000000000047748,322.00000000000273,283.000000000011,,767.0000000000124
2016.07.04,303.9999999999932,-48.00000000000182,-239.0000000000003,121.99999999999989,29.000000000001247,25.99999999999625,361.99999999999477,363.0000000000022,,918.9999999999854
2016.07.04,411.0000000000058,-17.000000000010118,-290.00000000000136,151.00000000001046,71.99999999999429,111.0000000000042,552.9999999999973,499.000000000005,,1490.0000000000055
2016.07.04,558.9999999999984,-11.00000000000989,-214.00000000000307,216.00000000000819,132.99999999999423,114.00000000000432,509.00000000000034,528.0000000000174,,1834.00000000001
2016.07.04,513.9999999999923,101.99999999998965,-267.00000000000614,304.00000000000205,130.99999999999224,230.00000000000398,593.9999999999941,507.000000000013,,2114.9999999999814
2016.07.04,385.99999999999744,100.99999999999909,-257.0000000000072,319.0000000000026,46.999999999997044,236.0000000000042,585.000000000008,438.00000000000506,,1855.0000000000061
2016.07.04,404.9999999999887,66.0000000000025,-236.00000000000287,281.0000000000059,59.99999999999339,191.99999999999307,522.0000000000056,399.00000000001603,,1689.0000000000023
2016.07.04,424.99999999998647,66.99999999999307,-218.00000000000708,287.00000000000614,87.99999999999919,176.00000000000193,513.0000000000052,426.9999999999996,,1764.9999999999845
2016.07.04,400.00000000000034,72.99999999999329,-304.9999999999997,272.00000000000557,81.9999999999932,167.0000000000016,528.0000000000058,434.000000000001,,1651.000000000001
2016.07.04,429.99999999999704,19.99999999999602,-360.0000000000048,246.9999999999999,90.99999999999665,126.99999999999534,631.0000000000002,439.0000000000116,,1624.999999999992
2016.07.04,306.9999999999906,-28.000000000005798,-382.00000000000455,147.00000000000557,43.999999999999595,60.000000000002274,646.0000000000008,478.0000000000006,,1271.999999999989
2016.07.04,292.9999999999877,-7.000000000005002,-384.00000000000654,169.00000000001114,73.00000000000084,7.999999999995566,739.9999999999949,598.0000000000097,,1489.9999999999882
2016.07.04,306.00000000000625,48.00000000000182,-331.0000000000035,180.00000000000682,79.99999999999119,16.999999999995907,760.0000000000051,643.0000000000158,,1703.0000000000196
2016.07.04,348.9999999999993,42.00000000000159,-289.0000000000059,149.0000000000009,78.99999999999574,76.99999999999818,742.0000000000044,704.0000000000157,,1853.00000000001
2016.07.04,285.00000000000193,21.000000000000796,-370.00000000000364,83.00000000001262,112.99999999999643,-162.00000000000614,772.0000000000056,673.0000000000125,,1415.00000000002
2016.07.04,31.999999999987594,27.000000000001023,-287.9999999999994,-3.9999999999906777,65.99999999999939,-212.0000000000033,653.0000000000058,624.0000000000023,,898.0000000000027
2016.07.04,65.00000000000395,-20.000000000010232,-363.0000000000022,-35.99999999998715,68.99999999999685,-177.0000000000067,677.9999999999973,616.0000000000165,,832.0000000000082
2016.07.04,269.9999999999925,-26.00000000001046,-458.00000000000284,-4.9999999999954525,39.00000000000014,-108.00000000000409,766.9999999999959,616.0000000000165,,1094.9999999999923
2016.07.04,394.9999999999898,-69.00000000000261,-459.0000000000094,47.000000000011255,105.99999999999498,-43.00000000000637,822.0000000000027,649.0000000000107,,1447.9999999999911
2016.07.04,79.99999999999119,-38.000000000010914,-429.0000000000016,80.0000000000125,-53.00000000000304,-46.999999999997044,825.0000000000028,716.0000000000056,,1133.9999999999995
2016.07.04,-4.000000000004,-67.99999999999784,-474.00000000000773,67.00000000000728,-80.00000000000229,-58.9999999999975,862.9999999999995,668.0000000000019,,912.9999999999994
2016.07.04,231.99999999998778,-70.00000000000739,-562.0000000000069,95.00000000001307,-29.000000000001247,-25.99999999999625,878.0000000000001,617.0000000000009,,1134.99999999999
