date,EURCHF,GBPAUD,EURCAD,EURNZD,NZDJPY,AUDNZD,empty,sum
2020.01.06,0.0,-73.00000000001194,-93.99999999999409,-104.99999999999955,-43.99999999999693,-51.99999999998539,,-367.9999999999879
2020.01.06,-1.0000000000065512,-30.0000000000189,-93.00000000000975,-82.99999999998863,16.999999999995907,-17.000000000000348,,-207.00000000002825
2020.01.06,18.0000000000069,-158.99999999999804,-62.99999999999084,32.0000000000098,46.999999999997044,-21.999999999988695,,-146.99999999996382
2020.01.06,106.99999999999044,-119.00000000000244,-38.0000000000047,43.999999999999595,-36.000000000001364,-24.999999999986144,,-67.00000000000462
2020.01.06,126.0000000000039,56.99999999999594,-79.00000000000685,-48.99999999998794,-143.99999999999125,79.00000000000685,,-9.999999999979366
2020.01.06,114.99999999999844,140.99999999999113,-90.99999999999665,-137.9999999999937,-240.99999999999966,69.00000000000794,,-144.9999999999925
2020.01.06,109.00000000000354,177.99999999998929,-116.99999999998934,-148.99999999999915,-212.0000000000033,38.0000000000047,,-152.99999999999426
2020.01.06,79.99999999999119,-131.00000000001444,-130.99999999999224,-133.99999999998968,-188.99999999999295,-8.999999999992347,,-513.9999999999905
2020.01.06,100.0000000000112,-96.00000000000719,-100.99999999999554,-52.99999999999194,-115.99999999999966,7.0000000000014495,,-258.9999999999817
2020.01.06,100.99999999999554,-24.000000000001798,-86.99999999999264,-5.999999999994898,-146.0000000000008,53.00000000001415,,-108.99999999998045
2020.01.06,110.00000000001009,-17.000000000000348,-80.99999999999774,118.00000000001809,-85.99999999999852,127.00000000001043,,171.000000000042
2020.01.06,100.99999999999554,-75.00000000000284,-76.99999999999375,181.00000000000892,-87.99999999999386,89.00000000000574,,131.00000000001975
2020.01.06,120.99999999999334,-73.00000000001194,-139.00000000000023,119.00000000000244,-105.99999999999454,83.00000000001084,,4.999999999999915
2020.01.06,120.00000000000898,-57.00000000001815,-157.99999999999147,117.00000000001154,-102.00000000000387,102.00000000000209,,22.000000000009123
2020.01.06,103.00000000000864,-129.00000000000134,-126.0000000000039,154.0000000000097,-72.99999999999329,83.00000000001084,,12.000000000030653
2020.01.06,109.00000000000354,-153.00000000000313,-158.99999999999804,141.00000000001333,-55.999999999997385,73.00000000001194,,-44.99999999996973
2020.01.06,52.99999999999194,-172.0000000000166,-168.99999999999693,172.0000000000166,-39.00000000000148,72.0000000000054,,-83.00000000000108
2020.01.06,32.0000000000098,-158.0000000000137,-198.00000000000927,171.00000000001003,-37.9999999999967,82.00000000000429,,-108.99999999999557
2020.01.06,66.00000000001049,-123.00000000000644,-154.99999999999403,138.0000000000159,-112.99999999999955,133.00000000000534,,-53.99999999996831
2020.01.06,116.00000000000499,-63.000000000013046,-107.99999999999699,45.000000000006146,-191.0000000000025,93.99999999999409,,-107.0000000000073
2020.01.06,136.00000000000279,130.99999999999224,-70.99999999999883,-79.99999999999119,-212.0000000000033,26.999999999999247,,-68.99999999999908
2020.01.06,112.000000000001,-289.0000000000059,-24.000000000001798,9.999999999998899,-125.99999999999056,-4.999999999988347,,-321.99999999998676
2020.01.06,82.00000000000429,-470.9999999999992,-9.999999999998899,11.00000000000545,-192.99999999999784,-26.999999999999247,,-607.9999999999853
2020.01.06,114.99999999999844,-647.0000000000198,7.0000000000014495,52.000000000007596,-219.99999999999886,2.0000000000131024,,-690.9999999999981
2020.01.06,130.0000000000079,-826.0000000000156,126.0000000000039,43.999999999999595,-289.99999999999204,-11.00000000000545,,-827.0000000000018
2020.01.06,133.00000000000534,-977.0000000000057,154.99999999999403,70.0000000000145,-292.0000000000016,-83.9999999999952,,-994.9999999999886
2020.01.06,201.99999999999108,-1103.0000000000095,235.99999999999176,83.00000000001084,-334.99999999999375,-146.99999999998602,,-1063.9999999999955
2020.01.06,222.99999999999542,-1079.0000000000077,276.9999999999939,145.00000000001734,-343.0000000000035,-183.99999999998417,,-960.9999999999887
2020.01.06,252.99999999999213,-950.0000000000064,243.99999999999977,-11.999999999989797,-381.0000000000002,-194.0000000000053,,-1040.0000000000098
2020.01.06,261.0000000000001,-839.0000000000119,201.00000000000674,36.999999999998145,-381.0000000000002,-119.99999999998678,,-840.9999999999941
2020.01.06,192.99999999999872,-843.0000000000159,235.00000000000742,161.00000000001114,-359.99999999999943,-131.99999999999878,,-745.9999999999968
2020.01.06,191.99999999999218,-870.0000000000152,241.00000000000233,129.00000000000134,-322.00000000000273,-164.99999999999292,,-795.0000000000151
2020.01.06,224.000000000002,-1158.0000000000146,253.99999999999866,168.0000000000126,-323.99999999999807,-178.99999999999582,,-1014.9999999999951
2020.01.06,218.00000000000708,-1345.0000000000184,221.00000000000452,238.0000000000049,-265.99999999999113,-197.00000000000273,,-1130.999999999996
2020.01.06,201.99999999999108,-1371.0000000000111,131.99999999999878,170.00000000000347,-320.99999999999795,-245.99999999999068,,-1434.0000000000064
2020.01.06,60.99999999999994,-1439.0000000000125,107.99999999999699,78.00000000000028,-447.00000000000273,-297.9999999999983,,-1937.0000000000164
2020.01.06,72.0000000000054,-1548.000000000016,75.00000000000284,87.00000000001484,-432.9999999999927,-290.9999999999968,,-2037.9999999999825
2020.01.06,86.0000000000083,-1581.0000000000102,39.999999999995595,97.9999999999981,-456.99999999999363,-283.99999999999534,,-2097.999999999997
2020.01.06,31.000000000003247,-1584.0000000000077,19.999999999997797,141.00000000001333,-457.9999999999984,-278.9999999999848,,-2128.999999999977
2020.01.06,52.99999999999194,-1514.0000000000152,107.99999999999699,107.00000000001265,-489.9999999999949,-299.00000000000483,,-2035.000000000013
2020.01.06,82.00000000000429,-1399.0000000000168,106.00000000000608,172.0000000000166,-462.99999999999386,-278.00000000000045,,-1779.999999999984
2020.01.06,56.000000000011596,-1379.000000000019,121.99999999999989,156.00000000000057,-463.99999999999864,-251.00000000000122,,-1760.000000000007
2020.01.06,106.99999999999044,-1368.999999999998,133.99999999998968,168.99999999999693,-477.00000000000387,-234.00000000000088,,-1670.0000000000255
2020.01.06,109.00000000000354,-1433.0000000000175,72.0000000000054,208.00000000000819,-477.99999999999443,-231.99999999998778,,-1753.9999999999823
2020.01.06,97.9999999999981,-1419.0000000000148,72.0000000000054,144.0000000000108,-490.99999999999966,-231.0000000000034,,-1827.0000000000034
2020.01.06,103.99999999999298,-1352.0000000000198,96.00000000000719,121.00000000001555,-519.999999999996,-235.99999999999176,,-1786.9999999999918
2020.01.06,56.000000000011596,-1313.0000000000086,99.00000000000463,93.00000000000975,-524.9999999999915,-241.99999999998667,,-1831.9999999999607
2020.01.06,53.999999999998494,-1341.9999999999986,120.00000000000898,145.00000000001734,-503.0000000000001,-263.99999999999756,,-1789.9999999999716
2020.01.07,22.0000000000109,-1475.000000000004,83.9999999999952,12.000000000012001,-490.99999999999966,-300.99999999999574,,-2148.9999999999814
2020.01.07,42.0000000000087,-1524.9999999999986,93.00000000000975,134.00000000001188,-450.9999999999934,-249.99999999999466,,-1956.9999999999563
2020.01.07,52.99999999999194,-1514.9999999999998,133.00000000000534,211.00000000000563,-483.0000000000041,-228.99999999999034,,-1829.999999999991
2020.01.07,79.00000000000685,-1532.0,130.99999999999224,229.00000000001253,-465.999999999994,-229.99999999999687,,-1788.999999999979
2020.01.07,102.00000000000209,-1494.0000000000175,87.99999999999919,161.00000000001114,-503.0000000000001,-244.9999999999841,,-1890.9999999999895
2020.01.07,110.00000000001009,-1741.999999999999,24.000000000001798,232.00000000000998,-453.00000000000296,-259.9999999999936,,-2088.9999999999736
2020.01.07,106.00000000000608,-1699.0000000000061,32.999999999994145,153.00000000000313,-500.0,-326.9999999999884,,-2233.999999999991
2020.01.07,144.99999999999514,-1649.0000000000116,93.00000000000975,80.99999999999774,-554.000000000002,-333.0000000000055,,-2217.0000000000164
2020.01.07,123.00000000000644,-1624.0000000000032,66.99999999999484,84.0000000000174,-564.9999999999977,-339.99999999998477,,-2254.9999999999673
2020.01.07,107.99999999999699,-1680.999999999999,59.000000000009045,86.0000000000083,-551.9999999999925,-373.99999999998545,,-2353.9999999999627
2020.01.07,154.99999999999403,-1607.000000000003,112.000000000001,-34.99999999998504,-605.9999999999945,-363.0000000000022,,-2343.9999999999895
2020.01.07,167.9999999999904,-1503.0000000000098,123.00000000000644,-56.99999999999594,-620.0000000000045,-371.99999999999454,,-2261.000000000008
