date,USDCHF,GBPUSD,EURUSD,USDJPY,AUDUSD,NZDUSD,CADCHF,GBPJPY,EURJPY,empty,sum
2018.02.26,131.00000000000333,139.9999999999846,41.000000000002146,-40.99999999999682,-26.000000000003798,-30.000000000007798,124.00000000000189,336.00000000001273,-115.0000000000091,,559.9999999999873
2018.02.26,170.99999999999892,197.99999999998707,49.00000000001015,-36.99999999999193,-36.0000000000027,21.999999999999797,177.00000000000495,385.9999999999957,-115.0000000000091,,814.9999999999927
2018.02.26,129.00000000000134,158.99999999999804,19.00000000001345,-96.9999999999942,-30.000000000007798,78.00000000000028,125.00000000000844,420.0000000000159,-155.00000000000114,,648.0000000000343
2018.02.26,199.00000000000472,191.99999999999218,46.0000000000127,-15.000000000000568,4.999999999999449,104.99999999999955,151.00000000000114,344.99999999999886,-87.99999999999386,,940.0000000000141
2018.02.26,150.00000000000568,225.99999999999287,100.99999999999554,-70.99999999999795,69.9999999999923,88.99999999999464,77.00000000000485,459.0000000000032,-212.99999999999386,,887.9999999999973
2018.02.26,87.00000000000374,148.99999999999915,32.0000000000098,-215.0000000000034,95.99999999999609,85.00000000000173,-0.999999999995449,579.0000000000077,-318.9999999999884,,493.0000000000309
2018.02.26,121.00000000000443,165.9999999999995,49.00000000001015,-278.0000000000058,41.9999999999976,25.999999999992696,51.000000000001044,685.0000000000023,-414.0000000000157,,447.99999999998624
2018.02.26,-10.999999999994348,63.99999999999739,-45.99999999999049,-426.00000000000193,-38.0000000000047,-60.99999999999994,0.0,784.0000000000202,-495.00000000000455,,-228.9999999999784
2018.02.26,-102.99999999999754,-107.00000000001265,-174.99999999999181,-539.0000000000015,-190.00000000000128,-226.00000000000398,-11.999999999989797,757.000000000005,-491.9999999999902,,-1086.9999999999836
2018.02.26,-124.99999999999733,-148.00000000001478,-221.00000000000452,-594.9999999999989,-253.0000000000032,-279.00000000000705,-13.999999999991797,793.0000000000064,-514.00000000001,,-1356.0000000000211
2018.02.26,-107.99999999999699,-157.00000000000713,-207.99999999998596,-539.0000000000015,-247.00000000000833,-304.9999999999997,17.000000000000348,707.9999999999984,-461.00000000001273,,-1300.0000000000136
2018.02.26,-71.99999999999429,-101.00000000001774,-171.99999999999437,-516.0000000000053,-219.00000000000253,-274.00000000000756,40.00000000000669,733.0000000000041,-471.00000000000364,,-1052.0000000000148
2018.02.26,-56.0000000000005,-114.0000000000141,-167.9999999999904,-489.0000000000043,-191.00000000000784,-278.00000000000045,41.000000000002146,680.0000000000068,-443.00000000001205,,-1018.0000000000209
2018.02.26,-63.99999999999739,-145.00000000001734,-191.99999999999218,-468.0000000000035,-241.00000000000233,-326.9999999999995,48.000000000003595,621.0000000000093,-390.99999999999113,,-1158.9999999999905
2018.02.26,-100.00000000000009,-214.00000000000307,-234.99999999998522,-423.9999999999924,-278.00000000000045,-363.0000000000022,40.00000000000669,483.0000000000041,-289.99999999999204,,-1380.999999999965
2018.02.26,-168.99999999999693,-311.0000000000168,-348.9999999999993,-575.0000000000028,-387.99999999999943,-447.0000000000085,26.000000000003798,592.000000000013,-353.00000000000864,,-1974.0000000000161
2018.02.26,-181.9999999999933,-320.00000000000915,-329.00000000000153,-569.9999999999932,-377.0000000000051,-408.00000000000836,14.000000000002899,573.0000000000075,-368.9999999999998,,-1968.0
2018.02.26,-220.99999999999343,-376.00000000002075,-371.99999999999454,-596.0000000000036,-380.00000000000256,-412.00000000000125,-23.999999999990695,550.0000000000114,-356.9999999999993,,-2187.9999999999945
2018.02.26,-185.00000000000182,-316.0000000000052,-268.9999999999859,-679.9999999999926,-457.0000000000074,-485.0000000000021,-0.999999999995449,730.9999999999945,-569.9999999999932,,-2231.999999999989
2018.02.26,-104.99999999999955,-408.00000000000836,-266.999999999995,-548.0000000000018,-431.99999999999903,-485.99999999999756,21.00000000000435,450.00000000001705,-406.0000000000059,,-2180.9999999999854
2018.02.26,-124.99999999999733,-547.0000000000086,-302.0000000000023,-465.0000000000034,-459.0000000000094,-475.0000000000032,8.000000000008,186.00000000000705,-268.0000000000007,,-2447.00000000001
2018.02.26,-58.99999999999794,-548.0000000000151,-263.99999999999756,-432.9999999999927,-325.00000000000864,-430.00000000000813,30.000000000007798,138.00000000000523,-269.00000000000546,,-2160.0000000000127
2018.02.26,-140.99999999999113,-590.0000000000016,-397.0000000000029,-450.9999999999934,-314.0000000000032,-436.00000000000307,-35.999999999991594,120.00000000000455,-150.00000000000568,,-2394.999999999988
2018.02.26,-207.00000000000162,-737.0000000000099,-499.9999999999893,-495.9999999999951,-348.00000000000387,-468.00000000000176,-43.999999999999595,30.000000000001137,-96.00000000000364,,-2866.0000000000036
