date,USDCHF,GBPUSD,USDCAD,EURCHF,CHFJPY,CADCHF,AUDCHF,GBPJPY,GBPCAD,EURCAD,EURAUD,AUDJPY,AUDNZD,empty,sum
2017.07.03,-107.00000000000153,-36.999999999998145,-68.00000000000139,-168.99999999999693,-259.00000000000034,-132.99999999999423,-24.000000000001798,0.0,-24.000000000001798,-97.00000000001374,-116.00000000000499,-17.99999999998647,0.0,,-1052.0000000000014
2017.07.03,-91.00000000000774,102.00000000000209,-75.99999999998718,34.000000000000696,-246.00000000000932,-39.00000000000014,100.00000000000009,233.0000000000041,163.00000000000205,-124.99999999999733,-184.00000000000637,70.00000000000739,-106.00000000000608,,-164.99999999999775
2017.07.03,-104.00000000000409,116.00000000000499,-78.99999999998464,110.00000000001009,-362.000000000009,19.00000000000235,136.99999999999824,281.99999999998226,208.00000000000819,-160.00000000000458,-188.00000000001037,88.00000000000807,55.000000000005045,,122.00000000000658
2017.07.03,-107.00000000000153,127.99999999999478,-90.99999999999665,124.99999999999733,-388.00000000000523,16.0000000000049,221.99999999999997,355.99999999999454,217.0000000000005,-192.99999999999872,-73.99999999999629,243.0000000000092,-36.999999999998145,,417.00000000000466
2017.07.03,-137.00000000000932,79.99999999999119,-102.00000000000209,147.00000000000824,-392.0000000000101,21.00000000000435,248.99999999999923,358.99999999998045,181.00000000000892,-215.99999999999397,-56.000000000011596,255.00000000000966,-46.999999999997044,,341.99999999997794
2017.07.03,-136.00000000000279,97.9999999999981,-132.99999999998312,165.9999999999995,-343.0000000000035,24.999999999997247,190.99999999999673,284.9999999999966,234.00000000000088,-212.99999999999653,-164.00000000000858,146.0000000000008,-11.00000000000545,,144.99999999998988
2017.07.03,-140.0000000000068,53.999999999998494,-149.9999999999835,137.00000000000932,-353.00000000000864,4.000000000004,221.00000000000452,268.0000000000007,217.0000000000005,-219.99999999999798,-102.00000000000209,182.00000000000216,29.999999999996696,,148.0000000000173
2017.07.03,-133.00000000000534,-14.000000000002899,-130.99999999999224,107.99999999999699,-304.00000000000205,17.000000000000348,177.00000000000495,114.00000000000432,110.00000000001009,-178.00000000001148,-136.00000000000279,115.99999999999966,-15.999999999993797,,-269.99999999999426
2017.07.03,-162.0000000000066,-11.00000000000545,-143.99999999998857,127.99999999999478,-286.00000000000136,34.000000000000696,175.00000000000293,188.99999999999295,94.00000000001629,-154.0000000000097,-154.0000000000097,115.0000000000091,-69.9999999999923,,-245.99999999999696
2017.07.03,-167.00000000000603,-19.999999999997797,-143.99999999998857,127.99999999999478,-335.9999999999985,31.000000000003247,107.00000000000153,186.9999999999834,92.00000000000318,-161.00000000001114,-285.00000000000193,44.00000000001114,-165.9999999999995,,-690.0000000000061
2017.07.03,-179.00000000000693,-19.999999999997797,-149.9999999999835,139.00000000000023,-371.0000000000093,39.00000000000014,160.00000000000458,313.99999999999295,107.99999999999699,-173.00000000000094,-224.000000000002,151.00000000001046,-68.00000000000139,,-273.9999999999965
2017.07.03,-191.00000000000784,-25.00000000000835,-208.99999999999253,139.00000000000023,-387.00000000000045,21.999999999999797,182.00000000000438,324.99999999998863,179.00000000001802,-195.00000000001182,-175.00000000001404,188.0000000000024,48.000000000003595,,-99.00000000001806
2017.07.03,-202.0000000000022,-24.000000000001798,-251.99999999998556,95.00000000000064,-385.0000000000051,-7.0000000000014495,95.00000000000064,382.000000000005,211.00000000000563,-214.00000000000307,-287.9999999999994,111.0000000000042,1.999999999990898,,-475.9999999999916
2017.07.03,-225.00000000000853,-76.99999999999375,-269.9999999999925,97.00000000001374,-444.0000000000026,7.0000000000014495,131.99999999999878,394.9999999999818,218.00000000000708,-177.00000000000495,-208.99999999999253,152.00000000000102,14.000000000002899,,-386.999999999988
2017.07.03,-226.00000000000398,-76.0000000000094,-283.99999999999534,107.99999999999699,-468.0000000000035,-0.999999999995449,136.99999999999824,460.9999999999843,219.99999999999798,-222.00000000001108,-231.0000000000034,211.00000000001273,38.0000000000047,,-333.0000000000272
2017.07.03,-208.00000000000819,-97.9999999999981,-297.9999999999983,130.0000000000079,-496.9999999999999,-19.999999999997797,104.00000000000409,408.9999999999918,218.00000000000708,-307.99999999999716,-327.00000000001063,192.00000000000728,73.00000000001194,,-629.9999999999801
2017.07.03,-213.00000000000762,-106.00000000000608,-300.99999999999574,146.00000000000168,-471.00000000000364,-14.999999999998348,146.00000000000168,419.9999999999875,205.00000000001074,-290.9999999999968,-262.00000000000665,227.00000000000387,76.0000000000094,,-438.99999999999994
2017.07.03,-214.00000000000307,-124.00000000001299,-299.99999999998914,114.0000000000141,-465.0000000000034,-19.00000000000235,161.00000000000003,336.9999999999891,188.00000000001037,-296.0000000000074,-197.00000000000273,209.00000000000318,83.9999999999952,,-522.0000000000092
2017.07.03,-228.00000000000597,-114.99999999999844,-300.99999999999574,100.0000000000112,-555.0000000000068,-21.999999999999797,106.00000000000608,391.9999999999959,208.00000000000819,-253.99999999999866,-269.9999999999925,187.00000000001182,130.99999999999224,,-620.9999999999725
2017.07.03,-226.99999999999943,-59.000000000009045,-291.9999999999812,62.000000000006494,-576.0000000000076,-36.0000000000027,77.00000000000485,447.00000000000273,231.0000000000034,-228.00000000000597,-280.0000000000136,189.00000000000716,161.99999999999548,,-529.9999999999997
2017.07.03,-203.00000000000873,-9.000000000014552,-221.99999999998886,0.0,-710.000000000008,-22.999999999995246,82.99999999999974,591.0000000000082,197.00000000000273,-175.00000000001404,-202.9999999999976,275.0000000000057,148.99999999999915,,-250.0000000000113
2017.07.03,-196.00000000000728,-18.0000000000069,-251.00000000000122,-119.99999999998678,-881.0000000000002,-46.00000000000159,14.999999999998348,855.9999999999945,246.00000000001288,-36.0000000000138,-215.99999999999397,302.0000000000067,180.0000000000024,,-164.99999999999682
2017.07.03,-243.99999999999977,-195.00000000001182,-255.99999999998957,-124.99999999999733,-868.9999999999998,-19.999999999997797,17.000000000000348,763.0000000000052,8.000000000008,49.99999999999449,-140.0000000000068,344.0000000000083,158.99999999999804,,-507.9999999999882
2017.07.03,-285.00000000000193,-429.99999999999704,-244.9999999999841,-104.99999999999955,-805.0000000000068,39.00000000000014,24.000000000001798,544.9999999999875,-288.99999999998374,121.99999999999989,-197.00000000000273,329.00000000000773,156.00000000000057,,-1140.9999999999782
2017.07.03,-301.0000000000068,-422.00000000001125,-303.9999999999932,-85.00000000000173,-771.0000000000008,29.000000000001247,48.99999999999905,530.0000000000011,-273.9999999999965,109.00000000000354,-117.00000000001154,301.00000000000193,147.99999999999258,,-1108.0000000000225
2017.07.03,-386.0000000000086,-398.00000000000944,-280.9999999999979,-55.99999999998939,-763.0000000000052,39.00000000000014,60.00000000000449,533.9999999999918,-226.99999999999943,90.99999999999665,-144.0000000000108,314.00000000000716,144.99999999999514,,-1072.0000000000248
2017.07.03,-383.0,-438.00000000000506,-281.99999999998226,-45.99999999999049,-767.0000000000101,111.00000000000554,58.000000000002494,627.9999999999859,-266.999999999995,200.00000000000017,-191.00000000000784,351.0000000000133,158.99999999999804,,-866.9999999999851
2017.07.03,-433.0000000000056,-510.99999999999477,-295.99999999998516,-24.000000000001798,-807.0000000000022,128.00000000000588,77.00000000000485,576.9999999999982,-383.99999999998437,197.99999999998707,-170.00000000000347,352.00000000000387,153.00000000000313,,-1139.9999999999743
2017.07.03,-501.000000000007,-612.0000000000125,-228.99999999999034,-1.0000000000065512,-742.0000000000044,187.00000000000384,109.99999999999899,519.9999999999818,-559.9999999999827,292.00000000000335,-147.99999999999258,382.000000000005,160.00000000000458,,-1141.9999999999984
2017.07.03,-515.0000000000099,-565.9999999999999,-185.99999999999727,35.00000000000725,-679.000000000002,253.99999999999866,180.99999999999784,508.99999999998613,-544.9999999999955,391.9999999999924,-34.000000000000696,398.00000000001035,140.0000000000068,,-616.0000000000058
2017.07.03,-517.0000000000008,-585.9999999999976,-229.99999999999687,32.999999999994145,-600.0000000000085,255.00000000000523,216.0000000000051,493.9999999999998,-514.9999999999987,405.9999999999952,-32.0000000000098,370.00000000000455,177.00000000000495,,-529.0000000000032
2017.07.03,-486.00000000000864,-419.0000000000138,-93.99999999999409,-11.999999999989797,-662.0000000000061,279.00000000000705,209.9999999999991,555.0000000000068,-524.9999999999977,465.0000000000043,80.99999999999774,396.0000000000008,174.99999999999181,,-37.000000000002615
2017.07.03,-517.0000000000008,-546.000000000002,-159.99999999998238,-15.999999999993797,-671.999999999997,272.00000000000557,197.00000000000273,572.0000000000027,-563.0000000000024,482.00000000000466,45.99999999999049,435.0000000000023,177.00000000000495,,-292.9999999999649
2017.07.03,-516.0000000000053,-540.0000000000072,-149.9999999999835,-12.999999999996348,-739.0000000000043,260.00000000000466,165.9999999999995,597.0000000000084,-601.9999999999915,458.00000000000284,5.999999999994898,433.00000000000693,232.99999999999432,,-406.99999999997647
2017.07.03,-560.0000000000049,-730.0000000000084,-231.99999999998778,18.0000000000069,-853.0000000000086,258.0000000000027,153.99999999999858,578.000000000003,-686.9999999999932,358.9999999999982,-124.00000000001299,444.0000000000026,191.99999999999218,,-1183.0000000000118
2017.07.03,-586.0000000000088,-712.0000000000015,-329.00000000000153,72.0000000000054,-844.0000000000083,236.00000000000287,151.9999999999966,694.9999999999932,-651.0000000000016,280.9999999999979,-158.0000000000137,498.00000000000466,269.00000000000813,,-1077.0000000000264
